mission,type_mission,destination,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,gare_depart,nb_arrets_desservis,date_observation
LORE74,LORE,Orsay-Ville,,,,,,,,,,2026-04-15 08:40:13+02:00,2026-04-15 08:37:52+02:00,2026-04-15 08:34:59+02:00,2026-04-15 08:32:54+02:00,2026-04-15 08:29:42+02:00,,2026-04-15 08:26:23+02:00,2026-04-15 08:24:39+02:00,2026-04-15 08:22:19+02:00,2026-04-15 08:20:24+02:00,,2026-04-15 08:17:29+02:00,2026-04-15 08:14:51+02:00,2026-04-15 08:13:03+02:00,2026-04-15 08:10:55+02:00,2026-04-15 08:08:59+02:00,2026-04-15 08:07:02+02:00,2026-04-15 08:04:14+02:00,2026-04-15 08:02:26+02:00,2026-04-15 08:00:51+02:00,2026-04-15 07:58:29+02:00,2026-04-15 07:56:07+02:00,2026-04-15 07:53:35+02:00,,,,,,,,,,,,,,,,Gare du Nord,21,2026-04-15 07:50:04.324287+02:00
PPIT22,PPIT,Saint-Rémy-lès-Chevreuse,,,,,2026-04-15 09:57:53+02:00,2026-04-15 09:54:40+02:00,2026-04-15 09:52:47+02:00,2026-04-15 09:50:55+02:00,2026-04-15 09:48:38+02:00,2026-04-15 09:46:20+02:00,2026-04-15 09:44:04+02:00,2026-04-15 09:41:16+02:00,2026-04-15 09:39:11+02:00,2026-04-15 09:36:19+02:00,,,,2026-04-15 09:31:19+02:00,2026-04-15 09:29:24+02:00,,2026-04-15 09:26:29+02:00,2026-04-15 09:23:51+02:00,2026-04-15 09:22:03+02:00,2026-04-15 09:19:55+02:00,2026-04-15 09:17:59+02:00,2026-04-15 09:16:02+02:00,2026-04-15 09:13:14+02:00,2026-04-15 09:11:26+02:00,2026-04-15 09:09:51+02:00,2026-04-15 09:07:29+02:00,2026-04-15 09:05:07+02:00,2026-04-15 09:02:00+02:00,2026-04-15 08:56:20+02:00,2026-04-15 08:53:30+02:00,2026-04-15 08:50:00+02:00,2026-04-15 08:47:10+02:00,2026-04-15 08:45:00+02:00,2026-04-15 08:42:50+02:00,,,,,,2026-04-15 08:39:10+02:00,2026-04-15 08:36:00+02:00,2026-04-15 08:32:50+02:00,2026-04-15 08:29:00+02:00,Mitry - Claye,34,2026-04-15 07:50:04.324287+02:00
EMIR65,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:58+02:00,2026-04-15 07:53:28+02:00,2026-04-15 07:56:38+02:00,2026-04-15 07:59:18+02:00,2026-04-15 08:01:28+02:00,2026-04-15 08:03:58+02:00,2026-04-15 08:07:18+02:00,2026-04-15 08:09:48+02:00,2026-04-15 08:12:08+02:00,2026-04-15 08:17:48+02:00,,,,,,La Plaine Stade de France,10,2026-04-15 07:50:04.324287+02:00
IVIS31,IVIS,Mitry - Claye,,,,2026-04-15 08:23:52+02:00,2026-04-15 08:26:53+02:00,2026-04-15 08:30:00+02:00,2026-04-15 08:31:56+02:00,2026-04-15 08:33:48+02:00,2026-04-15 08:36:18+02:00,2026-04-15 08:38:52+02:00,,,2026-04-15 08:43:18+02:00,2026-04-15 08:45:40+02:00,,,,2026-04-15 08:50:55+02:00,2026-04-15 08:52:46+02:00,,2026-04-15 08:55:37+02:00,2026-04-15 08:58:26+02:00,2026-04-15 09:00:06+02:00,2026-04-15 09:02:19+02:00,2026-04-15 09:04:06+02:00,2026-04-15 09:05:42+02:00,2026-04-15 09:08:22+02:00,2026-04-15 09:10:39+02:00,2026-04-15 09:12:13+02:00,2026-04-15 09:14:19+02:00,2026-04-15 09:16:39+02:00,2026-04-15 09:21:00+02:00,2026-04-15 09:26:10+02:00,2026-04-15 09:28:40+02:00,2026-04-15 09:31:50+02:00,2026-04-15 09:34:30+02:00,2026-04-15 09:36:40+02:00,2026-04-15 09:39:20+02:00,,,,,,2026-04-15 09:42:40+02:00,2026-04-15 09:45:30+02:00,2026-04-15 09:48:40+02:00,,Saint-Rémy-lès-Chevreuse,32,2026-04-15 07:50:04.324287+02:00
EMIR57,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:09+02:00,2026-04-15 07:53:29+02:00,2026-04-15 07:55:59+02:00,2026-04-15 07:58:19+02:00,2026-04-15 08:03:59+02:00,,,,,,Aulnay-sous-Bois,5,2026-04-15 07:50:04.324287+02:00
EMIR81,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:49:11+02:00,2026-04-15 07:50:47+02:00,2026-04-15 07:53:22+02:00,2026-04-15 07:55:39+02:00,2026-04-15 07:57:13+02:00,2026-04-15 07:59:19+02:00,2026-04-15 08:01:39+02:00,2026-04-15 08:07:27+02:00,2026-04-15 08:12:37+02:00,2026-04-15 08:15:07+02:00,2026-04-15 08:18:17+02:00,2026-04-15 08:20:57+02:00,2026-04-15 08:23:07+02:00,2026-04-15 08:25:37+02:00,2026-04-15 08:28:57+02:00,2026-04-15 08:31:27+02:00,2026-04-15 08:33:47+02:00,2026-04-15 08:39:27+02:00,,,,,,Gentilly,18,2026-04-15 07:50:04.324287+02:00
ULMS38,ULMS,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-15 09:59:25+02:00,2026-04-15 09:57:35+02:00,2026-04-15 09:56:13+02:00,2026-04-15 09:54:01+02:00,2026-04-15 09:52:17+02:00,2026-04-15 09:50:58+02:00,2026-04-15 09:48:54+02:00,2026-04-15 09:46:33+02:00,2026-04-15 09:44:57+02:00,,2026-04-15 09:41:10+02:00,2026-04-15 09:39:32+02:00,2026-04-15 09:36:51+02:00,2026-04-15 09:35:05+02:00,2026-04-15 09:33:51+02:00,2026-04-15 09:31:29+02:00,2026-04-15 09:29:07+02:00,2026-04-15 09:26:00+02:00,,,,,,2026-04-15 09:06:50+02:00,,,,2026-04-15 08:55:40+02:00,2026-04-15 08:48:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),20,2026-04-15 07:50:04.324287+02:00
STRI12,STRI,Robinson,,2026-04-15 09:15:21+02:00,2026-04-15 09:13:36+02:00,,,,,,,,,,,,,,,,,,2026-04-15 09:11:24+02:00,2026-04-15 09:08:51+02:00,2026-04-15 09:07:03+02:00,2026-04-15 09:04:55+02:00,2026-04-15 09:02:59+02:00,2026-04-15 09:01:02+02:00,2026-04-15 08:58:14+02:00,2026-04-15 08:56:26+02:00,2026-04-15 08:54:51+02:00,2026-04-15 08:52:29+02:00,2026-04-15 08:50:07+02:00,2026-04-15 08:47:00+02:00,2026-04-15 08:41:20+02:00,2026-04-15 08:38:30+02:00,2026-04-15 08:35:00+02:00,2026-04-15 08:32:10+02:00,2026-04-15 08:30:00+02:00,2026-04-15 08:27:50+02:00,2026-04-15 08:24:10+02:00,2026-04-15 08:21:20+02:00,2026-04-15 08:19:20+02:00,2026-04-15 08:14:00+02:00,2026-04-15 08:06:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-15 07:50:04.324287+02:00
GUAD95,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,,2026-04-15 07:50:33+02:00,2026-04-15 07:52:31+02:00,,2026-04-15 07:55:09+02:00,2026-04-15 07:57:05+02:00,2026-04-15 07:58:58+02:00,2026-04-15 08:00:52+02:00,2026-04-15 08:03:31+02:00,2026-04-15 08:05:11+02:00,2026-04-15 08:07:19+02:00,2026-04-15 08:09:06+02:00,2026-04-15 08:10:42+02:00,2026-04-15 08:13:17+02:00,2026-04-15 08:15:34+02:00,2026-04-15 08:17:08+02:00,2026-04-15 08:19:14+02:00,2026-04-15 08:21:34+02:00,2026-04-15 08:27:00+02:00,2026-04-15 08:32:10+02:00,2026-04-15 08:34:40+02:00,2026-04-15 08:37:50+02:00,2026-04-15 08:40:30+02:00,2026-04-15 08:42:40+02:00,,,,,,,,,,,Massy - Verrières,22,2026-04-15 07:50:04.324287+02:00
USER32,USER,Laplace,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 09:32:54+02:00,2026-04-15 09:31:02+02:00,2026-04-15 09:28:14+02:00,2026-04-15 09:26:26+02:00,2026-04-15 09:24:51+02:00,2026-04-15 09:22:29+02:00,2026-04-15 09:20:07+02:00,2026-04-15 09:17:00+02:00,2026-04-15 09:11:20+02:00,2026-04-15 09:08:30+02:00,2026-04-15 09:05:00+02:00,2026-04-15 09:02:10+02:00,2026-04-15 09:00:00+02:00,2026-04-15 08:57:50+02:00,2026-04-15 08:54:10+02:00,2026-04-15 08:51:20+02:00,2026-04-15 08:49:20+02:00,2026-04-15 08:44:00+02:00,2026-04-15 08:36:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),19,2026-04-15 07:50:04.324287+02:00
USER28,USER,Laplace,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 09:26:54+02:00,2026-04-15 09:25:02+02:00,2026-04-15 09:22:14+02:00,2026-04-15 09:20:26+02:00,2026-04-15 09:18:51+02:00,2026-04-15 09:16:29+02:00,2026-04-15 09:14:07+02:00,2026-04-15 09:11:00+02:00,2026-04-15 09:05:20+02:00,2026-04-15 09:02:30+02:00,2026-04-15 08:59:00+02:00,2026-04-15 08:56:10+02:00,2026-04-15 08:54:00+02:00,2026-04-15 08:51:50+02:00,2026-04-15 08:48:10+02:00,2026-04-15 08:45:20+02:00,2026-04-15 08:43:20+02:00,2026-04-15 08:38:00+02:00,2026-04-15 08:30:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),19,2026-04-15 07:50:04.324287+02:00
EMMY29,EMMY,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-15 08:30:31+02:00,2026-04-15 08:32:35+02:00,2026-04-15 08:34:42+02:00,2026-04-15 08:37:11+02:00,2026-04-15 08:39:02+02:00,2026-04-15 08:41:14+02:00,,2026-04-15 08:44:44+02:00,2026-04-15 08:46:19+02:00,2026-04-15 08:48:20+02:00,2026-04-15 08:50:11+02:00,,2026-04-15 08:52:57+02:00,2026-04-15 08:55:36+02:00,2026-04-15 08:57:16+02:00,2026-04-15 08:59:24+02:00,2026-04-15 09:01:11+02:00,2026-04-15 09:02:47+02:00,2026-04-15 09:05:22+02:00,2026-04-15 09:07:39+02:00,2026-04-15 09:09:13+02:00,2026-04-15 09:11:19+02:00,2026-04-15 09:13:39+02:00,2026-04-15 09:18:00+02:00,2026-04-15 09:23:10+02:00,2026-04-15 09:25:40+02:00,2026-04-15 09:28:50+02:00,2026-04-15 09:31:30+02:00,2026-04-15 09:33:40+02:00,2026-04-15 09:36:10+02:00,2026-04-15 09:39:30+02:00,2026-04-15 09:42:00+02:00,2026-04-15 09:44:20+02:00,2026-04-15 09:50:00+02:00,,,,,,Orsay Ville,32,2026-04-15 07:50:04.324287+02:00
IVIS15,IVIS,Mitry - Claye,,,,2026-04-15 07:59:52+02:00,2026-04-15 08:02:53+02:00,2026-04-15 08:06:00+02:00,2026-04-15 08:07:56+02:00,2026-04-15 08:09:48+02:00,2026-04-15 08:12:18+02:00,2026-04-15 08:14:52+02:00,,,2026-04-15 08:19:18+02:00,2026-04-15 08:21:40+02:00,,,,2026-04-15 08:26:55+02:00,2026-04-15 08:28:46+02:00,,2026-04-15 08:31:37+02:00,2026-04-15 08:34:26+02:00,2026-04-15 08:36:06+02:00,2026-04-15 08:38:19+02:00,2026-04-15 08:40:06+02:00,2026-04-15 08:41:42+02:00,2026-04-15 08:44:22+02:00,2026-04-15 08:46:39+02:00,2026-04-15 08:48:13+02:00,2026-04-15 08:50:19+02:00,2026-04-15 08:52:39+02:00,2026-04-15 08:57:00+02:00,2026-04-15 09:02:10+02:00,2026-04-15 09:04:40+02:00,2026-04-15 09:07:50+02:00,2026-04-15 09:10:30+02:00,2026-04-15 09:12:40+02:00,2026-04-15 09:15:20+02:00,,,,,,2026-04-15 09:18:40+02:00,2026-04-15 09:21:30+02:00,2026-04-15 09:24:40+02:00,,Saint-Rémy-lès-Chevreuse,32,2026-04-15 07:50:04.324287+02:00
STRI20,STRI,Robinson,,2026-04-15 09:27:21+02:00,2026-04-15 09:25:36+02:00,,,,,,,,,,,,,,,,,,2026-04-15 09:23:24+02:00,2026-04-15 09:20:51+02:00,2026-04-15 09:19:03+02:00,2026-04-15 09:16:55+02:00,2026-04-15 09:14:59+02:00,2026-04-15 09:13:02+02:00,2026-04-15 09:10:14+02:00,2026-04-15 09:08:26+02:00,2026-04-15 09:06:51+02:00,2026-04-15 09:04:29+02:00,2026-04-15 09:02:07+02:00,2026-04-15 08:59:00+02:00,2026-04-15 08:53:20+02:00,2026-04-15 08:50:30+02:00,2026-04-15 08:47:00+02:00,2026-04-15 08:44:10+02:00,2026-04-15 08:42:00+02:00,2026-04-15 08:39:50+02:00,2026-04-15 08:36:10+02:00,2026-04-15 08:33:20+02:00,2026-04-15 08:31:20+02:00,2026-04-15 08:26:00+02:00,2026-04-15 08:18:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-15 07:50:04.324287+02:00
PAUL48,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-15 08:08:38+02:00,2026-04-15 08:05:25+02:00,2026-04-15 08:03:32+02:00,2026-04-15 08:01:40+02:00,2026-04-15 07:59:23+02:00,2026-04-15 07:57:05+02:00,,,,2026-04-15 07:49:39+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massy - Palaiseau,7,2026-04-15 07:50:04.324287+02:00
EAST49,EAST,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:52:19+02:00,,,,,,Aéroport CDG 1 (Terminal 3) - RER,1,2026-04-15 07:50:04.324287+02:00
USER24,USER,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-15 09:38:25+02:00,2026-04-15 09:36:35+02:00,2026-04-15 09:35:13+02:00,2026-04-15 09:33:01+02:00,2026-04-15 09:31:17+02:00,2026-04-15 09:29:58+02:00,2026-04-15 09:27:54+02:00,2026-04-15 09:25:33+02:00,2026-04-15 09:23:57+02:00,,2026-04-15 09:20:10+02:00,2026-04-15 09:18:32+02:00,2026-04-15 09:15:51+02:00,2026-04-15 09:14:05+02:00,2026-04-15 09:12:25+02:00,2026-04-15 09:10:20+02:00,2026-04-15 09:08:06+02:00,2026-04-15 09:05:00+02:00,2026-04-15 08:59:20+02:00,2026-04-15 08:56:30+02:00,2026-04-15 08:53:00+02:00,2026-04-15 08:50:10+02:00,2026-04-15 08:48:00+02:00,2026-04-15 08:45:50+02:00,2026-04-15 08:42:10+02:00,2026-04-15 08:39:20+02:00,2026-04-15 08:37:20+02:00,2026-04-15 08:32:00+02:00,2026-04-15 08:24:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),28,2026-04-15 07:50:04.324287+02:00
STIN70,STIN,Robinson,,2026-04-15 08:15:28+02:00,2026-04-15 08:13:43+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:11:31+02:00,2026-04-15 08:08:58+02:00,2026-04-15 08:07:10+02:00,2026-04-15 08:05:02+02:00,2026-04-15 08:03:06+02:00,2026-04-15 08:01:09+02:00,2026-04-15 07:58:21+02:00,2026-04-15 07:56:33+02:00,2026-04-15 07:54:58+02:00,2026-04-15 07:52:36+02:00,2026-04-15 07:51:07+02:00,,,,,,,,,,,,,,,,,Châtelet les Halles,13,2026-04-15 07:50:04.324287+02:00
