mission,type_mission,destination,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,gare_depart,nb_arrets_desservis,date_observation
PAGE06,PAGE,Saint-Rémy-lès-Chevreuse,,,,,2026-04-15 09:31:08+02:00,2026-04-15 09:27:55+02:00,2026-04-15 09:26:02+02:00,2026-04-15 09:24:10+02:00,2026-04-15 09:21:53+02:00,2026-04-15 09:19:35+02:00,,,,2026-04-15 09:12:09+02:00,,,,2026-04-15 09:07:09+02:00,2026-04-15 09:05:14+02:00,,2026-04-15 09:02:19+02:00,2026-04-15 08:59:41+02:00,2026-04-15 08:57:53+02:00,2026-04-15 08:55:45+02:00,2026-04-15 08:53:54+02:00,2026-04-15 08:52:02+02:00,2026-04-15 08:49:14+02:00,2026-04-15 08:47:26+02:00,2026-04-15 08:45:51+02:00,2026-04-15 08:43:29+02:00,2026-04-15 08:41:07+02:00,2026-04-15 08:38:00+02:00,2026-04-15 08:32:20+02:00,2026-04-15 08:29:30+02:00,2026-04-15 08:26:00+02:00,2026-04-15 08:23:10+02:00,2026-04-15 08:21:00+02:00,2026-04-15 08:18:50+02:00,,,,,,2026-04-15 08:15:10+02:00,2026-04-15 08:12:00+02:00,2026-04-15 08:08:50+02:00,2026-04-15 08:05:00+02:00,Mitry - Claye,31,2026-04-15 07:50:04.324287+02:00
KLAC10,KLAC,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-15 09:19:07+02:00,2026-04-15 09:17:03+02:00,,2026-04-15 09:14:10+02:00,2026-04-15 09:12:25+02:00,2026-04-15 09:10:41+02:00,2026-04-15 09:08:29+02:00,2026-04-15 09:05:51+02:00,2026-04-15 09:04:03+02:00,2026-04-15 09:01:55+02:00,2026-04-15 08:59:59+02:00,2026-04-15 08:58:02+02:00,2026-04-15 08:55:14+02:00,2026-04-15 08:53:26+02:00,2026-04-15 08:51:51+02:00,2026-04-15 08:49:29+02:00,2026-04-15 08:47:07+02:00,2026-04-15 08:44:00+02:00,2026-04-15 08:38:20+02:00,2026-04-15 08:35:30+02:00,2026-04-15 08:32:00+02:00,2026-04-15 08:29:10+02:00,2026-04-15 08:27:00+02:00,2026-04-15 08:24:50+02:00,,,,,,2026-04-15 08:21:10+02:00,2026-04-15 08:18:00+02:00,2026-04-15 08:14:50+02:00,2026-04-15 08:11:00+02:00,Mitry - Claye,27,2026-04-15 07:50:04.324287+02:00
PAUL80,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-15 08:55:08+02:00,2026-04-15 08:51:55+02:00,2026-04-15 08:50:02+02:00,2026-04-15 08:48:10+02:00,2026-04-15 08:45:53+02:00,2026-04-15 08:43:35+02:00,,,,2026-04-15 08:36:09+02:00,,,,2026-04-15 08:31:09+02:00,2026-04-15 08:29:14+02:00,,2026-04-15 08:26:19+02:00,2026-04-15 08:23:41+02:00,2026-04-15 08:21:53+02:00,2026-04-15 08:19:45+02:00,2026-04-15 08:17:54+02:00,2026-04-15 08:16:02+02:00,2026-04-15 08:13:14+02:00,2026-04-15 08:11:26+02:00,2026-04-15 08:09:51+02:00,2026-04-15 08:07:29+02:00,2026-04-15 08:05:07+02:00,2026-04-15 08:02:40+02:00,2026-04-15 07:57:00+02:00,2026-04-15 07:54:10+02:00,2026-04-15 07:50:40+02:00,,,,,,,,,,,,,Le Bourget,24,2026-04-15 07:50:04.324287+02:00
GUAD79,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:36+02:00,2026-04-15 07:52:53+02:00,2026-04-15 07:54:27+02:00,2026-04-15 07:56:33+02:00,2026-04-15 07:58:53+02:00,2026-04-15 08:03:14+02:00,2026-04-15 08:08:24+02:00,2026-04-15 08:10:54+02:00,2026-04-15 08:14:04+02:00,2026-04-15 08:16:44+02:00,2026-04-15 08:18:54+02:00,,,,,,,,,,,Denfert-Rochereau,11,2026-04-15 07:50:04.324287+02:00
LORE82,LORE,Orsay-Ville,,,,,,,,,,2026-04-15 08:53:23+02:00,2026-04-15 08:51:02+02:00,2026-04-15 08:48:09+02:00,2026-04-15 08:46:04+02:00,2026-04-15 08:42:52+02:00,,2026-04-15 08:39:33+02:00,2026-04-15 08:37:49+02:00,2026-04-15 08:35:29+02:00,2026-04-15 08:33:34+02:00,,2026-04-15 08:30:39+02:00,2026-04-15 08:28:01+02:00,2026-04-15 08:26:13+02:00,2026-04-15 08:24:05+02:00,2026-04-15 08:22:09+02:00,2026-04-15 08:20:12+02:00,2026-04-15 08:17:24+02:00,2026-04-15 08:15:36+02:00,2026-04-15 08:14:01+02:00,2026-04-15 08:11:39+02:00,2026-04-15 08:09:05+02:00,2026-04-15 08:05:58+02:00,2026-04-15 08:00:18+02:00,2026-04-15 07:57:28+02:00,2026-04-15 07:53:58+02:00,2026-04-15 07:51:08+02:00,,,,,,,,,,,,Drancy,25,2026-04-15 07:50:04.324287+02:00
GUIZ27,GUIZ,Aulnay-sous-Bois,,,,,,,,,,,,,,2026-04-15 08:37:33+02:00,2026-04-15 08:39:38+02:00,2026-04-15 08:41:36+02:00,,2026-04-15 08:44:14+02:00,2026-04-15 08:46:10+02:00,2026-04-15 08:48:03+02:00,2026-04-15 08:49:57+02:00,2026-04-15 08:52:36+02:00,2026-04-15 08:54:16+02:00,2026-04-15 08:56:24+02:00,2026-04-15 08:58:11+02:00,2026-04-15 08:59:47+02:00,2026-04-15 09:02:22+02:00,2026-04-15 09:04:39+02:00,2026-04-15 09:06:13+02:00,2026-04-15 09:08:19+02:00,2026-04-15 09:10:39+02:00,2026-04-15 09:15:00+02:00,2026-04-15 09:20:10+02:00,2026-04-15 09:22:40+02:00,2026-04-15 09:25:50+02:00,2026-04-15 09:28:30+02:00,2026-04-15 09:30:40+02:00,,,,,,,,,,,Massy - Palaiseau,23,2026-04-15 07:50:04.324287+02:00
PAUL88,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-15 09:07:08+02:00,2026-04-15 09:03:55+02:00,2026-04-15 09:02:02+02:00,2026-04-15 09:00:10+02:00,2026-04-15 08:57:53+02:00,2026-04-15 08:55:35+02:00,,,,2026-04-15 08:48:09+02:00,,,,2026-04-15 08:43:09+02:00,2026-04-15 08:41:14+02:00,,2026-04-15 08:38:19+02:00,2026-04-15 08:35:41+02:00,2026-04-15 08:33:53+02:00,2026-04-15 08:31:45+02:00,2026-04-15 08:29:54+02:00,2026-04-15 08:28:02+02:00,2026-04-15 08:25:14+02:00,2026-04-15 08:23:26+02:00,2026-04-15 08:21:51+02:00,2026-04-15 08:19:29+02:00,2026-04-15 08:17:29+02:00,2026-04-15 08:14:22+02:00,2026-04-15 08:08:42+02:00,2026-04-15 08:05:52+02:00,2026-04-15 08:02:22+02:00,2026-04-15 07:59:32+02:00,2026-04-15 07:57:22+02:00,2026-04-15 07:55:12+02:00,,,,,,2026-04-15 07:51:32+02:00,,,,Sevran - Livry,28,2026-04-15 07:50:04.324287+02:00
ELFE77,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:49:46+02:00,2026-04-15 07:51:20+02:00,2026-04-15 07:53:26+02:00,2026-04-15 07:55:46+02:00,2026-04-15 08:00:07+02:00,2026-04-15 08:05:17+02:00,2026-04-15 08:07:47+02:00,2026-04-15 08:10:57+02:00,2026-04-15 08:13:37+02:00,2026-04-15 08:15:47+02:00,2026-04-15 08:18:17+02:00,2026-04-15 08:21:37+02:00,2026-04-15 08:24:07+02:00,2026-04-15 08:26:27+02:00,2026-04-15 08:32:07+02:00,,,,,,Port Royal,15,2026-04-15 07:50:04.324287+02:00
IVIS23,IVIS,Mitry - Claye,,,,2026-04-15 08:11:52+02:00,2026-04-15 08:14:53+02:00,2026-04-15 08:18:00+02:00,2026-04-15 08:19:56+02:00,2026-04-15 08:21:48+02:00,2026-04-15 08:24:18+02:00,2026-04-15 08:26:52+02:00,,,2026-04-15 08:31:18+02:00,2026-04-15 08:33:40+02:00,,,,2026-04-15 08:38:55+02:00,2026-04-15 08:40:46+02:00,,2026-04-15 08:43:37+02:00,2026-04-15 08:46:26+02:00,2026-04-15 08:48:06+02:00,2026-04-15 08:50:19+02:00,2026-04-15 08:52:06+02:00,2026-04-15 08:53:42+02:00,2026-04-15 08:56:22+02:00,2026-04-15 08:58:39+02:00,2026-04-15 09:00:13+02:00,2026-04-15 09:02:19+02:00,2026-04-15 09:04:39+02:00,2026-04-15 09:09:00+02:00,2026-04-15 09:14:10+02:00,2026-04-15 09:16:40+02:00,2026-04-15 09:19:50+02:00,2026-04-15 09:22:30+02:00,2026-04-15 09:24:40+02:00,2026-04-15 09:27:20+02:00,,,,,,2026-04-15 09:30:40+02:00,2026-04-15 09:33:30+02:00,2026-04-15 09:36:40+02:00,,Saint-Rémy-lès-Chevreuse,32,2026-04-15 07:50:04.324287+02:00
IVIS07,IVIS,Mitry - Claye,,,,,2026-04-15 07:50:53+02:00,2026-04-15 07:54:00+02:00,2026-04-15 07:55:56+02:00,2026-04-15 07:57:48+02:00,2026-04-15 08:00:18+02:00,2026-04-15 08:02:52+02:00,,,2026-04-15 08:07:18+02:00,2026-04-15 08:09:40+02:00,,,,2026-04-15 08:14:55+02:00,2026-04-15 08:16:46+02:00,,2026-04-15 08:19:37+02:00,2026-04-15 08:22:26+02:00,2026-04-15 08:24:06+02:00,2026-04-15 08:26:19+02:00,2026-04-15 08:28:06+02:00,2026-04-15 08:29:42+02:00,2026-04-15 08:32:22+02:00,2026-04-15 08:34:39+02:00,2026-04-15 08:36:13+02:00,2026-04-15 08:38:19+02:00,2026-04-15 08:40:39+02:00,2026-04-15 08:45:00+02:00,2026-04-15 08:50:10+02:00,2026-04-15 08:52:40+02:00,2026-04-15 08:55:50+02:00,2026-04-15 08:58:30+02:00,2026-04-15 09:00:40+02:00,2026-04-15 09:03:20+02:00,,,,,,2026-04-15 09:06:40+02:00,2026-04-15 09:09:30+02:00,2026-04-15 09:12:40+02:00,,Courcelle sur Yvette,31,2026-04-15 07:50:04.324287+02:00
ELOI01,ELOI,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-15 08:04:33+02:00,2026-04-15 08:06:54+02:00,2026-04-15 08:08:38+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:10:36+02:00,2026-04-15 08:13:31+02:00,2026-04-15 08:15:11+02:00,2026-04-15 08:17:19+02:00,2026-04-15 08:19:06+02:00,2026-04-15 08:20:42+02:00,2026-04-15 08:23:22+02:00,2026-04-15 08:25:39+02:00,2026-04-15 08:27:13+02:00,2026-04-15 08:29:19+02:00,2026-04-15 08:31:39+02:00,2026-04-15 08:36:00+02:00,2026-04-15 08:41:10+02:00,2026-04-15 08:43:40+02:00,2026-04-15 08:46:50+02:00,2026-04-15 08:49:30+02:00,2026-04-15 08:51:40+02:00,2026-04-15 08:54:10+02:00,2026-04-15 08:57:30+02:00,2026-04-15 09:00:00+02:00,2026-04-15 09:02:20+02:00,2026-04-15 09:08:00+02:00,,,,,,Robinson,25,2026-04-15 07:50:04.324287+02:00
IVAN67,IVAN,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:53:08+02:00,2026-04-15 07:55:38+02:00,2026-04-15 07:58:48+02:00,2026-04-15 08:01:28+02:00,2026-04-15 08:03:38+02:00,2026-04-15 08:06:18+02:00,,,,,,2026-04-15 08:09:38+02:00,2026-04-15 08:12:28+02:00,2026-04-15 08:15:38+02:00,,La Plaine Stade de France,9,2026-04-15 07:50:04.324287+02:00
LORE50,LORE,Orsay-Ville,,,,,,,,,,2026-04-15 08:05:28+02:00,2026-04-15 08:03:07+02:00,2026-04-15 08:00:14+02:00,2026-04-15 07:58:09+02:00,2026-04-15 07:54:57+02:00,,2026-04-15 07:51:38+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Les Baconnets,6,2026-04-15 07:50:04.324287+02:00
GUAD87,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:49:57+02:00,2026-04-15 07:52:36+02:00,2026-04-15 07:54:16+02:00,2026-04-15 07:56:24+02:00,2026-04-15 07:58:11+02:00,2026-04-15 07:59:47+02:00,2026-04-15 08:02:22+02:00,2026-04-15 08:04:39+02:00,2026-04-15 08:06:13+02:00,2026-04-15 08:08:19+02:00,2026-04-15 08:10:39+02:00,2026-04-15 08:15:00+02:00,2026-04-15 08:20:10+02:00,2026-04-15 08:22:40+02:00,2026-04-15 08:25:50+02:00,2026-04-15 08:28:30+02:00,2026-04-15 08:30:40+02:00,,,,,,,,,,,Bourg-la-Reine,17,2026-04-15 07:50:04.324287+02:00
ELFE53,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:51:50+02:00,2026-04-15 07:57:30+02:00,,,,,,Parc des Expositions,2,2026-04-15 07:50:04.324287+02:00
PUMA38,PUMA,Saint-Rémy-lès-Chevreuse,,,,,2026-04-15 08:03:37+02:00,2026-04-15 08:00:24+02:00,2026-04-15 07:58:31+02:00,2026-04-15 07:56:39+02:00,2026-04-15 07:54:22+02:00,2026-04-15 07:52:04+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Guichet,6,2026-04-15 07:50:04.324287+02:00
PAUL64,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-15 08:33:03+02:00,2026-04-15 08:29:50+02:00,2026-04-15 08:27:57+02:00,2026-04-15 08:26:05+02:00,2026-04-15 08:23:48+02:00,2026-04-15 08:21:30+02:00,,,,2026-04-15 08:14:04+02:00,,,,2026-04-15 08:09:04+02:00,2026-04-15 08:07:09+02:00,,2026-04-15 08:04:14+02:00,2026-04-15 08:01:36+02:00,2026-04-15 07:59:48+02:00,2026-04-15 07:57:40+02:00,2026-04-15 07:55:49+02:00,2026-04-15 07:53:57+02:00,2026-04-15 07:51:09+02:00,2026-04-15 07:49:21+02:00,,,,,,,,,,,,,,,,,,,,Port Royal,17,2026-04-15 07:50:04.324287+02:00
STIN86,STIN,Robinson,,2026-04-15 08:39:21+02:00,2026-04-15 08:37:36+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:35:24+02:00,2026-04-15 08:32:51+02:00,2026-04-15 08:31:03+02:00,2026-04-15 08:28:55+02:00,2026-04-15 08:26:59+02:00,2026-04-15 08:25:02+02:00,2026-04-15 08:22:14+02:00,2026-04-15 08:20:26+02:00,2026-04-15 08:18:51+02:00,2026-04-15 08:16:29+02:00,2026-04-15 08:14:17+02:00,2026-04-15 08:11:10+02:00,2026-04-15 08:05:30+02:00,2026-04-15 08:02:40+02:00,2026-04-15 07:59:10+02:00,2026-04-15 07:56:20+02:00,2026-04-15 07:54:10+02:00,2026-04-15 07:52:00+02:00,,,,,,,,,,Aulnay-sous-Bois,20,2026-04-15 07:50:04.324287+02:00
EMIR73,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:41+02:00,2026-04-15 07:55:02+02:00,2026-04-15 08:00:12+02:00,2026-04-15 08:02:42+02:00,2026-04-15 08:05:52+02:00,2026-04-15 08:08:32+02:00,2026-04-15 08:10:42+02:00,2026-04-15 08:13:12+02:00,2026-04-15 08:16:32+02:00,2026-04-15 08:19:02+02:00,2026-04-15 08:21:22+02:00,2026-04-15 08:27:02+02:00,,,,,,Châtelet les Halles,12,2026-04-15 07:50:04.324287+02:00
STIN62,STIN,Robinson,,2026-04-15 08:05:41+02:00,2026-04-15 08:03:56+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:01:44+02:00,2026-04-15 07:59:11+02:00,2026-04-15 07:57:23+02:00,2026-04-15 07:55:15+02:00,2026-04-15 07:53:19+02:00,2026-04-15 07:51:22+02:00,,,,,,,,,,,,,,,,,,,,,,Cité Universitaire,8,2026-04-15 07:50:04.324287+02:00
EMMY21,EMMY,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-15 08:18:31+02:00,2026-04-15 08:20:35+02:00,2026-04-15 08:22:42+02:00,2026-04-15 08:25:11+02:00,2026-04-15 08:27:02+02:00,2026-04-15 08:29:14+02:00,,2026-04-15 08:32:44+02:00,2026-04-15 08:34:19+02:00,2026-04-15 08:36:20+02:00,2026-04-15 08:38:11+02:00,,2026-04-15 08:40:57+02:00,2026-04-15 08:43:36+02:00,2026-04-15 08:45:16+02:00,2026-04-15 08:47:24+02:00,2026-04-15 08:49:11+02:00,2026-04-15 08:50:47+02:00,2026-04-15 08:53:22+02:00,2026-04-15 08:55:39+02:00,2026-04-15 08:57:13+02:00,2026-04-15 08:59:19+02:00,2026-04-15 09:01:39+02:00,2026-04-15 09:06:00+02:00,2026-04-15 09:11:10+02:00,2026-04-15 09:13:40+02:00,2026-04-15 09:16:50+02:00,2026-04-15 09:19:30+02:00,2026-04-15 09:21:40+02:00,2026-04-15 09:24:10+02:00,2026-04-15 09:27:30+02:00,2026-04-15 09:30:00+02:00,2026-04-15 09:32:20+02:00,2026-04-15 09:38:00+02:00,,,,,,Orsay Ville,32,2026-04-15 07:50:04.324287+02:00
GUIZ03,GUIZ,Aulnay-sous-Bois,,,,,,,,,,,,,,2026-04-15 08:01:33+02:00,2026-04-15 08:03:38+02:00,2026-04-15 08:05:36+02:00,,2026-04-15 08:08:14+02:00,2026-04-15 08:10:10+02:00,2026-04-15 08:12:03+02:00,2026-04-15 08:13:57+02:00,2026-04-15 08:16:36+02:00,2026-04-15 08:18:16+02:00,2026-04-15 08:20:24+02:00,2026-04-15 08:22:11+02:00,2026-04-15 08:23:47+02:00,2026-04-15 08:26:22+02:00,2026-04-15 08:28:39+02:00,2026-04-15 08:30:13+02:00,2026-04-15 08:32:19+02:00,2026-04-15 08:34:39+02:00,2026-04-15 08:39:00+02:00,2026-04-15 08:44:10+02:00,2026-04-15 08:46:40+02:00,2026-04-15 08:49:50+02:00,2026-04-15 08:52:30+02:00,2026-04-15 08:54:40+02:00,,,,,,,,,,,Massy - Palaiseau,23,2026-04-15 07:50:04.324287+02:00
ELFE93,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-15 07:52:33+02:00,2026-04-15 07:28:42+02:00,2026-04-15 07:30:26+02:00,,,,,,,,,,,,,,,,,,2026-04-15 07:32:24+02:00,2026-04-15 07:35:19+02:00,2026-04-15 07:36:59+02:00,2026-04-15 07:39:07+02:00,2026-04-15 07:40:54+02:00,2026-04-15 07:42:30+02:00,2026-04-15 07:45:10+02:00,2026-04-15 07:47:27+02:00,2026-04-15 07:49:01+02:00,2026-04-15 07:51:07+02:00,2026-04-15 07:53:27+02:00,2026-04-15 08:24:00+02:00,2026-04-15 08:29:10+02:00,2026-04-15 08:31:40+02:00,2026-04-15 08:34:50+02:00,2026-04-15 08:37:30+02:00,2026-04-15 08:39:40+02:00,2026-04-15 08:42:10+02:00,2026-04-15 08:45:30+02:00,2026-04-15 08:48:00+02:00,2026-04-15 08:50:20+02:00,2026-04-15 08:56:00+02:00,,,,,,Fontenay-aux-Roses,25,2026-04-15 07:50:04.324287+02:00
EMIR89,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,2026-04-15 07:50:11+02:00,,2026-04-15 07:52:57+02:00,2026-04-15 07:55:36+02:00,2026-04-15 07:57:16+02:00,2026-04-15 07:59:24+02:00,2026-04-15 08:01:11+02:00,2026-04-15 08:02:47+02:00,2026-04-15 08:05:22+02:00,2026-04-15 08:07:39+02:00,2026-04-15 08:09:13+02:00,2026-04-15 08:11:19+02:00,2026-04-15 08:13:39+02:00,2026-04-15 08:18:00+02:00,2026-04-15 08:23:10+02:00,2026-04-15 08:25:40+02:00,2026-04-15 08:28:50+02:00,2026-04-15 08:31:30+02:00,2026-04-15 08:33:40+02:00,2026-04-15 08:36:10+02:00,2026-04-15 08:39:30+02:00,2026-04-15 08:42:00+02:00,2026-04-15 08:44:20+02:00,2026-04-15 08:50:00+02:00,,,,,,La Croix de Berny,23,2026-04-15 07:50:04.324287+02:00
KLEE76,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-15 08:31:07+02:00,2026-04-15 08:29:03+02:00,,2026-04-15 08:26:10+02:00,2026-04-15 08:24:25+02:00,2026-04-15 08:22:41+02:00,2026-04-15 08:20:29+02:00,2026-04-15 08:17:51+02:00,2026-04-15 08:16:03+02:00,2026-04-15 08:13:55+02:00,2026-04-15 08:11:59+02:00,2026-04-15 08:10:02+02:00,2026-04-15 08:07:14+02:00,2026-04-15 08:05:26+02:00,2026-04-15 08:03:51+02:00,2026-04-15 08:01:29+02:00,2026-04-15 07:59:07+02:00,2026-04-15 07:56:00+02:00,2026-04-15 07:50:20+02:00,,,,,,,,,,,,,,,La Plaine Stade de France,18,2026-04-15 07:50:04.324287+02:00
STIN54,STIN,Robinson,,2026-04-15 07:51:52+02:00,2026-04-15 07:50:07+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sceaux,2,2026-04-15 07:50:04.324287+02:00
GUAD63,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:53:10+02:00,2026-04-15 07:55:50+02:00,2026-04-15 07:58:00+02:00,,,,,,,,,,,Le Bourget,3,2026-04-15 07:50:04.324287+02:00
LORE66,LORE,Orsay-Ville,,,,,,,,,,2026-04-15 08:30:53+02:00,2026-04-15 08:28:32+02:00,2026-04-15 08:25:39+02:00,2026-04-15 08:23:34+02:00,2026-04-15 08:20:22+02:00,2026-04-15 08:18:52+02:00,2026-04-15 08:17:03+02:00,2026-04-15 08:15:19+02:00,2026-04-15 08:12:59+02:00,2026-04-15 08:11:04+02:00,2026-04-15 08:10:03+02:00,2026-04-15 08:08:09+02:00,2026-04-15 08:05:31+02:00,2026-04-15 08:03:43+02:00,2026-04-15 08:01:35+02:00,2026-04-15 07:59:39+02:00,2026-04-15 07:57:42+02:00,2026-04-15 07:54:54+02:00,2026-04-15 07:53:06+02:00,2026-04-15 07:51:31+02:00,2026-04-15 07:49:09+02:00,,,,,,,,,,,,,,,,,,Saint-Michel Notre-Dame,21,2026-04-15 07:50:04.324287+02:00
IVAN51,IVAN,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:00+02:00,,Villeparisis - Mitry-le-Neuf,1,2026-04-15 07:50:04.324287+02:00
KLEE84,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-15 08:43:07+02:00,2026-04-15 08:41:03+02:00,,2026-04-15 08:38:10+02:00,2026-04-15 08:36:25+02:00,2026-04-15 08:34:41+02:00,2026-04-15 08:32:29+02:00,2026-04-15 08:29:51+02:00,2026-04-15 08:28:03+02:00,2026-04-15 08:25:55+02:00,2026-04-15 08:23:59+02:00,2026-04-15 08:22:02+02:00,2026-04-15 08:19:14+02:00,2026-04-15 08:17:26+02:00,2026-04-15 08:15:51+02:00,2026-04-15 08:13:29+02:00,2026-04-15 08:11:21+02:00,2026-04-15 08:08:14+02:00,2026-04-15 08:02:34+02:00,2026-04-15 07:59:44+02:00,2026-04-15 07:56:14+02:00,2026-04-15 07:53:24+02:00,2026-04-15 07:51:14+02:00,,,,,,,,,,,Le Blanc-Mesnil,22,2026-04-15 07:50:04.324287+02:00
GUIZ11,GUIZ,Aulnay-sous-Bois,,,,,,,,,,,,,,2026-04-15 08:13:33+02:00,2026-04-15 08:15:38+02:00,2026-04-15 08:17:36+02:00,,2026-04-15 08:20:14+02:00,2026-04-15 08:22:10+02:00,2026-04-15 08:24:03+02:00,2026-04-15 08:25:57+02:00,2026-04-15 08:28:36+02:00,2026-04-15 08:30:16+02:00,2026-04-15 08:32:24+02:00,2026-04-15 08:34:11+02:00,2026-04-15 08:35:47+02:00,2026-04-15 08:38:22+02:00,2026-04-15 08:40:39+02:00,2026-04-15 08:42:13+02:00,2026-04-15 08:44:19+02:00,2026-04-15 08:46:39+02:00,2026-04-15 08:51:00+02:00,2026-04-15 08:56:10+02:00,2026-04-15 08:58:40+02:00,2026-04-15 09:01:50+02:00,2026-04-15 09:04:30+02:00,2026-04-15 09:06:40+02:00,,,,,,,,,,,Massy - Palaiseau,23,2026-04-15 07:50:04.324287+02:00
KLEE52,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-15 07:57:07+02:00,2026-04-15 07:55:03+02:00,,2026-04-15 07:52:10+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antony,3,2026-04-15 07:50:04.324287+02:00
ELFE69,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:21+02:00,2026-04-15 07:55:31+02:00,2026-04-15 07:58:01+02:00,2026-04-15 08:01:11+02:00,2026-04-15 08:03:51+02:00,2026-04-15 08:06:01+02:00,2026-04-15 08:08:31+02:00,2026-04-15 08:11:51+02:00,2026-04-15 08:14:21+02:00,2026-04-15 08:16:41+02:00,2026-04-15 08:22:21+02:00,,,,,,Gare du Nord,11,2026-04-15 07:50:04.324287+02:00
IVAN99,IVAN,Mitry - Claye,,,,,,,,,,2026-04-15 07:49:46+02:00,,,2026-04-15 07:54:12+02:00,2026-04-15 07:56:34+02:00,,,,2026-04-15 08:01:49+02:00,2026-04-15 08:03:40+02:00,,2026-04-15 08:06:31+02:00,2026-04-15 08:09:20+02:00,2026-04-15 08:11:00+02:00,2026-04-15 08:13:13+02:00,2026-04-15 08:15:00+02:00,2026-04-15 08:16:36+02:00,2026-04-15 08:19:16+02:00,2026-04-15 08:21:33+02:00,2026-04-15 08:23:07+02:00,2026-04-15 08:25:13+02:00,2026-04-15 08:27:33+02:00,2026-04-15 08:33:00+02:00,2026-04-15 08:38:10+02:00,2026-04-15 08:40:40+02:00,2026-04-15 08:43:50+02:00,2026-04-15 08:46:30+02:00,2026-04-15 08:48:40+02:00,2026-04-15 08:51:20+02:00,,,,,,2026-04-15 08:54:40+02:00,2026-04-15 08:57:30+02:00,2026-04-15 09:00:40+02:00,,Le Guichet,26,2026-04-15 07:50:04.324287+02:00
