code_mission,direction,gare_depart,gare_destination,nb_arrets_mission
EEVE,Nord,Gare du Nord,Aéroport Charles de Gaulle 2 (Terminal 2),11
ICAR,Nord,Saint-Rémy-lès-Chevreuse,Mitry - Claye,30
KFAR,Sud,Mitry - Claye,Massy-Palaiseau,28
STOC,Sud,Aéroport Charles de Gaulle 2 (Terminal 2),Robinson,25
