date_observation,heure_th,direction,score_regularite_sceaux,score_regularite_antony,score_regularite_bourg_la_reine,score_regularite_chatelet,score_regularite_aulnay,score_regularite_cdg1,score_regularite_vert_galant
2026-04-15 16:15:05.302807,16.0,Nord,100.0,94,95,90.0,99.0,25.0,47.0
2026-04-15 16:15:05.302807,16.0,Sud,95.0,73,36,81.0,95.0,92.0,99.0
2026-04-15 16:20:05.432732,16.0,Nord,100.0,94,95,90.0,97.0,23.0,38.0
2026-04-15 16:20:05.432732,16.0,Sud,97.0,73,35,79.0,86.0,88.0,99.0
2026-04-15 16:25:06.037601,16.0,Nord,100.0,94,95,90.0,99.0,25.0,32.0
2026-04-15 16:25:06.037601,16.0,Sud,97.0,73,35,70.0,76.0,80.0,99.0
2026-04-15 16:30:05.870177,16.0,Nord,100.0,94,95,85.0,96.0,25.0,32.0
2026-04-15 16:30:05.870177,16.0,Sud,97.0,73,35,70.0,76.0,80.0,99.0
2026-04-15 16:35:07.323167,16.0,Nord,100.0,94,35,88.0,97.0,22.0,32.0
2026-04-15 16:35:07.323167,16.0,Sud,97.0,73,35,70.0,76.0,80.0,99.0
2026-04-15 16:40:06.393673,16.0,Nord,100.0,94,35,88.0,96.0,21.0,32.0
2026-04-15 16:40:06.393673,16.0,Sud,97.0,73,35,70.0,69.0,80.0,94.0
2026-04-15 16:45:05.594709,16.0,Nord,100.0,94,35,88.0,96.0,10.0,32.0
2026-04-15 16:45:05.594709,16.0,Sud,97.0,73,35,70.0,69.0,75.0,94.0
2026-04-15 16:50:07.640881,16.0,Nord,100.0,94,35,85.0,96.0,21.0,32.0
2026-04-15 16:50:07.640881,16.0,Sud,97.0,73,35,70.0,68.0,75.0,94.0
2026-04-15 16:55:05.095255,16.0,Nord,100.0,94,35,88.0,96.0,25.0,32.0
2026-04-15 16:55:05.095255,16.0,Sud,97.0,77,35,70.0,60.0,75.0,89.0
2026-04-15 17:00:05.277645,17.0,Nord,100.0,99,97,95.0,93.0,97.0,94.0
2026-04-15 17:00:05.277645,17.0,Sud,87.0,59,70,87.0,100.0,100.0,100.0
2026-04-15 17:05:05.590566,17.0,Nord,100.0,99,96,93.0,93.0,95.0,96.0
2026-04-15 17:05:05.590566,17.0,Sud,87.0,61,73,88.0,98.0,100.0,100.0
2026-04-15 17:10:06.461120,17.0,Nord,100.0,97,96,90.0,87.0,95.0,94.0
2026-04-15 17:10:06.461120,17.0,Sud,85.0,60,67,87.0,87.0,100.0,100.0
2026-04-15 17:15:05.923180,17.0,Nord,100.0,97,96,88.0,83.0,80.0,92.0
2026-04-15 17:15:05.923180,17.0,Sud,77.0,60,65,80.0,76.0,100.0,100.0
2026-04-15 17:20:06.355780,17.0,Nord,100.0,97,96,88.0,80.0,100.0,94.0
2026-04-15 17:20:06.355780,17.0,Sud,77.0,60,63,75.0,73.0,97.0,100.0
2026-04-15 17:25:05.008348,17.0,Nord,100.0,94,94,85.0,80.0,97.0,87.0
2026-04-15 17:25:05.008348,17.0,Sud,77.0,60,63,77.0,81.0,97.0,100.0
2026-04-15 17:30:07.799862,17.0,Nord,100.0,95,94,83.0,82.0,97.0,87.0
2026-04-15 17:30:07.799862,17.0,Sud,77.0,52,62,75.0,73.0,97.0,100.0
2026-04-15 17:35:06.720392,17.0,Nord,100.0,93,94,80.0,80.0,97.0,82.0
2026-04-15 17:35:06.720392,17.0,Sud,77.0,52,60,75.0,73.0,97.0,100.0
2026-04-15 17:40:06.673262,17.0,Nord,100.0,93,94,78.0,80.0,98.0,87.0
2026-04-15 17:40:06.673262,17.0,Sud,77.0,52,60,77.0,73.0,97.0,100.0
2026-04-15 17:45:05.357740,17.0,Nord,100.0,93,94,77.0,77.0,97.0,90.0
2026-04-15 17:45:05.357740,17.0,Sud,77.0,52,62,75.0,72.0,93.0,100.0
2026-04-15 17:50:05.631945,17.0,Nord,100.0,93,92,75.0,75.0,98.0,92.0
2026-04-15 17:50:05.631945,17.0,Sud,77.0,52,62,73.0,72.0,93.0,97.0
2026-04-15 17:55:06.197560,17.0,Nord,100.0,93,92,73.0,77.0,97.0,92.0
2026-04-15 17:55:06.197560,17.0,Sud,77.0,52,62,72.0,72.0,93.0,95.0
2026-04-15 18:00:06.217988,18.0,Nord,100.0,96,92,90.0,90.0,72.0,97.0
2026-04-15 18:00:06.217988,18.0,Sud,92.0,88,82,81.0,74.0,100.0,100.0
2026-04-15 18:05:06.650857,18.0,Nord,100.0,96,92,90.0,92.0,78.0,92.0
2026-04-15 18:05:06.650857,18.0,Sud,93.0,92,89,81.0,74.0,100.0,100.0
2026-04-15 18:10:05.638968,18.0,Nord,100.0,96,92,95.0,97.0,87.0,97.0
2026-04-15 18:10:05.638968,18.0,Sud,93.0,92,89,80.0,71.0,100.0,100.0
2026-04-15 18:15:05.841739,18.0,Nord,100.0,98,93,95.0,93.0,88.0,88.0
2026-04-15 18:15:05.841739,18.0,Sud,95.0,90,87,70.0,60.0,100.0,95.0
2026-04-15 18:20:05.265708,18.0,Nord,100.0,98,93,92.0,82.0,97.0,82.0
2026-04-15 18:20:05.265708,18.0,Sud,95.0,82,82,70.0,64.0,100.0,95.0
2026-04-15 18:25:07.408207,18.0,Nord,100.0,91,88,93.0,85.0,100.0,82.0
2026-04-15 18:25:07.408207,18.0,Sud,95.0,82,82,70.0,64.0,100.0,95.0
2026-04-15 18:30:07.707055,18.0,Nord,100.0,91,88,93.0,85.0,100.0,82.0
2026-04-15 18:30:07.707055,18.0,Sud,95.0,80,81,70.0,64.0,100.0,95.0
2026-04-15 18:35:05.681457,18.0,Nord,100.0,80,83,92.0,85.0,100.0,80.0
2026-04-15 18:35:05.681457,18.0,Sud,95.0,78,79,69.0,62.0,78.0,95.0
2026-04-15 18:40:07.000068,18.0,Nord,98.0,78,82,92.0,80.0,100.0,77.0
2026-04-15 18:40:07.000068,18.0,Sud,95.0,78,79,70.0,60.0,78.0,88.0
2026-04-15 18:45:05.096985,18.0,Nord,98.0,79,80,92.0,65.0,92.0,68.0
2026-04-15 18:45:05.096985,18.0,Sud,95.0,78,79,70.0,52.0,76.0,80.0
2026-04-15 18:50:06.436465,18.0,Nord,98.0,79,80,92.0,72.0,82.0,72.0
2026-04-15 18:50:06.436465,18.0,Sud,95.0,85,84,72.0,50.0,72.0,77.0
2026-04-15 18:55:07.707999,18.0,Nord,98.0,79,80,92.0,58.0,88.0,63.0
2026-04-15 18:55:07.707999,18.0,Sud,95.0,78,65,72.0,56.0,69.0,77.0
2026-04-15 19:00:05.362188,19.0,Nord,100.0,96,95,87.0,87.0,90.0,83.0
2026-04-15 19:00:05.362188,19.0,Sud,96.0,68,69,95.0,100.0,100.0,98.0
2026-04-15 19:05:06.308484,19.0,Nord,97.0,96,93,87.0,85.0,92.0,90.0
2026-04-15 19:05:06.308484,19.0,Sud,95.0,68,66,92.0,88.0,100.0,98.0
2026-04-15 19:10:06.211495,19.0,Nord,97.0,92,90,88.0,83.0,73.0,95.0
2026-04-15 19:10:06.211495,19.0,Sud,94.0,68,67,93.0,88.0,100.0,98.0
2026-04-15 19:15:05.432389,19.0,Nord,97.0,92,92,87.0,85.0,77.0,83.0
2026-04-15 19:15:05.432389,19.0,Sud,91.0,68,61,85.0,79.0,92.0,98.0
2026-04-15 19:20:05.589809,19.0,Nord,97.0,92,92,90.0,88.0,77.0,83.0
2026-04-15 19:20:05.589809,19.0,Sud,89.0,60,53,80.0,79.0,92.0,98.0
2026-04-15 19:25:05.893384,19.0,Nord,97.0,92,88,88.0,87.0,65.0,78.0
2026-04-15 19:25:05.893384,19.0,Sud,89.0,69,56,74.0,76.0,92.0,98.0
2026-04-15 19:30:05.800434,19.0,Nord,97.0,92,88,90.0,87.0,68.0,78.0
2026-04-15 19:30:05.800434,19.0,Sud,89.0,69,58,76.0,71.0,92.0,95.0
2026-04-15 19:35:05.176708,19.0,Nord,97.0,89,88,92.0,90.0,57.0,77.0
2026-04-15 19:35:05.176708,19.0,Sud,89.0,58,52,74.0,74.0,92.0,87.0
2026-04-15 19:40:05.128088,19.0,Nord,95.0,89,88,90.0,85.0,58.0,78.0
2026-04-15 19:40:05.128088,19.0,Sud,89.0,58,59,74.0,67.0,92.0,78.0
2026-04-15 19:45:06.601638,19.0,Nord,95.0,87,85,90.0,88.0,58.0,73.0
2026-04-15 19:45:06.601638,19.0,Sud,89.0,68,60,74.0,71.0,92.0,75.0
2026-04-15 19:50:05.655754,19.0,Nord,95.0,87,85,90.0,88.0,58.0,73.0
2026-04-15 19:50:05.655754,19.0,Sud,86.0,64,52,72.0,71.0,91.0,75.0
2026-04-15 19:55:07.514394,19.0,Nord,95.0,88,83,90.0,88.0,58.0,73.0
2026-04-15 19:55:07.514394,19.0,Sud,86.0,64,52,72.0,67.0,91.0,75.0
2026-04-15 20:00:05.969008,20.0,Nord,100.0,98,99,90.0,84.0,82.0,96.0
2026-04-15 20:00:05.969008,20.0,Sud,95.0,66,55,90.0,96.0,100.0,97.0
2026-04-15 20:05:06.672888,20.0,Nord,100.0,98,95,88.0,88.0,85.0,87.0
2026-04-15 20:05:06.672888,20.0,Sud,93.0,65,49,86.0,97.0,100.0,94.0
2026-04-15 20:10:04.903829,20.0,Nord,87.0,98,92,88.0,86.0,82.0,93.0
2026-04-15 20:10:04.903829,20.0,Sud,93.0,52,62,85.0,97.0,100.0,94.0
2026-04-15 20:15:07.382998,20.0,Nord,87.0,98,92,88.0,91.0,87.0,89.0
2026-04-15 20:15:07.382998,20.0,Sud,94.0,52,62,85.0,92.0,96.0,94.0
2026-04-15 20:20:07.231427,20.0,Nord,87.0,98,90,84.0,82.0,82.0,91.0
2026-04-15 20:20:07.231427,20.0,Sud,94.0,52,76,81.0,92.0,96.0,94.0
2026-04-15 20:25:05.943023,20.0,Nord,87.0,93,61,84.0,84.0,87.0,81.0
2026-04-15 20:25:05.943023,20.0,Sud,94.0,52,76,78.0,97.0,96.0,94.0
2026-04-15 20:30:05.124229,20.0,Nord,87.0,93,61,84.0,84.0,83.0,81.0
2026-04-15 20:30:05.124229,20.0,Sud,94.0,52,76,76.0,97.0,96.0,94.0
2026-04-15 20:35:05.817973,20.0,Nord,87.0,93,61,84.0,85.0,88.0,81.0
2026-04-15 20:35:05.817973,20.0,Sud,93.0,52,76,76.0,97.0,96.0,94.0
2026-04-15 20:40:07.057955,20.0,Nord,84.0,93,61,84.0,88.0,93.0,85.0
2026-04-15 20:40:07.057955,20.0,Sud,93.0,52,42,83.0,97.0,96.0,94.0
2026-04-15 20:45:05.154729,20.0,Nord,84.0,93,61,84.0,88.0,93.0,85.0
2026-04-15 20:45:05.154729,20.0,Sud,93.0,52,42,81.0,97.0,96.0,94.0
2026-04-15 20:50:06.231487,20.0,Nord,84.0,93,61,84.0,88.0,93.0,85.0
2026-04-15 20:50:06.231487,20.0,Sud,93.0,52,42,81.0,94.0,96.0,94.0
2026-04-15 20:55:05.040833,20.0,Nord,84.0,93,61,84.0,88.0,93.0,85.0
2026-04-15 20:55:05.040833,20.0,Sud,93.0,52,42,81.0,94.0,96.0,94.0
2026-04-15 21:00:05.149492,21.0,Nord,100.0,95,71,83.0,90.0,84.0,100.0
2026-04-15 21:00:05.149492,21.0,Sud,83.0,98,72,94.0,97.0,100.0,100.0
2026-04-15 21:05:05.643248,21.0,Nord,100.0,95,71,83.0,90.0,95.0,100.0
2026-04-15 21:05:05.643248,21.0,Sud,82.0,98,17,94.0,97.0,100.0,100.0
2026-04-15 21:10:04.804842,21.0,Nord,100.0,81,42,79.0,90.0,97.0,100.0
2026-04-15 21:10:04.804842,21.0,Sud,82.0,98,8,94.0,97.0,98.0,100.0
2026-04-15 21:15:06.725315,21.0,Nord,100.0,86,53,69.0,78.0,97.0,100.0
2026-04-15 21:15:06.725315,21.0,Sud,82.0,98,8,92.0,93.0,98.0,97.0
2026-04-15 21:20:04.894881,21.0,Nord,100.0,86,58,69.0,78.0,75.0,100.0
2026-04-15 21:20:04.894881,21.0,Sud,82.0,98,8,81.0,92.0,95.0,97.0
2026-04-15 21:25:05.737887,21.0,Nord,100.0,85,57,69.0,79.0,75.0,100.0
2026-04-15 21:25:05.737887,21.0,Sud,82.0,96,8,90.0,92.0,95.0,97.0
2026-04-15 21:30:06.272799,21.0,Nord,100.0,76,50,64.0,79.0,75.0,98.0
2026-04-15 21:30:06.272799,21.0,Sud,82.0,96,8,90.0,92.0,95.0,97.0
2026-04-15 21:35:05.449673,21.0,Nord,100.0,76,49,67.0,78.0,78.0,98.0
2026-04-15 21:35:05.449673,21.0,Sud,82.0,96,8,90.0,92.0,95.0,97.0
2026-04-15 21:40:07.437992,21.0,Nord,98.0,76,45,67.0,78.0,78.0,98.0
2026-04-15 21:40:07.437992,21.0,Sud,82.0,94,0,89.0,92.0,95.0,97.0
2026-04-15 21:45:05.747939,21.0,Nord,98.0,77,43,67.0,78.0,78.0,98.0
2026-04-15 21:45:05.747939,21.0,Sud,82.0,94,0,89.0,92.0,95.0,97.0
2026-04-15 21:50:05.074696,21.0,Nord,98.0,77,43,67.0,78.0,78.0,98.0
2026-04-15 21:50:05.074696,21.0,Sud,82.0,94,0,89.0,92.0,95.0,97.0
2026-04-15 21:55:04.817990,21.0,Nord,98.0,77,43,67.0,78.0,75.0,98.0
2026-04-15 21:55:04.817990,21.0,Sud,82.0,94,0,89.0,92.0,93.0,97.0
2026-04-15 22:00:06.168674,22.0,Nord,100.0,93,65,79.0,91.0,82.0,95.0
2026-04-15 22:00:06.168674,22.0,Sud,98.0,98,58,100.0,100.0,100.0,100.0
2026-04-15 22:05:05.450354,22.0,Nord,100.0,93,65,89.0,88.0,82.0,95.0
2026-04-15 22:05:05.450354,22.0,Sud,97.0,98,58,97.0,100.0,100.0,100.0
2026-04-15 22:10:06.681079,22.0,Nord,100.0,87,25,89.0,87.0,89.0,93.0
2026-04-15 22:10:06.681079,22.0,Sud,97.0,98,58,94.0,98.0,97.0,100.0
2026-04-15 22:15:06.996511,22.0,Nord,100.0,84,22,83.0,87.0,98.0,93.0
2026-04-15 22:15:06.996511,22.0,Sud,97.0,94,42,97.0,100.0,97.0,100.0
2026-04-15 22:20:05.228021,22.0,Nord,100.0,84,22,83.0,89.0,100.0,93.0
2026-04-15 22:20:05.228021,22.0,Sud,97.0,94,42,95.0,100.0,97.0,100.0
2026-04-15 22:25:04.931443,22.0,Nord,100.0,84,22,82.0,91.0,81.0,93.0
2026-04-15 22:25:04.931443,22.0,Sud,97.0,94,42,91.0,98.0,97.0,100.0
2026-04-15 22:30:05.058248,22.0,Nord,100.0,84,22,80.0,91.0,48.0,93.0
2026-04-15 22:30:05.058248,22.0,Sud,97.0,94,42,91.0,98.0,97.0,100.0
2026-04-15 22:35:05.071463,22.0,Nord,100.0,84,22,82.0,91.0,48.0,93.0
2026-04-15 22:35:05.071463,22.0,Sud,97.0,94,42,89.0,92.0,92.0,100.0
2026-04-15 22:40:05.359414,22.0,Nord,98.0,84,60,80.0,87.0,48.0,93.0
2026-04-15 22:40:05.359414,22.0,Sud,97.0,94,42,86.0,93.0,92.0,100.0
2026-04-15 22:45:05.516163,22.0,Nord,98.0,84,60,79.0,90.0,48.0,93.0
2026-04-15 22:45:05.516163,22.0,Sud,97.0,94,42,86.0,92.0,92.0,97.0
2026-04-15 22:50:06.484833,22.0,Nord,98.0,84,60,79.0,82.0,48.0,93.0
2026-04-15 22:50:06.484833,22.0,Sud,97.0,94,42,85.0,92.0,92.0,97.0
2026-04-15 22:55:04.617208,22.0,Nord,98.0,84,60,79.0,77.0,48.0,93.0
2026-04-15 22:55:04.617208,22.0,Sud,97.0,94,42,83.0,92.0,92.0,97.0
2026-04-15 23:00:05.628542,23.0,Nord,100.0,98,19,,100.0,92.0,93.0
2026-04-15 23:00:05.628542,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:05:06.002111,23.0,Nord,100.0,97,18,,100.0,92.0,93.0
2026-04-15 23:05:06.002111,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:10:05.365053,23.0,Nord,100.0,97,18,,100.0,100.0,93.0
2026-04-15 23:10:05.365053,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:15:04.988056,23.0,Nord,100.0,97,18,,100.0,92.0,93.0
2026-04-15 23:15:04.988056,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:20:05.203196,23.0,Nord,100.0,97,18,,100.0,92.0,93.0
2026-04-15 23:20:05.203196,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:25:04.397885,23.0,Nord,100.0,97,18,,100.0,92.0,93.0
2026-04-15 23:25:04.397885,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:30:05.492354,23.0,Nord,100.0,97,18,,100.0,92.0,93.0
2026-04-15 23:30:05.492354,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:35:04.553310,23.0,Nord,100.0,97,18,,100.0,92.0,93.0
2026-04-15 23:35:04.553310,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:40:05.188394,23.0,Nord,100.0,97,18,,100.0,92.0,93.0
2026-04-15 23:40:05.188394,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:45:05.624668,23.0,Nord,100.0,97,18,,100.0,92.0,93.0
2026-04-15 23:45:05.624668,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:50:05.890311,23.0,Nord,100.0,97,18,,100.0,92.0,93.0
2026-04-15 23:50:05.890311,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-15 23:55:06.370550,23.0,Nord,98.0,97,12,,100.0,92.0,93.0
2026-04-15 23:55:06.370550,23.0,Sud,95.0,91,87,96.0,92.0,,
2026-04-16 00:00:05.158608,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:00:05.158608,0.0,Sud,100.0,100,100,100.0,,,
2026-04-16 00:05:05.498526,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:05:05.498526,0.0,Sud,100.0,100,100,100.0,,,
2026-04-16 00:10:05.373179,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:10:05.373179,0.0,Sud,100.0,100,100,100.0,,,
2026-04-16 00:15:06.289947,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:15:06.289947,0.0,Sud,98.0,98,99,100.0,,,
2026-04-16 00:20:04.463733,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:20:04.463733,0.0,Sud,98.0,98,99,100.0,,,
2026-04-16 00:25:05.404199,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:25:05.404199,0.0,Sud,98.0,98,99,100.0,,,
2026-04-16 00:30:05.823495,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:30:05.823495,0.0,Sud,98.0,98,99,100.0,,,
2026-04-16 00:35:06.620020,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:35:06.620020,0.0,Sud,98.0,98,99,100.0,,,
2026-04-16 00:40:04.964918,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:40:04.964918,0.0,Sud,98.0,98,99,100.0,,,
2026-04-16 00:45:06.464786,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:45:06.464786,0.0,Sud,98.0,98,99,100.0,,,
2026-04-16 00:50:05.151487,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:50:05.151487,0.0,Sud,98.0,98,99,100.0,,,
2026-04-16 00:55:04.721845,0.0,Nord,100.0,100,100,,,,
2026-04-16 00:55:04.721845,0.0,Sud,98.0,98,99,100.0,,,
2026-04-16 01:00:04.747008,1.0,Sud,100.0,95,97,,,,
2026-04-16 01:05:05.049128,1.0,Sud,81.0,95,62,,,,
2026-04-16 01:10:05.619697,1.0,Sud,81.0,95,62,,,,
2026-04-16 01:15:04.962066,1.0,Sud,81.0,95,62,,,,
2026-04-16 01:20:04.835386,1.0,Sud,81.0,95,62,,,,
2026-04-16 01:25:04.332484,1.0,Sud,81.0,95,62,,,,
