date_observation,heure_th,direction,score_regularite_sceaux,score_regularite_antony,score_regularite_bourg_la_reine,score_regularite_chatelet,score_regularite_aulnay,score_regularite_cdg1,score_regularite_vert_galant
2026-04-14 17:05:05.915906,17.0,Sud,93.0,93,85,82.0,84.0,100.0,98.0
2026-04-14 17:10:06.415259,17.0,Nord,100.0,93,93,90.0,90.0,92.0,92.0
2026-04-14 17:10:06.415259,17.0,Sud,93.0,93,83,81.0,84.0,100.0,98.0
2026-04-14 17:15:05.738655,17.0,Nord,100.0,94,93,93.0,88.0,92.0,91.0
2026-04-14 17:15:05.738655,17.0,Sud,92.0,89,77,77.0,87.0,100.0,98.0
2026-04-14 17:20:05.524884,17.0,Nord,100.0,94,93,93.0,87.0,93.0,91.0
2026-04-14 17:20:05.524884,17.0,Sud,92.0,89,73,77.0,87.0,98.0,98.0
2026-04-14 17:25:05.865819,17.0,Nord,100.0,94,93,93.0,87.0,90.0,91.0
2026-04-14 17:25:05.865819,17.0,Sud,92.0,89,75,75.0,87.0,98.0,98.0
2026-04-14 17:30:06.875738,17.0,Nord,100.0,92,91,90.0,80.0,87.0,89.0
2026-04-14 17:30:06.875738,17.0,Sud,92.0,91,82,76.0,84.0,98.0,98.0
2026-04-14 17:35:06.137833,17.0,Nord,100.0,90,91,90.0,85.0,88.0,87.0
2026-04-14 17:35:06.137833,17.0,Sud,92.0,91,82,75.0,83.0,98.0,98.0
2026-04-14 17:40:05.282863,17.0,Nord,100.0,90,91,87.0,85.0,88.0,87.0
2026-04-14 17:40:05.282863,17.0,Sud,92.0,91,80,68.0,84.0,97.0,97.0
2026-04-15 07:50:08.301375,7.0,Nord,,100,83,83.0,83.0,100.0,
2026-04-15 07:50:08.301375,7.0,Sud,,83,78,100.0,100.0,100.0,
2026-04-15 07:55:08.815058,7.0,Nord,,100,89,83.0,83.0,100.0,
2026-04-15 07:55:08.815058,7.0,Sud,,83,78,89.0,100.0,100.0,
2026-04-15 07:55:11.036765,7.0,Nord,,100,89,83.0,83.0,100.0,
2026-04-15 07:55:11.036765,7.0,Sud,,83,78,89.0,100.0,100.0,
2026-04-15 08:00:10.003931,8.0,Nord,100.0,98,95,93.0,95.0,94.0,100.0
2026-04-15 08:00:10.003931,8.0,Sud,100.0,86,89,95.0,98.0,100.0,100.0
2026-04-15 08:05:07.433762,8.0,Nord,100.0,98,95,93.0,95.0,94.0,98.0
2026-04-15 08:05:07.433762,8.0,Sud,100.0,86,86,93.0,96.0,100.0,100.0
2026-04-15 08:10:10.116514,8.0,Nord,100.0,98,93,91.0,89.0,91.0,96.0
2026-04-15 08:10:10.116514,8.0,Sud,100.0,83,84,95.0,96.0,100.0,100.0
2026-04-15 08:15:08.812334,8.0,Nord,100.0,95,92,95.0,94.0,91.0,96.0
2026-04-15 08:15:08.812334,8.0,Sud,100.0,86,86,95.0,96.0,100.0,100.0
2026-04-15 08:20:07.720134,8.0,Nord,100.0,95,92,96.0,95.0,91.0,96.0
2026-04-15 08:20:07.720134,8.0,Sud,100.0,91,86,92.0,93.0,98.0,98.0
2026-04-15 08:25:08.801179,8.0,Nord,100.0,93,90,96.0,96.0,93.0,96.0
2026-04-15 08:25:08.801179,8.0,Sud,98.0,87,84,88.0,93.0,98.0,98.0
2026-04-15 08:30:08.215828,8.0,Nord,100.0,93,90,95.0,94.0,91.0,96.0
2026-04-15 08:30:08.215828,8.0,Sud,96.0,88,84,85.0,93.0,98.0,98.0
2026-04-15 08:35:09.108225,8.0,Nord,100.0,93,88,93.0,94.0,89.0,94.0
2026-04-15 08:35:09.108225,8.0,Sud,96.0,85,82,83.0,93.0,98.0,98.0
2026-04-15 08:40:08.096236,8.0,Nord,100.0,93,88,91.0,92.0,87.0,94.0
2026-04-15 08:40:08.096236,8.0,Sud,96.0,85,82,82.0,93.0,98.0,98.0
2026-04-15 08:45:09.019666,8.0,Nord,98.0,93,88,91.0,92.0,87.0,92.0
2026-04-15 08:45:09.019666,8.0,Sud,96.0,85,82,83.0,93.0,98.0,98.0
2026-04-15 08:50:08.251007,8.0,Nord,98.0,93,88,91.0,92.0,87.0,92.0
2026-04-15 08:50:08.251007,8.0,Sud,96.0,85,82,83.0,93.0,96.0,98.0
2026-04-15 08:55:07.326230,8.0,Nord,98.0,93,88,91.0,92.0,87.0,92.0
2026-04-15 08:55:07.326230,8.0,Sud,96.0,85,82,82.0,93.0,96.0,98.0
2026-04-15 09:00:07.571563,9.0,Nord,100.0,97,96,92.0,93.0,97.0,98.0
2026-04-15 09:00:07.571563,9.0,Sud,97.0,75,56,98.0,97.0,100.0,100.0
2026-04-15 09:05:07.904145,9.0,Nord,100.0,97,96,92.0,93.0,97.0,100.0
2026-04-15 09:05:07.904145,9.0,Sud,97.0,75,56,98.0,95.0,100.0,100.0
2026-04-15 09:10:07.049211,9.0,Nord,100.0,95,95,90.0,93.0,97.0,100.0
2026-04-15 09:10:07.049211,9.0,Sud,97.0,76,57,98.0,95.0,100.0,100.0
2026-04-15 09:15:08.271088,9.0,Nord,100.0,95,95,92.0,96.0,97.0,100.0
2026-04-15 09:15:08.271088,9.0,Sud,97.0,73,52,97.0,94.0,98.0,100.0
2026-04-15 09:20:07.264314,9.0,Nord,100.0,95,95,90.0,92.0,92.0,100.0
2026-04-15 09:20:07.264314,9.0,Sud,94.0,73,29,89.0,94.0,98.0,100.0
2026-04-15 09:25:05.646769,9.0,Nord,100.0,95,95,88.0,86.0,85.0,92.0
2026-04-15 09:25:05.646769,9.0,Sud,94.0,29,34,89.0,93.0,98.0,100.0
2026-04-15 09:30:05.720003,9.0,Nord,100.0,95,95,86.0,83.0,82.0,92.0
2026-04-15 09:30:05.720003,9.0,Sud,94.0,29,35,89.0,93.0,98.0,100.0
2026-04-15 09:35:05.500570,9.0,Nord,100.0,95,95,86.0,80.0,82.0,92.0
2026-04-15 09:35:05.500570,9.0,Sud,94.0,54,22,83.0,93.0,98.0,100.0
2026-04-15 09:40:04.983329,9.0,Nord,98.0,95,95,86.0,91.0,82.0,100.0
2026-04-15 09:40:04.983329,9.0,Sud,94.0,40,11,83.0,93.0,98.0,100.0
2026-04-15 09:45:04.870523,9.0,Nord,98.0,95,95,86.0,95.0,82.0,89.0
2026-04-15 09:45:04.870523,9.0,Sud,94.0,40,11,83.0,93.0,98.0,100.0
2026-04-15 09:50:05.228648,9.0,Nord,98.0,95,95,86.0,78.0,82.0,89.0
2026-04-15 09:50:05.228648,9.0,Sud,94.0,40,11,80.0,92.0,98.0,100.0
2026-04-15 09:55:05.526933,9.0,Nord,98.0,95,93,86.0,78.0,82.0,89.0
2026-04-15 09:55:05.526933,9.0,Sud,94.0,40,11,80.0,92.0,98.0,100.0
2026-04-15 10:00:04.536687,10.0,Nord,100.0,97,71,92.0,83.0,96.0,94.0
2026-04-15 10:00:04.536687,10.0,Sud,97.0,97,72,93.0,98.0,100.0,100.0
2026-04-15 10:05:06.371305,10.0,Nord,100.0,97,71,92.0,95.0,96.0,100.0
2026-04-15 10:05:06.371305,10.0,Sud,97.0,97,72,93.0,98.0,100.0,100.0
2026-04-15 10:10:05.590492,10.0,Nord,100.0,95,70,89.0,94.0,96.0,100.0
2026-04-15 10:10:05.590492,10.0,Sud,97.0,97,77,78.0,88.0,90.0,100.0
2026-04-15 10:15:04.647550,10.0,Nord,100.0,95,70,88.0,90.0,96.0,94.0
2026-04-15 10:15:04.647550,10.0,Sud,97.0,97,77,75.0,91.0,90.0,100.0
2026-04-15 10:20:05.686987,10.0,Nord,100.0,95,70,88.0,82.0,94.0,94.0
2026-04-15 10:20:05.686987,10.0,Sud,97.0,97,77,56.0,87.0,90.0,100.0
2026-04-15 10:25:06.313645,10.0,Nord,100.0,94,68,88.0,91.0,94.0,94.0
2026-04-15 10:25:06.313645,10.0,Sud,97.0,97,77,57.0,82.0,90.0,100.0
2026-04-15 10:30:06.068576,10.0,Nord,100.0,94,68,88.0,94.0,94.0,94.0
2026-04-15 10:30:06.068576,10.0,Sud,97.0,97,77,69.0,81.0,90.0,100.0
2026-04-15 10:35:04.767725,10.0,Nord,100.0,92,43,82.0,85.0,94.0,94.0
2026-04-15 10:35:04.767725,10.0,Sud,97.0,97,77,69.0,81.0,90.0,100.0
2026-04-15 10:40:05.946615,10.0,Nord,100.0,92,43,83.0,82.0,94.0,94.0
2026-04-15 10:40:05.946615,10.0,Sud,97.0,97,77,72.0,78.0,90.0,100.0
2026-04-15 10:45:06.464406,10.0,Nord,100.0,92,43,83.0,82.0,94.0,94.0
2026-04-15 10:45:06.464406,10.0,Sud,97.0,96,77,72.0,78.0,90.0,100.0
2026-04-15 10:50:05.929099,10.0,Nord,100.0,92,43,83.0,88.0,94.0,94.0
2026-04-15 10:50:05.929099,10.0,Sud,97.0,96,77,72.0,78.0,90.0,100.0
2026-04-15 10:55:05.685264,10.0,Nord,100.0,92,43,83.0,86.0,94.0,94.0
2026-04-15 10:55:05.685264,10.0,Sud,97.0,96,77,72.0,78.0,90.0,100.0
2026-04-15 11:00:06.156985,11.0,Nord,100.0,98,98,97.0,96.0,91.0,100.0
2026-04-15 11:00:06.156985,11.0,Sud,98.0,89,77,99.0,99.0,100.0,100.0
2026-04-15 11:05:06.124694,11.0,Nord,100.0,98,98,97.0,94.0,93.0,100.0
2026-04-15 11:05:06.124694,11.0,Sud,97.0,89,76,97.0,99.0,100.0,100.0
2026-04-15 11:10:06.402661,11.0,Nord,100.0,96,97,94.0,96.0,93.0,100.0
2026-04-15 11:10:06.402661,11.0,Sud,97.0,89,76,96.0,97.0,98.0,100.0
2026-04-15 11:15:05.148217,11.0,Nord,100.0,95,96,92.0,97.0,95.0,95.0
2026-04-15 11:15:05.148217,11.0,Sud,97.0,89,76,96.0,97.0,98.0,100.0
2026-04-15 11:20:05.203350,11.0,Nord,100.0,95,96,86.0,94.0,95.0,95.0
2026-04-15 11:20:05.203350,11.0,Sud,97.0,89,76,96.0,97.0,98.0,100.0
2026-04-15 11:25:06.764101,11.0,Nord,100.0,92,94,86.0,92.0,95.0,95.0
2026-04-15 11:25:06.764101,11.0,Sud,97.0,89,76,93.0,96.0,96.0,100.0
2026-04-15 11:30:06.427120,11.0,Nord,100.0,92,94,86.0,92.0,95.0,95.0
2026-04-15 11:30:06.427120,11.0,Sud,97.0,89,77,93.0,96.0,96.0,100.0
2026-04-15 11:35:05.317956,11.0,Nord,100.0,92,94,85.0,92.0,95.0,95.0
2026-04-15 11:35:05.317956,11.0,Sud,97.0,89,77,93.0,96.0,96.0,100.0
2026-04-15 11:40:05.399508,11.0,Nord,98.0,92,94,85.0,92.0,95.0,95.0
2026-04-15 11:40:05.399508,11.0,Sud,97.0,89,77,93.0,96.0,96.0,100.0
2026-04-15 11:45:05.431952,11.0,Nord,98.0,92,94,85.0,92.0,95.0,95.0
2026-04-15 11:45:05.431952,11.0,Sud,97.0,89,77,93.0,96.0,96.0,100.0
2026-04-15 11:50:06.268563,11.0,Nord,98.0,92,94,86.0,92.0,95.0,95.0
2026-04-15 11:50:06.268563,11.0,Sud,97.0,89,77,93.0,96.0,96.0,100.0
2026-04-15 11:55:05.457192,11.0,Nord,98.0,92,94,86.0,92.0,95.0,95.0
2026-04-15 11:55:05.457192,11.0,Sud,97.0,89,77,93.0,93.0,95.0,100.0
2026-04-15 12:00:06.844297,12.0,Nord,100.0,98,99,92.0,86.0,85.0,97.0
2026-04-15 12:00:06.844297,12.0,Sud,100.0,96,95,97.0,99.0,100.0,98.0
2026-04-15 12:05:05.697338,12.0,Nord,100.0,98,99,92.0,86.0,85.0,98.0
2026-04-15 12:05:05.697338,12.0,Sud,98.0,96,93,97.0,99.0,100.0,98.0
2026-04-15 12:10:05.041676,12.0,Nord,100.0,98,99,92.0,86.0,85.0,98.0
2026-04-15 12:10:05.041676,12.0,Sud,98.0,96,89,99.0,99.0,100.0,98.0
2026-04-15 12:15:05.985520,12.0,Nord,100.0,98,99,92.0,88.0,85.0,98.0
2026-04-15 12:15:05.985520,12.0,Sud,98.0,96,89,97.0,99.0,100.0,98.0
2026-04-15 12:20:06.909706,12.0,Nord,100.0,97,98,92.0,86.0,85.0,98.0
2026-04-15 12:20:06.909706,12.0,Sud,98.0,96,89,97.0,99.0,100.0,98.0
2026-04-15 12:25:05.435522,12.0,Nord,100.0,95,96,92.0,86.0,85.0,98.0
2026-04-15 12:25:05.435522,12.0,Sud,98.0,95,85,93.0,96.0,100.0,98.0
2026-04-15 12:30:07.655357,12.0,Nord,100.0,95,96,92.0,85.0,88.0,98.0
2026-04-15 12:30:07.655357,12.0,Sud,98.0,95,85,93.0,96.0,100.0,98.0
2026-04-15 12:35:05.964527,12.0,Nord,100.0,95,96,89.0,79.0,88.0,98.0
2026-04-15 12:35:05.964527,12.0,Sud,98.0,95,85,93.0,96.0,100.0,98.0
2026-04-15 12:40:05.222186,12.0,Nord,100.0,95,96,89.0,79.0,88.0,98.0
2026-04-15 12:40:05.222186,12.0,Sud,98.0,95,85,92.0,96.0,100.0,98.0
2026-04-15 12:45:05.129070,12.0,Nord,100.0,95,96,89.0,79.0,88.0,98.0
2026-04-15 12:45:05.129070,12.0,Sud,98.0,95,85,92.0,96.0,100.0,98.0
2026-04-15 12:50:05.561358,12.0,Nord,100.0,95,96,89.0,79.0,88.0,98.0
2026-04-15 12:50:05.561358,12.0,Sud,98.0,95,85,92.0,96.0,100.0,98.0
2026-04-15 12:55:04.481223,12.0,Nord,100.0,95,96,89.0,79.0,88.0,98.0
2026-04-15 12:55:04.481223,12.0,Sud,98.0,95,85,89.0,96.0,100.0,98.0
2026-04-15 13:00:05.947901,13.0,Nord,100.0,95,70,89.0,94.0,92.0,97.0
2026-04-15 13:00:05.947901,13.0,Sud,100.0,98,96,100.0,100.0,100.0,100.0
2026-04-15 13:05:07.239717,13.0,Nord,100.0,95,70,89.0,85.0,92.0,95.0
2026-04-15 13:05:07.239717,13.0,Sud,100.0,98,96,100.0,100.0,100.0,100.0
2026-04-15 13:10:05.633440,13.0,Nord,98.0,94,68,86.0,94.0,95.0,95.0
2026-04-15 13:10:05.633440,13.0,Sud,100.0,98,96,100.0,100.0,100.0,100.0
2026-04-15 13:15:05.592777,13.0,Nord,98.0,94,68,86.0,92.0,95.0,95.0
2026-04-15 13:15:05.592777,13.0,Sud,100.0,98,96,100.0,100.0,100.0,100.0
2026-04-15 13:20:07.111069,13.0,Nord,98.0,94,68,83.0,90.0,95.0,95.0
2026-04-15 13:20:07.111069,13.0,Sud,100.0,97,98,99.0,100.0,100.0,100.0
2026-04-15 13:25:05.356851,13.0,Nord,98.0,92,67,83.0,92.0,93.0,95.0
2026-04-15 13:25:05.356851,13.0,Sud,100.0,97,98,94.0,100.0,98.0,100.0
2026-04-15 13:30:06.212461,13.0,Nord,98.0,92,67,83.0,88.0,93.0,95.0
2026-04-15 13:30:06.212461,13.0,Sud,100.0,97,98,94.0,100.0,98.0,100.0
2026-04-15 13:35:05.211220,13.0,Nord,98.0,92,67,83.0,88.0,93.0,95.0
2026-04-15 13:35:05.211220,13.0,Sud,100.0,97,98,94.0,100.0,98.0,100.0
2026-04-15 13:40:07.554202,13.0,Nord,97.0,92,67,83.0,79.0,93.0,95.0
2026-04-15 13:40:07.554202,13.0,Sud,100.0,97,98,94.0,99.0,96.0,100.0
2026-04-15 13:45:05.873485,13.0,Nord,97.0,92,67,83.0,86.0,93.0,95.0
2026-04-15 13:45:05.873485,13.0,Sud,100.0,97,98,93.0,99.0,96.0,100.0
2026-04-15 13:50:06.887435,13.0,Nord,97.0,92,67,83.0,86.0,93.0,95.0
2026-04-15 13:50:06.887435,13.0,Sud,100.0,97,98,93.0,97.0,96.0,100.0
2026-04-15 13:55:05.123872,13.0,Nord,97.0,92,67,83.0,86.0,93.0,95.0
2026-04-15 13:55:05.123872,13.0,Sud,100.0,97,98,93.0,97.0,96.0,100.0
2026-04-15 14:00:07.477010,14.0,Nord,100.0,97,98,92.0,94.0,91.0,95.0
2026-04-15 14:00:07.477010,14.0,Sud,98.0,97,96,94.0,100.0,100.0,100.0
2026-04-15 14:05:07.505507,14.0,Nord,100.0,97,98,92.0,94.0,91.0,95.0
2026-04-15 14:05:07.505507,14.0,Sud,98.0,97,96,94.0,100.0,100.0,100.0
2026-04-15 14:10:06.776137,14.0,Nord,100.0,95,96,89.0,92.0,91.0,92.0
2026-04-15 14:10:06.776137,14.0,Sud,98.0,95,92,89.0,97.0,95.0,100.0
2026-04-15 14:15:05.030335,14.0,Nord,100.0,95,96,89.0,92.0,91.0,92.0
2026-04-15 14:15:05.030335,14.0,Sud,95.0,94,87,78.0,86.0,95.0,100.0
2026-04-15 14:20:05.304712,14.0,Nord,100.0,95,96,90.0,90.0,91.0,92.0
2026-04-15 14:20:05.304712,14.0,Sud,93.0,94,87,78.0,83.0,95.0,100.0
2026-04-15 14:25:06.336277,14.0,Nord,100.0,90,91,89.0,90.0,91.0,92.0
2026-04-15 14:25:06.336277,14.0,Sud,93.0,94,83,78.0,83.0,95.0,100.0
2026-04-15 14:30:06.406331,14.0,Nord,100.0,90,91,89.0,90.0,91.0,92.0
2026-04-15 14:30:06.406331,14.0,Sud,93.0,94,83,78.0,83.0,95.0,100.0
2026-04-15 14:35:06.374428,14.0,Nord,100.0,90,91,89.0,85.0,85.0,92.0
2026-04-15 14:35:06.374428,14.0,Sud,93.0,94,83,78.0,75.0,87.0,100.0
2026-04-15 14:40:04.897989,14.0,Nord,100.0,90,91,89.0,63.0,79.0,90.0
2026-04-15 14:40:04.897989,14.0,Sud,93.0,94,83,78.0,72.0,79.0,100.0
2026-04-15 14:45:06.165599,14.0,Nord,100.0,90,91,89.0,58.0,70.0,82.0
2026-04-15 14:45:06.165599,14.0,Sud,93.0,94,83,78.0,47.0,70.0,98.0
2026-04-15 14:50:06.503644,14.0,Nord,100.0,90,91,89.0,58.0,63.0,73.0
2026-04-15 14:50:06.503644,14.0,Sud,93.0,94,83,78.0,47.0,70.0,98.0
2026-04-15 14:55:06.384141,14.0,Nord,100.0,90,91,89.0,56.0,54.0,92.0
2026-04-15 14:55:06.384141,14.0,Sud,93.0,94,83,78.0,47.0,64.0,98.0
2026-04-15 15:00:07.735985,15.0,Nord,100.0,97,98,89.0,94.0,79.0,78.0
2026-04-15 15:00:07.735985,15.0,Sud,93.0,62,26,83.0,89.0,89.0,100.0
2026-04-15 15:05:05.988467,15.0,Nord,100.0,97,98,89.0,94.0,82.0,75.0
2026-04-15 15:05:05.988467,15.0,Sud,93.0,62,8,83.0,86.0,100.0,100.0
2026-04-15 15:10:08.104078,15.0,Nord,100.0,95,96,92.0,97.0,95.0,75.0
2026-04-15 15:10:08.104078,15.0,Sud,93.0,63,24,83.0,86.0,100.0,100.0
2026-04-15 15:15:05.180386,15.0,Nord,100.0,95,96,92.0,94.0,88.0,75.0
2026-04-15 15:15:05.180386,15.0,Sud,93.0,63,24,81.0,81.0,98.0,100.0
2026-04-15 15:20:04.810782,15.0,Nord,100.0,91,67,86.0,97.0,100.0,75.0
2026-04-15 15:20:04.810782,15.0,Sud,93.0,63,24,81.0,81.0,98.0,100.0
2026-04-15 15:25:05.307219,15.0,Nord,100.0,89,66,86.0,93.0,65.0,73.0
2026-04-15 15:25:05.307219,15.0,Sud,93.0,63,0,60.0,74.0,95.0,100.0
2026-04-15 15:30:07.365007,15.0,Nord,100.0,89,66,83.0,79.0,67.0,73.0
2026-04-15 15:30:07.365007,15.0,Sud,93.0,63,0,60.0,74.0,95.0,100.0
2026-04-15 15:35:05.488145,15.0,Nord,100.0,89,66,81.0,82.0,66.0,67.0
2026-04-15 15:35:05.488145,15.0,Sud,93.0,63,0,57.0,53.0,92.0,100.0
2026-04-15 15:40:05.966157,15.0,Nord,100.0,89,66,81.0,63.0,59.0,58.0
2026-04-15 15:40:05.966157,15.0,Sud,93.0,63,0,68.0,42.0,79.0,100.0
2026-04-15 15:45:05.273146,15.0,Nord,100.0,89,66,81.0,56.0,38.0,50.0
2026-04-15 15:45:05.273146,15.0,Sud,93.0,63,0,62.0,43.0,76.0,98.0
2026-04-15 15:50:05.667707,15.0,Nord,100.0,89,66,81.0,47.0,29.0,42.0
2026-04-15 15:50:05.667707,15.0,Sud,93.0,63,0,62.0,39.0,61.0,98.0
2026-04-15 15:55:05.607088,15.0,Nord,100.0,89,66,81.0,56.0,36.0,37.0
2026-04-15 15:55:05.607088,15.0,Sud,93.0,63,0,62.0,37.0,66.0,98.0
2026-04-15 16:00:05.517317,16.0,Nord,100.0,95,97,92.0,97.0,93.0,100.0
2026-04-15 16:00:05.517317,16.0,Sud,97.0,73,31,91.0,100.0,100.0,100.0
2026-04-15 16:05:06.032064,16.0,Nord,100.0,95,97,92.0,97.0,99.0,50.0
2026-04-15 16:05:06.032064,16.0,Sud,95.0,70,32,84.0,98.0,100.0,100.0
2026-04-15 16:10:06.773233,16.0,Nord,100.0,94,95,90.0,97.0,15.0,50.0
2026-04-15 16:10:06.773233,16.0,Sud,95.0,73,36,80.0,95.0,92.0,100.0
