mission,type_mission,destination,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,gare_depart,nb_arrets_desservis,date_observation
LORE90,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 09:04:38+02:00,2026-04-17 09:02:17+02:00,2026-04-17 08:59:24+02:00,2026-04-17 08:57:19+02:00,2026-04-17 08:54:52+02:00,,2026-04-17 08:50:43+02:00,2026-04-17 08:48:59+02:00,2026-04-17 08:46:44+02:00,2026-04-17 08:44:49+02:00,,2026-04-17 08:41:54+02:00,2026-04-17 08:39:11+02:00,2026-04-17 08:37:23+02:00,2026-04-17 08:35:15+02:00,2026-04-17 08:33:19+02:00,2026-04-17 08:31:32+02:00,2026-04-17 08:28:54+02:00,2026-04-17 08:26:36+02:00,2026-04-17 08:25:01+02:00,2026-04-17 08:23:09+02:00,2026-04-17 08:20:47+02:00,2026-04-17 08:17:00+02:00,2026-04-17 08:11:20+02:00,2026-04-17 08:08:30+02:00,2026-04-17 08:05:00+02:00,2026-04-17 08:02:10+02:00,2026-04-17 08:00:00+02:00,2026-04-17 07:57:50+02:00,2026-04-17 07:54:10+02:00,2026-04-17 07:51:20+02:00,2026-04-17 07:49:20+02:00,2026-04-17 07:44:00+02:00,2026-04-17 07:36:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-17 07:25:01.946799+02:00
LORE50,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:04:38+02:00,2026-04-17 08:02:17+02:00,2026-04-17 07:59:24+02:00,2026-04-17 07:57:19+02:00,2026-04-17 07:54:52+02:00,,2026-04-17 07:50:43+02:00,2026-04-17 07:48:59+02:00,2026-04-17 07:46:44+02:00,2026-04-17 07:44:49+02:00,,2026-04-17 07:41:54+02:00,2026-04-17 07:39:11+02:00,2026-04-17 07:37:23+02:00,2026-04-17 07:35:15+02:00,2026-04-17 07:33:19+02:00,2026-04-17 07:31:32+02:00,2026-04-17 07:28:54+02:00,2026-04-17 07:26:36+02:00,2026-04-17 07:25:01+02:00,,,,,,,,,,,,,,,,,,,Luxembourg,18,2026-04-17 07:25:01.946799+02:00
STIN70,STIN,Robinson,,2026-04-17 08:15:31+02:00,2026-04-17 08:13:46+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:11:49+02:00,2026-04-17 08:09:01+02:00,2026-04-17 08:07:23+02:00,2026-04-17 08:05:15+02:00,2026-04-17 08:03:19+02:00,2026-04-17 08:01:32+02:00,2026-04-17 07:58:54+02:00,2026-04-17 07:56:36+02:00,2026-04-17 07:55:01+02:00,2026-04-17 07:53:09+02:00,2026-04-17 07:50:47+02:00,2026-04-17 07:47:00+02:00,2026-04-17 07:41:20+02:00,2026-04-17 07:38:30+02:00,2026-04-17 07:35:00+02:00,2026-04-17 07:32:10+02:00,2026-04-17 07:30:00+02:00,2026-04-17 07:27:50+02:00,,,,,,,,,,Aulnay-sous-Bois,20,2026-04-17 07:25:01.946799+02:00
IVAN51,IVAN,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:26:10+02:00,2026-04-17 07:28:40+02:00,2026-04-17 07:31:50+02:00,2026-04-17 07:34:30+02:00,2026-04-17 07:36:40+02:00,2026-04-17 07:39:20+02:00,,,,,,2026-04-17 07:42:40+02:00,2026-04-17 07:45:30+02:00,2026-04-17 07:48:40+02:00,,La Plaine Stade de France,9,2026-04-17 07:25:01.946799+02:00
EMMY05,EMMY,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-17 07:54:31+02:00,2026-04-17 07:56:45+02:00,2026-04-17 07:58:47+02:00,2026-04-17 08:01:21+02:00,2026-04-17 08:03:12+02:00,2026-04-17 08:05:44+02:00,,2026-04-17 08:08:54+02:00,2026-04-17 08:10:24+02:00,2026-04-17 08:12:40+02:00,2026-04-17 08:14:26+02:00,,2026-04-17 08:17:17+02:00,2026-04-17 08:19:46+02:00,2026-04-17 08:21:31+02:00,2026-04-17 08:23:34+02:00,2026-04-17 08:25:21+02:00,2026-04-17 08:27:12+02:00,2026-04-17 08:30:02+02:00,2026-04-17 08:31:49+02:00,2026-04-17 08:33:23+02:00,2026-04-17 08:35:59+02:00,2026-04-17 08:38:00+02:00,2026-04-17 08:42:00+02:00,2026-04-17 08:47:10+02:00,2026-04-17 08:49:40+02:00,2026-04-17 08:52:50+02:00,2026-04-17 08:55:30+02:00,2026-04-17 08:57:40+02:00,2026-04-17 09:00:10+02:00,2026-04-17 09:03:30+02:00,2026-04-17 09:06:00+02:00,2026-04-17 09:08:20+02:00,2026-04-17 09:14:00+02:00,,,,,,Orsay Ville,32,2026-04-17 07:25:01.946799+02:00
STIN62,STIN,Robinson,,2026-04-17 08:03:31+02:00,2026-04-17 08:01:46+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:59:49+02:00,2026-04-17 07:57:01+02:00,2026-04-17 07:55:23+02:00,2026-04-17 07:53:15+02:00,2026-04-17 07:51:19+02:00,2026-04-17 07:49:32+02:00,2026-04-17 07:46:54+02:00,2026-04-17 07:44:36+02:00,2026-04-17 07:43:01+02:00,2026-04-17 07:41:09+02:00,2026-04-17 07:38:47+02:00,2026-04-17 07:35:00+02:00,2026-04-17 07:29:20+02:00,2026-04-17 07:26:30+02:00,2026-04-17 07:23:00+02:00,,,,,,,,,,,,,Le Bourget,17,2026-04-17 07:25:01.946799+02:00
ELFE53,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:29:10+02:00,2026-04-17 07:31:40+02:00,2026-04-17 07:34:50+02:00,2026-04-17 07:37:30+02:00,2026-04-17 07:39:40+02:00,2026-04-17 07:42:10+02:00,2026-04-17 07:45:30+02:00,2026-04-17 07:48:00+02:00,2026-04-17 07:50:20+02:00,2026-04-17 07:56:00+02:00,,,,,,La Plaine Stade de France,10,2026-04-17 07:25:01.946799+02:00
ELOI01,ELOI,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 08:04:33+02:00,2026-04-17 08:07:04+02:00,2026-04-17 08:08:48+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:11:06+02:00,2026-04-17 08:13:41+02:00,2026-04-17 08:15:26+02:00,2026-04-17 08:17:29+02:00,2026-04-17 08:19:16+02:00,2026-04-17 08:21:12+02:00,2026-04-17 08:24:02+02:00,2026-04-17 08:25:49+02:00,2026-04-17 08:27:23+02:00,2026-04-17 08:29:59+02:00,2026-04-17 08:32:00+02:00,2026-04-17 08:36:00+02:00,2026-04-17 08:41:10+02:00,2026-04-17 08:43:40+02:00,2026-04-17 08:46:50+02:00,2026-04-17 08:49:30+02:00,2026-04-17 08:51:40+02:00,2026-04-17 08:54:10+02:00,2026-04-17 08:57:30+02:00,2026-04-17 09:00:00+02:00,2026-04-17 09:02:20+02:00,2026-04-17 09:08:00+02:00,,,,,,Robinson,25,2026-04-17 07:25:01.946799+02:00
EMIR73,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,2026-04-17 07:24:40+02:00,2026-04-17 07:26:26+02:00,,2026-04-17 07:29:17+02:00,2026-04-17 07:31:46+02:00,2026-04-17 07:33:31+02:00,2026-04-17 07:35:34+02:00,2026-04-17 07:37:21+02:00,2026-04-17 07:39:12+02:00,2026-04-17 07:42:02+02:00,2026-04-17 07:43:49+02:00,2026-04-17 07:45:23+02:00,2026-04-17 07:47:59+02:00,2026-04-17 07:50:00+02:00,2026-04-17 07:54:00+02:00,2026-04-17 07:59:10+02:00,2026-04-17 08:01:40+02:00,2026-04-17 08:04:50+02:00,2026-04-17 08:07:30+02:00,2026-04-17 08:09:40+02:00,2026-04-17 08:12:10+02:00,2026-04-17 08:15:30+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:20:20+02:00,2026-04-17 08:26:00+02:00,,,,,,Antony,24,2026-04-17 07:25:01.946799+02:00
KLAC02,KLAC,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 09:07:12+02:00,2026-04-17 09:05:23+02:00,,2026-04-17 09:02:35+02:00,2026-04-17 09:00:40+02:00,2026-04-17 08:58:46+02:00,2026-04-17 08:56:54+02:00,2026-04-17 08:54:11+02:00,2026-04-17 08:52:23+02:00,2026-04-17 08:50:15+02:00,2026-04-17 08:48:19+02:00,2026-04-17 08:46:32+02:00,2026-04-17 08:43:54+02:00,2026-04-17 08:41:36+02:00,2026-04-17 08:40:01+02:00,2026-04-17 08:38:09+02:00,2026-04-17 08:35:47+02:00,2026-04-17 08:32:00+02:00,2026-04-17 08:26:20+02:00,2026-04-17 08:23:30+02:00,2026-04-17 08:20:00+02:00,2026-04-17 08:17:10+02:00,2026-04-17 08:15:00+02:00,2026-04-17 08:12:50+02:00,,,,,,2026-04-17 08:09:10+02:00,2026-04-17 08:06:00+02:00,2026-04-17 08:02:50+02:00,2026-04-17 07:59:00+02:00,Mitry - Claye,27,2026-04-17 07:25:01.946799+02:00
EMIR89,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-17 07:30:31+02:00,2026-04-17 07:32:45+02:00,2026-04-17 07:34:47+02:00,2026-04-17 07:37:21+02:00,2026-04-17 07:39:12+02:00,2026-04-17 07:41:44+02:00,,2026-04-17 07:44:54+02:00,2026-04-17 07:46:24+02:00,2026-04-17 07:48:40+02:00,2026-04-17 07:50:26+02:00,,2026-04-17 07:53:17+02:00,2026-04-17 07:55:46+02:00,2026-04-17 07:57:31+02:00,2026-04-17 07:59:34+02:00,2026-04-17 08:01:21+02:00,2026-04-17 08:03:12+02:00,2026-04-17 08:06:02+02:00,2026-04-17 08:07:49+02:00,2026-04-17 08:09:23+02:00,2026-04-17 08:11:59+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:23:10+02:00,2026-04-17 08:25:40+02:00,2026-04-17 08:28:50+02:00,2026-04-17 08:31:30+02:00,2026-04-17 08:33:40+02:00,2026-04-17 08:36:10+02:00,2026-04-17 08:39:30+02:00,2026-04-17 08:42:00+02:00,2026-04-17 08:44:20+02:00,2026-04-17 08:50:00+02:00,,,,,,Orsay Ville,32,2026-04-17 07:25:01.946799+02:00
LORE58,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:16:38+02:00,2026-04-17 08:14:17+02:00,2026-04-17 08:11:24+02:00,2026-04-17 08:09:19+02:00,2026-04-17 08:06:52+02:00,,2026-04-17 08:02:43+02:00,2026-04-17 08:00:59+02:00,2026-04-17 07:58:44+02:00,2026-04-17 07:56:49+02:00,,2026-04-17 07:53:54+02:00,2026-04-17 07:51:11+02:00,2026-04-17 07:49:23+02:00,2026-04-17 07:47:15+02:00,2026-04-17 07:45:19+02:00,2026-04-17 07:43:32+02:00,2026-04-17 07:40:54+02:00,2026-04-17 07:38:36+02:00,2026-04-17 07:37:01+02:00,2026-04-17 07:35:09+02:00,2026-04-17 07:32:47+02:00,2026-04-17 07:29:00+02:00,2026-04-17 07:23:20+02:00,,,,,,,,,,,,,,,La Plaine Stade de France,22,2026-04-17 07:25:01.946799+02:00
KLEE84,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 08:43:12+02:00,2026-04-17 08:41:23+02:00,,2026-04-17 08:38:35+02:00,2026-04-17 08:36:40+02:00,2026-04-17 08:34:46+02:00,2026-04-17 08:32:54+02:00,2026-04-17 08:30:11+02:00,2026-04-17 08:28:23+02:00,2026-04-17 08:26:15+02:00,2026-04-17 08:24:19+02:00,2026-04-17 08:22:32+02:00,2026-04-17 08:19:54+02:00,2026-04-17 08:17:36+02:00,2026-04-17 08:16:01+02:00,2026-04-17 08:14:09+02:00,2026-04-17 08:11:47+02:00,2026-04-17 08:08:00+02:00,2026-04-17 08:02:20+02:00,2026-04-17 07:59:30+02:00,2026-04-17 07:56:00+02:00,2026-04-17 07:53:10+02:00,2026-04-17 07:51:00+02:00,2026-04-17 07:48:50+02:00,,,,,,2026-04-17 07:45:10+02:00,2026-04-17 07:42:00+02:00,2026-04-17 07:38:50+02:00,2026-04-17 07:35:00+02:00,Mitry - Claye,27,2026-04-17 07:25:01.946799+02:00
STIN86,STIN,Robinson,,2026-04-17 08:39:31+02:00,2026-04-17 08:37:46+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:35:49+02:00,2026-04-17 08:33:01+02:00,2026-04-17 08:31:23+02:00,2026-04-17 08:29:15+02:00,2026-04-17 08:27:19+02:00,2026-04-17 08:25:32+02:00,2026-04-17 08:22:54+02:00,2026-04-17 08:20:36+02:00,2026-04-17 08:19:01+02:00,2026-04-17 08:17:09+02:00,2026-04-17 08:14:47+02:00,2026-04-17 08:11:00+02:00,2026-04-17 08:05:20+02:00,2026-04-17 08:02:30+02:00,2026-04-17 07:59:00+02:00,2026-04-17 07:56:10+02:00,2026-04-17 07:54:00+02:00,2026-04-17 07:51:50+02:00,2026-04-17 07:48:10+02:00,2026-04-17 07:45:20+02:00,2026-04-17 07:43:20+02:00,2026-04-17 07:38:00+02:00,2026-04-17 07:30:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-17 07:25:01.946799+02:00
PAUL88,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:07:18+02:00,2026-04-17 09:04:10+02:00,2026-04-17 09:02:12+02:00,2026-04-17 09:00:20+02:00,2026-04-17 08:58:23+02:00,2026-04-17 08:56:00+02:00,,,,2026-04-17 08:50:09+02:00,,,,2026-04-17 08:43:34+02:00,2026-04-17 08:41:39+02:00,,2026-04-17 08:38:44+02:00,2026-04-17 08:36:01+02:00,2026-04-17 08:34:13+02:00,2026-04-17 08:32:05+02:00,2026-04-17 08:30:09+02:00,2026-04-17 08:28:27+02:00,2026-04-17 08:25:54+02:00,2026-04-17 08:23:36+02:00,2026-04-17 08:22:01+02:00,2026-04-17 08:20:09+02:00,2026-04-17 08:17:47+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:08:20+02:00,2026-04-17 08:05:30+02:00,2026-04-17 08:02:00+02:00,2026-04-17 07:59:10+02:00,2026-04-17 07:57:00+02:00,2026-04-17 07:54:50+02:00,,,,,,2026-04-17 07:51:10+02:00,2026-04-17 07:48:00+02:00,2026-04-17 07:44:50+02:00,2026-04-17 07:41:00+02:00,Mitry - Claye,31,2026-04-17 07:25:01.946799+02:00
ELFE77,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 07:28:33+02:00,2026-04-17 07:31:04+02:00,2026-04-17 07:32:48+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:35:06+02:00,2026-04-17 07:37:41+02:00,2026-04-17 07:39:26+02:00,2026-04-17 07:41:29+02:00,2026-04-17 07:43:16+02:00,2026-04-17 07:45:12+02:00,2026-04-17 07:48:02+02:00,2026-04-17 07:49:49+02:00,2026-04-17 07:51:23+02:00,2026-04-17 07:53:59+02:00,2026-04-17 07:56:00+02:00,2026-04-17 08:00:00+02:00,2026-04-17 08:05:10+02:00,2026-04-17 08:07:40+02:00,2026-04-17 08:10:50+02:00,2026-04-17 08:13:30+02:00,2026-04-17 08:15:40+02:00,2026-04-17 08:18:10+02:00,2026-04-17 08:21:30+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:26:20+02:00,2026-04-17 08:32:00+02:00,,,,,,Robinson,25,2026-04-17 07:25:01.946799+02:00
SOSI40,SOSI,Robinson,,2026-04-17 07:29:31+02:00,2026-04-17 07:27:51+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:25:59+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,Bourg-la-Reine,3,2026-04-17 07:25:01.946799+02:00
KLEE76,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 08:31:12+02:00,2026-04-17 08:29:23+02:00,,2026-04-17 08:26:35+02:00,2026-04-17 08:24:40+02:00,2026-04-17 08:22:46+02:00,2026-04-17 08:20:54+02:00,2026-04-17 08:18:11+02:00,2026-04-17 08:16:23+02:00,2026-04-17 08:14:15+02:00,2026-04-17 08:12:19+02:00,2026-04-17 08:10:32+02:00,2026-04-17 08:07:54+02:00,2026-04-17 08:05:36+02:00,2026-04-17 08:04:01+02:00,2026-04-17 08:02:09+02:00,2026-04-17 07:59:47+02:00,2026-04-17 07:56:00+02:00,2026-04-17 07:50:20+02:00,2026-04-17 07:47:30+02:00,2026-04-17 07:44:00+02:00,2026-04-17 07:41:10+02:00,2026-04-17 07:39:00+02:00,2026-04-17 07:36:50+02:00,,,,,,2026-04-17 07:33:10+02:00,2026-04-17 07:30:00+02:00,2026-04-17 07:26:50+02:00,,Villeparisis - Mitry-le-Neuf,26,2026-04-17 07:25:01.946799+02:00
PAUL72,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:43:18+02:00,2026-04-17 08:40:10+02:00,2026-04-17 08:38:12+02:00,2026-04-17 08:36:20+02:00,2026-04-17 08:34:23+02:00,2026-04-17 08:32:00+02:00,,,,2026-04-17 08:26:09+02:00,,,,2026-04-17 08:19:34+02:00,2026-04-17 08:17:39+02:00,,2026-04-17 08:14:44+02:00,2026-04-17 08:12:01+02:00,2026-04-17 08:10:13+02:00,2026-04-17 08:08:05+02:00,2026-04-17 08:06:09+02:00,2026-04-17 08:04:27+02:00,2026-04-17 08:01:54+02:00,2026-04-17 07:59:36+02:00,2026-04-17 07:58:01+02:00,2026-04-17 07:56:09+02:00,2026-04-17 07:53:47+02:00,2026-04-17 07:50:00+02:00,2026-04-17 07:44:20+02:00,2026-04-17 07:41:30+02:00,2026-04-17 07:38:00+02:00,2026-04-17 07:35:10+02:00,2026-04-17 07:33:00+02:00,2026-04-17 07:30:50+02:00,,,,,,2026-04-17 07:27:10+02:00,,,,Sevran - Livry,28,2026-04-17 07:25:01.946799+02:00
IVIS07,IVIS,Mitry - Claye,,,,2026-04-17 07:47:52+02:00,2026-04-17 07:51:03+02:00,2026-04-17 07:54:10+02:00,2026-04-17 07:56:06+02:00,2026-04-17 07:57:58+02:00,2026-04-17 08:00:48+02:00,2026-04-17 08:03:07+02:00,,,2026-04-17 08:07:38+02:00,2026-04-17 08:10:20+02:00,,,,2026-04-17 08:15:15+02:00,2026-04-17 08:17:06+02:00,,2026-04-17 08:20:07+02:00,2026-04-17 08:22:36+02:00,2026-04-17 08:24:26+02:00,2026-04-17 08:26:29+02:00,2026-04-17 08:28:16+02:00,2026-04-17 08:30:12+02:00,2026-04-17 08:33:02+02:00,2026-04-17 08:34:49+02:00,2026-04-17 08:36:23+02:00,2026-04-17 08:38:59+02:00,2026-04-17 08:41:00+02:00,2026-04-17 08:45:00+02:00,2026-04-17 08:50:10+02:00,2026-04-17 08:52:40+02:00,2026-04-17 08:55:50+02:00,2026-04-17 08:58:30+02:00,2026-04-17 09:00:40+02:00,2026-04-17 09:03:20+02:00,,,,,,2026-04-17 09:06:40+02:00,2026-04-17 09:09:30+02:00,2026-04-17 09:12:40+02:00,,Saint-Rémy-lès-Chevreuse,32,2026-04-17 07:25:01.946799+02:00
LORE74,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:40:38+02:00,2026-04-17 08:38:17+02:00,2026-04-17 08:35:24+02:00,2026-04-17 08:33:19+02:00,2026-04-17 08:30:52+02:00,,2026-04-17 08:26:43+02:00,2026-04-17 08:24:59+02:00,2026-04-17 08:22:44+02:00,2026-04-17 08:20:49+02:00,,2026-04-17 08:17:54+02:00,2026-04-17 08:15:11+02:00,2026-04-17 08:13:23+02:00,2026-04-17 08:11:15+02:00,2026-04-17 08:09:19+02:00,2026-04-17 08:07:32+02:00,2026-04-17 08:04:54+02:00,2026-04-17 08:02:36+02:00,2026-04-17 08:01:01+02:00,2026-04-17 07:59:09+02:00,2026-04-17 07:56:47+02:00,2026-04-17 07:53:00+02:00,2026-04-17 07:47:20+02:00,2026-04-17 07:44:30+02:00,2026-04-17 07:41:00+02:00,2026-04-17 07:38:10+02:00,2026-04-17 07:36:00+02:00,2026-04-17 07:33:50+02:00,2026-04-17 07:30:10+02:00,2026-04-17 07:27:20+02:00,2026-04-17 07:25:20+02:00,,,,,,,Parc des Expositions,30,2026-04-17 07:25:01.946799+02:00
LORD08,LORD,Orsay-Ville,,,,,,,,,,2026-04-17 09:28:38+02:00,2026-04-17 09:26:17+02:00,2026-04-17 09:23:24+02:00,2026-04-17 09:21:19+02:00,2026-04-17 09:18:52+02:00,,2026-04-17 09:14:43+02:00,2026-04-17 09:12:59+02:00,2026-04-17 09:10:44+02:00,2026-04-17 09:08:49+02:00,,2026-04-17 09:05:54+02:00,2026-04-17 09:03:11+02:00,2026-04-17 09:01:23+02:00,2026-04-17 08:59:15+02:00,2026-04-17 08:57:19+02:00,2026-04-17 08:55:32+02:00,2026-04-17 08:52:54+02:00,2026-04-17 08:50:36+02:00,2026-04-17 08:49:01+02:00,2026-04-17 08:47:09+02:00,2026-04-17 08:44:47+02:00,2026-04-17 08:41:00+02:00,2026-04-17 08:35:20+02:00,2026-04-17 08:32:30+02:00,2026-04-17 08:29:00+02:00,2026-04-17 08:26:10+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:21:50+02:00,2026-04-17 08:18:10+02:00,2026-04-17 08:15:20+02:00,2026-04-17 08:13:20+02:00,2026-04-17 08:08:00+02:00,2026-04-17 08:00:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-17 07:25:01.946799+02:00
IVIS15,IVIS,Mitry - Claye,,,,2026-04-17 07:59:52+02:00,2026-04-17 08:03:03+02:00,2026-04-17 08:06:10+02:00,2026-04-17 08:08:06+02:00,2026-04-17 08:09:58+02:00,2026-04-17 08:12:48+02:00,2026-04-17 08:15:07+02:00,,,2026-04-17 08:19:38+02:00,2026-04-17 08:22:20+02:00,,,,2026-04-17 08:27:15+02:00,2026-04-17 08:29:06+02:00,,2026-04-17 08:32:07+02:00,2026-04-17 08:34:36+02:00,2026-04-17 08:36:26+02:00,2026-04-17 08:38:29+02:00,2026-04-17 08:40:16+02:00,2026-04-17 08:42:12+02:00,2026-04-17 08:45:02+02:00,2026-04-17 08:46:49+02:00,2026-04-17 08:48:23+02:00,2026-04-17 08:50:59+02:00,2026-04-17 08:53:00+02:00,2026-04-17 08:57:00+02:00,2026-04-17 09:02:10+02:00,2026-04-17 09:04:40+02:00,2026-04-17 09:07:50+02:00,2026-04-17 09:10:30+02:00,2026-04-17 09:12:40+02:00,2026-04-17 09:15:20+02:00,,,,,,2026-04-17 09:18:40+02:00,2026-04-17 09:21:30+02:00,2026-04-17 09:24:40+02:00,,Saint-Rémy-lès-Chevreuse,32,2026-04-17 07:25:01.946799+02:00
EMIR81,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,2026-04-17 07:25:21+02:00,2026-04-17 07:27:12+02:00,2026-04-17 07:29:44+02:00,,2026-04-17 07:32:54+02:00,2026-04-17 07:34:24+02:00,2026-04-17 07:36:40+02:00,2026-04-17 07:38:26+02:00,,2026-04-17 07:41:17+02:00,2026-04-17 07:43:46+02:00,2026-04-17 07:45:31+02:00,2026-04-17 07:47:34+02:00,2026-04-17 07:49:21+02:00,2026-04-17 07:51:12+02:00,2026-04-17 07:54:02+02:00,2026-04-17 07:55:49+02:00,2026-04-17 07:57:23+02:00,2026-04-17 07:59:59+02:00,2026-04-17 08:02:00+02:00,2026-04-17 08:06:00+02:00,2026-04-17 08:11:10+02:00,2026-04-17 08:13:40+02:00,2026-04-17 08:16:50+02:00,2026-04-17 08:19:30+02:00,2026-04-17 08:21:40+02:00,2026-04-17 08:24:10+02:00,2026-04-17 08:27:30+02:00,2026-04-17 08:30:00+02:00,2026-04-17 08:32:20+02:00,2026-04-17 08:38:00+02:00,,,,,,Palaiseau - Villebon,29,2026-04-17 07:25:01.946799+02:00
GUAD95,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,2026-04-17 07:49:33+02:00,2026-04-17 07:51:48+02:00,2026-04-17 07:53:46+02:00,,2026-04-17 07:56:39+02:00,2026-04-17 07:58:25+02:00,2026-04-17 08:00:08+02:00,2026-04-17 08:02:17+02:00,2026-04-17 08:04:46+02:00,2026-04-17 08:06:31+02:00,2026-04-17 08:08:34+02:00,2026-04-17 08:10:21+02:00,2026-04-17 08:12:12+02:00,2026-04-17 08:15:02+02:00,2026-04-17 08:16:49+02:00,2026-04-17 08:18:23+02:00,2026-04-17 08:20:59+02:00,2026-04-17 08:23:00+02:00,2026-04-17 08:27:00+02:00,2026-04-17 08:32:10+02:00,2026-04-17 08:34:40+02:00,2026-04-17 08:37:50+02:00,2026-04-17 08:40:30+02:00,2026-04-17 08:42:40+02:00,,,,,,,,,,,Massy - Palaiseau,23,2026-04-17 07:25:01.946799+02:00
LORE42,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 07:52:38+02:00,2026-04-17 07:50:17+02:00,2026-04-17 07:47:24+02:00,2026-04-17 07:45:19+02:00,2026-04-17 07:42:52+02:00,,2026-04-17 07:38:43+02:00,2026-04-17 07:36:59+02:00,2026-04-17 07:34:44+02:00,2026-04-17 07:32:49+02:00,,2026-04-17 07:29:54+02:00,2026-04-17 07:27:11+02:00,2026-04-17 07:25:23+02:00,,,,,,,,,,,,,,,,,,,,,,,,,Arcueil - Cachan,12,2026-04-17 07:25:01.946799+02:00
ELFE93,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 07:52:33+02:00,2026-04-17 07:55:04+02:00,2026-04-17 07:56:48+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:59:06+02:00,2026-04-17 08:01:41+02:00,2026-04-17 08:03:26+02:00,2026-04-17 08:05:29+02:00,2026-04-17 08:07:16+02:00,2026-04-17 08:09:12+02:00,2026-04-17 08:12:02+02:00,2026-04-17 08:13:49+02:00,2026-04-17 08:15:23+02:00,2026-04-17 08:17:59+02:00,2026-04-17 08:20:00+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:29:10+02:00,2026-04-17 08:31:40+02:00,2026-04-17 08:34:50+02:00,2026-04-17 08:37:30+02:00,2026-04-17 08:39:40+02:00,2026-04-17 08:42:10+02:00,2026-04-17 08:45:30+02:00,2026-04-17 08:48:00+02:00,2026-04-17 08:50:20+02:00,2026-04-17 08:56:00+02:00,,,,,,Robinson,25,2026-04-17 07:25:01.946799+02:00
