mission,type_mission,destination,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,gare_depart,nb_arrets_desservis,date_observation
IVIS15,IVIS,Mitry - Claye,,,,2026-04-17 07:59:52+02:00,2026-04-17 08:03:03+02:00,2026-04-17 08:06:10+02:00,2026-04-17 08:08:06+02:00,2026-04-17 08:09:58+02:00,2026-04-17 08:12:48+02:00,2026-04-17 08:15:07+02:00,,,2026-04-17 08:19:38+02:00,2026-04-17 08:22:20+02:00,,,,2026-04-17 08:27:15+02:00,2026-04-17 08:29:06+02:00,,2026-04-17 08:32:07+02:00,2026-04-17 08:34:36+02:00,2026-04-17 08:36:26+02:00,2026-04-17 08:38:29+02:00,2026-04-17 08:40:16+02:00,2026-04-17 08:42:12+02:00,2026-04-17 08:45:02+02:00,2026-04-17 08:46:49+02:00,2026-04-17 08:48:23+02:00,2026-04-17 08:50:59+02:00,2026-04-17 08:53:00+02:00,2026-04-17 08:57:00+02:00,2026-04-17 09:02:10+02:00,2026-04-17 09:04:40+02:00,2026-04-17 09:07:50+02:00,2026-04-17 09:10:30+02:00,2026-04-17 09:12:40+02:00,2026-04-17 09:15:20+02:00,,,,,,2026-04-17 09:18:40+02:00,2026-04-17 09:21:30+02:00,2026-04-17 09:24:40+02:00,,Saint-Rémy-lès-Chevreuse,32,2026-04-17 07:45:01.871319+02:00
EMIR81,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:43:46+02:00,2026-04-17 07:45:31+02:00,2026-04-17 07:47:34+02:00,2026-04-17 07:49:21+02:00,2026-04-17 07:51:12+02:00,2026-04-17 07:54:02+02:00,2026-04-17 07:55:49+02:00,2026-04-17 07:57:23+02:00,2026-04-17 07:59:59+02:00,2026-04-17 08:02:00+02:00,2026-04-17 08:06:00+02:00,2026-04-17 08:11:10+02:00,2026-04-17 08:13:40+02:00,2026-04-17 08:16:50+02:00,2026-04-17 08:19:30+02:00,2026-04-17 08:21:40+02:00,2026-04-17 08:24:10+02:00,2026-04-17 08:27:30+02:00,2026-04-17 08:30:00+02:00,2026-04-17 08:32:20+02:00,2026-04-17 08:38:00+02:00,,,,,,Bagneux,21,2026-04-17 07:45:01.871319+02:00
IVAN99,IVAN,Mitry - Claye,,,,,,,2026-04-17 07:44:06+02:00,2026-04-17 07:45:58+02:00,2026-04-17 07:48:48+02:00,2026-04-17 07:51:07+02:00,,,2026-04-17 07:55:38+02:00,2026-04-17 07:58:20+02:00,,,,2026-04-17 08:03:15+02:00,2026-04-17 08:05:06+02:00,,2026-04-17 08:08:07+02:00,2026-04-17 08:10:36+02:00,2026-04-17 08:12:26+02:00,2026-04-17 08:14:29+02:00,2026-04-17 08:16:16+02:00,2026-04-17 08:18:12+02:00,2026-04-17 08:21:02+02:00,2026-04-17 08:22:49+02:00,2026-04-17 08:24:23+02:00,2026-04-17 08:26:59+02:00,2026-04-17 08:29:00+02:00,2026-04-17 08:33:00+02:00,2026-04-17 08:38:10+02:00,2026-04-17 08:40:40+02:00,2026-04-17 08:43:50+02:00,2026-04-17 08:46:30+02:00,2026-04-17 08:48:40+02:00,2026-04-17 08:51:20+02:00,,,,,,2026-04-17 08:54:40+02:00,2026-04-17 08:57:30+02:00,2026-04-17 09:00:40+02:00,,La Hacquinière,29,2026-04-17 07:45:01.871319+02:00
LORD16,LORD,Orsay-Ville,,,,,,,,,,2026-04-17 09:40:38+02:00,2026-04-17 09:38:17+02:00,2026-04-17 09:35:24+02:00,2026-04-17 09:33:19+02:00,2026-04-17 09:30:52+02:00,,2026-04-17 09:26:43+02:00,2026-04-17 09:24:59+02:00,2026-04-17 09:22:44+02:00,2026-04-17 09:20:49+02:00,,2026-04-17 09:17:54+02:00,2026-04-17 09:15:11+02:00,2026-04-17 09:13:23+02:00,2026-04-17 09:11:15+02:00,2026-04-17 09:09:19+02:00,2026-04-17 09:07:32+02:00,2026-04-17 09:04:54+02:00,2026-04-17 09:02:36+02:00,2026-04-17 09:01:01+02:00,2026-04-17 08:59:09+02:00,2026-04-17 08:56:47+02:00,2026-04-17 08:53:00+02:00,2026-04-17 08:47:20+02:00,2026-04-17 08:44:30+02:00,2026-04-17 08:41:00+02:00,2026-04-17 08:38:10+02:00,2026-04-17 08:36:00+02:00,2026-04-17 08:33:50+02:00,2026-04-17 08:30:10+02:00,2026-04-17 08:27:20+02:00,2026-04-17 08:25:20+02:00,2026-04-17 08:20:00+02:00,2026-04-17 08:12:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-17 07:45:01.871319+02:00
PAUL80,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:55:18+02:00,2026-04-17 08:52:10+02:00,2026-04-17 08:50:12+02:00,2026-04-17 08:48:20+02:00,2026-04-17 08:46:23+02:00,2026-04-17 08:44:00+02:00,,,,2026-04-17 08:38:09+02:00,,,,2026-04-17 08:31:34+02:00,2026-04-17 08:29:39+02:00,,2026-04-17 08:26:44+02:00,2026-04-17 08:24:01+02:00,2026-04-17 08:22:13+02:00,2026-04-17 08:20:05+02:00,2026-04-17 08:18:09+02:00,2026-04-17 08:16:27+02:00,2026-04-17 08:13:54+02:00,2026-04-17 08:11:36+02:00,2026-04-17 08:10:01+02:00,2026-04-17 08:08:09+02:00,2026-04-17 08:05:47+02:00,2026-04-17 08:02:00+02:00,2026-04-17 07:56:20+02:00,2026-04-17 07:53:30+02:00,2026-04-17 07:50:00+02:00,2026-04-17 07:47:10+02:00,2026-04-17 07:45:00+02:00,,,,,,,,,,,Le Blanc-Mesnil,26,2026-04-17 07:45:01.871319+02:00
EMMY29,EMMY,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-17 08:30:31+02:00,2026-04-17 08:32:45+02:00,2026-04-17 08:34:47+02:00,2026-04-17 08:37:21+02:00,2026-04-17 08:39:12+02:00,2026-04-17 08:41:44+02:00,,2026-04-17 08:44:54+02:00,2026-04-17 08:46:24+02:00,2026-04-17 08:48:40+02:00,2026-04-17 08:50:26+02:00,,2026-04-17 08:53:17+02:00,2026-04-17 08:55:46+02:00,2026-04-17 08:57:31+02:00,2026-04-17 08:59:34+02:00,2026-04-17 09:01:21+02:00,2026-04-17 09:03:12+02:00,2026-04-17 09:06:02+02:00,2026-04-17 09:07:49+02:00,2026-04-17 09:09:23+02:00,2026-04-17 09:11:59+02:00,2026-04-17 09:14:00+02:00,2026-04-17 09:18:00+02:00,2026-04-17 09:23:10+02:00,2026-04-17 09:25:40+02:00,2026-04-17 09:28:50+02:00,2026-04-17 09:31:30+02:00,2026-04-17 09:33:40+02:00,2026-04-17 09:36:10+02:00,2026-04-17 09:39:30+02:00,2026-04-17 09:42:00+02:00,2026-04-17 09:44:20+02:00,2026-04-17 09:50:00+02:00,,,,,,Orsay Ville,32,2026-04-17 07:45:01.871319+02:00
PPIT22,PPIT,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:58:03+02:00,2026-04-17 09:54:55+02:00,2026-04-17 09:52:57+02:00,2026-04-17 09:51:05+02:00,2026-04-17 09:49:08+02:00,2026-04-17 09:46:45+02:00,2026-04-17 09:44:24+02:00,2026-04-17 09:41:36+02:00,2026-04-17 09:39:36+02:00,2026-04-17 09:37:09+02:00,,,,2026-04-17 09:31:44+02:00,2026-04-17 09:29:49+02:00,,2026-04-17 09:26:54+02:00,2026-04-17 09:24:11+02:00,2026-04-17 09:22:23+02:00,2026-04-17 09:20:15+02:00,2026-04-17 09:18:19+02:00,2026-04-17 09:16:32+02:00,2026-04-17 09:13:54+02:00,2026-04-17 09:11:36+02:00,2026-04-17 09:10:01+02:00,2026-04-17 09:08:09+02:00,2026-04-17 09:05:47+02:00,2026-04-17 09:02:00+02:00,2026-04-17 08:56:20+02:00,2026-04-17 08:53:30+02:00,2026-04-17 08:50:00+02:00,2026-04-17 08:47:10+02:00,2026-04-17 08:45:00+02:00,2026-04-17 08:42:50+02:00,,,,,,2026-04-17 08:39:10+02:00,2026-04-17 08:36:00+02:00,2026-04-17 08:32:50+02:00,2026-04-17 08:29:00+02:00,Mitry - Claye,34,2026-04-17 07:45:01.871319+02:00
ELFE93,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 07:52:33+02:00,2026-04-17 07:55:04+02:00,2026-04-17 07:56:48+02:00,,,,,,,,,,,,,,,,,,2026-04-17 07:59:06+02:00,2026-04-17 08:01:41+02:00,2026-04-17 08:03:26+02:00,2026-04-17 08:05:29+02:00,2026-04-17 08:07:16+02:00,2026-04-17 08:09:12+02:00,2026-04-17 08:12:02+02:00,2026-04-17 08:13:49+02:00,2026-04-17 08:15:23+02:00,2026-04-17 08:17:59+02:00,2026-04-17 08:20:00+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:29:10+02:00,2026-04-17 08:31:40+02:00,2026-04-17 08:34:50+02:00,2026-04-17 08:37:30+02:00,2026-04-17 08:39:40+02:00,2026-04-17 08:42:10+02:00,2026-04-17 08:45:30+02:00,2026-04-17 08:48:00+02:00,2026-04-17 08:50:20+02:00,2026-04-17 08:56:00+02:00,,,,,,Robinson,25,2026-04-17 07:45:01.871319+02:00
LORE50,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:04:38+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Guichet,1,2026-04-17 08:00:03.120565+02:00
PAUL88,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:07:18+02:00,2026-04-17 09:04:10+02:00,2026-04-17 09:02:12+02:00,2026-04-17 09:00:20+02:00,2026-04-17 08:58:23+02:00,2026-04-17 08:56:00+02:00,,,,2026-04-17 08:50:09+02:00,,,,2026-04-17 08:43:34+02:00,2026-04-17 08:41:39+02:00,,2026-04-17 08:38:44+02:00,2026-04-17 08:36:01+02:00,2026-04-17 08:34:13+02:00,2026-04-17 08:32:05+02:00,2026-04-17 08:30:09+02:00,2026-04-17 08:28:27+02:00,2026-04-17 08:25:54+02:00,2026-04-17 08:23:36+02:00,2026-04-17 08:22:01+02:00,2026-04-17 08:20:09+02:00,2026-04-17 08:17:47+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:08:20+02:00,2026-04-17 08:05:30+02:00,2026-04-17 08:02:00+02:00,2026-04-17 07:59:10+02:00,2026-04-17 07:57:00+02:00,2026-04-17 07:54:50+02:00,,,,,,2026-04-17 07:51:10+02:00,2026-04-17 07:48:00+02:00,2026-04-17 07:44:50+02:00,,Villeparisis - Mitry-le-Neuf,30,2026-04-17 07:45:01.871319+02:00
ELFE69,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:44:00+02:00,2026-04-17 07:48:00+02:00,2026-04-17 07:53:10+02:00,2026-04-17 07:55:40+02:00,2026-04-17 07:58:50+02:00,2026-04-17 08:01:30+02:00,2026-04-17 08:03:40+02:00,2026-04-17 08:06:10+02:00,2026-04-17 08:09:30+02:00,2026-04-17 08:12:00+02:00,2026-04-17 08:14:20+02:00,2026-04-17 08:20:00+02:00,,,,,,Châtelet les Halles,12,2026-04-17 07:45:01.871319+02:00
LORE42,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 07:52:38+02:00,2026-04-17 07:50:17+02:00,2026-04-17 07:47:24+02:00,2026-04-17 07:45:19+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palaiseau,4,2026-04-17 07:45:01.871319+02:00
STRI04,STRI,Robinson,,2026-04-17 09:03:31+02:00,2026-04-17 09:01:46+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:59:49+02:00,2026-04-17 08:57:01+02:00,2026-04-17 08:55:23+02:00,2026-04-17 08:53:15+02:00,2026-04-17 08:51:19+02:00,2026-04-17 08:49:32+02:00,2026-04-17 08:46:54+02:00,2026-04-17 08:44:36+02:00,2026-04-17 08:43:01+02:00,2026-04-17 08:41:09+02:00,2026-04-17 08:38:47+02:00,2026-04-17 08:35:00+02:00,2026-04-17 08:29:20+02:00,2026-04-17 08:26:30+02:00,2026-04-17 08:23:00+02:00,2026-04-17 08:20:10+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:15:50+02:00,2026-04-17 08:12:10+02:00,2026-04-17 08:09:20+02:00,2026-04-17 08:07:20+02:00,2026-04-17 08:02:00+02:00,2026-04-17 07:54:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-17 07:45:01.871319+02:00
ELFE61,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:46:50+02:00,2026-04-17 07:49:30+02:00,2026-04-17 07:51:40+02:00,2026-04-17 07:54:10+02:00,2026-04-17 07:57:30+02:00,2026-04-17 08:00:00+02:00,2026-04-17 08:02:20+02:00,2026-04-17 08:08:00+02:00,,,,,,Le Bourget,8,2026-04-17 07:45:01.871319+02:00
USER28,USER,Laplace,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 09:27:09+02:00,2026-04-17 09:25:27+02:00,2026-04-17 09:22:54+02:00,2026-04-17 09:20:36+02:00,2026-04-17 09:19:01+02:00,2026-04-17 09:17:09+02:00,2026-04-17 09:14:47+02:00,2026-04-17 09:11:00+02:00,2026-04-17 09:05:20+02:00,2026-04-17 09:02:30+02:00,2026-04-17 08:59:00+02:00,2026-04-17 08:56:10+02:00,2026-04-17 08:54:00+02:00,2026-04-17 08:51:50+02:00,2026-04-17 08:48:10+02:00,2026-04-17 08:45:20+02:00,2026-04-17 08:43:20+02:00,2026-04-17 08:38:00+02:00,2026-04-17 08:30:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),19,2026-04-17 07:45:01.871319+02:00
IVIS31,IVIS,Mitry - Claye,,,,2026-04-17 08:23:52+02:00,2026-04-17 08:27:03+02:00,2026-04-17 08:30:10+02:00,2026-04-17 08:32:06+02:00,2026-04-17 08:33:58+02:00,2026-04-17 08:36:48+02:00,2026-04-17 08:39:07+02:00,,,2026-04-17 08:43:38+02:00,2026-04-17 08:46:20+02:00,2026-04-17 08:48:07+02:00,,,2026-04-17 08:51:15+02:00,2026-04-17 08:53:06+02:00,2026-04-17 08:54:26+02:00,2026-04-17 08:56:07+02:00,2026-04-17 08:58:36+02:00,2026-04-17 09:00:26+02:00,2026-04-17 09:02:29+02:00,2026-04-17 09:04:16+02:00,2026-04-17 09:06:12+02:00,2026-04-17 09:09:02+02:00,2026-04-17 09:10:49+02:00,2026-04-17 09:12:23+02:00,2026-04-17 09:14:59+02:00,2026-04-17 09:17:00+02:00,2026-04-17 09:21:00+02:00,2026-04-17 09:26:10+02:00,2026-04-17 09:28:40+02:00,2026-04-17 09:31:50+02:00,2026-04-17 09:34:30+02:00,2026-04-17 09:36:40+02:00,2026-04-17 09:39:20+02:00,,,,,,2026-04-17 09:42:40+02:00,2026-04-17 09:45:30+02:00,2026-04-17 09:48:40+02:00,,Saint-Rémy-lès-Chevreuse,34,2026-04-17 07:45:01.871319+02:00
EMIR73,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:45:23+02:00,2026-04-17 07:47:59+02:00,2026-04-17 07:50:00+02:00,2026-04-17 07:54:00+02:00,2026-04-17 07:59:10+02:00,2026-04-17 08:01:40+02:00,2026-04-17 08:04:50+02:00,2026-04-17 08:07:30+02:00,2026-04-17 08:09:40+02:00,2026-04-17 08:12:10+02:00,2026-04-17 08:15:30+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:20:20+02:00,2026-04-17 08:26:00+02:00,,,,,,Luxembourg,14,2026-04-17 07:45:01.871319+02:00
EMMY37,EMMY,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-17 08:42:31+02:00,2026-04-17 08:44:45+02:00,2026-04-17 08:46:47+02:00,2026-04-17 08:49:21+02:00,2026-04-17 08:51:12+02:00,2026-04-17 08:53:44+02:00,,2026-04-17 08:56:54+02:00,2026-04-17 08:58:24+02:00,2026-04-17 09:00:40+02:00,2026-04-17 09:02:26+02:00,,2026-04-17 09:05:17+02:00,2026-04-17 09:07:46+02:00,2026-04-17 09:09:31+02:00,2026-04-17 09:11:34+02:00,2026-04-17 09:13:21+02:00,2026-04-17 09:15:12+02:00,2026-04-17 09:18:02+02:00,2026-04-17 09:19:49+02:00,2026-04-17 09:21:23+02:00,2026-04-17 09:23:59+02:00,2026-04-17 09:26:00+02:00,2026-04-17 09:30:00+02:00,2026-04-17 09:35:10+02:00,2026-04-17 09:37:40+02:00,2026-04-17 09:40:50+02:00,2026-04-17 09:43:30+02:00,2026-04-17 09:45:40+02:00,2026-04-17 09:48:10+02:00,2026-04-17 09:51:30+02:00,2026-04-17 09:54:00+02:00,2026-04-17 09:56:20+02:00,2026-04-17 10:02:00+02:00,,,,,,Orsay Ville,32,2026-04-17 07:45:01.871319+02:00
USER32,USER,Laplace,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 09:33:09+02:00,2026-04-17 09:31:27+02:00,2026-04-17 09:28:54+02:00,2026-04-17 09:26:36+02:00,2026-04-17 09:25:01+02:00,2026-04-17 09:23:09+02:00,2026-04-17 09:20:47+02:00,2026-04-17 09:17:00+02:00,2026-04-17 09:11:20+02:00,2026-04-17 09:08:30+02:00,2026-04-17 09:05:00+02:00,2026-04-17 09:02:10+02:00,2026-04-17 09:00:00+02:00,2026-04-17 08:57:50+02:00,2026-04-17 08:54:10+02:00,2026-04-17 08:51:20+02:00,2026-04-17 08:49:20+02:00,2026-04-17 08:44:00+02:00,2026-04-17 08:36:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),19,2026-04-17 07:45:01.871319+02:00
STRI20,STRI,Robinson,,2026-04-17 09:27:31+02:00,2026-04-17 09:25:46+02:00,,,,,,,,,,,,,,,,,,2026-04-17 09:23:49+02:00,2026-04-17 09:21:01+02:00,2026-04-17 09:19:23+02:00,2026-04-17 09:17:15+02:00,2026-04-17 09:15:19+02:00,2026-04-17 09:13:32+02:00,2026-04-17 09:10:54+02:00,2026-04-17 09:08:36+02:00,2026-04-17 09:07:01+02:00,2026-04-17 09:05:09+02:00,2026-04-17 09:02:47+02:00,2026-04-17 08:59:00+02:00,2026-04-17 08:53:20+02:00,2026-04-17 08:50:30+02:00,2026-04-17 08:47:00+02:00,2026-04-17 08:44:10+02:00,2026-04-17 08:42:00+02:00,2026-04-17 08:39:50+02:00,2026-04-17 08:36:10+02:00,2026-04-17 08:33:20+02:00,2026-04-17 08:31:20+02:00,2026-04-17 08:26:00+02:00,2026-04-17 08:18:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-17 07:45:01.871319+02:00
GUIZ27,GUIZ,Aulnay-sous-Bois,,,,,,,,,,,,,,2026-04-17 08:37:33+02:00,2026-04-17 08:39:48+02:00,2026-04-17 08:41:46+02:00,,2026-04-17 08:44:39+02:00,2026-04-17 08:46:25+02:00,2026-04-17 08:48:08+02:00,2026-04-17 08:50:17+02:00,2026-04-17 08:52:46+02:00,2026-04-17 08:54:31+02:00,2026-04-17 08:56:34+02:00,2026-04-17 08:58:21+02:00,2026-04-17 09:00:12+02:00,2026-04-17 09:03:02+02:00,2026-04-17 09:04:49+02:00,2026-04-17 09:06:23+02:00,2026-04-17 09:08:59+02:00,2026-04-17 09:11:00+02:00,2026-04-17 09:15:00+02:00,2026-04-17 09:20:10+02:00,2026-04-17 09:22:40+02:00,2026-04-17 09:25:50+02:00,2026-04-17 09:28:30+02:00,2026-04-17 09:30:40+02:00,,,,,,,,,,,Massy - Palaiseau,23,2026-04-17 07:45:01.871319+02:00
USER24,USER,Laplace,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 09:21:09+02:00,2026-04-17 09:19:27+02:00,2026-04-17 09:16:54+02:00,2026-04-17 09:14:36+02:00,2026-04-17 09:13:01+02:00,2026-04-17 09:11:09+02:00,2026-04-17 09:08:47+02:00,2026-04-17 09:05:00+02:00,2026-04-17 08:59:20+02:00,2026-04-17 08:56:30+02:00,2026-04-17 08:53:00+02:00,2026-04-17 08:50:10+02:00,2026-04-17 08:48:00+02:00,2026-04-17 08:45:50+02:00,2026-04-17 08:42:10+02:00,2026-04-17 08:39:20+02:00,2026-04-17 08:37:20+02:00,2026-04-17 08:32:00+02:00,2026-04-17 08:24:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),19,2026-04-17 07:45:01.871319+02:00
KLEE76,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 08:31:12+02:00,2026-04-17 08:29:23+02:00,,2026-04-17 08:26:35+02:00,2026-04-17 08:24:40+02:00,2026-04-17 08:22:46+02:00,2026-04-17 08:20:54+02:00,2026-04-17 08:18:11+02:00,2026-04-17 08:16:23+02:00,2026-04-17 08:14:15+02:00,2026-04-17 08:12:19+02:00,2026-04-17 08:10:32+02:00,2026-04-17 08:07:54+02:00,2026-04-17 08:05:36+02:00,2026-04-17 08:04:01+02:00,2026-04-17 08:02:09+02:00,2026-04-17 07:59:47+02:00,2026-04-17 07:56:00+02:00,2026-04-17 07:50:20+02:00,2026-04-17 07:47:30+02:00,,,,,,,,,,,,,,La Courneuve - Aubervilliers,19,2026-04-17 07:45:01.871319+02:00
PAGE06,PAGE,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:31:18+02:00,2026-04-17 09:28:10+02:00,2026-04-17 09:26:12+02:00,2026-04-17 09:24:20+02:00,2026-04-17 09:22:23+02:00,2026-04-17 09:20:00+02:00,,,,2026-04-17 09:14:09+02:00,,,,2026-04-17 09:07:34+02:00,2026-04-17 09:05:39+02:00,,2026-04-17 09:02:44+02:00,2026-04-17 09:00:01+02:00,2026-04-17 08:58:13+02:00,2026-04-17 08:56:05+02:00,2026-04-17 08:54:09+02:00,2026-04-17 08:52:27+02:00,2026-04-17 08:49:54+02:00,2026-04-17 08:47:36+02:00,2026-04-17 08:46:01+02:00,2026-04-17 08:44:09+02:00,2026-04-17 08:41:47+02:00,2026-04-17 08:38:00+02:00,2026-04-17 08:32:20+02:00,2026-04-17 08:29:30+02:00,2026-04-17 08:26:00+02:00,2026-04-17 08:23:10+02:00,2026-04-17 08:21:00+02:00,2026-04-17 08:18:50+02:00,,,,,,2026-04-17 08:15:10+02:00,2026-04-17 08:12:00+02:00,2026-04-17 08:08:50+02:00,2026-04-17 08:05:00+02:00,Mitry - Claye,31,2026-04-17 07:45:01.871319+02:00
KLEE52,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 07:55:12+02:00,2026-04-17 07:53:23+02:00,,2026-04-17 07:50:35+02:00,2026-04-17 07:48:40+02:00,2026-04-17 07:46:46+02:00,2026-04-17 07:44:54+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,Bourg-la-Reine,6,2026-04-17 07:45:01.871319+02:00
KFON26,KFON,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 09:42:43+02:00,2026-04-17 09:40:59+02:00,2026-04-17 09:39:35+02:00,2026-04-17 09:37:40+02:00,2026-04-17 09:35:45+02:00,2026-04-17 09:33:56+02:00,2026-04-17 09:32:09+02:00,2026-04-17 09:29:26+02:00,2026-04-17 09:27:53+02:00,2026-04-17 09:25:55+02:00,2026-04-17 09:24:09+02:00,2026-04-17 09:22:32+02:00,2026-04-17 09:19:54+02:00,2026-04-17 09:17:36+02:00,2026-04-17 09:16:01+02:00,2026-04-17 09:14:09+02:00,2026-04-17 09:11:47+02:00,2026-04-17 09:08:00+02:00,2026-04-17 09:02:20+02:00,2026-04-17 08:59:30+02:00,2026-04-17 08:56:00+02:00,2026-04-17 08:53:10+02:00,2026-04-17 08:51:00+02:00,2026-04-17 08:48:50+02:00,,,,,,2026-04-17 08:45:10+02:00,2026-04-17 08:42:00+02:00,2026-04-17 08:38:50+02:00,2026-04-17 08:35:00+02:00,Mitry - Claye,28,2026-04-17 07:45:01.871319+02:00
LORE90,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 09:04:38+02:00,2026-04-17 09:02:17+02:00,2026-04-17 08:59:24+02:00,2026-04-17 08:57:19+02:00,2026-04-17 08:54:52+02:00,,2026-04-17 08:50:43+02:00,2026-04-17 08:48:59+02:00,2026-04-17 08:46:44+02:00,2026-04-17 08:44:49+02:00,,2026-04-17 08:41:54+02:00,2026-04-17 08:39:11+02:00,2026-04-17 08:37:23+02:00,2026-04-17 08:35:15+02:00,2026-04-17 08:33:19+02:00,2026-04-17 08:31:32+02:00,2026-04-17 08:28:54+02:00,2026-04-17 08:26:36+02:00,2026-04-17 08:25:01+02:00,2026-04-17 08:23:09+02:00,2026-04-17 08:20:47+02:00,2026-04-17 08:17:00+02:00,2026-04-17 08:11:20+02:00,2026-04-17 08:08:30+02:00,2026-04-17 08:05:00+02:00,2026-04-17 08:02:10+02:00,2026-04-17 08:00:00+02:00,2026-04-17 07:57:50+02:00,2026-04-17 07:54:10+02:00,2026-04-17 07:51:20+02:00,2026-04-17 07:49:20+02:00,,,,,,,Parc des Expositions,30,2026-04-17 07:45:01.871319+02:00
GUAD71,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:44:59+02:00,2026-04-17 07:47:00+02:00,2026-04-17 07:51:00+02:00,2026-04-17 07:56:10+02:00,2026-04-17 07:58:40+02:00,2026-04-17 08:01:50+02:00,2026-04-17 08:04:30+02:00,2026-04-17 08:06:40+02:00,,,,,,,,,,,Saint-Michel Notre-Dame,8,2026-04-17 07:45:01.871319+02:00
PUMA38,PUMA,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 07:55:58+02:00,2026-04-17 07:52:50+02:00,2026-04-17 07:50:52+02:00,2026-04-17 07:49:00+02:00,2026-04-17 07:47:03+02:00,2026-04-17 07:44:40+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Guichet,6,2026-04-17 07:45:01.871319+02:00
