mission,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,date_observation
STIN62,,2026-04-15 08:03:31+02:00,2026-04-15 08:01:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 07:59:49+02:00,2026-04-15 07:57:01+02:00,2026-04-15 07:55:23+02:00,2026-04-15 07:53:15+02:00,2026-04-15 07:51:19+02:00,2026-04-15 07:49:32+02:00,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
EMMY21,,,,,,,,,2026-04-15 08:18:31+02:00,2026-04-15 08:20:45+02:00,2026-04-15 08:22:47+02:00,2026-04-15 08:25:21+02:00,2026-04-15 08:27:12+02:00,2026-04-15 08:29:44+02:00,,2026-04-15 08:32:54+02:00,2026-04-15 08:34:24+02:00,2026-04-15 08:36:40+02:00,2026-04-15 08:38:26+02:00,,2026-04-15 08:41:17+02:00,2026-04-15 08:43:46+02:00,2026-04-15 08:45:31+02:00,2026-04-15 08:47:34+02:00,2026-04-15 08:49:21+02:00,2026-04-15 08:51:12+02:00,2026-04-15 08:54:02+02:00,2026-04-15 08:55:49+02:00,2026-04-15 08:57:23+02:00,2026-04-15 08:59:59+02:00,2026-04-15 09:02:00+02:00,2026-04-15 09:06:00+02:00,2026-04-15 09:11:10+02:00,2026-04-15 09:13:40+02:00,2026-04-15 09:16:50+02:00,2026-04-15 09:19:30+02:00,2026-04-15 09:21:40+02:00,2026-04-15 09:24:10+02:00,2026-04-15 09:27:30+02:00,2026-04-15 09:30:00+02:00,2026-04-15 09:32:20+02:00,2026-04-15 09:38:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
GUIZ03,,,,,,,,,,,,,,2026-04-15 08:01:33+02:00,2026-04-15 08:03:48+02:00,2026-04-15 08:05:46+02:00,,2026-04-15 08:08:39+02:00,2026-04-15 08:10:25+02:00,2026-04-15 08:12:08+02:00,2026-04-15 08:14:17+02:00,2026-04-15 08:16:46+02:00,2026-04-15 08:18:31+02:00,2026-04-15 08:20:34+02:00,2026-04-15 08:22:21+02:00,2026-04-15 08:24:12+02:00,2026-04-15 08:27:02+02:00,2026-04-15 08:28:49+02:00,2026-04-15 08:30:23+02:00,2026-04-15 08:32:59+02:00,2026-04-15 08:35:00+02:00,2026-04-15 08:39:00+02:00,2026-04-15 08:44:10+02:00,2026-04-15 08:46:40+02:00,2026-04-15 08:49:50+02:00,2026-04-15 08:52:30+02:00,2026-04-15 08:54:40+02:00,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
ELFE93,2026-04-15 07:52:33+02:00,2026-04-15 07:55:04+02:00,2026-04-15 07:56:48+02:00,,,,,,,,,,,,,,,,,,2026-04-15 07:59:06+02:00,2026-04-15 08:01:41+02:00,2026-04-15 08:03:26+02:00,2026-04-15 08:05:29+02:00,2026-04-15 08:07:16+02:00,2026-04-15 08:09:12+02:00,2026-04-15 08:12:02+02:00,2026-04-15 08:13:49+02:00,2026-04-15 08:15:23+02:00,2026-04-15 08:17:59+02:00,2026-04-15 08:20:00+02:00,2026-04-15 08:24:00+02:00,2026-04-15 08:29:10+02:00,2026-04-15 08:31:40+02:00,2026-04-15 08:34:50+02:00,2026-04-15 08:37:30+02:00,2026-04-15 08:39:40+02:00,2026-04-15 08:42:10+02:00,2026-04-15 08:45:30+02:00,2026-04-15 08:48:00+02:00,2026-04-15 08:50:20+02:00,2026-04-15 08:56:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
EMIR89,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:26+02:00,,2026-04-15 07:53:17+02:00,2026-04-15 07:55:46+02:00,2026-04-15 07:57:31+02:00,2026-04-15 07:59:34+02:00,2026-04-15 08:01:21+02:00,2026-04-15 08:03:12+02:00,2026-04-15 08:06:02+02:00,2026-04-15 08:07:49+02:00,2026-04-15 08:09:23+02:00,2026-04-15 08:11:59+02:00,2026-04-15 08:14:00+02:00,2026-04-15 08:18:00+02:00,2026-04-15 08:23:10+02:00,2026-04-15 08:25:40+02:00,2026-04-15 08:28:50+02:00,2026-04-15 08:31:30+02:00,2026-04-15 08:33:40+02:00,2026-04-15 08:36:10+02:00,2026-04-15 08:39:30+02:00,2026-04-15 08:42:00+02:00,2026-04-15 08:44:20+02:00,2026-04-15 08:50:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
STIN54,,2026-04-15 07:51:31+02:00,2026-04-15 07:49:46+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
GUAD63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:49:50+02:00,2026-04-15 07:52:30+02:00,2026-04-15 07:54:40+02:00,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
LORE66,,,,,,,,,,2026-04-15 08:28:38+02:00,2026-04-15 08:26:17+02:00,2026-04-15 08:23:24+02:00,2026-04-15 08:21:19+02:00,2026-04-15 08:18:52+02:00,2026-04-15 08:16:12+02:00,2026-04-15 08:14:43+02:00,2026-04-15 08:12:59+02:00,2026-04-15 08:10:44+02:00,2026-04-15 08:08:49+02:00,2026-04-15 08:07:23+02:00,2026-04-15 08:05:54+02:00,2026-04-15 08:03:11+02:00,2026-04-15 08:01:23+02:00,2026-04-15 07:59:15+02:00,2026-04-15 07:57:19+02:00,2026-04-15 07:55:32+02:00,2026-04-15 07:52:54+02:00,2026-04-15 07:50:36+02:00,2026-04-15 07:49:01+02:00,2026-04-15 07:47:09+02:00,,,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
IVAN51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:48:40+02:00,,2026-04-15 07:50:04.202014+02:00
KLEE84,,,,,,,,,,,,,,,2026-04-15 08:43:12+02:00,2026-04-15 08:41:23+02:00,,2026-04-15 08:38:35+02:00,2026-04-15 08:36:40+02:00,2026-04-15 08:34:46+02:00,2026-04-15 08:32:54+02:00,2026-04-15 08:30:11+02:00,2026-04-15 08:28:23+02:00,2026-04-15 08:26:15+02:00,2026-04-15 08:24:19+02:00,2026-04-15 08:22:32+02:00,2026-04-15 08:19:54+02:00,2026-04-15 08:17:36+02:00,2026-04-15 08:16:01+02:00,2026-04-15 08:14:09+02:00,2026-04-15 08:11:47+02:00,2026-04-15 08:08:00+02:00,2026-04-15 08:02:20+02:00,2026-04-15 07:59:30+02:00,2026-04-15 07:56:00+02:00,2026-04-15 07:53:10+02:00,2026-04-15 07:51:00+02:00,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
GUIZ11,,,,,,,,,,,,,,2026-04-15 08:13:33+02:00,2026-04-15 08:15:48+02:00,2026-04-15 08:17:46+02:00,,2026-04-15 08:20:39+02:00,2026-04-15 08:22:25+02:00,2026-04-15 08:24:08+02:00,2026-04-15 08:26:17+02:00,2026-04-15 08:28:46+02:00,2026-04-15 08:30:31+02:00,2026-04-15 08:32:34+02:00,2026-04-15 08:34:21+02:00,2026-04-15 08:36:12+02:00,2026-04-15 08:39:02+02:00,2026-04-15 08:40:49+02:00,2026-04-15 08:42:23+02:00,2026-04-15 08:44:59+02:00,2026-04-15 08:47:00+02:00,2026-04-15 08:51:00+02:00,2026-04-15 08:56:10+02:00,2026-04-15 08:58:40+02:00,2026-04-15 09:01:50+02:00,2026-04-15 09:04:30+02:00,2026-04-15 09:06:40+02:00,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
KLEE52,,,,,,,,,,,,,,,2026-04-15 07:55:12+02:00,2026-04-15 07:53:23+02:00,,2026-04-15 07:50:35+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
ELFE69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:48:00+02:00,2026-04-15 07:53:10+02:00,2026-04-15 07:55:40+02:00,2026-04-15 07:58:50+02:00,2026-04-15 08:01:30+02:00,2026-04-15 08:03:40+02:00,2026-04-15 08:06:10+02:00,2026-04-15 08:09:30+02:00,2026-04-15 08:12:00+02:00,2026-04-15 08:14:20+02:00,2026-04-15 08:20:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
IVAN99,,,,,,,,,,2026-04-15 07:51:07+02:00,,,2026-04-15 07:55:38+02:00,2026-04-15 07:58:20+02:00,,,,2026-04-15 08:03:15+02:00,2026-04-15 08:05:06+02:00,,2026-04-15 08:08:07+02:00,2026-04-15 08:10:36+02:00,2026-04-15 08:12:26+02:00,2026-04-15 08:14:29+02:00,2026-04-15 08:16:16+02:00,2026-04-15 08:18:12+02:00,2026-04-15 08:21:02+02:00,2026-04-15 08:22:49+02:00,2026-04-15 08:24:23+02:00,2026-04-15 08:26:59+02:00,2026-04-15 08:29:00+02:00,2026-04-15 08:33:00+02:00,2026-04-15 08:38:10+02:00,2026-04-15 08:40:40+02:00,2026-04-15 08:43:50+02:00,2026-04-15 08:46:30+02:00,2026-04-15 08:48:40+02:00,2026-04-15 08:51:20+02:00,,,,,,2026-04-15 08:54:40+02:00,2026-04-15 08:57:30+02:00,2026-04-15 09:00:40+02:00,,2026-04-15 07:50:04.202014+02:00
LORD08,,,,,,,,,,2026-04-15 09:28:38+02:00,2026-04-15 09:26:17+02:00,2026-04-15 09:23:24+02:00,2026-04-15 09:21:19+02:00,2026-04-15 09:18:52+02:00,,2026-04-15 09:14:43+02:00,2026-04-15 09:12:59+02:00,2026-04-15 09:10:44+02:00,2026-04-15 09:08:49+02:00,,2026-04-15 09:05:54+02:00,2026-04-15 09:03:11+02:00,2026-04-15 09:01:23+02:00,2026-04-15 08:59:15+02:00,2026-04-15 08:57:19+02:00,2026-04-15 08:55:32+02:00,2026-04-15 08:52:54+02:00,2026-04-15 08:50:36+02:00,2026-04-15 08:49:01+02:00,2026-04-15 08:47:09+02:00,2026-04-15 08:44:47+02:00,2026-04-15 08:41:00+02:00,2026-04-15 08:35:20+02:00,2026-04-15 08:32:30+02:00,2026-04-15 08:29:00+02:00,2026-04-15 08:26:10+02:00,2026-04-15 08:24:00+02:00,2026-04-15 08:21:50+02:00,2026-04-15 08:18:10+02:00,2026-04-15 08:15:20+02:00,2026-04-15 08:13:20+02:00,2026-04-15 08:08:00+02:00,2026-04-15 08:00:50+02:00,,,,,2026-04-15 07:50:04.202014+02:00
LORE98,,,,,,,,,,2026-04-15 09:16:38+02:00,2026-04-15 09:14:17+02:00,2026-04-15 09:11:24+02:00,2026-04-15 09:09:19+02:00,2026-04-15 09:06:52+02:00,,2026-04-15 09:02:43+02:00,2026-04-15 09:00:59+02:00,2026-04-15 08:58:44+02:00,2026-04-15 08:56:49+02:00,,2026-04-15 08:53:54+02:00,2026-04-15 08:51:11+02:00,2026-04-15 08:49:23+02:00,2026-04-15 08:47:15+02:00,2026-04-15 08:45:19+02:00,2026-04-15 08:43:32+02:00,2026-04-15 08:40:54+02:00,2026-04-15 08:38:36+02:00,2026-04-15 08:37:01+02:00,2026-04-15 08:35:09+02:00,2026-04-15 08:32:47+02:00,2026-04-15 08:29:00+02:00,2026-04-15 08:23:20+02:00,2026-04-15 08:20:30+02:00,2026-04-15 08:17:00+02:00,2026-04-15 08:14:10+02:00,2026-04-15 08:12:00+02:00,2026-04-15 08:09:50+02:00,2026-04-15 08:06:10+02:00,2026-04-15 08:03:20+02:00,2026-04-15 08:01:20+02:00,2026-04-15 07:56:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
IVAN75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:59+02:00,2026-04-15 07:53:00+02:00,2026-04-15 07:57:00+02:00,2026-04-15 08:02:10+02:00,2026-04-15 08:04:40+02:00,2026-04-15 08:07:50+02:00,2026-04-15 08:10:30+02:00,2026-04-15 08:12:40+02:00,2026-04-15 08:15:20+02:00,,,,,,2026-04-15 08:18:40+02:00,2026-04-15 08:21:30+02:00,2026-04-15 08:24:40+02:00,,2026-04-15 07:50:04.202014+02:00
LORE42,,,,,,,,,,2026-04-15 07:52:38+02:00,2026-04-15 07:50:17+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
EMMY05,,,,,,,,,2026-04-15 07:54:31+02:00,2026-04-15 07:56:45+02:00,2026-04-15 07:58:47+02:00,2026-04-15 08:01:21+02:00,2026-04-15 08:03:12+02:00,2026-04-15 08:05:44+02:00,,2026-04-15 08:08:54+02:00,2026-04-15 08:10:24+02:00,2026-04-15 08:12:40+02:00,2026-04-15 08:14:26+02:00,,2026-04-15 08:17:17+02:00,2026-04-15 08:19:46+02:00,2026-04-15 08:21:31+02:00,2026-04-15 08:23:34+02:00,2026-04-15 08:25:21+02:00,2026-04-15 08:27:12+02:00,2026-04-15 08:30:02+02:00,2026-04-15 08:31:49+02:00,2026-04-15 08:33:23+02:00,2026-04-15 08:35:59+02:00,2026-04-15 08:38:00+02:00,2026-04-15 08:42:00+02:00,2026-04-15 08:47:10+02:00,2026-04-15 08:49:40+02:00,2026-04-15 08:52:50+02:00,2026-04-15 08:55:30+02:00,2026-04-15 08:57:40+02:00,2026-04-15 09:00:10+02:00,2026-04-15 09:03:30+02:00,2026-04-15 09:06:00+02:00,2026-04-15 09:08:20+02:00,2026-04-15 09:14:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
KLEE92,,,,,,,,,,,,,,,2026-04-15 08:55:12+02:00,2026-04-15 08:53:23+02:00,,2026-04-15 08:50:35+02:00,2026-04-15 08:48:40+02:00,2026-04-15 08:46:46+02:00,2026-04-15 08:44:54+02:00,2026-04-15 08:42:11+02:00,2026-04-15 08:40:23+02:00,2026-04-15 08:38:15+02:00,2026-04-15 08:36:19+02:00,2026-04-15 08:34:32+02:00,2026-04-15 08:31:54+02:00,2026-04-15 08:29:36+02:00,2026-04-15 08:28:01+02:00,2026-04-15 08:26:09+02:00,2026-04-15 08:23:47+02:00,2026-04-15 08:20:00+02:00,2026-04-15 08:14:20+02:00,2026-04-15 08:11:30+02:00,2026-04-15 08:08:00+02:00,2026-04-15 08:05:10+02:00,2026-04-15 08:03:00+02:00,2026-04-15 08:00:50+02:00,,,,,,2026-04-15 07:57:10+02:00,2026-04-15 07:54:00+02:00,2026-04-15 07:50:50+02:00,,2026-04-15 07:50:04.202014+02:00
EMIR97,,,,,,,,,,,,2026-04-15 07:49:21+02:00,2026-04-15 07:51:12+02:00,2026-04-15 07:53:44+02:00,,2026-04-15 07:56:54+02:00,2026-04-15 07:58:24+02:00,2026-04-15 08:00:40+02:00,2026-04-15 08:02:26+02:00,,2026-04-15 08:05:17+02:00,2026-04-15 08:07:46+02:00,2026-04-15 08:09:31+02:00,2026-04-15 08:11:34+02:00,2026-04-15 08:13:21+02:00,2026-04-15 08:15:12+02:00,2026-04-15 08:18:02+02:00,2026-04-15 08:19:49+02:00,2026-04-15 08:21:23+02:00,2026-04-15 08:23:59+02:00,2026-04-15 08:26:00+02:00,2026-04-15 08:30:00+02:00,2026-04-15 08:35:10+02:00,2026-04-15 08:37:40+02:00,2026-04-15 08:40:50+02:00,2026-04-15 08:43:30+02:00,2026-04-15 08:45:40+02:00,2026-04-15 08:48:10+02:00,2026-04-15 08:51:30+02:00,2026-04-15 08:54:00+02:00,2026-04-15 08:56:20+02:00,2026-04-15 09:02:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
STIN78,,2026-04-15 08:27:31+02:00,2026-04-15 08:25:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:23:49+02:00,2026-04-15 08:21:01+02:00,2026-04-15 08:19:23+02:00,2026-04-15 08:17:15+02:00,2026-04-15 08:15:19+02:00,2026-04-15 08:13:32+02:00,2026-04-15 08:10:54+02:00,2026-04-15 08:08:36+02:00,2026-04-15 08:07:01+02:00,2026-04-15 08:05:09+02:00,2026-04-15 08:02:47+02:00,2026-04-15 07:59:00+02:00,2026-04-15 07:53:20+02:00,2026-04-15 07:50:30+02:00,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
EMMY13,,,,,,,,,2026-04-15 08:06:31+02:00,2026-04-15 08:08:45+02:00,2026-04-15 08:10:47+02:00,2026-04-15 08:13:21+02:00,2026-04-15 08:15:12+02:00,2026-04-15 08:17:44+02:00,,2026-04-15 08:20:54+02:00,2026-04-15 08:22:24+02:00,2026-04-15 08:24:40+02:00,2026-04-15 08:26:26+02:00,,2026-04-15 08:29:17+02:00,2026-04-15 08:31:46+02:00,2026-04-15 08:33:31+02:00,2026-04-15 08:35:34+02:00,2026-04-15 08:37:21+02:00,2026-04-15 08:39:12+02:00,2026-04-15 08:42:02+02:00,2026-04-15 08:43:49+02:00,2026-04-15 08:45:23+02:00,2026-04-15 08:47:59+02:00,2026-04-15 08:50:00+02:00,2026-04-15 08:54:00+02:00,2026-04-15 08:59:10+02:00,2026-04-15 09:01:40+02:00,2026-04-15 09:04:50+02:00,2026-04-15 09:07:30+02:00,2026-04-15 09:09:40+02:00,2026-04-15 09:12:10+02:00,2026-04-15 09:15:30+02:00,2026-04-15 09:18:00+02:00,2026-04-15 09:20:20+02:00,2026-04-15 09:26:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
IDOR41,,,,2026-04-15 08:38:56+02:00,2026-04-15 08:42:07+02:00,2026-04-15 08:45:14+02:00,2026-04-15 08:47:10+02:00,2026-04-15 08:49:02+02:00,2026-04-15 08:51:42+02:00,2026-04-15 08:53:56+02:00,2026-04-15 08:56:03+02:00,2026-04-15 08:58:37+02:00,2026-04-15 09:00:28+02:00,2026-04-15 09:03:10+02:00,2026-04-15 09:05:25+02:00,2026-04-15 09:07:23+02:00,2026-04-15 09:08:58+02:00,2026-04-15 09:11:24+02:00,2026-04-15 09:13:15+02:00,2026-04-15 09:14:58+02:00,2026-04-15 09:17:17+02:00,2026-04-15 09:19:46+02:00,2026-04-15 09:21:31+02:00,2026-04-15 09:23:34+02:00,2026-04-15 09:25:21+02:00,2026-04-15 09:27:12+02:00,2026-04-15 09:30:02+02:00,2026-04-15 09:31:49+02:00,2026-04-15 09:33:23+02:00,2026-04-15 09:35:59+02:00,2026-04-15 09:38:00+02:00,2026-04-15 09:42:00+02:00,2026-04-15 09:47:10+02:00,2026-04-15 09:49:40+02:00,2026-04-15 09:52:50+02:00,2026-04-15 09:55:30+02:00,2026-04-15 09:57:40+02:00,2026-04-15 10:00:20+02:00,,,,,,2026-04-15 10:03:40+02:00,2026-04-15 10:06:30+02:00,2026-04-15 10:09:40+02:00,,2026-04-15 07:50:04.202014+02:00
PLIC36,,,,,2026-04-15 07:41:06+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
KLAC18,,,,,,,,,,,,,,,2026-04-15 09:31:12+02:00,2026-04-15 09:29:23+02:00,,2026-04-15 09:26:35+02:00,2026-04-15 09:24:40+02:00,2026-04-15 09:22:46+02:00,2026-04-15 09:20:54+02:00,2026-04-15 09:18:11+02:00,2026-04-15 09:16:23+02:00,2026-04-15 09:14:15+02:00,2026-04-15 09:12:19+02:00,2026-04-15 09:10:32+02:00,2026-04-15 09:07:54+02:00,2026-04-15 09:05:36+02:00,2026-04-15 09:04:01+02:00,2026-04-15 09:02:09+02:00,2026-04-15 08:59:47+02:00,2026-04-15 08:56:00+02:00,2026-04-15 08:50:20+02:00,2026-04-15 08:47:30+02:00,2026-04-15 08:44:00+02:00,2026-04-15 08:41:10+02:00,2026-04-15 08:39:00+02:00,2026-04-15 08:36:50+02:00,,,,,,2026-04-15 08:33:10+02:00,2026-04-15 08:30:00+02:00,2026-04-15 08:26:50+02:00,2026-04-15 08:23:00+02:00,2026-04-15 07:50:04.202014+02:00
GUIZ19,,,,,,,,,,,,,,2026-04-15 08:25:33+02:00,2026-04-15 08:27:48+02:00,2026-04-15 08:29:46+02:00,,2026-04-15 08:32:39+02:00,2026-04-15 08:34:25+02:00,2026-04-15 08:36:08+02:00,2026-04-15 08:38:17+02:00,2026-04-15 08:40:46+02:00,2026-04-15 08:42:31+02:00,2026-04-15 08:44:34+02:00,2026-04-15 08:46:21+02:00,2026-04-15 08:48:12+02:00,2026-04-15 08:51:02+02:00,2026-04-15 08:52:49+02:00,2026-04-15 08:54:23+02:00,2026-04-15 08:56:59+02:00,2026-04-15 08:59:00+02:00,2026-04-15 09:03:00+02:00,2026-04-15 09:08:10+02:00,2026-04-15 09:10:40+02:00,2026-04-15 09:13:50+02:00,2026-04-15 09:16:30+02:00,2026-04-15 09:18:40+02:00,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
PAUL56,,,,,2026-04-15 08:19:18+02:00,2026-04-15 08:16:10+02:00,2026-04-15 08:14:12+02:00,2026-04-15 08:12:20+02:00,2026-04-15 08:10:23+02:00,2026-04-15 08:08:00+02:00,,,,2026-04-15 08:02:09+02:00,,,,2026-04-15 07:55:34+02:00,2026-04-15 07:53:39+02:00,,2026-04-15 07:50:44+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
PLAC34,,,,,2026-04-15 10:11:06+02:00,2026-04-15 10:07:58+02:00,2026-04-15 10:06:00+02:00,2026-04-15 10:04:08+02:00,2026-04-15 10:02:11+02:00,2026-04-15 09:59:48+02:00,2026-04-15 09:57:27+02:00,2026-04-15 09:54:34+02:00,2026-04-15 09:52:29+02:00,2026-04-15 09:50:02+02:00,,,,2026-04-15 09:44:37+02:00,2026-04-15 09:42:42+02:00,,2026-04-15 09:40:02+02:00,,,,,2026-04-15 09:34:32+02:00,2026-04-15 09:31:54+02:00,2026-04-15 09:29:36+02:00,2026-04-15 09:28:01+02:00,2026-04-15 09:26:09+02:00,2026-04-15 09:23:47+02:00,2026-04-15 09:20:00+02:00,2026-04-15 09:14:20+02:00,2026-04-15 09:11:30+02:00,2026-04-15 09:08:00+02:00,2026-04-15 09:05:10+02:00,2026-04-15 09:03:00+02:00,2026-04-15 09:00:50+02:00,,,,,,2026-04-15 08:57:10+02:00,2026-04-15 08:54:00+02:00,2026-04-15 08:50:50+02:00,2026-04-15 08:47:00+02:00,2026-04-15 07:50:04.202014+02:00
LORE58,,,,,,,,,,2026-04-15 08:16:38+02:00,2026-04-15 08:14:17+02:00,2026-04-15 08:11:24+02:00,2026-04-15 08:09:19+02:00,2026-04-15 08:06:52+02:00,,2026-04-15 08:02:43+02:00,2026-04-15 08:00:59+02:00,2026-04-15 07:58:44+02:00,2026-04-15 07:56:49+02:00,,2026-04-15 07:53:54+02:00,2026-04-15 07:51:11+02:00,2026-04-15 07:49:23+02:00,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
EMMY37,,,,,,,,,2026-04-15 08:42:31+02:00,2026-04-15 08:44:45+02:00,2026-04-15 08:46:47+02:00,2026-04-15 08:49:21+02:00,2026-04-15 08:51:12+02:00,2026-04-15 08:53:44+02:00,2026-04-15 08:55:31+02:00,2026-04-15 08:56:54+02:00,2026-04-15 08:58:24+02:00,2026-04-15 09:00:40+02:00,2026-04-15 09:02:26+02:00,,2026-04-15 09:05:17+02:00,2026-04-15 09:07:46+02:00,2026-04-15 09:09:31+02:00,2026-04-15 09:11:34+02:00,2026-04-15 09:13:21+02:00,2026-04-15 09:15:12+02:00,2026-04-15 09:18:02+02:00,2026-04-15 09:19:49+02:00,2026-04-15 09:21:23+02:00,2026-04-15 09:23:59+02:00,2026-04-15 09:26:00+02:00,2026-04-15 09:30:00+02:00,2026-04-15 09:35:10+02:00,2026-04-15 09:37:40+02:00,2026-04-15 09:40:50+02:00,2026-04-15 09:43:30+02:00,2026-04-15 09:45:40+02:00,2026-04-15 09:48:10+02:00,2026-04-15 09:51:30+02:00,2026-04-15 09:54:00+02:00,2026-04-15 09:56:20+02:00,2026-04-15 10:02:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
LORD16,,,,,,,,,,2026-04-15 09:40:38+02:00,2026-04-15 09:38:17+02:00,2026-04-15 09:35:24+02:00,2026-04-15 09:33:19+02:00,2026-04-15 09:30:52+02:00,,2026-04-15 09:26:43+02:00,2026-04-15 09:24:59+02:00,2026-04-15 09:22:44+02:00,2026-04-15 09:20:49+02:00,,2026-04-15 09:17:54+02:00,2026-04-15 09:15:11+02:00,2026-04-15 09:13:23+02:00,2026-04-15 09:11:15+02:00,2026-04-15 09:09:19+02:00,2026-04-15 09:07:32+02:00,2026-04-15 09:04:54+02:00,2026-04-15 09:02:36+02:00,2026-04-15 09:01:01+02:00,2026-04-15 08:59:09+02:00,2026-04-15 08:56:47+02:00,2026-04-15 08:53:00+02:00,2026-04-15 08:47:20+02:00,2026-04-15 08:44:30+02:00,2026-04-15 08:41:00+02:00,2026-04-15 08:38:10+02:00,2026-04-15 08:36:00+02:00,2026-04-15 08:33:50+02:00,2026-04-15 08:30:10+02:00,2026-04-15 08:27:20+02:00,2026-04-15 08:25:20+02:00,2026-04-15 08:20:00+02:00,2026-04-15 08:12:50+02:00,,,,,2026-04-15 07:50:04.202014+02:00
IRUS35,,,,,,,,,,,,,,2026-04-15 08:49:33+02:00,2026-04-15 08:51:48+02:00,2026-04-15 08:53:46+02:00,,2026-04-15 08:56:39+02:00,2026-04-15 08:58:25+02:00,2026-04-15 09:00:08+02:00,2026-04-15 09:02:17+02:00,2026-04-15 09:04:46+02:00,2026-04-15 09:06:31+02:00,2026-04-15 09:08:34+02:00,2026-04-15 09:10:21+02:00,2026-04-15 09:12:12+02:00,2026-04-15 09:15:02+02:00,2026-04-15 09:16:49+02:00,2026-04-15 09:18:23+02:00,2026-04-15 09:20:59+02:00,2026-04-15 09:23:00+02:00,2026-04-15 09:27:00+02:00,2026-04-15 09:32:10+02:00,2026-04-15 09:34:40+02:00,2026-04-15 09:37:50+02:00,2026-04-15 09:40:30+02:00,2026-04-15 09:42:40+02:00,2026-04-15 09:45:20+02:00,,,,,,2026-04-15 09:48:40+02:00,2026-04-15 09:51:30+02:00,2026-04-15 09:54:40+02:00,,2026-04-15 07:50:04.202014+02:00
STIN94,,2026-04-15 08:51:31+02:00,2026-04-15 08:49:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:47:49+02:00,2026-04-15 08:45:01+02:00,2026-04-15 08:43:23+02:00,2026-04-15 08:41:15+02:00,2026-04-15 08:39:19+02:00,2026-04-15 08:37:32+02:00,2026-04-15 08:34:54+02:00,2026-04-15 08:32:36+02:00,2026-04-15 08:31:01+02:00,2026-04-15 08:29:09+02:00,2026-04-15 08:26:47+02:00,2026-04-15 08:23:00+02:00,2026-04-15 08:17:20+02:00,2026-04-15 08:14:30+02:00,2026-04-15 08:11:00+02:00,2026-04-15 08:08:10+02:00,2026-04-15 08:06:00+02:00,2026-04-15 08:03:50+02:00,2026-04-15 08:00:10+02:00,2026-04-15 07:57:20+02:00,2026-04-15 07:55:20+02:00,2026-04-15 07:50:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
