mission,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,date_observation
SORI30,,2026-04-15 09:42:31+02:00,2026-04-15 09:40:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 09:38:49+02:00,2026-04-15 09:36:01+02:00,2026-04-15 09:34:23+02:00,2026-04-15 09:32:15+02:00,2026-04-15 09:30:19+02:00,2026-04-15 09:28:32+02:00,2026-04-15 09:25:54+02:00,2026-04-15 09:23:36+02:00,2026-04-15 09:22:01+02:00,2026-04-15 09:20:09+02:00,2026-04-15 09:17:47+02:00,2026-04-15 09:14:00+02:00,2026-04-15 09:08:20+02:00,2026-04-15 09:05:30+02:00,2026-04-15 09:02:00+02:00,2026-04-15 08:59:10+02:00,2026-04-15 08:57:00+02:00,2026-04-15 08:54:50+02:00,,,,,,2026-04-15 08:51:10+02:00,2026-04-15 08:48:00+02:00,2026-04-15 08:44:50+02:00,2026-04-15 08:41:00+02:00,2026-04-15 07:50:04.202014+02:00
ELOI09,2026-04-15 08:16:33+02:00,2026-04-15 08:19:04+02:00,2026-04-15 08:20:48+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:23:06+02:00,2026-04-15 08:25:41+02:00,2026-04-15 08:27:26+02:00,2026-04-15 08:29:29+02:00,2026-04-15 08:31:16+02:00,2026-04-15 08:33:12+02:00,2026-04-15 08:36:02+02:00,2026-04-15 08:37:49+02:00,2026-04-15 08:39:23+02:00,2026-04-15 08:41:59+02:00,2026-04-15 08:44:00+02:00,2026-04-15 08:48:00+02:00,2026-04-15 08:53:10+02:00,2026-04-15 08:55:40+02:00,2026-04-15 08:58:50+02:00,2026-04-15 09:01:30+02:00,2026-04-15 09:03:40+02:00,2026-04-15 09:06:10+02:00,2026-04-15 09:09:30+02:00,2026-04-15 09:12:00+02:00,2026-04-15 09:14:20+02:00,2026-04-15 09:20:00+02:00,,,,,,2026-04-15 07:50:04.202014+02:00
KLAC02,,,,,,,,,,,,,,,2026-04-15 09:07:12+02:00,2026-04-15 09:05:23+02:00,,2026-04-15 09:02:35+02:00,2026-04-15 09:00:40+02:00,2026-04-15 08:58:46+02:00,2026-04-15 08:56:54+02:00,2026-04-15 08:54:11+02:00,2026-04-15 08:52:23+02:00,2026-04-15 08:50:15+02:00,2026-04-15 08:48:19+02:00,2026-04-15 08:46:32+02:00,2026-04-15 08:43:54+02:00,2026-04-15 08:41:36+02:00,2026-04-15 08:40:01+02:00,2026-04-15 08:38:09+02:00,2026-04-15 08:35:47+02:00,2026-04-15 08:32:00+02:00,2026-04-15 08:26:20+02:00,2026-04-15 08:23:30+02:00,2026-04-15 08:20:00+02:00,2026-04-15 08:17:10+02:00,2026-04-15 08:15:00+02:00,2026-04-15 08:12:50+02:00,,,,,,2026-04-15 08:09:10+02:00,2026-04-15 08:06:00+02:00,2026-04-15 08:02:50+02:00,2026-04-15 07:59:00+02:00,2026-04-15 07:50:04.202014+02:00
PAUL96,,,,,2026-04-15 09:19:38+02:00,2026-04-15 09:16:20+02:00,2026-04-15 09:14:22+02:00,2026-04-15 09:12:25+02:00,2026-04-15 09:10:23+02:00,2026-04-15 09:08:00+02:00,,,,2026-04-15 09:02:09+02:00,,,,2026-04-15 08:55:34+02:00,2026-04-15 08:53:39+02:00,,2026-04-15 08:50:44+02:00,2026-04-15 08:48:01+02:00,2026-04-15 08:46:13+02:00,2026-04-15 08:44:05+02:00,2026-04-15 08:42:09+02:00,2026-04-15 08:40:27+02:00,2026-04-15 08:37:54+02:00,2026-04-15 08:35:36+02:00,2026-04-15 08:34:01+02:00,2026-04-15 08:32:09+02:00,2026-04-15 08:29:47+02:00,2026-04-15 08:26:00+02:00,2026-04-15 08:20:20+02:00,2026-04-15 08:17:30+02:00,2026-04-15 08:14:00+02:00,2026-04-15 08:11:10+02:00,2026-04-15 08:09:00+02:00,2026-04-15 08:06:50+02:00,,,,,,2026-04-15 08:03:10+02:00,2026-04-15 08:00:00+02:00,2026-04-15 07:56:50+02:00,2026-04-15 07:53:00+02:00,2026-04-15 07:50:04.202014+02:00
IVAN83,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:48:26+02:00,2026-04-15 07:50:29+02:00,2026-04-15 07:52:16+02:00,2026-04-15 07:54:12+02:00,2026-04-15 07:57:02+02:00,2026-04-15 07:58:49+02:00,2026-04-15 08:00:23+02:00,2026-04-15 08:02:59+02:00,2026-04-15 08:05:00+02:00,2026-04-15 08:09:00+02:00,2026-04-15 08:14:10+02:00,2026-04-15 08:16:40+02:00,2026-04-15 08:19:50+02:00,2026-04-15 08:22:30+02:00,2026-04-15 08:24:40+02:00,2026-04-15 08:27:20+02:00,,,,,,2026-04-15 08:30:40+02:00,2026-04-15 08:33:30+02:00,2026-04-15 08:36:40+02:00,,2026-04-15 07:50:04.202014+02:00
PAGE14,,,,,2026-04-15 09:43:18+02:00,2026-04-15 09:40:10+02:00,2026-04-15 09:38:12+02:00,2026-04-15 09:36:20+02:00,2026-04-15 09:34:23+02:00,2026-04-15 09:32:00+02:00,,,,2026-04-15 09:26:09+02:00,,,,2026-04-15 09:19:34+02:00,2026-04-15 09:17:39+02:00,,2026-04-15 09:14:44+02:00,2026-04-15 09:12:01+02:00,2026-04-15 09:10:13+02:00,2026-04-15 09:08:05+02:00,2026-04-15 09:06:09+02:00,2026-04-15 09:04:27+02:00,2026-04-15 09:01:54+02:00,2026-04-15 08:59:36+02:00,2026-04-15 08:58:01+02:00,2026-04-15 08:56:09+02:00,2026-04-15 08:53:47+02:00,2026-04-15 08:50:00+02:00,2026-04-15 08:44:20+02:00,2026-04-15 08:41:30+02:00,2026-04-15 08:38:00+02:00,2026-04-15 08:35:10+02:00,2026-04-15 08:33:00+02:00,2026-04-15 08:30:50+02:00,,,,,,2026-04-15 08:27:10+02:00,2026-04-15 08:24:00+02:00,2026-04-15 08:20:50+02:00,2026-04-15 08:17:00+02:00,2026-04-15 07:50:04.202014+02:00
KLEE60,,,,,,,,,,,,,,,2026-04-15 08:07:12+02:00,2026-04-15 08:05:23+02:00,,2026-04-15 08:02:35+02:00,2026-04-15 08:00:40+02:00,2026-04-15 07:58:46+02:00,2026-04-15 07:56:54+02:00,2026-04-15 07:54:11+02:00,2026-04-15 07:52:23+02:00,2026-04-15 07:50:15+02:00,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
GUAD71,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:39:02+02:00,2026-04-15 07:40:49+02:00,2026-04-15 07:42:23+02:00,2026-04-15 07:44:59+02:00,2026-04-15 07:47:00+02:00,2026-04-15 07:51:00+02:00,2026-04-15 07:56:10+02:00,2026-04-15 07:58:40+02:00,2026-04-15 08:01:50+02:00,2026-04-15 08:04:30+02:00,2026-04-15 08:06:40+02:00,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
PAUL72,,,,,2026-04-15 08:43:18+02:00,2026-04-15 08:40:10+02:00,2026-04-15 08:38:12+02:00,2026-04-15 08:36:20+02:00,2026-04-15 08:34:23+02:00,2026-04-15 08:32:00+02:00,,,,2026-04-15 08:26:09+02:00,,,,2026-04-15 08:19:34+02:00,2026-04-15 08:17:39+02:00,,2026-04-15 08:14:44+02:00,2026-04-15 08:12:01+02:00,2026-04-15 08:10:13+02:00,2026-04-15 08:08:05+02:00,2026-04-15 08:06:09+02:00,2026-04-15 08:04:27+02:00,2026-04-15 08:01:54+02:00,2026-04-15 07:59:36+02:00,2026-04-15 07:58:01+02:00,2026-04-15 07:56:09+02:00,2026-04-15 07:53:47+02:00,2026-04-15 07:50:00+02:00,,,,,,,,,,,,,,,,2026-04-15 07:50:04.202014+02:00
IVAN59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:48:40+02:00,2026-04-15 07:51:20+02:00,,,,,,2026-04-15 07:54:40+02:00,2026-04-15 07:57:30+02:00,2026-04-15 08:00:40+02:00,,2026-04-15 07:50:04.202014+02:00
LORD08,,,,,,,,,,2026-04-15 09:28:38+02:00,2026-04-15 09:26:17+02:00,2026-04-15 09:23:24+02:00,2026-04-15 09:21:19+02:00,2026-04-15 09:18:52+02:00,,2026-04-15 09:14:43+02:00,2026-04-15 09:12:59+02:00,2026-04-15 09:10:44+02:00,2026-04-15 09:08:49+02:00,,2026-04-15 09:05:54+02:00,2026-04-15 09:03:11+02:00,2026-04-15 09:01:23+02:00,2026-04-15 08:59:15+02:00,2026-04-15 08:57:19+02:00,2026-04-15 08:55:32+02:00,2026-04-15 08:52:54+02:00,2026-04-15 08:50:36+02:00,2026-04-15 08:49:01+02:00,2026-04-15 08:47:09+02:00,2026-04-15 08:44:47+02:00,2026-04-15 08:41:00+02:00,2026-04-15 08:35:20+02:00,2026-04-15 08:32:30+02:00,2026-04-15 08:29:00+02:00,2026-04-15 08:26:10+02:00,2026-04-15 08:24:00+02:00,2026-04-15 08:21:50+02:00,2026-04-15 08:18:10+02:00,2026-04-15 08:15:20+02:00,2026-04-15 08:13:20+02:00,2026-04-15 08:08:00+02:00,2026-04-15 08:00:50+02:00,,,,,2026-04-15 07:55:04.042976+02:00
GUAD71,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:39:02+02:00,2026-04-15 07:40:49+02:00,2026-04-15 07:42:23+02:00,2026-04-15 07:44:59+02:00,2026-04-15 07:47:00+02:00,2026-04-15 07:51:00+02:00,2026-04-15 07:56:10+02:00,2026-04-15 07:58:40+02:00,2026-04-15 08:01:50+02:00,2026-04-15 08:04:30+02:00,2026-04-15 08:06:40+02:00,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
STIN62,,2026-04-15 08:03:31+02:00,2026-04-15 08:01:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 07:59:49+02:00,2026-04-15 07:57:01+02:00,2026-04-15 07:55:23+02:00,2026-04-15 07:53:15+02:00,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
KLAC18,,,,,,,,,,,,,,,2026-04-15 09:31:12+02:00,2026-04-15 09:29:23+02:00,,2026-04-15 09:26:35+02:00,2026-04-15 09:24:40+02:00,2026-04-15 09:22:46+02:00,2026-04-15 09:20:54+02:00,2026-04-15 09:18:11+02:00,2026-04-15 09:16:23+02:00,2026-04-15 09:14:15+02:00,2026-04-15 09:12:19+02:00,2026-04-15 09:10:32+02:00,2026-04-15 09:07:54+02:00,2026-04-15 09:05:36+02:00,2026-04-15 09:04:01+02:00,2026-04-15 09:02:09+02:00,2026-04-15 08:59:47+02:00,2026-04-15 08:56:00+02:00,2026-04-15 08:50:20+02:00,2026-04-15 08:47:30+02:00,2026-04-15 08:44:00+02:00,2026-04-15 08:41:10+02:00,2026-04-15 08:39:00+02:00,2026-04-15 08:36:50+02:00,,,,,,2026-04-15 08:33:10+02:00,2026-04-15 08:30:00+02:00,2026-04-15 08:26:50+02:00,2026-04-15 08:23:00+02:00,2026-04-15 07:55:04.042976+02:00
GUAD79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:54:23+02:00,2026-04-15 07:56:59+02:00,2026-04-15 07:59:00+02:00,2026-04-15 08:03:00+02:00,2026-04-15 08:08:10+02:00,2026-04-15 08:10:40+02:00,2026-04-15 08:13:50+02:00,2026-04-15 08:16:30+02:00,2026-04-15 08:18:40+02:00,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
GUAD87,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:54:31+02:00,2026-04-15 07:56:34+02:00,2026-04-15 07:58:21+02:00,2026-04-15 08:00:12+02:00,2026-04-15 08:03:02+02:00,2026-04-15 08:04:49+02:00,2026-04-15 08:06:23+02:00,2026-04-15 08:08:59+02:00,2026-04-15 08:11:00+02:00,2026-04-15 08:15:00+02:00,2026-04-15 08:20:10+02:00,2026-04-15 08:22:40+02:00,2026-04-15 08:25:50+02:00,2026-04-15 08:28:30+02:00,2026-04-15 08:30:40+02:00,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
ELFE93,,2026-04-15 07:55:04+02:00,2026-04-15 07:56:48+02:00,,,,,,,,,,,,,,,,,,2026-04-15 07:59:06+02:00,2026-04-15 08:01:41+02:00,2026-04-15 08:03:26+02:00,2026-04-15 08:05:29+02:00,2026-04-15 08:07:16+02:00,2026-04-15 08:09:12+02:00,2026-04-15 08:12:02+02:00,2026-04-15 08:13:49+02:00,2026-04-15 08:15:23+02:00,2026-04-15 08:17:59+02:00,2026-04-15 08:20:00+02:00,2026-04-15 08:24:00+02:00,2026-04-15 08:29:10+02:00,2026-04-15 08:31:40+02:00,2026-04-15 08:34:50+02:00,2026-04-15 08:37:30+02:00,2026-04-15 08:39:40+02:00,2026-04-15 08:42:10+02:00,2026-04-15 08:45:30+02:00,2026-04-15 08:48:00+02:00,2026-04-15 08:50:20+02:00,2026-04-15 08:56:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
KFON26,,,,,,,,,,,,,,,2026-04-15 09:42:43+02:00,2026-04-15 09:40:59+02:00,2026-04-15 09:39:35+02:00,2026-04-15 09:37:40+02:00,2026-04-15 09:35:45+02:00,2026-04-15 09:33:56+02:00,2026-04-15 09:32:09+02:00,2026-04-15 09:29:26+02:00,2026-04-15 09:27:53+02:00,2026-04-15 09:25:55+02:00,2026-04-15 09:24:09+02:00,2026-04-15 09:22:32+02:00,2026-04-15 09:19:54+02:00,2026-04-15 09:17:36+02:00,2026-04-15 09:16:01+02:00,2026-04-15 09:14:09+02:00,2026-04-15 09:11:47+02:00,2026-04-15 09:08:00+02:00,2026-04-15 09:02:20+02:00,2026-04-15 08:59:30+02:00,2026-04-15 08:56:00+02:00,2026-04-15 08:53:10+02:00,2026-04-15 08:51:00+02:00,2026-04-15 08:48:50+02:00,,,,,,2026-04-15 08:45:10+02:00,2026-04-15 08:42:00+02:00,2026-04-15 08:38:50+02:00,2026-04-15 08:35:00+02:00,2026-04-15 07:55:04.042976+02:00
STIN94,,2026-04-15 08:51:31+02:00,2026-04-15 08:49:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:47:49+02:00,2026-04-15 08:45:01+02:00,2026-04-15 08:43:23+02:00,2026-04-15 08:41:15+02:00,2026-04-15 08:39:19+02:00,2026-04-15 08:37:32+02:00,2026-04-15 08:34:54+02:00,2026-04-15 08:32:36+02:00,2026-04-15 08:31:01+02:00,2026-04-15 08:29:09+02:00,2026-04-15 08:26:47+02:00,2026-04-15 08:23:00+02:00,2026-04-15 08:17:20+02:00,2026-04-15 08:14:30+02:00,2026-04-15 08:11:00+02:00,2026-04-15 08:08:10+02:00,2026-04-15 08:06:00+02:00,2026-04-15 08:03:50+02:00,2026-04-15 08:00:10+02:00,2026-04-15 07:57:20+02:00,2026-04-15 07:55:20+02:00,,,,,,,2026-04-15 07:55:04.042976+02:00
PAGE06,,,,,2026-04-15 09:31:18+02:00,2026-04-15 09:28:10+02:00,2026-04-15 09:26:12+02:00,2026-04-15 09:24:20+02:00,2026-04-15 09:22:23+02:00,2026-04-15 09:20:00+02:00,,,,2026-04-15 09:14:09+02:00,,,,2026-04-15 09:07:34+02:00,2026-04-15 09:05:39+02:00,,2026-04-15 09:02:44+02:00,2026-04-15 09:00:01+02:00,2026-04-15 08:58:13+02:00,2026-04-15 08:56:05+02:00,2026-04-15 08:54:09+02:00,2026-04-15 08:52:27+02:00,2026-04-15 08:49:54+02:00,2026-04-15 08:47:36+02:00,2026-04-15 08:46:01+02:00,2026-04-15 08:44:09+02:00,2026-04-15 08:41:47+02:00,2026-04-15 08:38:00+02:00,2026-04-15 08:32:20+02:00,2026-04-15 08:29:30+02:00,2026-04-15 08:26:00+02:00,2026-04-15 08:23:10+02:00,2026-04-15 08:21:00+02:00,2026-04-15 08:18:50+02:00,,,,,,2026-04-15 08:15:10+02:00,2026-04-15 08:12:00+02:00,2026-04-15 08:08:50+02:00,2026-04-15 08:05:00+02:00,2026-04-15 07:55:04.042976+02:00
EMMY13,,,,,,,,,2026-04-15 08:06:31+02:00,2026-04-15 08:08:45+02:00,2026-04-15 08:10:47+02:00,2026-04-15 08:13:21+02:00,2026-04-15 08:15:12+02:00,2026-04-15 08:17:44+02:00,,2026-04-15 08:20:54+02:00,2026-04-15 08:22:24+02:00,2026-04-15 08:24:40+02:00,2026-04-15 08:26:26+02:00,,2026-04-15 08:29:17+02:00,2026-04-15 08:31:46+02:00,2026-04-15 08:33:31+02:00,2026-04-15 08:35:34+02:00,2026-04-15 08:37:21+02:00,2026-04-15 08:39:12+02:00,2026-04-15 08:42:02+02:00,2026-04-15 08:43:49+02:00,2026-04-15 08:45:23+02:00,2026-04-15 08:47:59+02:00,2026-04-15 08:50:00+02:00,2026-04-15 08:54:00+02:00,2026-04-15 08:59:10+02:00,2026-04-15 09:01:40+02:00,2026-04-15 09:04:50+02:00,2026-04-15 09:07:30+02:00,2026-04-15 09:09:40+02:00,2026-04-15 09:12:10+02:00,2026-04-15 09:15:30+02:00,2026-04-15 09:18:00+02:00,2026-04-15 09:20:20+02:00,2026-04-15 09:26:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
KLAC10,,,,,,,,,,,,,,,2026-04-15 09:19:12+02:00,2026-04-15 09:17:23+02:00,,2026-04-15 09:14:35+02:00,2026-04-15 09:12:40+02:00,2026-04-15 09:10:46+02:00,2026-04-15 09:08:54+02:00,2026-04-15 09:06:11+02:00,2026-04-15 09:04:23+02:00,2026-04-15 09:02:15+02:00,2026-04-15 09:00:19+02:00,2026-04-15 08:58:32+02:00,2026-04-15 08:55:54+02:00,2026-04-15 08:53:36+02:00,2026-04-15 08:52:01+02:00,2026-04-15 08:50:09+02:00,2026-04-15 08:47:47+02:00,2026-04-15 08:44:00+02:00,2026-04-15 08:38:20+02:00,2026-04-15 08:35:30+02:00,2026-04-15 08:32:00+02:00,2026-04-15 08:29:10+02:00,2026-04-15 08:27:00+02:00,2026-04-15 08:24:50+02:00,,,,,,2026-04-15 08:21:10+02:00,2026-04-15 08:18:00+02:00,2026-04-15 08:14:50+02:00,2026-04-15 08:11:00+02:00,2026-04-15 07:55:04.042976+02:00
KLEE92,,,,,,,,,,,,,,,2026-04-15 08:55:12+02:00,2026-04-15 08:53:23+02:00,,2026-04-15 08:50:35+02:00,2026-04-15 08:48:40+02:00,2026-04-15 08:46:46+02:00,2026-04-15 08:44:54+02:00,2026-04-15 08:42:11+02:00,2026-04-15 08:40:23+02:00,2026-04-15 08:38:15+02:00,2026-04-15 08:36:19+02:00,2026-04-15 08:34:32+02:00,2026-04-15 08:31:54+02:00,2026-04-15 08:29:36+02:00,2026-04-15 08:28:01+02:00,2026-04-15 08:26:09+02:00,2026-04-15 08:23:47+02:00,2026-04-15 08:20:00+02:00,2026-04-15 08:14:20+02:00,2026-04-15 08:11:30+02:00,2026-04-15 08:08:00+02:00,2026-04-15 08:05:10+02:00,2026-04-15 08:03:00+02:00,2026-04-15 08:00:50+02:00,,,,,,2026-04-15 07:57:10+02:00,,,,2026-04-15 07:55:04.042976+02:00
EPAF43,,,,2026-04-15 08:51:55+02:00,2026-04-15 08:55:06+02:00,2026-04-15 08:58:13+02:00,2026-04-15 08:59:59+02:00,2026-04-15 09:01:41+02:00,2026-04-15 09:04:21+02:00,2026-04-15 09:06:25+02:00,2026-04-15 09:08:22+02:00,2026-04-15 09:10:51+02:00,2026-04-15 09:12:42+02:00,2026-04-15 09:15:24+02:00,,,,2026-04-15 09:20:19+02:00,2026-04-15 09:21:55+02:00,,2026-04-15 09:24:46+02:00,,,,,2026-04-15 09:30:32+02:00,2026-04-15 09:33:22+02:00,2026-04-15 09:35:09+02:00,2026-04-15 09:36:43+02:00,2026-04-15 09:39:09+02:00,2026-04-15 09:41:00+02:00,2026-04-15 09:45:00+02:00,2026-04-15 09:50:10+02:00,2026-04-15 09:52:40+02:00,2026-04-15 09:55:50+02:00,2026-04-15 09:58:30+02:00,2026-04-15 10:00:40+02:00,2026-04-15 10:03:10+02:00,2026-04-15 10:06:20+02:00,2026-04-15 10:08:50+02:00,2026-04-15 10:11:10+02:00,2026-04-15 10:16:50+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
PAUL48,,,,,2026-04-15 08:07:18+02:00,2026-04-15 08:04:10+02:00,2026-04-15 08:02:12+02:00,2026-04-15 08:00:20+02:00,2026-04-15 07:58:23+02:00,2026-04-15 07:56:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
PAUL80,,,,,2026-04-15 08:55:18+02:00,2026-04-15 08:52:10+02:00,2026-04-15 08:50:12+02:00,2026-04-15 08:48:20+02:00,2026-04-15 08:46:23+02:00,2026-04-15 08:44:00+02:00,,,,2026-04-15 08:38:09+02:00,,,,2026-04-15 08:31:34+02:00,2026-04-15 08:29:39+02:00,,2026-04-15 08:26:44+02:00,2026-04-15 08:24:01+02:00,2026-04-15 08:22:13+02:00,2026-04-15 08:20:05+02:00,2026-04-15 08:18:09+02:00,2026-04-15 08:16:27+02:00,2026-04-15 08:13:54+02:00,2026-04-15 08:11:36+02:00,2026-04-15 08:10:01+02:00,2026-04-15 08:08:09+02:00,2026-04-15 08:05:47+02:00,2026-04-15 08:02:00+02:00,2026-04-15 07:56:20+02:00,,,,,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
EMMY21,,,,,,,,,2026-04-15 08:18:31+02:00,2026-04-15 08:20:45+02:00,2026-04-15 08:22:47+02:00,2026-04-15 08:25:21+02:00,2026-04-15 08:27:12+02:00,2026-04-15 08:29:44+02:00,,2026-04-15 08:32:54+02:00,2026-04-15 08:34:24+02:00,2026-04-15 08:36:40+02:00,2026-04-15 08:38:26+02:00,,2026-04-15 08:41:17+02:00,2026-04-15 08:43:46+02:00,2026-04-15 08:45:31+02:00,2026-04-15 08:47:34+02:00,2026-04-15 08:49:21+02:00,2026-04-15 08:51:12+02:00,2026-04-15 08:54:02+02:00,2026-04-15 08:55:49+02:00,2026-04-15 08:57:23+02:00,2026-04-15 08:59:59+02:00,2026-04-15 09:02:00+02:00,2026-04-15 09:06:00+02:00,2026-04-15 09:11:10+02:00,2026-04-15 09:13:40+02:00,2026-04-15 09:16:50+02:00,2026-04-15 09:19:30+02:00,2026-04-15 09:21:40+02:00,2026-04-15 09:24:10+02:00,2026-04-15 09:27:30+02:00,2026-04-15 09:30:00+02:00,2026-04-15 09:32:20+02:00,2026-04-15 09:38:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
GUIZ03,,,,,,,,,,,,,,2026-04-15 08:01:33+02:00,2026-04-15 08:03:48+02:00,2026-04-15 08:05:46+02:00,,2026-04-15 08:08:39+02:00,2026-04-15 08:10:25+02:00,2026-04-15 08:12:08+02:00,2026-04-15 08:14:17+02:00,2026-04-15 08:16:46+02:00,2026-04-15 08:18:31+02:00,2026-04-15 08:20:34+02:00,2026-04-15 08:22:21+02:00,2026-04-15 08:24:12+02:00,2026-04-15 08:27:02+02:00,2026-04-15 08:28:49+02:00,2026-04-15 08:30:23+02:00,2026-04-15 08:32:59+02:00,2026-04-15 08:35:00+02:00,2026-04-15 08:39:00+02:00,2026-04-15 08:44:10+02:00,2026-04-15 08:46:40+02:00,2026-04-15 08:49:50+02:00,2026-04-15 08:52:30+02:00,2026-04-15 08:54:40+02:00,,,,,,,,,,,2026-04-15 07:55:04.042976+02:00
ELOI01,2026-04-15 08:04:33+02:00,2026-04-15 08:07:04+02:00,2026-04-15 08:08:48+02:00,,,,,,,,,,,,,,,,,,2026-04-15 08:11:06+02:00,2026-04-15 08:13:41+02:00,2026-04-15 08:15:26+02:00,2026-04-15 08:17:29+02:00,2026-04-15 08:19:16+02:00,2026-04-15 08:21:12+02:00,2026-04-15 08:24:02+02:00,2026-04-15 08:25:49+02:00,2026-04-15 08:27:23+02:00,2026-04-15 08:29:59+02:00,2026-04-15 08:32:00+02:00,2026-04-15 08:36:00+02:00,2026-04-15 08:41:10+02:00,2026-04-15 08:43:40+02:00,2026-04-15 08:46:50+02:00,2026-04-15 08:49:30+02:00,2026-04-15 08:51:40+02:00,2026-04-15 08:54:10+02:00,2026-04-15 08:57:30+02:00,2026-04-15 09:00:00+02:00,2026-04-15 09:02:20+02:00,2026-04-15 09:08:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
IVAN99,,,,,,,,,,,,,2026-04-15 07:55:38+02:00,2026-04-15 07:58:20+02:00,,,,2026-04-15 08:03:15+02:00,2026-04-15 08:05:06+02:00,,2026-04-15 08:08:07+02:00,2026-04-15 08:10:36+02:00,2026-04-15 08:12:26+02:00,2026-04-15 08:14:29+02:00,2026-04-15 08:16:16+02:00,2026-04-15 08:18:12+02:00,2026-04-15 08:21:02+02:00,2026-04-15 08:22:49+02:00,2026-04-15 08:24:23+02:00,2026-04-15 08:26:59+02:00,2026-04-15 08:29:00+02:00,2026-04-15 08:33:00+02:00,2026-04-15 08:38:10+02:00,2026-04-15 08:40:40+02:00,2026-04-15 08:43:50+02:00,2026-04-15 08:46:30+02:00,2026-04-15 08:48:40+02:00,2026-04-15 08:51:20+02:00,,,,,,2026-04-15 08:54:40+02:00,2026-04-15 08:57:30+02:00,2026-04-15 09:00:40+02:00,,2026-04-15 07:55:04.042976+02:00
EMMY05,,,,,,,,,,2026-04-15 07:56:45+02:00,2026-04-15 07:58:47+02:00,2026-04-15 08:01:21+02:00,2026-04-15 08:03:12+02:00,2026-04-15 08:05:44+02:00,,2026-04-15 08:08:54+02:00,2026-04-15 08:10:24+02:00,2026-04-15 08:12:40+02:00,2026-04-15 08:14:26+02:00,,2026-04-15 08:17:17+02:00,2026-04-15 08:19:46+02:00,2026-04-15 08:21:31+02:00,2026-04-15 08:23:34+02:00,2026-04-15 08:25:21+02:00,2026-04-15 08:27:12+02:00,2026-04-15 08:30:02+02:00,2026-04-15 08:31:49+02:00,2026-04-15 08:33:23+02:00,2026-04-15 08:35:59+02:00,2026-04-15 08:38:00+02:00,2026-04-15 08:42:00+02:00,2026-04-15 08:47:10+02:00,2026-04-15 08:49:40+02:00,2026-04-15 08:52:50+02:00,2026-04-15 08:55:30+02:00,2026-04-15 08:57:40+02:00,2026-04-15 09:00:10+02:00,2026-04-15 09:03:30+02:00,2026-04-15 09:06:00+02:00,2026-04-15 09:08:20+02:00,2026-04-15 09:14:00+02:00,,,,,,2026-04-15 07:55:04.042976+02:00
