mission,type_mission,destination,robinson,fontenay_aux_roses,sceaux,saint_remy_les_chevreuse,courcelle_sur_yvette,gif_sur_yvette,la_hacquiniere,bures_sur_yvette,orsay_ville,le_guichet,lozere,palaiseau_villebon,palaiseau,massy_palaiseau,massy_verrieres,les_baconnets,fontaine_michalon,antony,la_croix_de_berny,parc_de_sceaux,bourg_la_reine,bagneux,arcueil_cachan,laplace,gentilly,cite_universitaire,denfert_rochereau,port_royal,luxembourg,saint_michel_notre_dame,chatelet_les_halles,gare_du_nord,la_plaine_stade_de_france,la_courneuve_aubervilliers,le_bourget,drancy,le_blanc_mesnil,aulnay_sous_bois,sevran_beaudottes,villepinte,parc_des_expositions,aeroport_cdg_1_rer,aeroport_charles_de_gaulle_2,sevran_livry,vert_galant,villeparisis_mitry_le_neuf,mitry_claye,gare_depart,nb_arrets_desservis,date_observation
KLEE52,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 07:56:23+02:00,2026-04-17 07:54:19+02:00,,2026-04-17 07:51:26+02:00,2026-04-17 07:49:41+02:00,2026-04-17 07:47:57+02:00,2026-04-17 07:45:45+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,Bourg-la-Reine,6,2026-04-17 07:45:01.962854+02:00
KFON26,KFON,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 09:42:43+02:00,2026-04-17 09:40:59+02:00,2026-04-17 09:39:35+02:00,2026-04-17 09:37:15+02:00,2026-04-17 09:35:35+02:00,2026-04-17 09:33:56+02:00,2026-04-17 09:31:44+02:00,2026-04-17 09:29:21+02:00,2026-04-17 09:27:43+02:00,2026-04-17 09:25:45+02:00,2026-04-17 09:23:59+02:00,2026-04-17 09:22:02+02:00,2026-04-17 09:19:14+02:00,2026-04-17 09:17:26+02:00,2026-04-17 09:15:51+02:00,2026-04-17 09:13:29+02:00,2026-04-17 09:11:07+02:00,2026-04-17 09:08:00+02:00,2026-04-17 09:02:20+02:00,2026-04-17 08:59:30+02:00,2026-04-17 08:56:00+02:00,2026-04-17 08:53:10+02:00,2026-04-17 08:51:00+02:00,2026-04-17 08:48:50+02:00,,,,,,2026-04-17 08:45:10+02:00,2026-04-17 08:42:00+02:00,2026-04-17 08:38:50+02:00,2026-04-17 08:35:00+02:00,Mitry - Claye,28,2026-04-17 07:45:01.962854+02:00
LORE90,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 09:04:13+02:00,2026-04-17 09:01:52+02:00,2026-04-17 08:58:59+02:00,2026-04-17 08:56:54+02:00,2026-04-17 08:53:42+02:00,,2026-04-17 08:50:23+02:00,2026-04-17 08:48:39+02:00,2026-04-17 08:46:19+02:00,2026-04-17 08:44:24+02:00,,2026-04-17 08:41:29+02:00,2026-04-17 08:38:51+02:00,2026-04-17 08:37:03+02:00,2026-04-17 08:34:55+02:00,2026-04-17 08:32:59+02:00,2026-04-17 08:31:02+02:00,2026-04-17 08:28:14+02:00,2026-04-17 08:26:26+02:00,2026-04-17 08:24:51+02:00,2026-04-17 08:22:29+02:00,2026-04-17 08:19:22+02:00,2026-04-17 08:17:00+02:00,2026-04-17 08:11:20+02:00,2026-04-17 08:08:30+02:00,2026-04-17 08:05:00+02:00,2026-04-17 08:02:10+02:00,2026-04-17 08:00:00+02:00,2026-04-17 07:57:50+02:00,2026-04-17 07:54:10+02:00,2026-04-17 07:51:20+02:00,2026-04-17 07:49:20+02:00,,,,,,,Parc des Expositions,30,2026-04-17 07:45:01.962854+02:00
GUAD71,GUAD,Aulnay-sous-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:43:46+02:00,2026-04-17 07:46:06+02:00,2026-04-17 07:51:00+02:00,2026-04-17 07:56:10+02:00,2026-04-17 07:58:40+02:00,2026-04-17 08:01:50+02:00,2026-04-17 08:04:30+02:00,2026-04-17 08:06:40+02:00,,,,,,,,,,,Saint-Michel Notre-Dame,8,2026-04-17 07:45:01.962854+02:00
PUMA38,PUMA,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 07:55:28+02:00,2026-04-17 07:52:15+02:00,2026-04-17 07:50:22+02:00,2026-04-17 07:48:30+02:00,2026-04-17 07:46:13+02:00,2026-04-17 07:43:55+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Le Guichet,6,2026-04-17 07:45:01.962854+02:00
ELOI09,ELOI,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 08:16:33+02:00,2026-04-17 08:18:54+02:00,2026-04-17 08:20:38+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:22:36+02:00,2026-04-17 08:25:31+02:00,2026-04-17 08:27:11+02:00,2026-04-17 08:29:19+02:00,2026-04-17 08:31:06+02:00,2026-04-17 08:32:42+02:00,2026-04-17 08:35:22+02:00,2026-04-17 08:37:39+02:00,2026-04-17 08:39:13+02:00,2026-04-17 08:41:19+02:00,2026-04-17 08:43:39+02:00,2026-04-17 08:48:00+02:00,2026-04-17 08:53:10+02:00,2026-04-17 08:55:40+02:00,2026-04-17 08:58:50+02:00,2026-04-17 09:01:30+02:00,2026-04-17 09:03:40+02:00,2026-04-17 09:06:10+02:00,2026-04-17 09:09:30+02:00,2026-04-17 09:12:00+02:00,2026-04-17 09:14:20+02:00,2026-04-17 09:20:00+02:00,,,,,,Robinson,25,2026-04-17 07:45:01.962854+02:00
STIN78,STIN,Robinson,,2026-04-17 08:27:21+02:00,2026-04-17 08:25:36+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:23:24+02:00,2026-04-17 08:20:51+02:00,2026-04-17 08:19:03+02:00,2026-04-17 08:16:55+02:00,2026-04-17 08:14:59+02:00,2026-04-17 08:13:02+02:00,2026-04-17 08:10:14+02:00,2026-04-17 08:08:26+02:00,2026-04-17 08:06:51+02:00,2026-04-17 08:04:29+02:00,2026-04-17 08:02:07+02:00,2026-04-17 07:59:40+02:00,2026-04-17 07:54:00+02:00,2026-04-17 07:51:10+02:00,2026-04-17 07:47:40+02:00,2026-04-17 07:44:50+02:00,,,,,,,,,,,,Drancy,18,2026-04-17 07:45:01.962854+02:00
EMMY21,EMMY,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-17 08:18:31+02:00,2026-04-17 08:20:35+02:00,2026-04-17 08:22:42+02:00,2026-04-17 08:25:11+02:00,2026-04-17 08:27:02+02:00,2026-04-17 08:29:14+02:00,,2026-04-17 08:32:44+02:00,2026-04-17 08:34:19+02:00,2026-04-17 08:36:20+02:00,2026-04-17 08:38:11+02:00,,2026-04-17 08:40:57+02:00,2026-04-17 08:43:36+02:00,2026-04-17 08:45:16+02:00,2026-04-17 08:47:24+02:00,2026-04-17 08:49:11+02:00,2026-04-17 08:50:47+02:00,2026-04-17 08:53:22+02:00,2026-04-17 08:55:39+02:00,2026-04-17 08:57:13+02:00,2026-04-17 08:59:19+02:00,2026-04-17 09:01:39+02:00,2026-04-17 09:06:00+02:00,2026-04-17 09:11:10+02:00,2026-04-17 09:13:40+02:00,2026-04-17 09:16:50+02:00,2026-04-17 09:19:30+02:00,2026-04-17 09:21:40+02:00,2026-04-17 09:24:10+02:00,2026-04-17 09:27:30+02:00,2026-04-17 09:30:00+02:00,2026-04-17 09:32:20+02:00,2026-04-17 09:38:00+02:00,,,,,,Orsay Ville,32,2026-04-17 07:45:01.962854+02:00
IDOR41,IDOR,Mitry - Claye,,,,2026-04-17 08:38:56+02:00,2026-04-17 08:41:57+02:00,2026-04-17 08:45:04+02:00,2026-04-17 08:47:00+02:00,2026-04-17 08:48:52+02:00,2026-04-17 08:51:22+02:00,2026-04-17 08:53:46+02:00,2026-04-17 08:55:53+02:00,2026-04-17 08:58:27+02:00,2026-04-17 09:00:18+02:00,2026-04-17 09:02:30+02:00,2026-04-17 09:05:15+02:00,2026-04-17 09:07:13+02:00,2026-04-17 09:08:48+02:00,2026-04-17 09:10:54+02:00,2026-04-17 09:12:55+02:00,2026-04-17 09:14:53+02:00,2026-04-17 09:16:47+02:00,2026-04-17 09:19:36+02:00,2026-04-17 09:21:16+02:00,2026-04-17 09:23:24+02:00,2026-04-17 09:25:11+02:00,2026-04-17 09:26:47+02:00,2026-04-17 09:29:22+02:00,2026-04-17 09:31:39+02:00,2026-04-17 09:33:13+02:00,2026-04-17 09:35:19+02:00,2026-04-17 09:37:39+02:00,2026-04-17 09:42:00+02:00,2026-04-17 09:47:10+02:00,2026-04-17 09:49:40+02:00,2026-04-17 09:52:50+02:00,2026-04-17 09:55:30+02:00,2026-04-17 09:57:40+02:00,2026-04-17 10:00:20+02:00,,,,,,2026-04-17 10:03:40+02:00,2026-04-17 10:06:30+02:00,2026-04-17 10:09:40+02:00,,Saint-Rémy-lès-Chevreuse,38,2026-04-17 07:45:01.962854+02:00
LORE58,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:19:29+02:00,2026-04-17 08:17:08+02:00,2026-04-17 08:14:15+02:00,2026-04-17 08:12:10+02:00,2026-04-17 08:08:58+02:00,,2026-04-17 08:05:39+02:00,2026-04-17 08:03:55+02:00,2026-04-17 08:01:35+02:00,2026-04-17 07:59:40+02:00,,2026-04-17 07:56:45+02:00,2026-04-17 07:54:07+02:00,2026-04-17 07:52:19+02:00,2026-04-17 07:50:11+02:00,2026-04-17 07:48:15+02:00,2026-04-17 07:46:18+02:00,2026-04-17 07:43:30+02:00,,,,,,,,,,,,,,,,,,,,,Denfert-Rochereau,16,2026-04-17 07:45:01.962854+02:00
PAUL48,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:06:23+02:00,2026-04-17 08:03:10+02:00,2026-04-17 08:01:17+02:00,2026-04-17 07:59:25+02:00,2026-04-17 07:57:08+02:00,2026-04-17 07:54:50+02:00,,,,2026-04-17 07:47:24+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massy - Palaiseau,7,2026-04-17 07:45:01.962854+02:00
GUIZ03,GUIZ,Aulnay-sous-Bois,,,,,,,,,,,,,,2026-04-17 08:01:33+02:00,2026-04-17 08:03:38+02:00,2026-04-17 08:05:36+02:00,,2026-04-17 08:08:14+02:00,2026-04-17 08:10:10+02:00,2026-04-17 08:12:03+02:00,2026-04-17 08:13:57+02:00,2026-04-17 08:16:36+02:00,2026-04-17 08:18:16+02:00,2026-04-17 08:20:24+02:00,2026-04-17 08:22:11+02:00,2026-04-17 08:23:47+02:00,2026-04-17 08:26:22+02:00,2026-04-17 08:28:39+02:00,2026-04-17 08:30:13+02:00,2026-04-17 08:32:19+02:00,2026-04-17 08:34:39+02:00,2026-04-17 08:39:00+02:00,2026-04-17 08:44:10+02:00,2026-04-17 08:46:40+02:00,2026-04-17 08:49:50+02:00,2026-04-17 08:52:30+02:00,2026-04-17 08:54:40+02:00,,,,,,,,,,,Massy - Palaiseau,23,2026-04-17 07:45:01.962854+02:00
EMIR89,EMIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,2026-04-17 07:44:13+02:00,2026-04-17 07:45:48+02:00,2026-04-17 07:47:49+02:00,2026-04-17 07:49:40+02:00,,2026-04-17 07:52:26+02:00,2026-04-17 07:55:05+02:00,2026-04-17 07:56:45+02:00,2026-04-17 07:58:53+02:00,2026-04-17 08:00:40+02:00,2026-04-17 08:02:16+02:00,2026-04-17 08:04:51+02:00,2026-04-17 08:07:08+02:00,2026-04-17 08:08:42+02:00,2026-04-17 08:10:48+02:00,2026-04-17 08:13:08+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:23:10+02:00,2026-04-17 08:25:40+02:00,2026-04-17 08:28:50+02:00,2026-04-17 08:31:30+02:00,2026-04-17 08:33:40+02:00,2026-04-17 08:36:10+02:00,2026-04-17 08:39:30+02:00,2026-04-17 08:42:00+02:00,2026-04-17 08:44:20+02:00,2026-04-17 08:50:00+02:00,,,,,,Les Baconnets,26,2026-04-17 07:45:01.962854+02:00
LORE74,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:40:13+02:00,2026-04-17 08:37:52+02:00,2026-04-17 08:34:59+02:00,2026-04-17 08:32:54+02:00,2026-04-17 08:29:42+02:00,,2026-04-17 08:26:23+02:00,2026-04-17 08:24:39+02:00,2026-04-17 08:22:19+02:00,2026-04-17 08:20:24+02:00,,2026-04-17 08:17:29+02:00,2026-04-17 08:14:51+02:00,2026-04-17 08:13:03+02:00,2026-04-17 08:10:55+02:00,2026-04-17 08:08:59+02:00,2026-04-17 08:07:02+02:00,2026-04-17 08:04:14+02:00,2026-04-17 08:02:26+02:00,2026-04-17 08:00:51+02:00,2026-04-17 07:58:29+02:00,2026-04-17 07:56:25+02:00,2026-04-17 07:53:18+02:00,2026-04-17 07:47:38+02:00,,,,,,,,,,,,,,,La Plaine Stade de France,22,2026-04-17 07:45:01.962854+02:00
PAUL96,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:19:18+02:00,2026-04-17 09:16:05+02:00,2026-04-17 09:14:07+02:00,2026-04-17 09:12:10+02:00,2026-04-17 09:09:53+02:00,2026-04-17 09:07:35+02:00,,,,2026-04-17 09:00:09+02:00,,,,2026-04-17 08:55:09+02:00,2026-04-17 08:53:14+02:00,,2026-04-17 08:50:19+02:00,2026-04-17 08:47:41+02:00,2026-04-17 08:45:53+02:00,2026-04-17 08:43:45+02:00,2026-04-17 08:41:54+02:00,2026-04-17 08:40:02+02:00,2026-04-17 08:37:14+02:00,2026-04-17 08:35:26+02:00,2026-04-17 08:33:51+02:00,2026-04-17 08:31:29+02:00,2026-04-17 08:29:07+02:00,2026-04-17 08:26:00+02:00,2026-04-17 08:20:20+02:00,2026-04-17 08:17:30+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:11:10+02:00,2026-04-17 08:09:00+02:00,2026-04-17 08:06:50+02:00,,,,,,2026-04-17 08:03:10+02:00,2026-04-17 08:00:00+02:00,2026-04-17 07:56:50+02:00,2026-04-17 07:53:00+02:00,Mitry - Claye,31,2026-04-17 07:45:01.962854+02:00
LORD08,LORD,Orsay-Ville,,,,,,,,,,2026-04-17 09:28:13+02:00,2026-04-17 09:25:52+02:00,2026-04-17 09:22:59+02:00,2026-04-17 09:20:54+02:00,2026-04-17 09:17:42+02:00,,2026-04-17 09:14:23+02:00,2026-04-17 09:12:39+02:00,2026-04-17 09:10:19+02:00,2026-04-17 09:08:24+02:00,,2026-04-17 09:05:29+02:00,2026-04-17 09:02:51+02:00,2026-04-17 09:01:03+02:00,2026-04-17 08:58:55+02:00,2026-04-17 08:56:59+02:00,2026-04-17 08:55:02+02:00,2026-04-17 08:52:14+02:00,2026-04-17 08:50:26+02:00,2026-04-17 08:48:51+02:00,2026-04-17 08:46:29+02:00,2026-04-17 08:44:07+02:00,2026-04-17 08:41:00+02:00,2026-04-17 08:35:20+02:00,2026-04-17 08:32:30+02:00,2026-04-17 08:29:00+02:00,2026-04-17 08:26:10+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:21:50+02:00,2026-04-17 08:18:10+02:00,2026-04-17 08:15:20+02:00,2026-04-17 08:13:20+02:00,2026-04-17 08:08:00+02:00,2026-04-17 08:00:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-17 07:45:01.962854+02:00
LORE82,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 08:53:22+02:00,2026-04-17 08:51:01+02:00,2026-04-17 08:48:08+02:00,2026-04-17 08:46:03+02:00,2026-04-17 08:42:51+02:00,,2026-04-17 08:39:32+02:00,2026-04-17 08:37:48+02:00,2026-04-17 08:35:28+02:00,2026-04-17 08:33:33+02:00,,2026-04-17 08:30:38+02:00,2026-04-17 08:28:00+02:00,2026-04-17 08:26:12+02:00,2026-04-17 08:24:04+02:00,2026-04-17 08:22:08+02:00,2026-04-17 08:20:11+02:00,2026-04-17 08:17:23+02:00,2026-04-17 08:15:35+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:11:38+02:00,2026-04-17 08:09:16+02:00,2026-04-17 08:06:09+02:00,2026-04-17 08:00:29+02:00,2026-04-17 07:57:39+02:00,2026-04-17 07:54:09+02:00,2026-04-17 07:51:19+02:00,2026-04-17 07:49:09+02:00,2026-04-17 07:46:59+02:00,,,,,,,,,,Aulnay-sous-Bois,27,2026-04-17 07:45:01.962854+02:00
SORI30,SORI,Robinson,,2026-04-17 09:42:21+02:00,2026-04-17 09:40:36+02:00,,,,,,,,,,,,,,,,,,2026-04-17 09:38:24+02:00,2026-04-17 09:35:51+02:00,2026-04-17 09:34:03+02:00,2026-04-17 09:31:55+02:00,2026-04-17 09:29:59+02:00,2026-04-17 09:28:02+02:00,2026-04-17 09:25:14+02:00,2026-04-17 09:23:26+02:00,2026-04-17 09:21:51+02:00,2026-04-17 09:19:29+02:00,2026-04-17 09:17:07+02:00,2026-04-17 09:14:00+02:00,2026-04-17 09:08:20+02:00,2026-04-17 09:05:30+02:00,2026-04-17 09:02:00+02:00,2026-04-17 08:59:10+02:00,2026-04-17 08:57:00+02:00,2026-04-17 08:54:50+02:00,,,,,,2026-04-17 08:51:10+02:00,2026-04-17 08:48:00+02:00,2026-04-17 08:44:50+02:00,2026-04-17 08:41:00+02:00,Mitry - Claye,24,2026-04-17 07:45:01.962854+02:00
LORE98,LORE,Orsay-Ville,,,,,,,,,,2026-04-17 09:16:13+02:00,2026-04-17 09:13:52+02:00,2026-04-17 09:10:59+02:00,2026-04-17 09:08:54+02:00,2026-04-17 09:05:42+02:00,,2026-04-17 09:02:23+02:00,2026-04-17 09:00:39+02:00,2026-04-17 08:58:19+02:00,2026-04-17 08:56:24+02:00,,2026-04-17 08:53:29+02:00,2026-04-17 08:50:51+02:00,2026-04-17 08:49:03+02:00,2026-04-17 08:46:55+02:00,2026-04-17 08:44:59+02:00,2026-04-17 08:43:02+02:00,2026-04-17 08:40:14+02:00,2026-04-17 08:38:26+02:00,2026-04-17 08:36:51+02:00,2026-04-17 08:34:29+02:00,2026-04-17 08:32:07+02:00,2026-04-17 08:29:00+02:00,2026-04-17 08:23:20+02:00,2026-04-17 08:20:30+02:00,2026-04-17 08:17:00+02:00,2026-04-17 08:14:10+02:00,2026-04-17 08:12:00+02:00,2026-04-17 08:09:50+02:00,2026-04-17 08:06:10+02:00,2026-04-17 08:03:20+02:00,2026-04-17 08:01:20+02:00,2026-04-17 07:56:00+02:00,2026-04-17 07:48:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-17 07:45:01.962854+02:00
IVAN67,IVAN,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:46:57+02:00,2026-04-17 07:52:07+02:00,2026-04-17 07:54:37+02:00,2026-04-17 07:57:47+02:00,2026-04-17 08:00:27+02:00,2026-04-17 08:02:37+02:00,2026-04-17 08:05:17+02:00,,,,,,2026-04-17 08:08:37+02:00,2026-04-17 08:11:27+02:00,2026-04-17 08:14:37+02:00,,Gare du Nord,10,2026-04-17 07:45:01.962854+02:00
ELFE77,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:44:39+02:00,2026-04-17 07:47:19+02:00,2026-04-17 07:49:36+02:00,2026-04-17 07:51:10+02:00,2026-04-17 07:53:16+02:00,2026-04-17 07:55:36+02:00,2026-04-17 08:00:00+02:00,2026-04-17 08:05:10+02:00,2026-04-17 08:07:40+02:00,2026-04-17 08:10:50+02:00,2026-04-17 08:13:30+02:00,2026-04-17 08:15:40+02:00,2026-04-17 08:18:10+02:00,2026-04-17 08:21:30+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:26:20+02:00,2026-04-17 08:32:00+02:00,,,,,,Cité Universitaire,17,2026-04-17 07:45:01.962854+02:00
KLEE44,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-04-17 07:45:01.962854+02:00
EAST49,EAST,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:50:00+02:00,,,,,,Aéroport CDG 1 (Terminal 3) - RER,1,2026-04-17 07:45:01.962854+02:00
KLEE60,KLEE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 08:10:58+02:00,2026-04-17 08:08:54+02:00,,2026-04-17 08:06:01+02:00,2026-04-17 08:04:16+02:00,2026-04-17 08:02:32+02:00,2026-04-17 08:00:20+02:00,2026-04-17 07:57:42+02:00,2026-04-17 07:55:54+02:00,2026-04-17 07:53:46+02:00,2026-04-17 07:51:50+02:00,2026-04-17 07:49:53+02:00,2026-04-17 07:47:05+02:00,2026-04-17 07:45:17+02:00,,,,,,,,,,,,,,,,,,,,Port Royal,13,2026-04-17 07:45:01.962854+02:00
ELFE53,ELFE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 07:45:30+02:00,2026-04-17 07:48:00+02:00,2026-04-17 07:50:20+02:00,2026-04-17 07:56:00+02:00,,,,,,Sevran Beaudottes,4,2026-04-17 07:45:01.962854+02:00
PAUL56,PAUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 08:23:04+02:00,2026-04-17 08:19:51+02:00,2026-04-17 08:17:58+02:00,2026-04-17 08:16:06+02:00,2026-04-17 08:13:49+02:00,2026-04-17 08:11:31+02:00,,,,2026-04-17 08:04:05+02:00,,,,2026-04-17 07:59:05+02:00,2026-04-17 07:57:10+02:00,,2026-04-17 07:54:15+02:00,2026-04-17 07:51:37+02:00,2026-04-17 07:49:49+02:00,2026-04-17 07:47:41+02:00,2026-04-17 07:45:50+02:00,,,,,,,,,,,,,,,,,,,,,,,Gentilly,14,2026-04-17 07:45:01.962854+02:00
EMMY05,EMMY,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-04-17 07:54:31+02:00,2026-04-17 07:56:35+02:00,2026-04-17 07:58:42+02:00,2026-04-17 08:01:11+02:00,2026-04-17 08:03:02+02:00,2026-04-17 08:05:14+02:00,,2026-04-17 08:08:44+02:00,2026-04-17 08:10:19+02:00,2026-04-17 08:12:20+02:00,2026-04-17 08:14:11+02:00,,2026-04-17 08:16:57+02:00,2026-04-17 08:19:36+02:00,2026-04-17 08:21:16+02:00,2026-04-17 08:23:24+02:00,2026-04-17 08:25:11+02:00,2026-04-17 08:26:47+02:00,2026-04-17 08:29:22+02:00,2026-04-17 08:31:39+02:00,2026-04-17 08:33:13+02:00,2026-04-17 08:35:19+02:00,2026-04-17 08:37:39+02:00,2026-04-17 08:42:00+02:00,2026-04-17 08:47:10+02:00,2026-04-17 08:49:40+02:00,2026-04-17 08:52:50+02:00,2026-04-17 08:55:30+02:00,2026-04-17 08:57:40+02:00,2026-04-17 09:00:10+02:00,2026-04-17 09:03:30+02:00,2026-04-17 09:06:00+02:00,2026-04-17 09:08:20+02:00,2026-04-17 09:14:00+02:00,,,,,,Orsay Ville,32,2026-04-17 07:45:01.962854+02:00
STRI12,STRI,Robinson,,2026-04-17 09:15:21+02:00,2026-04-17 09:13:36+02:00,,,,,,,,,,,,,,,,,,2026-04-17 09:11:24+02:00,2026-04-17 09:08:51+02:00,2026-04-17 09:07:03+02:00,2026-04-17 09:04:55+02:00,2026-04-17 09:02:59+02:00,2026-04-17 09:01:02+02:00,2026-04-17 08:58:14+02:00,2026-04-17 08:56:26+02:00,2026-04-17 08:54:51+02:00,2026-04-17 08:52:29+02:00,2026-04-17 08:50:07+02:00,2026-04-17 08:47:00+02:00,2026-04-17 08:41:20+02:00,2026-04-17 08:38:30+02:00,2026-04-17 08:35:00+02:00,2026-04-17 08:32:10+02:00,2026-04-17 08:30:00+02:00,2026-04-17 08:27:50+02:00,2026-04-17 08:24:10+02:00,2026-04-17 08:21:20+02:00,2026-04-17 08:19:20+02:00,2026-04-17 08:14:00+02:00,2026-04-17 08:06:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-17 07:45:01.962854+02:00
PAGE14,PAGE,Saint-Rémy-lès-Chevreuse,,,,,2026-04-17 09:43:08+02:00,2026-04-17 09:39:55+02:00,2026-04-17 09:38:02+02:00,2026-04-17 09:36:10+02:00,2026-04-17 09:33:53+02:00,2026-04-17 09:31:35+02:00,,,,2026-04-17 09:24:09+02:00,,,,2026-04-17 09:19:09+02:00,2026-04-17 09:17:14+02:00,,2026-04-17 09:14:19+02:00,2026-04-17 09:11:41+02:00,2026-04-17 09:09:53+02:00,2026-04-17 09:07:45+02:00,2026-04-17 09:05:54+02:00,2026-04-17 09:04:02+02:00,2026-04-17 09:01:14+02:00,2026-04-17 08:59:26+02:00,2026-04-17 08:57:51+02:00,2026-04-17 08:55:29+02:00,2026-04-17 08:53:07+02:00,2026-04-17 08:50:00+02:00,2026-04-17 08:44:20+02:00,2026-04-17 08:41:30+02:00,2026-04-17 08:38:00+02:00,2026-04-17 08:35:10+02:00,2026-04-17 08:33:00+02:00,2026-04-17 08:30:50+02:00,,,,,,2026-04-17 08:27:10+02:00,2026-04-17 08:24:00+02:00,2026-04-17 08:20:50+02:00,2026-04-17 08:17:00+02:00,Mitry - Claye,31,2026-04-17 07:45:01.962854+02:00
KOCQ32,KOCQ,Massy-Palaiseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-04-17 07:45:01.962854+02:00
ELOI25,ELOI,Aéroport Charles de Gaulle 2 (Terminal 2),2026-04-17 08:40:33+02:00,2026-04-17 08:42:54+02:00,2026-04-17 08:44:38+02:00,,,,,,,,,,,,,,,,,,2026-04-17 08:46:36+02:00,2026-04-17 08:49:31+02:00,2026-04-17 08:51:11+02:00,2026-04-17 08:53:19+02:00,2026-04-17 08:55:06+02:00,2026-04-17 08:56:42+02:00,2026-04-17 08:59:22+02:00,2026-04-17 09:01:39+02:00,2026-04-17 09:03:13+02:00,2026-04-17 09:05:19+02:00,2026-04-17 09:07:39+02:00,2026-04-17 09:12:00+02:00,2026-04-17 09:17:10+02:00,2026-04-17 09:19:40+02:00,2026-04-17 09:22:50+02:00,2026-04-17 09:25:30+02:00,2026-04-17 09:27:40+02:00,2026-04-17 09:30:10+02:00,2026-04-17 09:33:30+02:00,2026-04-17 09:36:00+02:00,2026-04-17 09:38:20+02:00,2026-04-17 09:44:00+02:00,,,,,,Robinson,25,2026-04-17 07:45:01.962854+02:00
KLAC10,KLAC,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-17 09:19:07+02:00,2026-04-17 09:17:03+02:00,,2026-04-17 09:14:10+02:00,2026-04-17 09:12:25+02:00,2026-04-17 09:10:41+02:00,2026-04-17 09:08:29+02:00,2026-04-17 09:05:51+02:00,2026-04-17 09:04:03+02:00,2026-04-17 09:01:55+02:00,2026-04-17 08:59:59+02:00,2026-04-17 08:58:02+02:00,2026-04-17 08:55:14+02:00,2026-04-17 08:53:26+02:00,2026-04-17 08:51:51+02:00,2026-04-17 08:49:29+02:00,2026-04-17 08:47:07+02:00,2026-04-17 08:44:00+02:00,2026-04-17 08:38:20+02:00,2026-04-17 08:35:30+02:00,2026-04-17 08:32:00+02:00,2026-04-17 08:29:10+02:00,2026-04-17 08:27:00+02:00,2026-04-17 08:24:50+02:00,,,,,,2026-04-17 08:21:10+02:00,2026-04-17 08:18:00+02:00,2026-04-17 08:14:50+02:00,2026-04-17 08:11:00+02:00,Mitry - Claye,27,2026-04-17 07:45:01.962854+02:00
