mission,direction,heure_re_sceaux,delta_sceaux,heure_re_antony,delta_antony,heure_re_bourg_la_reine,delta_bourg_la_reine,heure_re_chatelet,delta_chatelet,heure_re_aulnay,delta_aulnay,heure_re_cdg1,delta_cdg1,heure_re_vert_galant,delta_vert_galant
ECCI11,Nord,,,2026-04-16 16:11:48+02:00,4.0,2026-04-16 16:17:31+02:00,5.0,2026-04-16 16:38:13+02:00,4.0,2026-04-16 17:05:55+02:00,3.0,2026-04-16 17:19:45+02:00,6.0,,
ICOR13,Nord,,,2026-04-16 16:18:54+02:00,7.0,2026-04-16 16:23:46+02:00,6.0,2026-04-16 16:40:39+02:00,2.0,2026-04-16 17:10:22+02:00,4.0,,,2026-04-16 17:16:32+02:00,10.0
EGRE15,Nord,,,,,,,2026-04-16 16:46:05+02:00,5.0,2026-04-16 17:12:52+02:00,3.0,2026-04-16 17:26:42+02:00,7.0,,
ILAN17,Nord,2026-04-16 16:23:38+02:00,14.0,,,2026-04-16 16:25:36+02:00,2.0,2026-04-16 16:50:34+02:00,4.0,2026-04-16 17:17:15+02:00,4.0,,,2026-04-16 17:23:25+02:00,7.0
EGRE19,Nord,,,,,,,2026-04-16 16:51:26+02:00,1.0,2026-04-16 17:18:10+02:00,1.0,2026-04-16 17:32:00+02:00,5.0,,
INKE21,Nord,,,2026-04-16 16:26:14+02:00,7.0,2026-04-16 16:31:57+02:00,6.0,2026-04-16 16:54:34+02:00,3.0,2026-04-16 17:20:01+02:00,2.0,,,2026-04-16 17:26:11+02:00,3.0
EPIN23,Nord,,,2026-04-16 16:36:12+02:00,10.0,2026-04-16 16:40:39+02:00,0.0,2026-04-16 17:00:26+02:00,6.0,2026-04-16 17:22:47+02:00,3.0,2026-04-16 17:36:37+02:00,5.0,,
IALE25,Nord,,,,,,,2026-04-16 17:03:07+02:00,3.0,2026-04-16 17:25:48+02:00,3.0,,,2026-04-16 17:31:58+02:00,6.0
IALE29,Nord,,,,,,,2026-04-16 17:04:39+02:00,2.0,2026-04-16 17:27:20+02:00,2.0,,,2026-04-16 17:33:30+02:00,2.0
ELOI27,Nord,2026-04-16 16:38:38+02:00,15.0,,,2026-04-16 16:40:36+02:00,9.0,2026-04-16 17:06:15+02:00,2.0,2026-04-16 17:28:46+02:00,1.0,2026-04-16 17:42:36+02:00,6.0,,
ECCI31,Nord,,,2026-04-16 16:41:14+02:00,5.0,2026-04-16 16:46:57+02:00,6.0,2026-04-16 17:09:01+02:00,3.0,2026-04-16 17:31:32+02:00,3.0,2026-04-16 17:45:22+02:00,3.0,,
ICOR33,Nord,,,2026-04-16 16:48:54+02:00,8.0,2026-04-16 16:53:46+02:00,7.0,2026-04-16 17:12:07+02:00,3.0,2026-04-16 17:34:48+02:00,3.0,,,2026-04-16 17:40:58+02:00,7.0
EGRE35,Nord,,,,,,,2026-04-16 17:13:39+02:00,2.0,2026-04-16 17:36:10+02:00,1.0,2026-04-16 17:50:00+02:00,5.0,,
ILAN37,Nord,2026-04-16 16:53:38+02:00,15.0,,,2026-04-16 16:55:36+02:00,2.0,2026-04-16 17:16:39+02:00,3.0,2026-04-16 17:39:20+02:00,3.0,,,2026-04-16 17:45:30+02:00,5.0
ECCI39,Nord,,,2026-04-16 16:53:14+02:00,4.0,2026-04-16 16:58:57+02:00,3.0,2026-04-16 17:19:39+02:00,3.0,2026-04-16 17:42:10+02:00,3.0,2026-04-16 17:56:00+02:00,6.0,,
ICOR41,Nord,,,2026-04-16 17:00:57+02:00,8.0,2026-04-16 17:05:49+02:00,7.0,2026-04-16 17:22:42+02:00,3.0,2026-04-16 17:45:23+02:00,3.0,,,2026-04-16 17:51:33+02:00,6.0
EGRE43,Nord,,,,,,,2026-04-16 17:25:39+02:00,3.0,2026-04-16 17:48:10+02:00,3.0,2026-04-16 18:02:00+02:00,6.0,,
ILAN45,Nord,2026-04-16 17:05:38+02:00,12.0,,,2026-04-16 17:07:36+02:00,2.0,2026-04-16 17:28:39+02:00,3.0,2026-04-16 17:51:20+02:00,3.0,,,2026-04-16 17:57:30+02:00,6.0
ECCI47,Nord,,,2026-04-16 17:05:14+02:00,4.0,2026-04-16 17:10:57+02:00,3.0,2026-04-16 17:31:39+02:00,3.0,2026-04-16 17:54:10+02:00,3.0,2026-04-16 18:08:00+02:00,6.0,,
IALE49,Nord,,,,,,,2026-04-16 17:34:39+02:00,3.0,2026-04-16 17:57:20+02:00,3.0,,,2026-04-16 18:03:30+02:00,6.0
ELOI51,Nord,2026-04-16 17:14:38+02:00,9.0,,,2026-04-16 17:16:36+02:00,6.0,2026-04-16 17:37:39+02:00,3.0,2026-04-16 18:00:10+02:00,3.0,2026-04-16 18:14:00+02:00,6.0,,
IDOR53,Nord,,,2026-04-16 17:14:36+02:00,9.0,2026-04-16 17:20:29+02:00,4.0,2026-04-16 17:41:21+02:00,4.0,2026-04-16 18:04:02+02:00,4.0,,,2026-04-16 18:10:12+02:00,7.0
EMMA55,Nord,,,2026-04-16 17:18:20+02:00,4.0,2026-04-16 17:22:57+02:00,2.0,2026-04-16 17:43:39+02:00,2.0,2026-04-16 18:06:10+02:00,2.0,2026-04-16 18:20:00+02:00,6.0,,
IJUR57,Nord,,,2026-04-16 17:21:27+02:00,3.0,2026-04-16 17:26:04+02:00,3.0,2026-04-16 17:46:46+02:00,3.0,2026-04-16 18:09:27+02:00,3.0,,,2026-04-16 18:15:37+02:00,5.0
ELOI59,Nord,2026-04-16 17:26:38+02:00,12.0,,,2026-04-16 17:28:36+02:00,3.0,2026-04-16 17:49:39+02:00,3.0,2026-04-16 18:12:10+02:00,3.0,2026-04-16 18:26:00+02:00,6.0,,
IRON61,Nord,,,2026-04-16 17:26:11+02:00,5.0,2026-04-16 17:31:54+02:00,3.0,2026-04-16 17:52:39+02:00,3.0,2026-04-16 18:15:20+02:00,3.0,,,2026-04-16 18:21:30+02:00,6.0
EMMA63,Nord,,,2026-04-16 17:30:20+02:00,4.0,2026-04-16 17:34:57+02:00,3.0,2026-04-16 17:55:39+02:00,3.0,2026-04-16 18:18:10+02:00,3.0,2026-04-16 18:32:00+02:00,6.0,,
IJUR65,Nord,,,2026-04-16 17:33:20+02:00,3.0,2026-04-16 17:37:57+02:00,3.0,2026-04-16 17:58:39+02:00,3.0,2026-04-16 18:21:20+02:00,3.0,,,2026-04-16 18:27:30+02:00,6.0
ELOI67,Nord,2026-04-16 17:38:38+02:00,12.0,,,2026-04-16 17:40:36+02:00,3.0,2026-04-16 18:01:39+02:00,3.0,2026-04-16 18:24:10+02:00,3.0,2026-04-16 18:38:00+02:00,6.0,,
IRON69,Nord,,,2026-04-16 17:38:11+02:00,5.0,2026-04-16 17:43:54+02:00,3.0,2026-04-16 18:04:39+02:00,3.0,2026-04-16 18:27:20+02:00,3.0,,,2026-04-16 18:33:30+02:00,6.0
EMMA71,Nord,,,2026-04-16 17:42:20+02:00,4.0,2026-04-16 17:46:57+02:00,3.0,2026-04-16 18:07:39+02:00,3.0,2026-04-16 18:30:10+02:00,3.0,2026-04-16 18:44:00+02:00,6.0,,
IJUR73,Nord,,,2026-04-16 17:45:20+02:00,3.0,2026-04-16 17:49:57+02:00,3.0,2026-04-16 18:10:39+02:00,3.0,2026-04-16 18:33:20+02:00,3.0,,,2026-04-16 18:39:30+02:00,6.0
ELOI75,Nord,2026-04-16 17:50:38+02:00,12.0,,,2026-04-16 17:52:36+02:00,3.0,2026-04-16 18:13:39+02:00,3.0,2026-04-16 18:36:10+02:00,3.0,2026-04-16 18:50:00+02:00,6.0,,
IRON77,Nord,,,2026-04-16 17:50:11+02:00,5.0,2026-04-16 17:55:54+02:00,3.0,2026-04-16 18:16:39+02:00,3.0,2026-04-16 18:39:20+02:00,3.0,,,2026-04-16 18:45:30+02:00,6.0
EMMA79,Nord,,,2026-04-16 17:54:20+02:00,4.0,2026-04-16 17:58:57+02:00,3.0,2026-04-16 18:19:39+02:00,3.0,2026-04-16 18:42:10+02:00,3.0,2026-04-16 18:56:00+02:00,6.0,,
IJUR81,Nord,,,2026-04-16 17:57:20+02:00,3.0,2026-04-16 18:01:57+02:00,3.0,2026-04-16 18:22:39+02:00,3.0,2026-04-16 18:45:20+02:00,3.0,,,2026-04-16 18:51:30+02:00,6.0
ELOI83,Nord,2026-04-16 18:02:38+02:00,12.0,,,2026-04-16 18:04:36+02:00,3.0,2026-04-16 18:25:39+02:00,3.0,2026-04-16 18:48:10+02:00,3.0,2026-04-16 19:02:00+02:00,6.0,,
IRON85,Nord,,,2026-04-16 18:02:11+02:00,5.0,2026-04-16 18:07:54+02:00,3.0,2026-04-16 18:28:39+02:00,3.0,2026-04-16 18:51:20+02:00,3.0,,,2026-04-16 18:57:30+02:00,6.0
EMMA87,Nord,,,2026-04-16 18:06:20+02:00,4.0,2026-04-16 18:10:57+02:00,3.0,2026-04-16 18:31:39+02:00,3.0,2026-04-16 18:54:10+02:00,3.0,2026-04-16 19:08:00+02:00,6.0,,
IJUR89,Nord,,,2026-04-16 18:09:20+02:00,3.0,2026-04-16 18:13:57+02:00,3.0,2026-04-16 18:34:39+02:00,3.0,2026-04-16 18:57:20+02:00,3.0,,,2026-04-16 19:03:30+02:00,6.0
IJUR97,Nord,,,2026-04-16 18:21:20+02:00,12.0,2026-04-16 18:25:57+02:00,12.0,2026-04-16 18:46:39+02:00,12.0,2026-04-16 19:09:20+02:00,12.0,,,2026-04-16 19:15:30+02:00,12.0
ECCO45,Nord,,,2026-04-16 06:41:19+02:00,7.0,2026-04-16 06:47:07+02:00,7.0,2026-04-17 07:07:00+02:00,740.0,2026-04-17 07:30:10+02:00,6.0,2026-04-17 07:44:00+02:00,11.0,,
GONG47,Nord,,,2026-04-16 06:46:17+02:00,5.0,2026-04-16 06:50:44+02:00,4.0,2026-04-17 07:10:21+02:00,3.0,,,,,,
EAST49,Nord,,,,,,,2026-04-17 07:13:39+02:00,3.0,2026-04-17 07:36:10+02:00,6.0,2026-04-17 07:50:00+02:00,6.0,,
IVAN51,Nord,,,2026-04-16 06:52:27+02:00,6.0,2026-04-16 06:57:09+02:00,6.0,2026-04-17 07:15:54+02:00,2.0,2026-04-17 07:39:20+02:00,3.0,,,2026-04-17 07:45:30+02:00,15.0
ELFE53,Nord,2026-04-16 06:56:38+02:00,18.0,,,2026-04-16 06:59:15+02:00,2.0,2026-04-17 07:19:39+02:00,4.0,2026-04-17 07:42:10+02:00,3.0,2026-04-17 07:56:00+02:00,6.0,,
GSOL55,Nord,,,2026-04-16 06:57:18+02:00,5.0,2026-04-16 07:03:06+02:00,4.0,2026-04-17 07:23:10+02:00,4.0,,,,,,
EMIR57,Nord,,,2026-04-16 07:00:58+02:00,4.0,2026-04-17 07:05:02+02:00,759.0,2026-04-17 07:25:44+02:00,3.0,2026-04-17 07:48:15+02:00,6.0,2026-04-17 08:02:05+02:00,6.0,,
IVAN59,Nord,,,2026-04-16 07:05:44+02:00,5.0,2026-04-17 07:07:06+02:00,2.0,2026-04-17 07:28:08+02:00,2.0,2026-04-17 07:51:20+02:00,3.0,,,2026-04-17 07:57:30+02:00,12.0
ELFE61,Nord,2026-04-17 07:08:38+02:00,786.0,,,2026-04-17 07:10:36+02:00,4.0,2026-04-17 07:31:39+02:00,4.0,2026-04-17 07:54:10+02:00,3.0,2026-04-17 08:08:00+02:00,6.0,,
GUAD63,Nord,,,2026-04-17 07:08:14+02:00,767.0,2026-04-17 07:13:57+02:00,3.0,2026-04-17 07:34:39+02:00,3.0,,,,,,
EMIR65,Nord,,,2026-04-17 07:12:20+02:00,4.0,2026-04-17 07:16:57+02:00,3.0,2026-04-17 07:37:39+02:00,3.0,2026-04-17 08:00:10+02:00,6.0,2026-04-17 08:14:00+02:00,6.0,,
IVAN67,Nord,,,2026-04-17 07:14:46+02:00,2.0,2026-04-17 07:19:28+02:00,3.0,2026-04-17 07:40:30+02:00,3.0,2026-04-17 08:03:20+02:00,3.0,,,2026-04-17 08:09:30+02:00,12.0
ELFE69,Nord,2026-04-17 07:20:38+02:00,12.0,,,2026-04-17 07:22:36+02:00,3.0,2026-04-17 07:43:39+02:00,3.0,2026-04-17 08:06:10+02:00,3.0,2026-04-17 08:20:00+02:00,6.0,,
GUAD71,Nord,,,2026-04-17 07:20:14+02:00,5.0,2026-04-17 07:25:57+02:00,3.0,2026-04-17 07:46:39+02:00,3.0,,,,,,
EMIR73,Nord,,,2026-04-17 07:24:20+02:00,4.0,2026-04-17 07:28:57+02:00,3.0,2026-04-17 07:49:39+02:00,3.0,2026-04-17 08:12:10+02:00,6.0,2026-04-17 08:26:00+02:00,6.0,,
IVAN75,Nord,,,2026-04-17 07:26:55+02:00,3.0,2026-04-17 07:31:37+02:00,3.0,2026-04-17 07:52:39+02:00,3.0,2026-04-17 08:15:20+02:00,3.0,,,2026-04-17 08:21:30+02:00,12.0
ELFE77,Nord,2026-04-17 07:32:38+02:00,12.0,,,2026-04-17 07:34:36+02:00,3.0,2026-04-17 07:55:39+02:00,3.0,2026-04-17 08:18:10+02:00,3.0,2026-04-17 08:32:00+02:00,6.0,,
GUAD79,Nord,,,2026-04-17 07:32:14+02:00,5.0,2026-04-17 07:37:57+02:00,3.0,2026-04-17 07:58:39+02:00,3.0,,,,,,
EMIR81,Nord,,,2026-04-17 07:36:20+02:00,4.0,2026-04-17 07:40:57+02:00,3.0,2026-04-17 08:01:39+02:00,3.0,2026-04-17 08:24:10+02:00,6.0,2026-04-17 08:38:00+02:00,6.0,,
IVAN83,Nord,,,2026-04-17 07:38:55+02:00,3.0,2026-04-17 07:43:37+02:00,3.0,2026-04-17 08:04:39+02:00,3.0,2026-04-17 08:27:20+02:00,3.0,,,2026-04-17 08:33:30+02:00,12.0
ELFE85,Nord,2026-04-17 07:44:38+02:00,12.0,,,2026-04-17 07:46:36+02:00,3.0,2026-04-17 08:07:39+02:00,3.0,2026-04-17 08:30:10+02:00,3.0,2026-04-17 08:44:00+02:00,6.0,,
GUAD87,Nord,,,2026-04-17 07:44:14+02:00,5.0,2026-04-17 07:49:57+02:00,3.0,2026-04-17 08:10:39+02:00,3.0,,,,,,
EMIR89,Nord,,,2026-04-17 07:48:20+02:00,4.0,2026-04-17 07:52:57+02:00,3.0,2026-04-17 08:13:39+02:00,3.0,2026-04-17 08:36:10+02:00,6.0,2026-04-17 08:50:00+02:00,6.0,,
IVAN91,Nord,,,2026-04-17 07:50:55+02:00,3.0,2026-04-17 07:55:37+02:00,3.0,2026-04-17 08:16:39+02:00,3.0,2026-04-17 08:39:20+02:00,3.0,,,2026-04-17 08:45:30+02:00,12.0
ELFE93,Nord,2026-04-17 07:56:38+02:00,12.0,,,2026-04-17 07:58:36+02:00,3.0,2026-04-17 08:19:39+02:00,3.0,2026-04-17 08:42:10+02:00,3.0,2026-04-17 08:56:00+02:00,6.0,,
GUAD95,Nord,,,2026-04-17 07:56:14+02:00,5.0,2026-04-17 08:01:57+02:00,3.0,2026-04-17 08:22:39+02:00,3.0,,,,,,
EMIR97,Nord,,,2026-04-17 08:00:20+02:00,4.0,2026-04-17 08:04:57+02:00,3.0,2026-04-17 08:25:39+02:00,3.0,2026-04-17 08:48:10+02:00,6.0,2026-04-17 09:02:00+02:00,6.0,,
IVAN99,Nord,,,2026-04-17 08:02:55+02:00,3.0,2026-04-17 08:07:37+02:00,3.0,2026-04-17 08:28:39+02:00,3.0,2026-04-17 08:51:20+02:00,3.0,,,2026-04-17 08:57:30+02:00,12.0
ELOI01,Nord,2026-04-17 08:08:38+02:00,12.0,,,2026-04-17 08:10:36+02:00,3.0,2026-04-17 08:31:39+02:00,3.0,2026-04-17 08:54:10+02:00,3.0,2026-04-17 09:08:00+02:00,6.0,,
GUIZ03,Nord,,,2026-04-17 08:08:14+02:00,5.0,2026-04-17 08:13:57+02:00,3.0,2026-04-17 08:34:39+02:00,3.0,,,,,,
EMMY05,Nord,,,2026-04-17 08:12:20+02:00,4.0,2026-04-17 08:16:57+02:00,3.0,2026-04-17 08:37:39+02:00,3.0,2026-04-17 09:00:10+02:00,6.0,2026-04-17 09:14:00+02:00,6.0,,
IVIS07,Nord,,,2026-04-17 08:14:55+02:00,3.0,2026-04-17 08:19:37+02:00,3.0,2026-04-17 08:40:39+02:00,3.0,2026-04-17 09:03:20+02:00,3.0,,,2026-04-17 09:09:30+02:00,12.0
IVIS15,Nord,,,2026-04-17 08:26:55+02:00,12.0,2026-04-17 08:31:37+02:00,12.0,2026-04-17 08:52:39+02:00,12.0,2026-04-17 09:15:20+02:00,12.0,,,2026-04-17 09:21:30+02:00,12.0
IERE03,Nord,,,,,,,,,2026-04-16 05:28:00+02:00,11.0,,,2026-04-16 05:34:30+02:00,
ILUS41,Nord,,,,,,,,,2026-04-16 14:10:20+02:00,6.0,,,2026-04-16 14:16:30+02:00,13.0
ERIO43,Nord,,,,,,,,,2026-04-16 14:12:10+02:00,2.0,2026-04-16 14:24:30+02:00,6.0,,
EEVE01,Nord,,,,,,,,,2026-04-16 05:16:33+02:00,,2026-04-16 05:30:30+02:00,,,
KFAR02,Sud,,,2026-04-16 05:51:11+02:00,,2026-04-16 05:45:40+02:00,,2026-04-16 05:26:07+02:00,,2026-04-16 05:01:14+02:00,,,,,
STOC04,Sud,2026-04-16 05:52:34+02:00,,,,2026-04-16 05:50:32+02:00,5.0,2026-04-16 05:31:07+02:00,5.0,2026-04-16 05:07:43+02:00,6.0,,,,
PLIC06,Sud,,,2026-04-16 05:59:12+02:00,8.0,2026-04-16 05:55:02+02:00,5.0,2026-04-16 05:38:37+02:00,8.0,2026-04-16 05:16:17+02:00,9.0,,,2026-04-16 05:09:00+02:00,
KOCQ08,Sud,,,2026-04-16 06:11:00+02:00,12.0,2026-04-16 06:05:44+02:00,11.0,2026-04-16 05:46:07+02:00,8.0,2026-04-16 05:22:06+02:00,6.0,2026-04-16 05:08:10+02:00,,,
SOSI10,Sud,2026-04-16 06:13:32+02:00,21.0,,,2026-04-16 06:11:30+02:00,6.0,2026-04-16 05:51:07+02:00,5.0,2026-04-16 05:28:25+02:00,6.0,,,2026-04-16 05:21:35+02:00,13.0
PROC12,Sud,,,2026-04-16 06:17:12+02:00,6.0,2026-04-16 06:13:02+02:00,2.0,2026-04-16 05:56:39+02:00,6.0,2026-04-16 05:33:50+02:00,5.0,,,,
KOCQ14,Sud,,,2026-04-16 06:25:47+02:00,9.0,2026-04-16 06:20:31+02:00,7.0,2026-04-16 06:01:07+02:00,4.0,2026-04-16 05:36:50+02:00,3.0,2026-04-16 05:23:10+02:00,15.0,,
SOSI16,Sud,2026-04-16 06:28:32+02:00,15.0,,,2026-04-16 06:26:30+02:00,6.0,2026-04-16 06:06:37+02:00,6.0,2026-04-16 05:43:26+02:00,7.0,,,2026-04-16 05:36:36+02:00,15.0
PROC18,Sud,,,2026-04-16 06:31:58+02:00,6.0,2026-04-16 06:27:48+02:00,1.0,2026-04-16 06:11:53+02:00,5.0,2026-04-16 05:48:50+02:00,5.0,,,,
KOCQ20,Sud,,,2026-04-16 06:40:50+02:00,9.0,2026-04-16 06:35:34+02:00,8.0,2026-04-16 06:14:49+02:00,3.0,2026-04-16 05:52:09+02:00,3.0,2026-04-16 05:38:10+02:00,15.0,,
SOSI22,Sud,2026-04-16 06:46:02+02:00,18.0,,,2026-04-16 06:44:00+02:00,1.0,2026-04-16 06:21:31+02:00,7.0,2026-04-16 05:58:42+02:00,7.0,,,2026-04-16 05:51:52+02:00,15.0
PROC24,Sud,,,2026-04-16 06:47:23+02:00,7.0,2026-04-16 06:43:13+02:00,8.0,2026-04-16 06:27:07+02:00,6.0,2026-04-16 06:03:50+02:00,5.0,,,,
KOCQ26,Sud,,,2026-04-16 06:56:10+02:00,9.0,2026-04-16 06:50:54+02:00,7.0,2026-04-16 06:30:17+02:00,3.0,2026-04-16 06:07:22+02:00,4.0,2026-04-16 05:53:10+02:00,15.0,,
SOSI28,Sud,2026-04-16 06:58:26+02:00,12.0,,,2026-04-16 06:56:24+02:00,6.0,2026-04-16 06:35:47+02:00,6.0,2026-04-16 06:13:17+02:00,6.0,,,2026-04-16 06:06:27+02:00,15.0
PROC30,Sud,,,2026-04-16 07:02:12+02:00,6.0,2026-04-16 06:57:52+02:00,1.0,2026-04-16 06:41:28+02:00,6.0,2026-04-16 06:18:50+02:00,6.0,,,,
KOCQ32,Sud,,,2026-04-17 07:09:58+02:00,726.0,2026-04-17 07:04:42+02:00,725.0,2026-04-16 06:46:23+02:00,5.0,2026-04-16 06:23:53+02:00,5.0,2026-04-16 06:08:10+02:00,15.0,,
SOSI34,Sud,2026-04-17 07:14:17+02:00,739.0,,,2026-04-17 07:12:15+02:00,1.0,2026-04-16 06:52:38+02:00,6.0,2026-04-16 06:29:50+02:00,6.0,,,2026-04-16 06:22:12+02:00,16.0
PLIC36,Sud,,,2026-04-17 07:15:45+02:00,6.0,2026-04-17 07:11:35+02:00,7.0,2026-04-16 06:57:10+02:00,5.0,2026-04-16 06:34:46+02:00,5.0,,,2026-04-16 06:27:56+02:00,6.0
PUMA38,Sud,,,2026-04-17 07:25:40+02:00,10.0,2026-04-17 07:19:59+02:00,8.0,2026-04-16 07:01:07+02:00,4.0,2026-04-16 06:37:12+02:00,2.0,2026-04-16 06:23:10+02:00,15.0,,
KLAC10,Sud,,,2026-04-16 09:17:52+02:00,32.0,2026-04-16 09:12:11+02:00,31.0,2026-04-16 08:50:49+02:00,110.0,2026-04-16 08:27:24+02:00,83.0,,,2026-04-16 08:20:08+02:00,79.0
STRI12,Sud,2026-04-16 09:17:28+02:00,139.0,,,2026-04-16 09:15:16+02:00,3.0,2026-04-16 08:56:07+02:00,5.0,2026-04-16 08:28:30+02:00,1.0,2026-04-16 08:14:00+02:00,72.0,,
PAGE14,Sud,,,2026-04-16 09:23:31+02:00,6.0,2026-04-16 09:18:41+02:00,3.0,2026-04-16 08:56:37+02:00,1.0,2026-04-16 08:32:47+02:00,4.0,,,2026-04-16 08:25:47+02:00,6.0
LORD16,Sud,,,2026-04-16 09:26:31+02:00,3.0,2026-04-16 09:21:41+02:00,3.0,2026-04-16 09:01:07+02:00,5.0,2026-04-16 08:35:24+02:00,3.0,2026-04-16 08:20:00+02:00,6.0,,
KLAC18,Sud,,,2026-04-16 09:30:22+02:00,4.0,2026-04-16 09:24:41+02:00,3.0,2026-04-16 09:02:35+02:00,1.0,2026-04-16 08:36:50+02:00,1.0,,,2026-04-16 08:30:00+02:00,4.0
STRI20,Sud,2026-04-16 09:31:20+02:00,14.0,,,2026-04-16 09:29:08+02:00,1.0,2026-04-16 09:07:02+02:00,4.0,2026-04-16 08:39:50+02:00,3.0,2026-04-16 08:26:00+02:00,6.0,,
PPIT22,Sud,,,2026-04-16 09:33:27+02:00,3.0,2026-04-16 09:28:37+02:00,4.0,2026-04-16 09:07:14+02:00,0.0,2026-04-16 08:43:00+02:00,3.0,,,2026-04-16 08:36:00+02:00,6.0
USER24,Sud,,,,,,,2026-04-16 09:09:49+02:00,3.0,2026-04-16 08:46:37+02:00,4.0,2026-04-16 08:32:00+02:00,6.0,,
KFON26,Sud,,,2026-04-16 09:38:31+02:00,5.0,2026-04-16 09:33:00+02:00,4.0,2026-04-16 09:12:11+02:00,2.0,2026-04-16 08:49:09+02:00,3.0,,,2026-04-16 08:42:19+02:00,6.0
SORI30,Sud,2026-04-16 09:41:06+02:00,10.0,,,2026-04-16 09:38:54+02:00,6.0,2026-04-16 09:17:37+02:00,5.0,2026-04-16 08:55:20+02:00,6.0,,,2026-04-16 08:48:00+02:00,6.0
USER28,Sud,,,,,,,2026-04-16 09:24:37+02:00,7.0,2026-04-16 09:01:40+02:00,0.0,2026-04-16 08:47:50+02:00,4.0,,
USER32,Sud,,,,,,,2026-04-16 09:26:07+02:00,2.0,2026-04-16 08:58:56+02:00,4.0,2026-04-16 08:44:00+02:00,12.0,,
PLAC34,Sud,,,2026-04-16 09:50:14+02:00,12.0,2026-04-16 09:45:34+02:00,7.0,2026-04-16 09:31:07+02:00,5.0,2026-04-16 09:01:26+02:00,3.0,,,2026-04-16 08:54:00+02:00,6.0
KOCQ36,Sud,,,2026-04-16 09:58:24+02:00,8.0,2026-04-16 09:52:53+02:00,7.0,2026-04-16 09:31:58+02:00,1.0,2026-04-16 09:04:46+02:00,3.0,2026-04-16 08:50:30+02:00,3.0,,
ULMS38,Sud,,,,,,,2026-04-16 09:34:29+02:00,3.0,2026-04-16 09:09:32+02:00,5.0,2026-04-16 08:57:20+02:00,7.0,,
SORI40,Sud,2026-04-16 10:00:48+02:00,20.0,,,2026-04-16 09:58:36+02:00,6.0,2026-04-16 09:37:19+02:00,3.0,2026-04-16 09:10:20+02:00,1.0,,,2026-04-16 09:03:00+02:00,9.0
KARI44,Sud,,,2026-04-16 10:12:00+02:00,14.0,2026-04-16 10:06:44+02:00,8.0,2026-04-16 09:45:39+02:00,8.0,2026-04-16 09:22:50+02:00,13.0,2026-04-16 09:07:40+02:00,10.0,,
PIER42,Sud,,,2026-04-16 10:13:12+02:00,1.0,2026-04-16 10:08:32+02:00,2.0,2026-04-16 09:51:26+02:00,6.0,2026-04-16 09:27:08+02:00,1.0,2026-04-16 09:09:00+02:00,1.0,,
SORI46,Sud,2026-04-16 10:15:38+02:00,15.0,,,2026-04-16 10:13:36+02:00,5.0,2026-04-16 09:52:18+02:00,1.0,2026-04-16 09:26:00+02:00,3.0,,,2026-04-16 09:18:00+02:00,15.0
PIER48,Sud,,,2026-04-16 10:19:33+02:00,6.0,2026-04-16 10:14:53+02:00,1.0,2026-04-16 10:01:07+02:00,9.0,2026-04-16 09:33:39+02:00,7.0,2026-04-16 09:15:54+02:00,7.0,,
KARI50,Sud,,,2026-04-16 10:27:41+02:00,8.0,2026-04-16 10:22:25+02:00,8.0,2026-04-16 10:01:38+02:00,1.0,2026-04-16 09:37:10+02:00,4.0,2026-04-16 09:25:40+02:00,10.0,,
SORI52,Sud,2026-04-16 10:27:37+02:00,12.0,,,2026-04-16 10:25:35+02:00,1.0,2026-04-16 10:04:44+02:00,3.0,2026-04-16 09:39:52+02:00,3.0,,,2026-04-16 09:33:00+02:00,15.0
PIER54,Sud,,,2026-04-16 10:29:21+02:00,2.0,2026-04-16 10:24:41+02:00,2.0,2026-04-16 10:08:48+02:00,4.0,2026-04-16 09:46:31+02:00,7.0,2026-04-16 09:32:00+02:00,6.0,,
KARI56,Sud,,,2026-04-16 10:39:43+02:00,10.0,2026-04-16 10:34:27+02:00,9.0,2026-04-16 10:13:44+02:00,5.0,2026-04-16 09:51:26+02:00,5.0,2026-04-16 09:37:40+02:00,6.0,,
SORI58,Sud,2026-04-16 10:41:46+02:00,14.0,,,2026-04-16 10:39:44+02:00,5.0,2026-04-16 10:19:57+02:00,6.0,2026-04-16 09:57:40+02:00,6.0,,,2026-04-16 09:50:50+02:00,18.0
PIER60,Sud,,,2026-04-16 10:44:33+02:00,5.0,2026-04-16 10:39:53+02:00,0.0,2026-04-16 10:23:37+02:00,4.0,2026-04-16 10:01:10+02:00,4.0,2026-04-16 09:43:40+02:00,6.0,,
KARI62,Sud,,,2026-04-16 10:52:00+02:00,7.0,2026-04-16 10:46:44+02:00,7.0,2026-04-16 10:26:10+02:00,3.0,2026-04-16 10:04:50+02:00,4.0,2026-04-16 09:49:40+02:00,6.0,,
SORI64,Sud,2026-04-16 10:57:26+02:00,16.0,,,2026-04-16 10:55:24+02:00,1.0,2026-04-16 10:36:07+02:00,10.0,2026-04-16 10:12:45+02:00,8.0,,,2026-04-16 10:05:55+02:00,15.0
PIGE66,Sud,,,2026-04-16 10:59:21+02:00,7.0,2026-04-16 10:54:41+02:00,8.0,2026-04-16 10:38:47+02:00,3.0,2026-04-16 10:16:30+02:00,4.0,2026-04-16 10:01:40+02:00,12.0,,
