id,mission,direction,date_observation,ecart_max
1,ELAN05,Nord,2026-04-16 05:00:07.138360,0
2,ICAR11,Nord,2026-04-16 05:00:07.138360,0
3,EEVE01,Nord,2026-04-16 05:05:05.929384,0
4,ELAN05,Nord,2026-04-16 05:05:05.929384,0
5,ICAR11,Nord,2026-04-16 05:05:05.929384,0
6,INCA07,Nord,2026-04-16 05:05:05.929384,0
7,KFAR02,Sud,2026-04-16 05:05:05.929384,0
8,PLIC06,Sud,2026-04-16 05:05:05.929384,0
9,STOC04,Sud,2026-04-16 05:05:05.929384,1
10,ECCO09,Nord,2026-04-16 05:10:07.064804,1
11,EEVE01,Nord,2026-04-16 05:10:07.064804,0
12,ELAN05,Nord,2026-04-16 05:10:07.064804,0
13,ICAR11,Nord,2026-04-16 05:10:07.064804,0
14,ICAR17,Nord,2026-04-16 05:10:07.064804,1
15,IERE03,Nord,2026-04-16 05:10:07.064804,0
16,INCA07,Nord,2026-04-16 05:10:07.064804,0
17,KFAR02,Sud,2026-04-16 05:10:07.064804,0
18,KOCQ08,Sud,2026-04-16 05:10:07.064804,0
19,PLIC06,Sud,2026-04-16 05:10:07.064804,1
20,STOC04,Sud,2026-04-16 05:10:07.064804,1
21,ECCO09,Nord,2026-04-16 05:15:06.231773,1
22,EEVE01,Nord,2026-04-16 05:15:06.231773,0
23,ELAN05,Nord,2026-04-16 05:15:06.231773,0
24,ICAR11,Nord,2026-04-16 05:15:06.231773,0
25,ICAR17,Nord,2026-04-16 05:15:06.231773,0
26,IERE03,Nord,2026-04-16 05:15:06.231773,1
27,INCA07,Nord,2026-04-16 05:15:06.231773,0
28,KFAR02,Sud,2026-04-16 05:15:06.231773,1
29,KOCQ08,Sud,2026-04-16 05:15:06.231773,0
30,PLIC06,Sud,2026-04-16 05:15:06.231773,1
31,SOSI10,Sud,2026-04-16 05:15:06.231773,1
32,STOC04,Sud,2026-04-16 05:15:06.231773,0
33,ECCO09,Nord,2026-04-16 05:20:06.368945,1
34,EEVE01,Nord,2026-04-16 05:20:06.368945,0
35,ELAN05,Nord,2026-04-16 05:20:06.368945,0
36,ICAR11,Nord,2026-04-16 05:20:06.368945,0
37,ICAR17,Nord,2026-04-16 05:20:06.368945,0
38,IERE03,Nord,2026-04-16 05:20:06.368945,0
39,INCA07,Nord,2026-04-16 05:20:06.368945,0
40,KFAR02,Sud,2026-04-16 05:20:06.368945,1
41,KOCQ08,Sud,2026-04-16 05:20:06.368945,0
42,PLIC06,Sud,2026-04-16 05:20:06.368945,1
43,SOSI10,Sud,2026-04-16 05:20:06.368945,1
44,STOC04,Sud,2026-04-16 05:20:06.368945,0
45,ECCO09,Nord,2026-04-16 05:25:07.759627,1
46,ECCO15,Nord,2026-04-16 05:25:07.759627,0
47,EEVE01,Nord,2026-04-16 05:25:07.759627,0
48,ELAN05,Nord,2026-04-16 05:25:07.759627,0
49,ICAR11,Nord,2026-04-16 05:25:07.759627,0
50,ICAR17,Nord,2026-04-16 05:25:07.759627,0
51,IERE03,Nord,2026-04-16 05:25:07.759627,0
52,INCA07,Nord,2026-04-16 05:25:07.759627,0
53,KFAR02,Sud,2026-04-16 05:25:07.759627,2
54,KOCQ08,Sud,2026-04-16 05:25:07.759627,0
55,PLIC06,Sud,2026-04-16 05:25:07.759627,0
56,SOSI10,Sud,2026-04-16 05:25:07.759627,1
57,STOC04,Sud,2026-04-16 05:25:07.759627,0
58,ECCO09,Nord,2026-04-16 05:30:06.930990,1
59,ECCO15,Nord,2026-04-16 05:30:06.930990,0
60,EEVE01,Nord,2026-04-16 05:30:06.930990,0
61,ELAN05,Nord,2026-04-16 05:30:06.930990,1
62,ELAN13,Nord,2026-04-16 05:30:06.930990,0
63,ICAR11,Nord,2026-04-16 05:30:06.930990,0
64,ICAR17,Nord,2026-04-16 05:30:06.930990,0
65,ICAR23,Nord,2026-04-16 05:30:06.930990,1
66,IERE03,Nord,2026-04-16 05:30:06.930990,0
67,INCA07,Nord,2026-04-16 05:30:06.930990,0
68,KFAR02,Sud,2026-04-16 05:30:06.930990,2
69,KOCQ08,Sud,2026-04-16 05:30:06.930990,1
70,PLIC06,Sud,2026-04-16 05:30:06.930990,1
71,SOSI10,Sud,2026-04-16 05:30:06.930990,0
72,SOSI16,Sud,2026-04-16 05:30:06.930990,0
73,STOC04,Sud,2026-04-16 05:30:06.930990,1
74,ECCO09,Nord,2026-04-16 05:35:06.733269,1
75,ECCO15,Nord,2026-04-16 05:35:06.733269,0
76,ELAN05,Nord,2026-04-16 05:35:06.733269,0
77,ELAN13,Nord,2026-04-16 05:35:06.733269,0
78,ICAR11,Nord,2026-04-16 05:35:06.733269,0
79,ICAR17,Nord,2026-04-16 05:35:06.733269,0
80,ICAR23,Nord,2026-04-16 05:35:06.733269,0
81,IERE03,Nord,2026-04-16 05:35:06.733269,1
82,INCA07,Nord,2026-04-16 05:35:06.733269,0
83,KFAR02,Sud,2026-04-16 05:35:06.733269,2
84,KOCQ08,Sud,2026-04-16 05:35:06.733269,0
85,PLIC06,Sud,2026-04-16 05:35:06.733269,1
