id,mission,direction,date_observation,ecart_max
1,ELFE53,Nord,2026-04-15 07:50:09.323329,2
2,ELFE61,Nord,2026-04-15 07:50:09.323329,2
3,ELFE69,Nord,2026-04-15 07:50:09.323329,2
4,ELFE77,Nord,2026-04-15 07:50:09.323329,0
5,ELFE85,Nord,2026-04-15 07:50:09.323329,0
6,EMIR57,Nord,2026-04-15 07:50:09.323329,2
7,EMIR65,Nord,2026-04-15 07:50:09.323329,4
8,EMIR73,Nord,2026-04-15 07:50:09.323329,1
9,EMIR81,Nord,2026-04-15 07:50:09.323329,1
10,EMIR89,Nord,2026-04-15 07:50:09.323329,0
11,EMMY05,Nord,2026-04-15 07:50:09.323329,0
12,EMMY13,Nord,2026-04-15 07:50:09.323329,0
13,EMMY21,Nord,2026-04-15 07:50:09.323329,0
14,EMMY29,Nord,2026-04-15 07:50:09.323329,0
15,GUAD63,Nord,2026-04-15 07:50:09.323329,3
16,GUAD71,Nord,2026-04-15 07:50:09.323329,0
17,GUAD79,Nord,2026-04-15 07:50:09.323329,0
18,GUAD87,Nord,2026-04-15 07:50:09.323329,0
19,IVAN51,Nord,2026-04-15 07:50:09.323329,1
20,IVAN59,Nord,2026-04-15 07:50:09.323329,3
21,IVAN67,Nord,2026-04-15 07:50:09.323329,3
22,IVAN75,Nord,2026-04-15 07:50:09.323329,1
23,IVAN83,Nord,2026-04-15 07:50:09.323329,1
24,IVAN91,Nord,2026-04-15 07:50:09.323329,1
25,IVIS07,Nord,2026-04-15 07:50:09.323329,0
26,IVIS15,Nord,2026-04-15 07:50:09.323329,0
27,IVIS23,Nord,2026-04-15 07:50:09.323329,0
28,KLEE52,Sud,2026-04-15 07:50:09.323329,2
29,KLEE60,Sud,2026-04-15 07:50:09.323329,1
30,KLEE76,Sud,2026-04-15 07:50:09.323329,0
31,KLEE84,Sud,2026-04-15 07:50:09.323329,0
32,LORE42,Sud,2026-04-15 07:50:09.323329,0
33,LORE50,Sud,2026-04-15 07:50:09.323329,1
34,LORE58,Sud,2026-04-15 07:50:09.323329,1
35,LORE66,Sud,2026-04-15 07:50:09.323329,3
36,LORE74,Sud,2026-04-15 07:50:09.323329,1
37,LORE82,Sud,2026-04-15 07:50:09.323329,1
38,LORE90,Sud,2026-04-15 07:50:09.323329,1
39,PAUL48,Sud,2026-04-15 07:50:09.323329,1
40,PAUL56,Sud,2026-04-15 07:50:09.323329,0
41,PAUL64,Sud,2026-04-15 07:50:09.323329,2
42,PAUL72,Sud,2026-04-15 07:50:09.323329,1
43,PAUL80,Sud,2026-04-15 07:50:09.323329,1
44,PAUL88,Sud,2026-04-15 07:50:09.323329,0
45,STIN54,Sud,2026-04-15 07:50:09.323329,0
46,STIN62,Sud,2026-04-15 07:50:09.323329,2
47,STIN70,Sud,2026-04-15 07:50:09.323329,0
48,STIN78,Sud,2026-04-15 07:50:09.323329,0
49,STIN86,Sud,2026-04-15 07:50:09.323329,0
50,USER28,Sud,2026-04-15 07:50:09.323329,0
51,USER32,Sud,2026-04-15 07:50:09.323329,0
52,ELFE53,Nord,2026-04-15 07:55:10.999304,1
53,ELFE61,Nord,2026-04-15 07:55:10.999304,2
54,ELFE69,Nord,2026-04-15 07:55:10.999304,3
55,ELFE77,Nord,2026-04-15 07:55:10.999304,0
56,ELFE85,Nord,2026-04-15 07:55:10.999304,0
57,ELFE93,Nord,2026-04-15 07:55:10.999304,0
58,EMIR57,Nord,2026-04-15 07:55:10.999304,2
59,EMIR65,Nord,2026-04-15 07:55:10.999304,3
60,EMIR73,Nord,2026-04-15 07:55:10.999304,2
61,EMIR81,Nord,2026-04-15 07:55:10.999304,1
62,EMIR89,Nord,2026-04-15 07:55:10.999304,0
63,EMIR97,Nord,2026-04-15 07:55:10.999304,0
64,EMMY05,Nord,2026-04-15 07:55:10.999304,0
65,EMMY13,Nord,2026-04-15 07:55:10.999304,0
66,EMMY21,Nord,2026-04-15 07:55:10.999304,0
67,EMMY29,Nord,2026-04-15 07:55:10.999304,0
68,GUAD63,Nord,2026-04-15 07:55:10.999304,3
69,GUAD71,Nord,2026-04-15 07:55:10.999304,0
70,GUAD79,Nord,2026-04-15 07:55:10.999304,0
71,GUAD87,Nord,2026-04-15 07:55:10.999304,0
72,GUAD95,Nord,2026-04-15 07:55:10.999304,0
73,IVAN59,Nord,2026-04-15 07:55:10.999304,3
74,IVAN67,Nord,2026-04-15 07:55:10.999304,3
75,IVAN75,Nord,2026-04-15 07:55:10.999304,1
76,IVAN83,Nord,2026-04-15 07:55:10.999304,1
77,IVAN91,Nord,2026-04-15 07:55:10.999304,1
78,IVAN99,Nord,2026-04-15 07:55:10.999304,0
79,IVIS07,Nord,2026-04-15 07:55:10.999304,0
80,IVIS15,Nord,2026-04-15 07:55:10.999304,0
81,IVIS23,Nord,2026-04-15 07:55:10.999304,0
82,KLEE52,Sud,2026-04-15 07:55:10.999304,2
83,KLEE60,Sud,2026-04-15 07:55:10.999304,1
84,KLEE76,Sud,2026-04-15 07:55:10.999304,0
85,KLEE84,Sud,2026-04-15 07:55:10.999304,1
86,KLEE92,Sud,2026-04-15 07:55:10.999304,0
87,LORE50,Sud,2026-04-15 07:55:10.999304,1
88,LORE58,Sud,2026-04-15 07:55:10.999304,1
89,LORE66,Sud,2026-04-15 07:55:10.999304,3
90,LORE74,Sud,2026-04-15 07:55:10.999304,0
91,LORE82,Sud,2026-04-15 07:55:10.999304,2
92,LORE90,Sud,2026-04-15 07:55:10.999304,0
93,PAUL48,Sud,2026-04-15 07:55:10.999304,1
94,PAUL56,Sud,2026-04-15 07:55:10.999304,0
95,PAUL64,Sud,2026-04-15 07:55:10.999304,2
96,PAUL72,Sud,2026-04-15 07:55:10.999304,0
97,PAUL80,Sud,2026-04-15 07:55:10.999304,1
98,PAUL88,Sud,2026-04-15 07:55:10.999304,1
99,PAUL96,Sud,2026-04-15 07:55:10.999304,1
100,PUMA38,Sud,2026-04-15 07:55:10.999304,8
101,STIN62,Sud,2026-04-15 07:55:10.999304,2
102,STIN70,Sud,2026-04-15 07:55:10.999304,0
103,STIN78,Sud,2026-04-15 07:55:10.999304,0
104,STIN86,Sud,2026-04-15 07:55:10.999304,1
105,STIN94,Sud,2026-04-15 07:55:10.999304,1
106,USER28,Sud,2026-04-15 07:55:10.999304,0
107,USER32,Sud,2026-04-15 07:55:10.999304,0
108,ELFE53,Nord,2026-04-15 07:55:12.157123,1
