mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
LOUP14,LOUP,Orsay-Ville,,,,,,,,,,2026-03-30 17:22:13+02:00,2026-03-30 17:19:52+02:00,2026-03-30 17:16:59+02:00,2026-03-30 17:14:54+02:00,2026-03-30 17:11:42+02:00,,2026-03-30 17:08:23+02:00,2026-03-30 17:06:39+02:00,2026-03-30 17:04:19+02:00,2026-03-30 17:02:24+02:00,,2026-03-30 16:59:29+02:00,2026-03-30 16:56:51+02:00,2026-03-30 16:55:03+02:00,2026-03-30 16:52:55+02:00,2026-03-30 16:50:59+02:00,2026-03-30 16:49:02+02:00,2026-03-30 16:46:14+02:00,2026-03-30 16:44:26+02:00,2026-03-30 16:42:51+02:00,2026-03-30 16:40:29+02:00,2026-03-30 16:39:07+02:00,2026-03-30 16:36:00+02:00,2026-03-30 16:30:20+02:00,,,,,,,,,,,,,,,La Plaine Stade de France,22,2026-03-30 16:30:04.270939+02:00
ILAN07,ILAN,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 16:27:33+02:00,2026-03-30 16:29:39+02:00,2026-03-30 16:31:49+02:00,2026-03-30 16:36:00+02:00,2026-03-30 16:41:10+02:00,2026-03-30 16:43:40+02:00,2026-03-30 16:46:50+02:00,2026-03-30 16:49:30+02:00,2026-03-30 16:51:40+02:00,2026-03-30 16:54:20+02:00,,,,,,2026-03-30 16:57:40+02:00,2026-03-30 17:00:30+02:00,2026-03-30 17:03:40+02:00,,Luxembourg,13,2026-03-30 16:30:04.270939+02:00
KERN24,KERN,Massy-Palaiseau,,,,,,,,,,,,,,,2026-03-30 17:25:07+02:00,2026-03-30 17:23:03+02:00,,2026-03-30 17:20:10+02:00,2026-03-30 17:18:25+02:00,2026-03-30 17:16:41+02:00,2026-03-30 17:14:29+02:00,2026-03-30 17:11:51+02:00,2026-03-30 17:10:03+02:00,2026-03-30 17:07:55+02:00,2026-03-30 17:05:59+02:00,2026-03-30 17:04:02+02:00,2026-03-30 17:01:14+02:00,2026-03-30 16:59:26+02:00,2026-03-30 16:57:51+02:00,2026-03-30 16:55:29+02:00,2026-03-30 16:53:07+02:00,2026-03-30 16:50:00+02:00,2026-03-30 16:44:20+02:00,,,,,,,,,,,,,,,La Plaine Stade de France,18,2026-03-30 16:30:04.270939+02:00
LOUP30,LOUP,Orsay-Ville,,,,,,,,,,2026-03-30 17:48:33+02:00,2026-03-30 17:46:12+02:00,2026-03-30 17:43:19+02:00,2026-03-30 17:41:14+02:00,2026-03-30 17:38:02+02:00,2026-03-30 17:36:32+02:00,2026-03-30 17:34:43+02:00,2026-03-30 17:32:59+02:00,2026-03-30 17:30:39+02:00,2026-03-30 17:28:44+02:00,2026-03-30 17:27:43+02:00,2026-03-30 17:25:49+02:00,2026-03-30 17:23:11+02:00,2026-03-30 17:21:23+02:00,2026-03-30 17:19:15+02:00,2026-03-30 17:17:19+02:00,2026-03-30 17:15:22+02:00,2026-03-30 17:12:34+02:00,2026-03-30 17:10:46+02:00,2026-03-30 17:09:11+02:00,2026-03-30 17:06:49+02:00,2026-03-30 17:04:27+02:00,2026-03-30 17:01:20+02:00,2026-03-30 16:55:40+02:00,2026-03-30 16:52:50+02:00,2026-03-30 16:49:20+02:00,2026-03-30 16:46:30+02:00,2026-03-30 16:44:20+02:00,2026-03-30 16:42:10+02:00,2026-03-30 16:38:30+02:00,2026-03-30 16:35:40+02:00,2026-03-30 16:33:40+02:00,,,,,,,Parc des Expositions,32,2026-03-30 16:30:04.270939+02:00
STAR50,STAR,Robinson,,2026-03-30 17:57:21+02:00,2026-03-30 17:55:36+02:00,,,,,,,,,,,,,,,,,,2026-03-30 17:53:24+02:00,2026-03-30 17:50:51+02:00,2026-03-30 17:49:03+02:00,2026-03-30 17:46:55+02:00,2026-03-30 17:44:59+02:00,2026-03-30 17:43:02+02:00,2026-03-30 17:40:14+02:00,2026-03-30 17:38:26+02:00,2026-03-30 17:36:51+02:00,2026-03-30 17:34:29+02:00,2026-03-30 17:32:07+02:00,2026-03-30 17:29:00+02:00,2026-03-30 17:23:20+02:00,2026-03-30 17:20:30+02:00,2026-03-30 17:17:00+02:00,2026-03-30 17:14:10+02:00,2026-03-30 17:12:00+02:00,2026-03-30 17:09:50+02:00,2026-03-30 17:06:10+02:00,2026-03-30 17:03:20+02:00,2026-03-30 17:01:20+02:00,2026-03-30 16:56:00+02:00,2026-03-30 16:48:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-03-30 16:30:04.270939+02:00
PIST94,PIST,Saint-Rémy-lès-Chevreuse,,,,,2026-03-30 16:42:40+02:00,2026-03-30 16:39:27+02:00,2026-03-30 16:37:34+02:00,2026-03-30 16:35:42+02:00,2026-03-30 16:33:25+02:00,2026-03-30 16:31:07+02:00,2026-03-30 16:28:46+02:00,2026-03-30 16:25:53+02:00,2026-03-30 16:23:48+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palaiseau,9,2026-03-30 16:30:04.270939+02:00
PGAZ68,PGAZ,Saint-Rémy-lès-Chevreuse,,,,,2026-03-30 18:48:57+02:00,2026-03-30 18:45:44+02:00,2026-03-30 18:43:51+02:00,2026-03-30 18:41:59+02:00,2026-03-30 18:39:42+02:00,2026-03-30 18:37:34+02:00,,,2026-03-30 18:33:01+02:00,2026-03-30 18:30:09+02:00,,,,2026-03-30 18:25:09+02:00,2026-03-30 18:23:14+02:00,,2026-03-30 18:20:19+02:00,2026-03-30 18:17:41+02:00,2026-03-30 18:15:53+02:00,2026-03-30 18:13:45+02:00,2026-03-30 18:11:54+02:00,2026-03-30 18:10:02+02:00,2026-03-30 18:07:14+02:00,2026-03-30 18:05:26+02:00,2026-03-30 18:03:51+02:00,2026-03-30 18:01:29+02:00,2026-03-30 17:59:07+02:00,2026-03-30 17:56:00+02:00,2026-03-30 17:50:20+02:00,2026-03-30 17:47:30+02:00,2026-03-30 17:44:00+02:00,2026-03-30 17:41:10+02:00,2026-03-30 17:39:00+02:00,2026-03-30 17:36:50+02:00,,,,,,2026-03-30 17:33:10+02:00,2026-03-30 17:30:00+02:00,2026-03-30 17:26:50+02:00,2026-03-30 17:23:00+02:00,Mitry - Claye,32,2026-03-30 16:30:04.270939+02:00
LOUP22,LOUP,Orsay-Ville,,,,,,,,,,2026-03-30 17:34:43+02:00,2026-03-30 17:32:22+02:00,2026-03-30 17:29:29+02:00,2026-03-30 17:27:24+02:00,2026-03-30 17:24:12+02:00,,2026-03-30 17:20:53+02:00,2026-03-30 17:19:09+02:00,2026-03-30 17:16:49+02:00,2026-03-30 17:14:54+02:00,,2026-03-30 17:11:59+02:00,2026-03-30 17:09:21+02:00,2026-03-30 17:07:33+02:00,2026-03-30 17:05:25+02:00,2026-03-30 17:03:29+02:00,2026-03-30 17:01:32+02:00,2026-03-30 16:58:44+02:00,2026-03-30 16:56:56+02:00,2026-03-30 16:55:21+02:00,2026-03-30 16:52:59+02:00,2026-03-30 16:50:37+02:00,2026-03-30 16:47:30+02:00,2026-03-30 16:41:50+02:00,2026-03-30 16:39:00+02:00,2026-03-30 16:35:30+02:00,2026-03-30 16:32:40+02:00,2026-03-30 16:30:30+02:00,,,,,,,,,,,Le Blanc-Mesnil,26,2026-03-30 16:30:04.270939+02:00
ERSE03,ERSE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 16:25:57+02:00,2026-03-30 16:30:08+02:00,,,,,,2026-03-30 16:45:18+02:00,,,2026-03-30 16:52:08+02:00,2026-03-30 16:59:08+02:00,,,,,,Châtelet les Halles,5,2026-03-30 16:30:04.270939+02:00
EPAU99,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 16:31:12+02:00,2026-03-30 16:32:05+02:00,2026-03-30 16:34:35+02:00,2026-03-30 16:37:45+02:00,2026-03-30 16:40:55+02:00,2026-03-30 16:43:45+02:00,2026-03-30 16:51:25+02:00,,,,,,Drancy,7,2026-03-30 16:30:04.270939+02:00
