mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
KALE92,KALE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-03-28 09:41:23+01:00,2026-03-28 09:39:39+01:00,2026-03-28 09:38:15+01:00,2026-03-28 09:36:20+01:00,2026-03-28 09:34:40+01:00,2026-03-28 09:33:01+01:00,2026-03-28 09:31:14+01:00,2026-03-28 09:28:46+01:00,2026-03-28 09:27:13+01:00,2026-03-28 09:25:15+01:00,2026-03-28 09:23:29+01:00,2026-03-28 09:21:52+01:00,2026-03-28 09:19:34+01:00,2026-03-28 09:17:26+01:00,2026-03-28 09:15:51+01:00,2026-03-28 09:13:59+01:00,2026-03-28 09:11:47+01:00,2026-03-28 09:08:00+01:00,,,,,,2026-03-28 08:51:50+01:00,,,2026-03-28 08:45:10+01:00,2026-03-28 08:39:20+01:00,2026-03-28 08:36:30+01:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),22,2026-03-28 08:26:10.170109+01:00
ILUK73,ILUK,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-28 08:26:10+01:00,2026-03-28 08:28:40+01:00,2026-03-28 08:31:50+01:00,2026-03-28 08:34:30+01:00,2026-03-28 08:36:40+01:00,2026-03-28 08:39:20+01:00,,,,,,2026-03-28 08:42:40+01:00,2026-03-28 08:45:30+01:00,2026-03-28 08:48:40+01:00,,La Plaine Stade de France,9,2026-03-28 08:26:10.170109+01:00
SORT76,SORT,Robinson,,2026-03-28 08:55:51+01:00,2026-03-28 08:54:11+01:00,,,,,,,,,,,,,,,,,,2026-03-28 08:52:19+01:00,2026-03-28 08:49:51+01:00,2026-03-28 08:48:13+01:00,2026-03-28 08:46:15+01:00,2026-03-28 08:44:29+01:00,2026-03-28 08:42:52+01:00,2026-03-28 08:40:34+01:00,2026-03-28 08:38:26+01:00,2026-03-28 08:36:51+01:00,2026-03-28 08:34:59+01:00,2026-03-28 08:32:47+01:00,2026-03-28 08:29:00+01:00,,,,,,,,,,,,,,,,Gare du Nord,14,2026-03-28 08:26:10.170109+01:00
SORT94,SORT,Robinson,,2026-03-28 09:40:51+01:00,2026-03-28 09:39:11+01:00,,,,,,,,,,,,,,,,,,2026-03-28 09:37:19+01:00,2026-03-28 09:34:51+01:00,2026-03-28 09:33:13+01:00,2026-03-28 09:31:15+01:00,2026-03-28 09:29:29+01:00,2026-03-28 09:27:52+01:00,2026-03-28 09:25:34+01:00,2026-03-28 09:23:26+01:00,2026-03-28 09:21:51+01:00,2026-03-28 09:19:59+01:00,2026-03-28 09:17:47+01:00,2026-03-28 09:14:00+01:00,2026-03-28 09:08:20+01:00,2026-03-28 09:05:30+01:00,2026-03-28 09:02:00+01:00,2026-03-28 08:59:10+01:00,2026-03-28 08:57:00+01:00,2026-03-28 08:54:50+01:00,,,,,,2026-03-28 08:51:10+01:00,2026-03-28 08:48:00+01:00,2026-03-28 08:44:50+01:00,2026-03-28 08:41:00+01:00,Mitry - Claye,24,2026-03-28 08:26:10.170109+01:00
ILUK91,ILUK,Mitry - Claye,2026-03-28 08:36:13+01:00,2026-03-28 08:38:39+01:00,2026-03-28 08:40:18+01:00,,,,,,,,,,,,,,,,,,2026-03-28 08:42:11+01:00,2026-03-28 08:44:46+01:00,2026-03-28 08:46:26+01:00,2026-03-28 08:48:29+01:00,2026-03-28 08:50:16+01:00,2026-03-28 08:51:52+01:00,2026-03-28 08:54:32+01:00,2026-03-28 08:56:19+01:00,2026-03-28 08:57:53+01:00,2026-03-28 09:00:09+01:00,2026-03-28 09:02:00+01:00,2026-03-28 09:06:00+01:00,2026-03-28 09:11:10+01:00,2026-03-28 09:13:40+01:00,2026-03-28 09:16:50+01:00,2026-03-28 09:19:30+01:00,2026-03-28 09:21:40+01:00,2026-03-28 09:24:20+01:00,,,,,,2026-03-28 09:27:40+01:00,2026-03-28 09:30:30+01:00,2026-03-28 09:33:40+01:00,,Robinson,24,2026-03-28 08:26:10.170109+01:00
SORT58,SORT,Robinson,,2026-03-28 08:10:51+01:00,2026-03-28 08:09:11+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sceaux,2,2026-03-28 08:26:10.170109+01:00
PIRE84,PIRE,Saint-Rémy-lès-Chevreuse,,,,,2026-03-28 09:39:46+01:00,2026-03-28 09:36:38+01:00,2026-03-28 09:34:40+01:00,2026-03-28 09:32:48+01:00,2026-03-28 09:30:51+01:00,2026-03-28 09:28:28+01:00,2026-03-28 09:26:07+01:00,2026-03-28 09:23:14+01:00,2026-03-28 09:21:09+01:00,2026-03-28 09:18:42+01:00,,,,2026-03-28 09:13:27+01:00,2026-03-28 09:11:32+01:00,,2026-03-28 09:09:02+01:00,,,,,2026-03-28 09:03:52+01:00,2026-03-28 09:01:34+01:00,2026-03-28 08:59:26+01:00,2026-03-28 08:57:51+01:00,2026-03-28 08:55:59+01:00,2026-03-28 08:53:47+01:00,2026-03-28 08:50:00+01:00,2026-03-28 08:44:30+01:00,2026-03-28 08:41:40+01:00,2026-03-28 08:38:10+01:00,2026-03-28 08:35:30+01:00,2026-03-28 08:33:20+01:00,2026-03-28 08:31:10+01:00,2026-03-28 08:27:40+01:00,,,,,,,,,Sevran Beaudottes,27,2026-03-28 08:26:10.170109+01:00
SOUR02,SOUR,Robinson,,2026-03-28 09:55:51+01:00,2026-03-28 09:54:11+01:00,,,,,,,,,,,,,,,,,,2026-03-28 09:52:19+01:00,2026-03-28 09:49:51+01:00,2026-03-28 09:48:13+01:00,2026-03-28 09:46:15+01:00,2026-03-28 09:44:29+01:00,2026-03-28 09:42:52+01:00,2026-03-28 09:40:34+01:00,2026-03-28 09:38:26+01:00,2026-03-28 09:36:51+01:00,2026-03-28 09:34:59+01:00,2026-03-28 09:32:47+01:00,2026-03-28 09:29:00+01:00,2026-03-28 09:23:20+01:00,2026-03-28 09:20:30+01:00,2026-03-28 09:17:00+01:00,2026-03-28 09:14:10+01:00,2026-03-28 09:12:00+01:00,2026-03-28 09:09:50+01:00,,,,,,2026-03-28 09:06:10+01:00,2026-03-28 09:03:00+01:00,2026-03-28 08:59:50+01:00,2026-03-28 08:56:00+01:00,Mitry - Claye,24,2026-03-28 08:26:10.170109+01:00
EPEE01,EPEE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,2026-03-28 08:37:35+01:00,2026-03-28 08:40:51+01:00,2026-03-28 08:43:58+01:00,2026-03-28 08:45:54+01:00,2026-03-28 08:47:46+01:00,2026-03-28 08:50:26+01:00,2026-03-28 08:52:30+01:00,2026-03-28 08:54:27+01:00,2026-03-28 08:56:56+01:00,2026-03-28 08:58:42+01:00,2026-03-28 09:01:14+01:00,,,,2026-03-28 09:05:59+01:00,2026-03-28 09:07:35+01:00,,2026-03-28 09:10:16+01:00,,,,,2026-03-28 09:15:52+01:00,2026-03-28 09:18:32+01:00,2026-03-28 09:20:19+01:00,2026-03-28 09:21:53+01:00,2026-03-28 09:24:09+01:00,2026-03-28 09:26:00+01:00,2026-03-28 09:30:00+01:00,2026-03-28 09:35:10+01:00,2026-03-28 09:37:40+01:00,2026-03-28 09:40:50+01:00,2026-03-28 09:43:30+01:00,2026-03-28 09:45:40+01:00,2026-03-28 09:48:10+01:00,2026-03-28 09:51:20+01:00,2026-03-28 09:53:50+01:00,2026-03-28 09:56:10+01:00,2026-03-28 10:01:50+01:00,,,,,,Saint-Rémy-lès-Chevreuse,31,2026-03-28 08:26:10.170109+01:00
KALE50,KALE,Massy-Palaiseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-03-28 08:26:10.170109+01:00
