mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
PGAZ20,PGAZ,Saint-Rémy-lès-Chevreuse,,,,,2026-03-26 17:56:12+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Courcelle sur Yvette,1,2026-03-26 17:59:25.574927+01:00
LOUP46,LOUP,Orsay-Ville,,,,,,,,,,2026-03-26 18:17:40+01:00,2026-03-26 18:15:19+01:00,2026-03-26 18:12:26+01:00,2026-03-26 18:10:21+01:00,2026-03-26 18:07:09+01:00,,2026-03-26 18:03:50+01:00,2026-03-26 18:02:06+01:00,2026-03-26 17:59:46+01:00,2026-03-26 17:57:51+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Croix de Berny,9,2026-03-26 17:59:25.574927+01:00
IJUR65,IJUR,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-26 17:56:36+01:00,2026-03-26 17:58:10+01:00,2026-03-26 18:00:16+01:00,2026-03-26 18:02:36+01:00,2026-03-26 18:06:57+01:00,2026-03-26 18:12:07+01:00,2026-03-26 18:14:37+01:00,2026-03-26 18:17:47+01:00,2026-03-26 18:20:27+01:00,2026-03-26 18:22:37+01:00,2026-03-26 18:25:17+01:00,,,,,,2026-03-26 18:28:37+01:00,2026-03-26 18:31:27+01:00,2026-03-26 18:34:37+01:00,,Port Royal,14,2026-03-26 17:59:25.574927+01:00
KERN56,KERN,Massy-Palaiseau,,,,,,,,,,,,,,,2026-03-26 18:14:53+01:00,2026-03-26 18:12:49+01:00,,2026-03-26 18:09:56+01:00,2026-03-26 18:08:11+01:00,2026-03-26 18:06:27+01:00,,2026-03-26 18:01:37+01:00,2026-03-26 17:59:49+01:00,,,,,,,,,,,,,,,,,,,,,,,,,Arcueil - Cachan,7,2026-03-26 17:59:25.574927+01:00
IJEL37,IJEL,Mitry - Claye,,,,2026-03-26 18:55:51+01:00,2026-03-26 18:58:52+01:00,2026-03-26 19:01:59+01:00,2026-03-26 19:03:55+01:00,2026-03-26 19:05:47+01:00,2026-03-26 19:08:17+01:00,2026-03-26 19:10:46+01:00,,,,2026-03-26 19:16:15+01:00,,,,2026-03-26 19:21:20+01:00,2026-03-26 19:23:11+01:00,,2026-03-26 19:25:57+01:00,2026-03-26 19:28:36+01:00,2026-03-26 19:30:16+01:00,2026-03-26 19:32:24+01:00,2026-03-26 19:34:11+01:00,2026-03-26 19:35:47+01:00,2026-03-26 19:38:22+01:00,2026-03-26 19:40:39+01:00,2026-03-26 19:42:13+01:00,2026-03-26 19:44:19+01:00,2026-03-26 19:46:39+01:00,2026-03-26 19:51:00+01:00,2026-03-26 19:56:10+01:00,2026-03-26 19:58:40+01:00,2026-03-26 20:01:50+01:00,2026-03-26 20:04:30+01:00,2026-03-26 20:06:40+01:00,2026-03-26 20:09:20+01:00,,,,,,2026-03-26 20:12:40+01:00,2026-03-26 20:15:30+01:00,2026-03-26 20:18:40+01:00,,Saint-Rémy-lès-Chevreuse,31,2026-03-26 17:59:25.574927+01:00
EMUE11,EMUE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-03-26 18:24:31+01:00,2026-03-26 18:26:35+01:00,2026-03-26 18:28:42+01:00,2026-03-26 18:31:11+01:00,2026-03-26 18:33:02+01:00,2026-03-26 18:35:14+01:00,,2026-03-26 18:38:44+01:00,2026-03-26 18:40:19+01:00,2026-03-26 18:42:20+01:00,2026-03-26 18:44:11+01:00,,2026-03-26 18:46:57+01:00,2026-03-26 18:49:36+01:00,2026-03-26 18:51:16+01:00,2026-03-26 18:53:24+01:00,2026-03-26 18:55:11+01:00,2026-03-26 18:56:47+01:00,2026-03-26 18:59:22+01:00,2026-03-26 19:01:39+01:00,2026-03-26 19:03:13+01:00,2026-03-26 19:05:19+01:00,2026-03-26 19:07:39+01:00,2026-03-26 19:12:00+01:00,2026-03-26 19:17:10+01:00,2026-03-26 19:19:40+01:00,2026-03-26 19:22:50+01:00,2026-03-26 19:25:30+01:00,2026-03-26 19:27:40+01:00,2026-03-26 19:30:10+01:00,2026-03-26 19:33:30+01:00,2026-03-26 19:36:00+01:00,2026-03-26 19:38:20+01:00,2026-03-26 19:44:00+01:00,,,,,,Orsay Ville,32,2026-03-26 17:59:25.574927+01:00
IJEL21,IJEL,Mitry - Claye,,,,2026-03-26 18:31:51+01:00,2026-03-26 18:34:52+01:00,2026-03-26 18:37:59+01:00,2026-03-26 18:39:55+01:00,2026-03-26 18:41:47+01:00,2026-03-26 18:44:17+01:00,2026-03-26 18:46:46+01:00,,,,2026-03-26 18:52:15+01:00,,,,2026-03-26 18:57:20+01:00,2026-03-26 18:59:11+01:00,,2026-03-26 19:01:57+01:00,2026-03-26 19:04:36+01:00,2026-03-26 19:06:16+01:00,2026-03-26 19:08:24+01:00,2026-03-26 19:10:11+01:00,2026-03-26 19:11:47+01:00,2026-03-26 19:14:22+01:00,2026-03-26 19:16:39+01:00,2026-03-26 19:18:13+01:00,2026-03-26 19:20:19+01:00,2026-03-26 19:22:39+01:00,2026-03-26 19:27:00+01:00,2026-03-26 19:32:10+01:00,2026-03-26 19:34:40+01:00,2026-03-26 19:37:50+01:00,2026-03-26 19:40:30+01:00,2026-03-26 19:42:40+01:00,2026-03-26 19:45:20+01:00,,,,,,2026-03-26 19:48:40+01:00,2026-03-26 19:51:30+01:00,2026-03-26 19:54:40+01:00,,Saint-Rémy-lès-Chevreuse,31,2026-03-26 17:59:25.574927+01:00
STAR98,STAR,Robinson,,2026-03-26 19:09:21+01:00,2026-03-26 19:07:36+01:00,,,,,,,,,,,,,,,,,,2026-03-26 19:05:24+01:00,2026-03-26 19:02:51+01:00,2026-03-26 19:01:03+01:00,2026-03-26 18:58:55+01:00,2026-03-26 18:56:59+01:00,2026-03-26 18:55:02+01:00,2026-03-26 18:52:14+01:00,2026-03-26 18:50:26+01:00,2026-03-26 18:48:51+01:00,2026-03-26 18:46:29+01:00,2026-03-26 18:44:07+01:00,2026-03-26 18:41:00+01:00,2026-03-26 18:35:20+01:00,2026-03-26 18:32:30+01:00,2026-03-26 18:29:00+01:00,2026-03-26 18:26:10+01:00,2026-03-26 18:24:00+01:00,2026-03-26 18:21:50+01:00,2026-03-26 18:18:10+01:00,2026-03-26 18:15:20+01:00,2026-03-26 18:13:20+01:00,2026-03-26 18:08:00+01:00,2026-03-26 18:00:50+01:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-03-26 17:59:25.574927+01:00
ELOI51,ELOI,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-26 17:59:49+01:00,2026-03-26 18:02:19+01:00,2026-03-26 18:05:39+01:00,2026-03-26 18:08:09+01:00,2026-03-26 18:10:29+01:00,2026-03-26 18:16:09+01:00,,,,,,Le Blanc-Mesnil,6,2026-03-26 17:59:25.574927+01:00
EMMA63,EMMA,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-26 17:56:56+01:00,2026-03-26 17:59:16+01:00,2026-03-26 18:03:37+01:00,2026-03-26 18:08:47+01:00,2026-03-26 18:11:17+01:00,2026-03-26 18:14:27+01:00,2026-03-26 18:17:07+01:00,2026-03-26 18:19:17+01:00,2026-03-26 18:21:47+01:00,2026-03-26 18:25:07+01:00,2026-03-26 18:27:37+01:00,2026-03-26 18:29:57+01:00,2026-03-26 18:35:37+01:00,,,,,,Saint-Michel Notre-Dame,13,2026-03-26 17:59:25.574927+01:00
