mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
EPAU57,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,2026-04-15 13:36:55+02:00,2026-04-15 13:39:56+02:00,2026-04-15 13:43:03+02:00,2026-04-15 13:44:59+02:00,2026-04-15 13:46:41+02:00,2026-04-15 13:49:01+02:00,2026-04-15 13:51:25+02:00,2026-04-15 13:53:22+02:00,2026-04-15 13:55:46+02:00,2026-04-15 13:57:32+02:00,2026-04-15 13:59:44+02:00,,,,2026-04-15 14:04:59+02:00,2026-04-15 14:06:50+02:00,,2026-04-15 14:09:26+02:00,,,,,2026-04-15 14:15:12+02:00,2026-04-15 14:17:42+02:00,2026-04-15 14:19:59+02:00,2026-04-15 14:21:33+02:00,2026-04-15 14:23:39+02:00,2026-04-15 14:25:49+02:00,2026-04-15 14:30:00+02:00,2026-04-15 14:35:10+02:00,2026-04-15 14:37:40+02:00,2026-04-15 14:40:50+02:00,2026-04-15 14:43:30+02:00,2026-04-15 14:45:40+02:00,2026-04-15 14:48:10+02:00,2026-04-15 14:51:20+02:00,2026-04-15 14:53:50+02:00,2026-04-15 14:56:10+02:00,2026-04-15 15:01:50+02:00,,,,,,Saint-Rémy-lès-Chevreuse,31,2026-04-15 12:50:01.319901+02:00
PIST16,PIST,Saint-Rémy-lès-Chevreuse,,,,,2026-04-15 13:27:26+02:00,2026-04-15 13:24:13+02:00,2026-04-15 13:22:20+02:00,2026-04-15 13:20:28+02:00,2026-04-15 13:18:11+02:00,2026-04-15 13:15:53+02:00,2026-04-15 13:13:32+02:00,2026-04-15 13:10:39+02:00,2026-04-15 13:08:34+02:00,2026-04-15 13:05:42+02:00,,,,2026-04-15 13:00:42+02:00,2026-04-15 12:59:02+02:00,,2026-04-15 12:56:02+02:00,,,,,2026-04-15 12:50:32+02:00,,,,,,,,,,,,,,,,,,,,,,Cité Universitaire,14,2026-04-15 12:50:01.319901+02:00
PIST04,PIST,Saint-Rémy-lès-Chevreuse,,,,,2026-04-15 12:53:25+02:00,2026-04-15 12:50:12+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gif-sur-Yvette,2,2026-04-15 12:50:01.319901+02:00
KALI12,KALI,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-15 13:00:28+02:00,2026-04-15 12:58:44+02:00,2026-04-15 12:57:20+02:00,2026-04-15 12:55:15+02:00,2026-04-15 12:53:35+02:00,2026-04-15 12:51:56+02:00,2026-04-15 12:49:59+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,Bourg-la-Reine,7,2026-04-15 12:50:01.319901+02:00
EPAU09,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 12:51:20+02:00,2026-04-15 12:53:50+02:00,2026-04-15 12:56:10+02:00,2026-04-15 13:01:50+02:00,,,,,,Sevran Beaudottes,4,2026-04-15 12:50:01.319901+02:00
SOSO56,SOSO,Robinson,,2026-04-15 14:41:26+02:00,2026-04-15 14:39:46+02:00,,,,,,,,,,,,,,,,,,2026-04-15 14:37:44+02:00,2026-04-15 14:35:11+02:00,2026-04-15 14:33:33+02:00,2026-04-15 14:31:35+02:00,2026-04-15 14:29:49+02:00,2026-04-15 14:28:02+02:00,2026-04-15 14:25:14+02:00,2026-04-15 14:23:26+02:00,2026-04-15 14:21:51+02:00,2026-04-15 14:19:29+02:00,2026-04-15 14:17:07+02:00,2026-04-15 14:14:00+02:00,2026-04-15 14:08:20+02:00,2026-04-15 14:05:30+02:00,2026-04-15 14:02:00+02:00,2026-04-15 13:59:10+02:00,2026-04-15 13:57:00+02:00,2026-04-15 13:54:50+02:00,,,,,,2026-04-15 13:51:10+02:00,2026-04-15 13:48:00+02:00,2026-04-15 13:44:50+02:00,2026-04-15 13:41:00+02:00,Mitry - Claye,24,2026-04-15 12:50:01.319901+02:00
ILUS17,ILUS,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 12:52:19+02:00,2026-04-15 12:57:29+02:00,2026-04-15 12:59:59+02:00,2026-04-15 13:03:09+02:00,2026-04-15 13:05:49+02:00,2026-04-15 13:07:59+02:00,2026-04-15 13:10:39+02:00,,,,,,2026-04-15 13:13:59+02:00,2026-04-15 13:16:49+02:00,2026-04-15 13:19:59+02:00,,Gare du Nord,10,2026-04-15 12:50:01.319901+02:00
ERIO07,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 12:54:30+02:00,,,,,,Aéroport CDG 1 (Terminal 3) - RER,1,2026-04-15 12:50:01.319901+02:00
EPAU15,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 12:51:57+02:00,2026-04-15 12:54:27+02:00,2026-04-15 12:57:37+02:00,2026-04-15 13:00:17+02:00,2026-04-15 13:02:27+02:00,2026-04-15 13:04:57+02:00,2026-04-15 13:08:07+02:00,2026-04-15 13:10:37+02:00,2026-04-15 13:12:57+02:00,2026-04-15 13:18:37+02:00,,,,,,La Plaine Stade de France,10,2026-04-15 12:50:01.319901+02:00
ERIO31,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,2026-04-15 12:50:53+02:00,2026-04-15 12:52:41+02:00,2026-04-15 12:54:06+02:00,2026-04-15 12:56:02+02:00,2026-04-15 12:57:53+02:00,2026-04-15 12:59:41+02:00,2026-04-15 13:01:30+02:00,2026-04-15 13:04:19+02:00,2026-04-15 13:05:59+02:00,2026-04-15 13:08:02+02:00,2026-04-15 13:09:49+02:00,2026-04-15 13:11:25+02:00,2026-04-15 13:13:55+02:00,2026-04-15 13:16:12+02:00,2026-04-15 13:17:46+02:00,2026-04-15 13:19:52+02:00,2026-04-15 13:22:02+02:00,2026-04-15 13:27:00+02:00,,,,,,2026-04-15 13:42:10+02:00,,,,2026-04-15 13:54:30+02:00,,,,,,Massy - Verrières,20,2026-04-15 12:50:01.319901+02:00
SOSO14,SOSO,Robinson,,2026-04-15 12:56:46+02:00,2026-04-15 12:55:06+02:00,,,,,,,,,,,,,,,,,,2026-04-15 12:53:04+02:00,2026-04-15 12:50:31+02:00,2026-04-15 12:48:53+02:00,,,,,,,,,,,,,,,,,,,,,,,,,Arcueil - Cachan,5,2026-04-15 12:50:01.319901+02:00
KALI48,KALI,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-15 14:27:13+02:00,2026-04-15 14:25:29+02:00,2026-04-15 14:24:05+02:00,2026-04-15 14:22:00+02:00,2026-04-15 14:20:20+02:00,2026-04-15 14:18:41+02:00,2026-04-15 14:16:44+02:00,2026-04-15 14:14:21+02:00,2026-04-15 14:12:43+02:00,2026-04-15 14:10:45+02:00,2026-04-15 14:08:59+02:00,2026-04-15 14:07:02+02:00,2026-04-15 14:04:14+02:00,2026-04-15 14:02:26+02:00,2026-04-15 14:00:51+02:00,2026-04-15 13:58:29+02:00,2026-04-15 13:56:07+02:00,2026-04-15 13:53:00+02:00,,,,,,2026-04-15 13:36:50+02:00,,,,2026-04-15 13:24:20+02:00,2026-04-15 13:21:30+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),21,2026-04-15 12:50:01.319901+02:00
ILUS23,ILUS,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 12:49:03+02:00,2026-04-15 12:50:39+02:00,2026-04-15 12:53:09+02:00,2026-04-15 12:55:26+02:00,2026-04-15 12:57:00+02:00,2026-04-15 12:59:06+02:00,2026-04-15 13:01:16+02:00,2026-04-15 13:06:00+02:00,2026-04-15 13:11:10+02:00,2026-04-15 13:13:40+02:00,2026-04-15 13:16:50+02:00,2026-04-15 13:19:30+02:00,2026-04-15 13:21:40+02:00,2026-04-15 13:24:20+02:00,,,,,,2026-04-15 13:27:40+02:00,2026-04-15 13:30:30+02:00,2026-04-15 13:33:40+02:00,,Gentilly,17,2026-04-15 12:50:01.319901+02:00
ILUS35,ILUS,Mitry - Claye,2026-04-15 13:05:33+02:00,2026-04-15 13:07:54+02:00,2026-04-15 13:09:33+02:00,,,,,,,,,,,,,,,,,,2026-04-15 13:11:26+02:00,2026-04-15 13:14:06+02:00,2026-04-15 13:15:46+02:00,2026-04-15 13:17:49+02:00,2026-04-15 13:19:36+02:00,2026-04-15 13:21:12+02:00,2026-04-15 13:23:42+02:00,2026-04-15 13:25:59+02:00,2026-04-15 13:27:33+02:00,2026-04-15 13:29:39+02:00,2026-04-15 13:31:49+02:00,2026-04-15 13:36:00+02:00,2026-04-15 13:41:10+02:00,2026-04-15 13:43:40+02:00,2026-04-15 13:46:50+02:00,2026-04-15 13:49:30+02:00,2026-04-15 13:51:40+02:00,2026-04-15 13:54:20+02:00,,,,,,2026-04-15 13:57:40+02:00,2026-04-15 14:00:30+02:00,2026-04-15 14:03:40+02:00,,Robinson,24,2026-04-15 12:50:01.319901+02:00
ERIO43,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,2026-04-15 13:19:35+02:00,2026-04-15 13:21:40+02:00,2026-04-15 13:23:28+02:00,2026-04-15 13:24:53+02:00,2026-04-15 13:26:49+02:00,2026-04-15 13:28:40+02:00,2026-04-15 13:30:28+02:00,2026-04-15 13:32:17+02:00,2026-04-15 13:35:06+02:00,2026-04-15 13:36:46+02:00,2026-04-15 13:38:49+02:00,2026-04-15 13:40:36+02:00,2026-04-15 13:42:12+02:00,2026-04-15 13:44:42+02:00,2026-04-15 13:46:59+02:00,2026-04-15 13:48:33+02:00,2026-04-15 13:50:39+02:00,2026-04-15 13:52:49+02:00,2026-04-15 13:57:00+02:00,,,,,,2026-04-15 14:12:10+02:00,,,,2026-04-15 14:24:30+02:00,,,,,,Massy - Palaiseau,21,2026-04-15 12:50:01.319901+02:00
ERIO49,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,2026-04-15 13:34:35+02:00,2026-04-15 13:36:40+02:00,2026-04-15 13:38:28+02:00,2026-04-15 13:39:53+02:00,2026-04-15 13:41:49+02:00,2026-04-15 13:43:40+02:00,2026-04-15 13:45:28+02:00,2026-04-15 13:47:17+02:00,2026-04-15 13:50:06+02:00,2026-04-15 13:51:46+02:00,2026-04-15 13:53:49+02:00,2026-04-15 13:55:36+02:00,2026-04-15 13:57:12+02:00,2026-04-15 13:59:42+02:00,2026-04-15 14:01:59+02:00,2026-04-15 14:03:33+02:00,2026-04-15 14:05:39+02:00,2026-04-15 14:07:49+02:00,2026-04-15 14:12:00+02:00,,,,,,2026-04-15 14:27:10+02:00,,,,2026-04-15 14:39:30+02:00,,,,,,Massy - Palaiseau,21,2026-04-15 12:50:01.319901+02:00
ERIO13,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 12:58:49+02:00,,,,2026-04-15 13:11:09+02:00,,,,,,Aulnay-sous-Bois,2,2026-04-15 12:50:01.319901+02:00
ERIO25,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,2026-04-15 12:50:06+02:00,2026-04-15 12:51:46+02:00,2026-04-15 12:53:49+02:00,2026-04-15 12:55:36+02:00,2026-04-15 12:57:12+02:00,2026-04-15 12:59:42+02:00,2026-04-15 13:01:59+02:00,2026-04-15 13:03:33+02:00,2026-04-15 13:05:39+02:00,2026-04-15 13:07:49+02:00,2026-04-15 13:12:00+02:00,,,,,,2026-04-15 13:27:10+02:00,,,,2026-04-15 13:39:30+02:00,,,,,,Bagneux,13,2026-04-15 12:50:01.319901+02:00
