mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
IDOR53,IDOR,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-26 17:50:10+01:00,2026-03-26 17:52:40+01:00,2026-03-26 17:55:50+01:00,2026-03-26 17:58:30+01:00,2026-03-26 18:00:40+01:00,2026-03-26 18:03:20+01:00,,,,,,2026-03-26 18:06:40+01:00,2026-03-26 18:09:30+01:00,2026-03-26 18:12:40+01:00,,La Plaine Stade de France,9,2026-03-26 17:50:49.734248+01:00
ILAN37,ILAN,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-26 17:45:30+01:00,2026-03-26 17:48:40+01:00,,Vert Galant,2,2026-03-26 17:50:49.734248+01:00
IJUR73,IJUR,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,2026-03-26 17:50:17+01:00,2026-03-26 17:52:46+01:00,2026-03-26 17:54:31+01:00,2026-03-26 17:56:34+01:00,2026-03-26 17:58:21+01:00,2026-03-26 18:00:12+01:00,2026-03-26 18:03:02+01:00,2026-03-26 18:04:49+01:00,2026-03-26 18:06:23+01:00,2026-03-26 18:08:59+01:00,2026-03-26 18:11:00+01:00,2026-03-26 18:15:00+01:00,2026-03-26 18:20:10+01:00,2026-03-26 18:22:40+01:00,2026-03-26 18:25:50+01:00,2026-03-26 18:28:30+01:00,2026-03-26 18:30:40+01:00,2026-03-26 18:33:20+01:00,,,,,,2026-03-26 18:36:40+01:00,2026-03-26 18:39:30+01:00,2026-03-26 18:42:40+01:00,,Bourg-la-Reine,21,2026-03-26 17:50:49.734248+01:00
ELOI67,ELOI,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-26 17:54:02+01:00,2026-03-26 17:55:49+01:00,2026-03-26 17:57:23+01:00,2026-03-26 17:59:59+01:00,2026-03-26 18:02:00+01:00,2026-03-26 18:06:00+01:00,2026-03-26 18:11:10+01:00,2026-03-26 18:13:40+01:00,2026-03-26 18:16:50+01:00,2026-03-26 18:19:30+01:00,2026-03-26 18:21:40+01:00,2026-03-26 18:24:10+01:00,2026-03-26 18:27:30+01:00,2026-03-26 18:30:00+01:00,2026-03-26 18:32:20+01:00,2026-03-26 18:38:00+01:00,,,,,,Denfert-Rochereau,16,2026-03-26 17:50:49.734248+01:00
STAR58,STAR,Robinson,,2026-03-26 18:09:31+01:00,2026-03-26 18:07:46+01:00,,,,,,,,,,,,,,,,,,2026-03-26 18:05:49+01:00,2026-03-26 18:03:01+01:00,2026-03-26 18:01:23+01:00,2026-03-26 17:59:15+01:00,2026-03-26 17:57:19+01:00,2026-03-26 17:55:32+01:00,2026-03-26 17:52:54+01:00,2026-03-26 17:50:36+01:00,2026-03-26 17:49:01+01:00,2026-03-26 17:47:09+01:00,,,,,,,,,,,,,,,,,,Saint-Michel Notre-Dame,12,2026-03-26 17:50:49.734248+01:00
LOUP38,LOUP,Aulnay-sous-Bois,,,,,,,,,,2026-03-26 17:58:38+01:00,2026-03-26 17:56:17+01:00,2026-03-26 17:53:24+01:00,2026-03-26 17:51:19+01:00,2026-03-26 17:48:52+01:00,,2026-03-26 17:44:43+01:00,2026-03-26 17:42:59+01:00,2026-03-26 17:40:44+01:00,2026-03-26 17:38:49+01:00,,2026-03-26 17:35:54+01:00,2026-03-26 17:33:11+01:00,2026-03-26 17:31:23+01:00,2026-03-26 17:29:15+01:00,2026-03-26 17:27:19+01:00,2026-03-26 17:25:32+01:00,2026-03-26 17:22:54+01:00,2026-03-26 17:20:36+01:00,2026-03-26 17:19:01+01:00,2026-03-26 17:17:09+01:00,2026-03-26 17:14:47+01:00,2026-03-26 17:11:00+01:00,2026-03-26 17:05:20+01:00,2026-03-26 17:02:30+01:00,2026-03-26 16:59:00+01:00,2026-03-26 16:56:10+01:00,2026-03-26 16:54:00+01:00,2026-03-26 16:51:50+01:00,2026-03-26 16:48:10+01:00,2026-03-26 16:45:20+01:00,2026-03-26 16:43:20+01:00,,,,,,,Parc des Expositions,30,2026-03-26 17:50:49.734248+01:00
EMUE19,EMUE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-03-26 18:36:31+01:00,2026-03-26 18:38:45+01:00,2026-03-26 18:40:47+01:00,2026-03-26 18:43:21+01:00,2026-03-26 18:45:12+01:00,2026-03-26 18:47:44+01:00,,2026-03-26 18:50:54+01:00,2026-03-26 18:52:24+01:00,2026-03-26 18:54:40+01:00,2026-03-26 18:56:26+01:00,,2026-03-26 18:59:17+01:00,2026-03-26 19:01:46+01:00,2026-03-26 19:03:31+01:00,2026-03-26 19:05:34+01:00,2026-03-26 19:07:21+01:00,2026-03-26 19:09:12+01:00,2026-03-26 19:12:02+01:00,2026-03-26 19:13:49+01:00,2026-03-26 19:15:23+01:00,2026-03-26 19:17:59+01:00,2026-03-26 19:20:00+01:00,2026-03-26 19:24:00+01:00,2026-03-26 19:29:10+01:00,2026-03-26 19:31:40+01:00,2026-03-26 19:34:50+01:00,2026-03-26 19:37:30+01:00,2026-03-26 19:39:40+01:00,2026-03-26 19:42:10+01:00,2026-03-26 19:45:30+01:00,2026-03-26 19:48:00+01:00,2026-03-26 19:50:20+01:00,2026-03-26 19:56:00+01:00,,,,,,Orsay Ville,32,2026-03-26 17:50:49.734248+01:00
EMUE27,EMUE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,2026-03-26 18:48:31+01:00,2026-03-26 18:50:45+01:00,2026-03-26 18:52:47+01:00,2026-03-26 18:55:21+01:00,2026-03-26 18:57:12+01:00,2026-03-26 18:59:44+01:00,,2026-03-26 19:02:54+01:00,2026-03-26 19:04:24+01:00,2026-03-26 19:06:40+01:00,2026-03-26 19:08:26+01:00,,2026-03-26 19:11:17+01:00,2026-03-26 19:13:46+01:00,2026-03-26 19:15:31+01:00,2026-03-26 19:17:34+01:00,2026-03-26 19:19:21+01:00,2026-03-26 19:21:12+01:00,2026-03-26 19:24:02+01:00,2026-03-26 19:25:49+01:00,2026-03-26 19:27:23+01:00,2026-03-26 19:29:59+01:00,2026-03-26 19:32:00+01:00,2026-03-26 19:36:00+01:00,2026-03-26 19:41:10+01:00,2026-03-26 19:43:40+01:00,2026-03-26 19:46:50+01:00,2026-03-26 19:49:30+01:00,2026-03-26 19:51:40+01:00,2026-03-26 19:54:10+01:00,2026-03-26 19:57:30+01:00,2026-03-26 20:00:00+01:00,2026-03-26 20:02:20+01:00,2026-03-26 20:08:00+01:00,,,,,,Orsay Ville,32,2026-03-26 17:50:49.734248+01:00
KENT06,KENT,Massy-Palaiseau,,,,,,,,,,,,,,,2026-03-26 19:25:12+01:00,2026-03-26 19:23:23+01:00,,2026-03-26 19:20:35+01:00,2026-03-26 19:18:40+01:00,2026-03-26 19:16:46+01:00,2026-03-26 19:14:54+01:00,2026-03-26 19:12:11+01:00,2026-03-26 19:10:23+01:00,2026-03-26 19:08:15+01:00,2026-03-26 19:06:19+01:00,2026-03-26 19:04:32+01:00,2026-03-26 19:01:54+01:00,2026-03-26 18:59:36+01:00,2026-03-26 18:58:01+01:00,2026-03-26 18:56:09+01:00,2026-03-26 18:53:47+01:00,2026-03-26 18:50:00+01:00,2026-03-26 18:44:20+01:00,,,,,,,,,,,,,,,La Plaine Stade de France,18,2026-03-26 17:50:49.734248+01:00
IJUR57,IJUR,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-26 17:47:00+01:00,2026-03-26 17:51:00+01:00,2026-03-26 17:56:10+01:00,2026-03-26 17:58:40+01:00,2026-03-26 18:01:50+01:00,2026-03-26 18:04:30+01:00,2026-03-26 18:06:40+01:00,2026-03-26 18:09:20+01:00,,,,,,2026-03-26 18:12:40+01:00,2026-03-26 18:15:30+01:00,2026-03-26 18:18:40+01:00,,Châtelet les Halles,11,2026-03-26 17:50:49.734248+01:00
