mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
KALI96,KALI,Massy-Palaiseau,,,,,,,,,,,,,,,2026-03-27 16:27:13+01:00,2026-03-27 16:25:29+01:00,2026-03-27 16:24:05+01:00,2026-03-27 16:22:10+01:00,2026-03-27 16:20:30+01:00,2026-03-27 16:18:41+01:00,2026-03-27 16:16:54+01:00,2026-03-27 16:14:26+01:00,2026-03-27 16:12:53+01:00,2026-03-27 16:10:55+01:00,2026-03-27 16:09:09+01:00,2026-03-27 16:07:32+01:00,2026-03-27 16:04:54+01:00,2026-03-27 16:02:36+01:00,2026-03-27 16:01:01+01:00,2026-03-27 15:59:09+01:00,2026-03-27 15:56:47+01:00,2026-03-27 15:53:00+01:00,,,,,,2026-03-27 15:36:50+01:00,,,,2026-03-27 15:24:20+01:00,2026-03-27 15:21:30+01:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),21,2026-03-27 15:18:29.083564+01:00
EPAU93,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,2026-03-27 15:16:41+01:00,2026-03-27 15:19:21+01:00,2026-03-27 15:21:25+01:00,2026-03-27 15:23:22+01:00,2026-03-27 15:25:51+01:00,2026-03-27 15:27:42+01:00,2026-03-27 15:30:24+01:00,,,,2026-03-27 15:35:19+01:00,2026-03-27 15:36:55+01:00,,2026-03-27 15:39:46+01:00,,,,,2026-03-27 15:45:32+01:00,2026-03-27 15:48:22+01:00,2026-03-27 15:50:09+01:00,2026-03-27 15:51:43+01:00,2026-03-27 15:54:09+01:00,2026-03-27 15:56:00+01:00,2026-03-27 16:00:00+01:00,2026-03-27 16:05:10+01:00,2026-03-27 16:07:40+01:00,2026-03-27 16:10:50+01:00,2026-03-27 16:13:30+01:00,2026-03-27 16:15:40+01:00,2026-03-27 16:18:10+01:00,2026-03-27 16:21:30+01:00,2026-03-27 16:24:00+01:00,2026-03-27 16:26:20+01:00,2026-03-27 16:32:00+01:00,,,,,,Bures-sur-Yvette,27,2026-03-27 15:18:29.083564+01:00
ERIO79,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-27 15:18:43+01:00,2026-03-27 15:21:09+01:00,2026-03-27 15:23:00+01:00,2026-03-27 15:27:00+01:00,,,,,,2026-03-27 15:42:10+01:00,,,,2026-03-27 15:54:30+01:00,,,,,,Luxembourg,6,2026-03-27 15:18:29.083564+01:00
SOME12,SOME,Robinson,,2026-03-27 16:56:31+01:00,2026-03-27 16:54:51+01:00,,,,,,,,,,,,,,,,,,2026-03-27 16:52:59+01:00,2026-03-27 16:50:21+01:00,2026-03-27 16:48:43+01:00,2026-03-27 16:46:45+01:00,2026-03-27 16:44:59+01:00,2026-03-27 16:43:22+01:00,2026-03-27 16:40:54+01:00,2026-03-27 16:38:36+01:00,2026-03-27 16:37:01+01:00,2026-03-27 16:35:09+01:00,2026-03-27 16:32:47+01:00,2026-03-27 16:29:00+01:00,2026-03-27 16:23:20+01:00,2026-03-27 16:20:30+01:00,2026-03-27 16:17:00+01:00,2026-03-27 16:14:10+01:00,2026-03-27 16:12:00+01:00,2026-03-27 16:09:50+01:00,,,,,,2026-03-27 16:06:10+01:00,2026-03-27 16:03:00+01:00,2026-03-27 15:59:50+01:00,2026-03-27 15:56:00+01:00,Mitry - Claye,24,2026-03-27 15:18:29.083564+01:00
ILAN07,ILAN,Mitry - Claye,2026-03-27 16:05:33+01:00,2026-03-27 16:07:59+01:00,2026-03-27 16:09:38+01:00,,,,,,,,,,,,,,,,,,2026-03-27 16:11:41+01:00,2026-03-27 16:14:16+01:00,2026-03-27 16:15:56+01:00,2026-03-27 16:17:59+01:00,2026-03-27 16:19:46+01:00,2026-03-27 16:21:32+01:00,2026-03-27 16:24:22+01:00,2026-03-27 16:26:09+01:00,2026-03-27 16:27:43+01:00,2026-03-27 16:30:09+01:00,2026-03-27 16:32:00+01:00,2026-03-27 16:36:00+01:00,2026-03-27 16:41:10+01:00,2026-03-27 16:43:40+01:00,2026-03-27 16:46:50+01:00,2026-03-27 16:49:30+01:00,2026-03-27 16:51:40+01:00,2026-03-27 16:54:20+01:00,,,,,,2026-03-27 16:57:40+01:00,2026-03-27 17:00:30+01:00,2026-03-27 17:03:40+01:00,,Robinson,24,2026-03-27 15:18:29.083564+01:00
PINA08,PINA,Saint-Rémy-lès-Chevreuse,,,,,2026-03-27 17:11:06+01:00,2026-03-27 17:07:58+01:00,2026-03-27 17:06:00+01:00,2026-03-27 17:04:08+01:00,2026-03-27 17:02:11+01:00,2026-03-27 16:59:48+01:00,2026-03-27 16:57:27+01:00,2026-03-27 16:54:34+01:00,2026-03-27 16:52:29+01:00,2026-03-27 16:50:02+01:00,,,,2026-03-27 16:44:37+01:00,2026-03-27 16:42:42+01:00,,2026-03-27 16:40:02+01:00,,,,,2026-03-27 16:34:32+01:00,2026-03-27 16:31:54+01:00,2026-03-27 16:29:36+01:00,2026-03-27 16:28:01+01:00,2026-03-27 16:26:09+01:00,2026-03-27 16:23:47+01:00,2026-03-27 16:20:00+01:00,2026-03-27 16:14:20+01:00,2026-03-27 16:11:30+01:00,2026-03-27 16:08:00+01:00,2026-03-27 16:05:10+01:00,2026-03-27 16:03:00+01:00,2026-03-27 16:00:50+01:00,2026-03-27 15:57:10+01:00,2026-03-27 15:54:20+01:00,2026-03-27 15:52:20+01:00,2026-03-27 15:47:10+01:00,2026-03-27 15:44:20+01:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),31,2026-03-27 15:18:29.083564+01:00
EPAU81,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-27 15:18:22+01:00,2026-03-27 15:20:09+01:00,2026-03-27 15:21:43+01:00,2026-03-27 15:24:09+01:00,2026-03-27 15:26:00+01:00,2026-03-27 15:30:00+01:00,2026-03-27 15:35:10+01:00,2026-03-27 15:37:40+01:00,2026-03-27 15:40:50+01:00,2026-03-27 15:43:30+01:00,2026-03-27 15:45:40+01:00,2026-03-27 15:48:10+01:00,2026-03-27 15:51:20+01:00,2026-03-27 15:53:50+01:00,2026-03-27 15:56:10+01:00,2026-03-27 16:01:50+01:00,,,,,,Denfert-Rochereau,16,2026-03-27 15:18:29.083564+01:00
PIST94,PIST,Saint-Rémy-lès-Chevreuse,,,,,2026-03-27 16:41:06+01:00,2026-03-27 16:37:58+01:00,2026-03-27 16:36:00+01:00,2026-03-27 16:34:08+01:00,2026-03-27 16:32:11+01:00,2026-03-27 16:29:48+01:00,2026-03-27 16:27:27+01:00,2026-03-27 16:24:34+01:00,2026-03-27 16:22:29+01:00,2026-03-27 16:20:02+01:00,,,,2026-03-27 16:14:37+01:00,2026-03-27 16:12:42+01:00,,2026-03-27 16:10:02+01:00,,,,,2026-03-27 16:04:32+01:00,2026-03-27 16:01:54+01:00,2026-03-27 15:59:36+01:00,2026-03-27 15:58:01+01:00,2026-03-27 15:56:09+01:00,2026-03-27 15:53:47+01:00,2026-03-27 15:50:00+01:00,2026-03-27 15:44:20+01:00,2026-03-27 15:41:30+01:00,2026-03-27 15:38:00+01:00,2026-03-27 15:35:10+01:00,2026-03-27 15:33:00+01:00,2026-03-27 15:30:50+01:00,2026-03-27 15:27:10+01:00,2026-03-27 15:24:20+01:00,2026-03-27 15:22:20+01:00,2026-03-27 15:17:10+01:00,2026-03-27 15:14:20+01:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),31,2026-03-27 15:18:29.083564+01:00
SOSO74,SOSO,Robinson,,2026-03-27 15:26:31+01:00,2026-03-27 15:24:51+01:00,,,,,,,,,,,,,,,,,,2026-03-27 15:22:59+01:00,2026-03-27 15:20:21+01:00,2026-03-27 15:18:43+01:00,,,,,,,,,,,,,,,,,,,,,,,,,Arcueil - Cachan,5,2026-03-27 15:18:29.083564+01:00
PINA02,PINA,Saint-Rémy-lès-Chevreuse,,,,,2026-03-27 16:56:06+01:00,2026-03-27 16:52:58+01:00,2026-03-27 16:51:00+01:00,2026-03-27 16:49:08+01:00,2026-03-27 16:47:11+01:00,2026-03-27 16:44:48+01:00,2026-03-27 16:42:27+01:00,2026-03-27 16:39:34+01:00,2026-03-27 16:37:29+01:00,2026-03-27 16:35:02+01:00,,,,2026-03-27 16:29:37+01:00,2026-03-27 16:27:42+01:00,,2026-03-27 16:25:02+01:00,,,,,2026-03-27 16:19:32+01:00,2026-03-27 16:16:54+01:00,2026-03-27 16:14:36+01:00,2026-03-27 16:13:01+01:00,2026-03-27 16:11:09+01:00,2026-03-27 16:08:47+01:00,2026-03-27 16:05:00+01:00,2026-03-27 15:59:20+01:00,2026-03-27 15:56:30+01:00,2026-03-27 15:53:00+01:00,2026-03-27 15:50:10+01:00,2026-03-27 15:48:00+01:00,2026-03-27 15:45:50+01:00,2026-03-27 15:42:10+01:00,2026-03-27 15:39:20+01:00,2026-03-27 15:37:20+01:00,2026-03-27 15:32:10+01:00,2026-03-27 15:29:20+01:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),31,2026-03-27 15:18:29.083564+01:00
