mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
LOUP62,LOUP,Orsay-Ville,,,,,,,,,,2026-04-14 18:37:43+02:00,2026-04-14 18:35:22+02:00,2026-04-14 18:32:29+02:00,2026-04-14 18:30:24+02:00,2026-04-14 18:27:12+02:00,,2026-04-14 18:23:53+02:00,2026-04-14 18:22:09+02:00,2026-04-14 18:19:49+02:00,2026-04-14 18:17:54+02:00,,2026-04-14 18:14:59+02:00,2026-04-14 18:12:21+02:00,2026-04-14 18:10:33+02:00,2026-04-14 18:08:25+02:00,2026-04-14 18:06:29+02:00,2026-04-14 18:04:32+02:00,2026-04-14 18:01:44+02:00,2026-04-14 17:59:56+02:00,2026-04-14 17:58:21+02:00,2026-04-14 17:55:59+02:00,2026-04-14 17:53:12+02:00,2026-04-14 17:50:30+02:00,2026-04-14 17:44:50+02:00,2026-04-14 17:42:00+02:00,,,,,,,,,,,,,,La Courneuve - Aubervilliers,23,2026-04-14 17:40:02.167729+02:00
PGUY10,PGUY,Saint-Rémy-lès-Chevreuse,,,,,2026-04-14 19:48:57+02:00,2026-04-14 19:45:44+02:00,2026-04-14 19:43:51+02:00,2026-04-14 19:41:59+02:00,2026-04-14 19:39:42+02:00,2026-04-14 19:37:34+02:00,,,2026-04-14 19:33:01+02:00,2026-04-14 19:30:09+02:00,,,,2026-04-14 19:25:09+02:00,2026-04-14 19:23:14+02:00,,2026-04-14 19:20:19+02:00,2026-04-14 19:17:41+02:00,2026-04-14 19:15:53+02:00,2026-04-14 19:13:45+02:00,2026-04-14 19:11:54+02:00,2026-04-14 19:10:02+02:00,2026-04-14 19:07:14+02:00,2026-04-14 19:05:26+02:00,2026-04-14 19:03:51+02:00,2026-04-14 19:01:29+02:00,2026-04-14 18:59:07+02:00,2026-04-14 18:56:00+02:00,2026-04-14 18:50:20+02:00,2026-04-14 18:47:30+02:00,2026-04-14 18:44:00+02:00,2026-04-14 18:41:10+02:00,2026-04-14 18:39:00+02:00,2026-04-14 18:36:50+02:00,,,,,,2026-04-14 18:33:10+02:00,2026-04-14 18:30:00+02:00,2026-04-14 18:26:50+02:00,2026-04-14 18:23:00+02:00,Mitry - Claye,32,2026-04-14 17:40:02.167729+02:00
PGUY18,PGUY,Saint-Rémy-lès-Chevreuse,,,,,2026-04-14 20:00:57+02:00,2026-04-14 19:57:44+02:00,2026-04-14 19:55:51+02:00,2026-04-14 19:53:59+02:00,2026-04-14 19:51:42+02:00,2026-04-14 19:49:34+02:00,,,2026-04-14 19:45:01+02:00,2026-04-14 19:42:09+02:00,,,,2026-04-14 19:37:09+02:00,2026-04-14 19:35:14+02:00,,2026-04-14 19:32:19+02:00,2026-04-14 19:29:41+02:00,2026-04-14 19:27:53+02:00,2026-04-14 19:25:45+02:00,2026-04-14 19:23:54+02:00,2026-04-14 19:22:02+02:00,2026-04-14 19:19:14+02:00,2026-04-14 19:17:26+02:00,2026-04-14 19:15:51+02:00,2026-04-14 19:13:29+02:00,2026-04-14 19:11:07+02:00,2026-04-14 19:08:00+02:00,2026-04-14 19:02:20+02:00,2026-04-14 18:59:30+02:00,2026-04-14 18:56:00+02:00,2026-04-14 18:53:10+02:00,2026-04-14 18:51:00+02:00,2026-04-14 18:48:50+02:00,,,,,,2026-04-14 18:45:10+02:00,2026-04-14 18:42:00+02:00,2026-04-14 18:38:50+02:00,2026-04-14 18:35:00+02:00,Mitry - Claye,32,2026-04-14 17:40:02.167729+02:00
LOUP70,LOUP,Orsay-Ville,,,,,,,,,,2026-04-14 18:46:13+02:00,2026-04-14 18:43:52+02:00,2026-04-14 18:40:59+02:00,2026-04-14 18:38:54+02:00,2026-04-14 18:35:42+02:00,,2026-04-14 18:32:23+02:00,2026-04-14 18:30:39+02:00,2026-04-14 18:28:19+02:00,2026-04-14 18:26:24+02:00,,2026-04-14 18:23:29+02:00,2026-04-14 18:20:51+02:00,2026-04-14 18:19:03+02:00,2026-04-14 18:16:55+02:00,2026-04-14 18:14:59+02:00,2026-04-14 18:13:02+02:00,2026-04-14 18:10:14+02:00,2026-04-14 18:08:26+02:00,2026-04-14 18:06:51+02:00,2026-04-14 18:04:29+02:00,2026-04-14 18:02:07+02:00,2026-04-14 17:59:40+02:00,2026-04-14 17:54:00+02:00,2026-04-14 17:51:10+02:00,2026-04-14 17:47:40+02:00,2026-04-14 17:44:50+02:00,2026-04-14 17:42:40+02:00,2026-04-14 17:40:30+02:00,,,,,,,,,,Aulnay-sous-Bois,27,2026-04-14 17:40:02.167729+02:00
IJUR89,IJUR,Mitry - Claye,,,,2026-04-14 17:43:51+02:00,2026-04-14 17:46:52+02:00,2026-04-14 17:49:59+02:00,2026-04-14 17:51:55+02:00,2026-04-14 17:53:47+02:00,2026-04-14 17:56:17+02:00,2026-04-14 17:58:46+02:00,,,,2026-04-14 18:04:15+02:00,,,,2026-04-14 18:09:20+02:00,2026-04-14 18:11:11+02:00,,2026-04-14 18:13:57+02:00,2026-04-14 18:16:36+02:00,2026-04-14 18:18:16+02:00,2026-04-14 18:20:24+02:00,2026-04-14 18:22:11+02:00,2026-04-14 18:23:47+02:00,2026-04-14 18:26:22+02:00,2026-04-14 18:28:39+02:00,2026-04-14 18:30:13+02:00,2026-04-14 18:32:19+02:00,2026-04-14 18:34:39+02:00,2026-04-14 18:39:00+02:00,2026-04-14 18:44:10+02:00,2026-04-14 18:46:40+02:00,2026-04-14 18:49:50+02:00,2026-04-14 18:52:30+02:00,2026-04-14 18:54:40+02:00,2026-04-14 18:57:20+02:00,,,,,,2026-04-14 19:00:40+02:00,2026-04-14 19:03:30+02:00,2026-04-14 19:06:40+02:00,,Saint-Rémy-lès-Chevreuse,31,2026-04-14 17:40:02.167729+02:00
PGUY02,PGUY,Saint-Rémy-lès-Chevreuse,,,,,2026-04-14 19:36:57+02:00,2026-04-14 19:33:44+02:00,2026-04-14 19:31:51+02:00,2026-04-14 19:29:59+02:00,2026-04-14 19:27:42+02:00,2026-04-14 19:25:34+02:00,,,2026-04-14 19:21:01+02:00,2026-04-14 19:18:09+02:00,,,,2026-04-14 19:13:09+02:00,2026-04-14 19:11:14+02:00,,2026-04-14 19:08:19+02:00,2026-04-14 19:05:41+02:00,2026-04-14 19:03:53+02:00,2026-04-14 19:01:45+02:00,2026-04-14 18:59:54+02:00,2026-04-14 18:58:02+02:00,2026-04-14 18:55:14+02:00,2026-04-14 18:53:26+02:00,2026-04-14 18:51:51+02:00,2026-04-14 18:49:29+02:00,2026-04-14 18:47:07+02:00,2026-04-14 18:44:00+02:00,2026-04-14 18:38:20+02:00,2026-04-14 18:35:30+02:00,2026-04-14 18:32:00+02:00,2026-04-14 18:29:10+02:00,2026-04-14 18:27:00+02:00,2026-04-14 18:24:50+02:00,,,,,,2026-04-14 18:21:10+02:00,2026-04-14 18:18:00+02:00,2026-04-14 18:14:50+02:00,2026-04-14 18:11:00+02:00,Mitry - Claye,32,2026-04-14 17:40:02.167729+02:00
PGAZ28,PGAZ,Saint-Rémy-lès-Chevreuse,,,,,2026-04-14 17:49:29+02:00,2026-04-14 17:46:16+02:00,2026-04-14 17:44:23+02:00,2026-04-14 17:42:31+02:00,2026-04-14 17:40:14+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orsay Ville,5,2026-04-14 17:40:02.167729+02:00
EMMA63,EMMA,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,2026-04-14 17:38:52+02:00,2026-04-14 17:40:32+02:00,2026-04-14 17:42:40+02:00,2026-04-14 17:44:27+02:00,2026-04-14 17:46:03+02:00,2026-04-14 17:48:38+02:00,2026-04-14 17:50:55+02:00,2026-04-14 17:52:29+02:00,2026-04-14 17:54:35+02:00,2026-04-14 17:56:55+02:00,2026-04-14 18:01:16+02:00,2026-04-14 18:06:26+02:00,2026-04-14 18:08:56+02:00,2026-04-14 18:12:06+02:00,2026-04-14 18:14:46+02:00,2026-04-14 18:16:56+02:00,2026-04-14 18:19:26+02:00,2026-04-14 18:22:46+02:00,2026-04-14 18:25:16+02:00,2026-04-14 18:27:36+02:00,2026-04-14 18:33:16+02:00,,,,,,Bagneux,21,2026-04-14 17:40:02.167729+02:00
IALE25,IALE,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 17:39:50+02:00,2026-04-14 17:43:00+02:00,,Vert Galant,2,2026-04-14 17:40:02.167729+02:00
IRON93,IRON,Mitry - Claye,,,,,,,,,,,,,,2026-04-14 18:07:30+02:00,2026-04-14 18:09:35+02:00,2026-04-14 18:11:33+02:00,,2026-04-14 18:14:11+02:00,2026-04-14 18:16:07+02:00,2026-04-14 18:18:00+02:00,2026-04-14 18:19:54+02:00,2026-04-14 18:22:36+02:00,2026-04-14 18:24:16+02:00,2026-04-14 18:26:24+02:00,2026-04-14 18:28:11+02:00,2026-04-14 18:29:47+02:00,2026-04-14 18:32:22+02:00,2026-04-14 18:34:39+02:00,2026-04-14 18:36:13+02:00,2026-04-14 18:38:19+02:00,2026-04-14 18:40:39+02:00,2026-04-14 18:45:00+02:00,2026-04-14 18:50:10+02:00,2026-04-14 18:52:40+02:00,2026-04-14 18:55:50+02:00,2026-04-14 18:58:30+02:00,2026-04-14 19:00:40+02:00,2026-04-14 19:03:20+02:00,,,,,,2026-04-14 19:06:40+02:00,2026-04-14 19:09:30+02:00,2026-04-14 19:12:40+02:00,,Massy - Palaiseau,27,2026-04-14 17:40:02.167729+02:00
