mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
EPAU45,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28 10:54:00+02:00,2026-04-28 10:59:10+02:00,2026-04-28 11:01:40+02:00,2026-04-28 11:04:50+02:00,2026-04-28 11:07:30+02:00,2026-04-28 11:09:40+02:00,2026-04-28 11:12:10+02:00,2026-04-28 11:15:20+02:00,2026-04-28 11:17:50+02:00,2026-04-28 11:20:10+02:00,2026-04-28 11:25:50+02:00,,,,,,Gare du Nord,11,2026-04-28 10:55:03.988755+02:00
SORI72,SORI,Robinson,,2026-04-28 12:23:01+02:00,2026-04-28 12:21:21+02:00,,,,,,,,,,,,,,,,,,2026-04-28 12:19:29+02:00,2026-04-28 12:16:51+02:00,2026-04-28 12:15:13+02:00,2026-04-28 12:13:15+02:00,2026-04-28 12:11:29+02:00,2026-04-28 12:09:52+02:00,2026-04-28 12:07:34+02:00,2026-04-28 12:05:26+02:00,2026-04-28 12:03:51+02:00,2026-04-28 12:01:59+02:00,2026-04-28 11:59:47+02:00,2026-04-28 11:56:00+02:00,2026-04-28 11:50:20+02:00,2026-04-28 11:47:30+02:00,2026-04-28 11:44:00+02:00,2026-04-28 11:41:10+02:00,2026-04-28 11:39:00+02:00,2026-04-28 11:36:50+02:00,,,,,,2026-04-28 11:33:10+02:00,2026-04-28 11:30:00+02:00,2026-04-28 11:26:50+02:00,2026-04-28 11:23:00+02:00,Mitry - Claye,24,2026-04-28 10:55:03.988755+02:00
KALI40,KALI,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-28 11:08:43+02:00,2026-04-28 11:06:59+02:00,2026-04-28 11:05:35+02:00,2026-04-28 11:03:40+02:00,2026-04-28 11:02:00+02:00,2026-04-28 11:00:11+02:00,2026-04-28 10:58:24+02:00,2026-04-28 10:55:56+02:00,2026-04-28 10:54:23+02:00,2026-04-28 10:52:25+02:00,2026-04-28 10:50:39+02:00,2026-04-28 10:49:02+02:00,,,,,,,,,,,,,,,,,,,,,,Cité Universitaire,12,2026-04-28 10:55:03.988755+02:00
EPAU81,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,2026-04-28 11:31:25+02:00,2026-04-28 11:34:40+02:00,2026-04-28 11:37:47+02:00,2026-04-28 11:39:31+02:00,2026-04-28 11:41:13+02:00,2026-04-28 11:43:52+02:00,2026-04-28 11:45:55+02:00,2026-04-28 11:47:52+02:00,2026-04-28 11:50:21+02:00,2026-04-28 11:52:12+02:00,2026-04-28 11:54:54+02:00,,,,2026-04-28 11:59:49+02:00,2026-04-28 12:01:25+02:00,,2026-04-28 12:04:16+02:00,,,,,2026-04-28 12:09:52+02:00,2026-04-28 12:12:32+02:00,2026-04-28 12:14:19+02:00,2026-04-28 12:15:53+02:00,2026-04-28 12:18:09+02:00,2026-04-28 12:20:00+02:00,2026-04-28 12:24:00+02:00,2026-04-28 12:29:10+02:00,2026-04-28 12:31:40+02:00,2026-04-28 12:34:50+02:00,2026-04-28 12:37:30+02:00,2026-04-28 12:39:40+02:00,2026-04-28 12:42:10+02:00,2026-04-28 12:45:20+02:00,2026-04-28 12:47:50+02:00,2026-04-28 12:50:10+02:00,2026-04-28 12:55:50+02:00,,,,,,Saint-Rémy-lès-Chevreuse,31,2026-04-28 10:55:03.988755+02:00
KALI52,KALI,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-28 11:38:43+02:00,2026-04-28 11:36:59+02:00,2026-04-28 11:35:35+02:00,2026-04-28 11:33:40+02:00,2026-04-28 11:32:00+02:00,2026-04-28 11:30:11+02:00,2026-04-28 11:28:24+02:00,2026-04-28 11:25:56+02:00,2026-04-28 11:24:23+02:00,2026-04-28 11:22:25+02:00,2026-04-28 11:20:39+02:00,2026-04-28 11:19:02+02:00,2026-04-28 11:16:34+02:00,2026-04-28 11:14:26+02:00,2026-04-28 11:12:51+02:00,2026-04-28 11:10:59+02:00,2026-04-28 11:08:47+02:00,2026-04-28 11:05:00+02:00,,,,,,,,,,,,,,,,Gare du Nord,18,2026-04-28 10:55:03.988755+02:00
KALI76,KALI,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-28 12:38:43+02:00,2026-04-28 12:36:59+02:00,2026-04-28 12:35:35+02:00,2026-04-28 12:33:40+02:00,2026-04-28 12:32:00+02:00,2026-04-28 12:30:11+02:00,2026-04-28 12:28:24+02:00,2026-04-28 12:25:56+02:00,2026-04-28 12:24:23+02:00,2026-04-28 12:22:25+02:00,2026-04-28 12:20:39+02:00,2026-04-28 12:19:02+02:00,2026-04-28 12:16:34+02:00,2026-04-28 12:14:26+02:00,2026-04-28 12:12:51+02:00,2026-04-28 12:10:59+02:00,2026-04-28 12:08:47+02:00,2026-04-28 12:05:00+02:00,,,,,,2026-04-28 11:48:50+02:00,,,,2026-04-28 11:35:20+02:00,2026-04-28 11:32:30+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),21,2026-04-28 10:55:03.988755+02:00
PIER62,PIER,Saint-Rémy-lès-Chevreuse,,,,,2026-04-28 12:22:36+02:00,2026-04-28 12:19:28+02:00,2026-04-28 12:17:30+02:00,2026-04-28 12:15:38+02:00,2026-04-28 12:13:41+02:00,2026-04-28 12:11:18+02:00,2026-04-28 12:08:57+02:00,2026-04-28 12:06:04+02:00,2026-04-28 12:03:59+02:00,2026-04-28 12:01:32+02:00,,,,2026-04-28 11:56:07+02:00,2026-04-28 11:54:12+02:00,,2026-04-28 11:51:32+02:00,,,,,2026-04-28 11:46:02+02:00,2026-04-28 11:43:34+02:00,2026-04-28 11:41:26+02:00,2026-04-28 11:39:51+02:00,2026-04-28 11:37:59+02:00,2026-04-28 11:35:47+02:00,2026-04-28 11:32:00+02:00,2026-04-28 11:26:20+02:00,2026-04-28 11:23:30+02:00,2026-04-28 11:20:00+02:00,2026-04-28 11:17:10+02:00,2026-04-28 11:15:00+02:00,2026-04-28 11:12:50+02:00,2026-04-28 11:09:10+02:00,2026-04-28 11:05:50+02:00,2026-04-28 11:03:20+02:00,2026-04-28 10:57:10+02:00,,,,,,Aéroport CDG 1 (Terminal 3) - RER,30,2026-04-28 10:55:03.988755+02:00
EPAU69,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,2026-04-28 11:01:25+02:00,2026-04-28 11:04:40+02:00,2026-04-28 11:07:47+02:00,2026-04-28 11:09:31+02:00,2026-04-28 11:11:13+02:00,2026-04-28 11:13:52+02:00,2026-04-28 11:15:55+02:00,2026-04-28 11:17:52+02:00,2026-04-28 11:20:21+02:00,2026-04-28 11:22:12+02:00,2026-04-28 11:24:54+02:00,,,,2026-04-28 11:29:49+02:00,2026-04-28 11:31:25+02:00,,2026-04-28 11:34:16+02:00,,,,,2026-04-28 11:39:52+02:00,2026-04-28 11:42:32+02:00,2026-04-28 11:44:19+02:00,2026-04-28 11:45:53+02:00,2026-04-28 11:48:09+02:00,2026-04-28 11:50:00+02:00,2026-04-28 11:54:00+02:00,2026-04-28 11:59:10+02:00,2026-04-28 12:01:40+02:00,2026-04-28 12:04:50+02:00,2026-04-28 12:07:30+02:00,2026-04-28 12:09:40+02:00,2026-04-28 12:12:10+02:00,2026-04-28 12:15:20+02:00,2026-04-28 12:17:50+02:00,2026-04-28 12:20:10+02:00,2026-04-28 12:25:50+02:00,,,,,,Saint-Rémy-lès-Chevreuse,31,2026-04-28 10:55:03.988755+02:00
ILUS77,ILUS,Mitry - Claye,2026-04-28 11:45:03+02:00,2026-04-28 11:47:29+02:00,2026-04-28 11:49:08+02:00,,,,,,,,,,,,,,,,,,2026-04-28 11:51:11+02:00,2026-04-28 11:53:46+02:00,2026-04-28 11:55:26+02:00,2026-04-28 11:57:29+02:00,2026-04-28 11:59:16+02:00,2026-04-28 12:00:52+02:00,2026-04-28 12:03:32+02:00,2026-04-28 12:05:19+02:00,2026-04-28 12:06:53+02:00,2026-04-28 12:09:09+02:00,2026-04-28 12:11:00+02:00,2026-04-28 12:15:00+02:00,2026-04-28 12:20:10+02:00,2026-04-28 12:22:40+02:00,2026-04-28 12:25:50+02:00,2026-04-28 12:28:30+02:00,2026-04-28 12:30:40+02:00,2026-04-28 12:33:20+02:00,,,,,,2026-04-28 12:36:40+02:00,2026-04-28 12:39:30+02:00,2026-04-28 12:42:40+02:00,,Robinson,24,2026-04-28 10:55:03.988755+02:00
KALI34,KALI,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-28 10:53:43+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massy - Verrières,1,2026-04-28 10:55:03.988755+02:00
PIER86,PIER,Saint-Rémy-lès-Chevreuse,,,,,2026-04-28 13:22:36+02:00,2026-04-28 13:19:28+02:00,2026-04-28 13:17:30+02:00,2026-04-28 13:15:38+02:00,2026-04-28 13:13:41+02:00,2026-04-28 13:11:18+02:00,2026-04-28 13:08:57+02:00,2026-04-28 13:06:04+02:00,2026-04-28 13:03:59+02:00,2026-04-28 13:01:32+02:00,,,,2026-04-28 12:56:07+02:00,2026-04-28 12:54:12+02:00,,2026-04-28 12:51:32+02:00,,,,,2026-04-28 12:46:02+02:00,2026-04-28 12:43:34+02:00,2026-04-28 12:41:26+02:00,2026-04-28 12:39:51+02:00,2026-04-28 12:37:59+02:00,2026-04-28 12:35:47+02:00,2026-04-28 12:32:00+02:00,2026-04-28 12:26:20+02:00,2026-04-28 12:23:30+02:00,2026-04-28 12:20:00+02:00,2026-04-28 12:17:10+02:00,2026-04-28 12:15:00+02:00,2026-04-28 12:12:50+02:00,2026-04-28 12:09:10+02:00,2026-04-28 12:05:50+02:00,2026-04-28 12:03:20+02:00,2026-04-28 11:57:10+02:00,2026-04-28 11:54:20+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),31,2026-04-28 10:55:03.988755+02:00
ILUS59,ILUS,Mitry - Claye,2026-04-28 11:00:03+02:00,2026-04-28 11:02:29+02:00,2026-04-28 11:04:08+02:00,,,,,,,,,,,,,,,,,,2026-04-28 11:06:11+02:00,2026-04-28 11:08:46+02:00,2026-04-28 11:10:26+02:00,2026-04-28 11:12:29+02:00,2026-04-28 11:14:16+02:00,2026-04-28 11:15:52+02:00,2026-04-28 11:18:32+02:00,2026-04-28 11:20:19+02:00,2026-04-28 11:21:53+02:00,2026-04-28 11:24:09+02:00,2026-04-28 11:26:00+02:00,2026-04-28 11:30:00+02:00,2026-04-28 11:35:10+02:00,2026-04-28 11:37:40+02:00,2026-04-28 11:40:50+02:00,2026-04-28 11:43:30+02:00,2026-04-28 11:45:40+02:00,2026-04-28 11:48:20+02:00,,,,,,2026-04-28 11:51:40+02:00,2026-04-28 11:54:30+02:00,2026-04-28 11:57:40+02:00,,Robinson,24,2026-04-28 10:55:03.988755+02:00
ELIR93,ELIR,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-28 09:25:50+02:00,,,,,,Aéroport CDG 1 (Terminal 3) - RER,1,2026-04-28 10:55:03.988755+02:00
SORI60,SORI,Robinson,,2026-04-28 11:53:01+02:00,2026-04-28 11:51:21+02:00,,,,,,,,,,,,,,,,,,2026-04-28 11:49:29+02:00,2026-04-28 11:46:51+02:00,2026-04-28 11:45:13+02:00,2026-04-28 11:43:15+02:00,2026-04-28 11:41:29+02:00,2026-04-28 11:39:52+02:00,2026-04-28 11:37:34+02:00,2026-04-28 11:35:26+02:00,2026-04-28 11:33:51+02:00,2026-04-28 11:31:59+02:00,2026-04-28 11:29:47+02:00,2026-04-28 11:26:00+02:00,2026-04-28 11:20:20+02:00,2026-04-28 11:17:30+02:00,2026-04-28 11:14:00+02:00,2026-04-28 11:11:10+02:00,2026-04-28 11:09:00+02:00,2026-04-28 11:06:50+02:00,,,,,,2026-04-28 11:03:10+02:00,2026-04-28 11:00:00+02:00,2026-04-28 10:56:50+02:00,,Villeparisis - Mitry-le-Neuf,23,2026-04-28 10:55:03.988755+02:00
PIER80,PIER,Saint-Rémy-lès-Chevreuse,,,,,2026-04-28 13:07:36+02:00,2026-04-28 13:04:28+02:00,2026-04-28 13:02:30+02:00,2026-04-28 13:00:38+02:00,2026-04-28 12:58:41+02:00,2026-04-28 12:56:18+02:00,2026-04-28 12:53:57+02:00,2026-04-28 12:51:04+02:00,2026-04-28 12:48:59+02:00,2026-04-28 12:46:32+02:00,,,,2026-04-28 12:41:07+02:00,2026-04-28 12:39:12+02:00,,2026-04-28 12:36:32+02:00,,,,,2026-04-28 12:31:02+02:00,2026-04-28 12:28:34+02:00,2026-04-28 12:26:26+02:00,2026-04-28 12:24:51+02:00,2026-04-28 12:22:59+02:00,2026-04-28 12:20:47+02:00,2026-04-28 12:17:00+02:00,2026-04-28 12:11:20+02:00,2026-04-28 12:08:30+02:00,2026-04-28 12:05:00+02:00,2026-04-28 12:02:10+02:00,2026-04-28 12:00:00+02:00,2026-04-28 11:57:50+02:00,2026-04-28 11:54:10+02:00,2026-04-28 11:50:50+02:00,2026-04-28 11:48:20+02:00,2026-04-28 11:42:10+02:00,2026-04-28 11:39:20+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),31,2026-04-28 10:55:03.988755+02:00
SORI48,SORI,Robinson,,2026-04-28 11:23:01+02:00,2026-04-28 11:21:21+02:00,,,,,,,,,,,,,,,,,,2026-04-28 11:19:29+02:00,2026-04-28 11:16:51+02:00,2026-04-28 11:15:13+02:00,2026-04-28 11:13:15+02:00,2026-04-28 11:11:29+02:00,2026-04-28 11:09:52+02:00,2026-04-28 11:07:34+02:00,2026-04-28 11:05:26+02:00,2026-04-28 11:03:51+02:00,2026-04-28 11:01:59+02:00,2026-04-28 10:59:47+02:00,2026-04-28 10:56:00+02:00,,,,,,,,,,,,,,,,Gare du Nord,14,2026-04-28 10:55:03.988755+02:00
EPAU75,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,2026-04-28 11:16:25+02:00,2026-04-28 11:19:40+02:00,2026-04-28 11:22:47+02:00,2026-04-28 11:24:31+02:00,2026-04-28 11:26:13+02:00,2026-04-28 11:28:52+02:00,2026-04-28 11:30:55+02:00,2026-04-28 11:32:52+02:00,2026-04-28 11:35:21+02:00,2026-04-28 11:37:12+02:00,2026-04-28 11:39:54+02:00,,,,2026-04-28 11:44:49+02:00,2026-04-28 11:46:25+02:00,,2026-04-28 11:49:16+02:00,,,,,2026-04-28 11:54:52+02:00,2026-04-28 11:57:32+02:00,2026-04-28 11:59:19+02:00,2026-04-28 12:00:53+02:00,2026-04-28 12:03:09+02:00,2026-04-28 12:05:00+02:00,2026-04-28 12:09:00+02:00,2026-04-28 12:14:10+02:00,2026-04-28 12:16:40+02:00,2026-04-28 12:19:50+02:00,2026-04-28 12:22:30+02:00,2026-04-28 12:24:40+02:00,2026-04-28 12:27:10+02:00,2026-04-28 12:30:20+02:00,2026-04-28 12:32:50+02:00,2026-04-28 12:35:10+02:00,2026-04-28 12:40:50+02:00,,,,,,Saint-Rémy-lès-Chevreuse,31,2026-04-28 10:55:03.988755+02:00
PIER50,PIER,Saint-Rémy-lès-Chevreuse,,,,,2026-04-28 11:52:36+02:00,2026-04-28 11:49:28+02:00,2026-04-28 11:47:30+02:00,2026-04-28 11:45:38+02:00,2026-04-28 11:43:41+02:00,2026-04-28 11:41:18+02:00,2026-04-28 11:38:57+02:00,2026-04-28 11:36:04+02:00,2026-04-28 11:33:59+02:00,2026-04-28 11:31:32+02:00,,,,2026-04-28 11:26:07+02:00,2026-04-28 11:24:12+02:00,,2026-04-28 11:21:32+02:00,,,,,2026-04-28 11:16:02+02:00,2026-04-28 11:13:34+02:00,2026-04-28 11:11:26+02:00,2026-04-28 11:09:51+02:00,2026-04-28 11:07:59+02:00,2026-04-28 11:05:47+02:00,2026-04-28 11:02:00+02:00,2026-04-28 10:56:20+02:00,,,,,,,,,,,,,,,La Plaine Stade de France,21,2026-04-28 10:55:03.988755+02:00
SORI66,SORI,Robinson,,2026-04-28 12:08:01+02:00,2026-04-28 12:06:21+02:00,,,,,,,,,,,,,,,,,,2026-04-28 12:04:29+02:00,2026-04-28 12:01:51+02:00,2026-04-28 12:00:13+02:00,2026-04-28 11:58:15+02:00,2026-04-28 11:56:29+02:00,2026-04-28 11:54:52+02:00,2026-04-28 11:52:34+02:00,2026-04-28 11:50:26+02:00,2026-04-28 11:48:51+02:00,2026-04-28 11:46:59+02:00,2026-04-28 11:44:47+02:00,2026-04-28 11:41:00+02:00,2026-04-28 11:35:20+02:00,2026-04-28 11:32:30+02:00,2026-04-28 11:29:00+02:00,2026-04-28 11:26:10+02:00,2026-04-28 11:24:00+02:00,2026-04-28 11:21:50+02:00,,,,,,2026-04-28 11:18:10+02:00,2026-04-28 11:15:00+02:00,2026-04-28 11:11:50+02:00,2026-04-28 11:08:00+02:00,Mitry - Claye,24,2026-04-28 10:55:03.988755+02:00
SORI36,SORI,Robinson,,2026-04-28 10:53:01+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fontenay-aux-Roses,1,2026-04-28 10:55:03.988755+02:00
KALI46,KALI,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-28 11:23:43+02:00,2026-04-28 11:21:59+02:00,2026-04-28 11:20:35+02:00,2026-04-28 11:18:40+02:00,2026-04-28 11:17:00+02:00,2026-04-28 11:15:11+02:00,2026-04-28 11:13:24+02:00,2026-04-28 11:10:56+02:00,2026-04-28 11:09:23+02:00,2026-04-28 11:07:25+02:00,2026-04-28 11:05:39+02:00,2026-04-28 11:04:02+02:00,2026-04-28 11:01:34+02:00,2026-04-28 10:59:26+02:00,2026-04-28 10:57:51+02:00,2026-04-28 10:55:59+02:00,,,,,,,,,,,,,,,,,,Saint-Michel Notre-Dame,16,2026-04-28 10:55:03.988755+02:00
