mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
ICOR33,ICOR,Mitry - Claye,,,,2026-04-01 16:19:55+02:00,2026-04-01 16:22:56+02:00,2026-04-01 16:26:03+02:00,2026-04-01 16:27:59+02:00,2026-04-01 16:29:51+02:00,2026-04-01 16:32:21+02:00,2026-04-01 16:34:55+02:00,2026-04-01 16:37:02+02:00,2026-04-01 16:39:36+02:00,2026-04-01 16:41:27+02:00,2026-04-01 16:43:39+02:00,,,,2026-04-01 16:48:54+02:00,2026-04-01 16:50:55+02:00,,2026-04-01 16:53:46+02:00,,,,,2026-04-01 16:59:42+02:00,2026-04-01 17:02:22+02:00,2026-04-01 17:04:39+02:00,2026-04-01 17:06:13+02:00,2026-04-01 17:08:19+02:00,2026-04-01 17:10:39+02:00,2026-04-01 17:15:00+02:00,2026-04-01 17:20:10+02:00,2026-04-01 17:22:40+02:00,2026-04-01 17:25:50+02:00,2026-04-01 17:28:30+02:00,2026-04-01 17:30:40+02:00,2026-04-01 17:33:20+02:00,,,,,,2026-04-01 17:36:40+02:00,2026-04-01 17:39:30+02:00,2026-04-01 17:42:40+02:00,,Saint-Rémy-lès-Chevreuse,30,2026-04-01 15:55:01.643820+02:00
ERIO85,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 15:59:10+02:00,,,2026-04-01 16:04:40+02:00,2026-04-01 16:10:30+02:00,,,,,,Aulnay-sous-Bois,3,2026-04-01 15:55:01.643820+02:00
ILAN37,ILAN,Mitry - Claye,2026-04-01 16:49:33+02:00,2026-04-01 16:51:54+02:00,2026-04-01 16:53:38+02:00,,,,,,,,,,,,,,,,,,2026-04-01 16:55:36+02:00,2026-04-01 16:58:31+02:00,2026-04-01 17:00:11+02:00,2026-04-01 17:02:19+02:00,2026-04-01 17:04:06+02:00,2026-04-01 17:05:42+02:00,2026-04-01 17:08:22+02:00,2026-04-01 17:10:39+02:00,2026-04-01 17:12:13+02:00,2026-04-01 17:14:19+02:00,2026-04-01 17:16:39+02:00,2026-04-01 17:21:00+02:00,2026-04-01 17:26:10+02:00,2026-04-01 17:28:40+02:00,2026-04-01 17:31:50+02:00,2026-04-01 17:34:30+02:00,2026-04-01 17:36:40+02:00,2026-04-01 17:39:20+02:00,,,,,,2026-04-01 17:42:40+02:00,2026-04-01 17:45:30+02:00,2026-04-01 17:48:40+02:00,,Robinson,24,2026-04-01 15:55:01.643820+02:00
KERN16,KERN,Massy-Palaiseau,,,,,,,,,,,,,,,2026-04-01 17:13:07+02:00,2026-04-01 17:11:03+02:00,,2026-04-01 17:08:10+02:00,2026-04-01 17:06:25+02:00,2026-04-01 17:04:41+02:00,2026-04-01 17:02:29+02:00,2026-04-01 16:59:51+02:00,2026-04-01 16:58:03+02:00,2026-04-01 16:55:55+02:00,2026-04-01 16:53:59+02:00,2026-04-01 16:52:02+02:00,2026-04-01 16:49:14+02:00,2026-04-01 16:47:26+02:00,2026-04-01 16:45:51+02:00,2026-04-01 16:43:29+02:00,2026-04-01 16:41:07+02:00,2026-04-01 16:38:00+02:00,2026-04-01 16:32:20+02:00,,,,,,,,,,,,,,,La Plaine Stade de France,18,2026-04-01 15:55:01.643820+02:00
EPAU99,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,2026-04-01 15:55:49+02:00,,,,,2026-04-01 16:01:35+02:00,2026-04-01 16:04:05+02:00,2026-04-01 16:06:22+02:00,2026-04-01 16:07:56+02:00,2026-04-01 16:10:02+02:00,2026-04-01 16:12:12+02:00,2026-04-01 16:16:23+02:00,2026-04-01 16:21:33+02:00,2026-04-01 16:24:03+02:00,2026-04-01 16:27:13+02:00,2026-04-01 16:29:53+02:00,2026-04-01 16:32:03+02:00,2026-04-01 16:34:33+02:00,2026-04-01 16:37:43+02:00,2026-04-01 16:40:53+02:00,2026-04-01 16:43:43+02:00,2026-04-01 16:51:23+02:00,,,,,,Bourg-la-Reine,18,2026-04-01 15:55:01.643820+02:00
ECCI31,ECCI,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,2026-04-01 16:33:35+02:00,2026-04-01 16:35:40+02:00,2026-04-01 16:37:38+02:00,2026-04-01 16:39:13+02:00,2026-04-01 16:41:14+02:00,2026-04-01 16:43:10+02:00,2026-04-01 16:45:03+02:00,2026-04-01 16:46:57+02:00,2026-04-01 16:49:36+02:00,2026-04-01 16:51:16+02:00,2026-04-01 16:53:24+02:00,2026-04-01 16:55:11+02:00,2026-04-01 16:56:47+02:00,2026-04-01 16:59:22+02:00,2026-04-01 17:01:39+02:00,2026-04-01 17:03:13+02:00,2026-04-01 17:05:19+02:00,2026-04-01 17:07:39+02:00,2026-04-01 17:12:00+02:00,2026-04-01 17:17:10+02:00,2026-04-01 17:19:40+02:00,2026-04-01 17:22:50+02:00,2026-04-01 17:25:30+02:00,2026-04-01 17:27:40+02:00,2026-04-01 17:30:10+02:00,2026-04-01 17:33:30+02:00,2026-04-01 17:36:00+02:00,2026-04-01 17:38:20+02:00,2026-04-01 17:44:00+02:00,,,,,,Massy - Palaiseau,29,2026-04-01 15:55:01.643820+02:00
PQUL10,PQUL,Saint-Rémy-lès-Chevreuse,,,,,2026-04-01 17:20:53+02:00,2026-04-01 17:17:40+02:00,2026-04-01 17:15:47+02:00,2026-04-01 17:13:55+02:00,2026-04-01 17:11:38+02:00,2026-04-01 17:09:20+02:00,2026-04-01 17:06:59+02:00,2026-04-01 17:04:06+02:00,2026-04-01 17:02:01+02:00,2026-04-01 16:59:19+02:00,2026-04-01 16:57:13+02:00,2026-04-01 16:55:29+02:00,2026-04-01 16:54:05+02:00,2026-04-01 16:51:50+02:00,2026-04-01 16:50:10+02:00,2026-04-01 16:48:31+02:00,2026-04-01 16:46:34+02:00,2026-04-01 16:44:11+02:00,2026-04-01 16:42:33+02:00,2026-04-01 16:40:35+02:00,2026-04-01 16:38:49+02:00,2026-04-01 16:37:02+02:00,2026-04-01 16:34:14+02:00,2026-04-01 16:32:26+02:00,2026-04-01 16:30:51+02:00,2026-04-01 16:28:29+02:00,2026-04-01 16:29:07+02:00,2026-04-01 16:26:00+02:00,,,,,,2026-04-01 16:09:50+02:00,,,2026-04-01 16:03:10+02:00,2026-04-01 15:57:20+02:00,2026-04-01 15:54:30+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-01 15:55:01.643820+02:00
ICOR41,ICOR,Mitry - Claye,,,,2026-04-01 16:31:55+02:00,2026-04-01 16:34:56+02:00,2026-04-01 16:38:03+02:00,2026-04-01 16:39:59+02:00,2026-04-01 16:41:51+02:00,2026-04-01 16:44:21+02:00,2026-04-01 16:46:55+02:00,2026-04-01 16:49:02+02:00,2026-04-01 16:51:36+02:00,2026-04-01 16:53:27+02:00,2026-04-01 16:55:39+02:00,,,,2026-04-01 17:00:54+02:00,2026-04-01 17:02:55+02:00,,2026-04-01 17:05:46+02:00,,,,,2026-04-01 17:11:42+02:00,2026-04-01 17:14:22+02:00,2026-04-01 17:16:39+02:00,2026-04-01 17:18:13+02:00,2026-04-01 17:20:19+02:00,2026-04-01 17:22:39+02:00,2026-04-01 17:27:00+02:00,2026-04-01 17:32:10+02:00,2026-04-01 17:34:40+02:00,2026-04-01 17:37:50+02:00,2026-04-01 17:40:30+02:00,2026-04-01 17:42:40+02:00,2026-04-01 17:45:20+02:00,,,,,,2026-04-01 17:48:40+02:00,2026-04-01 17:51:30+02:00,2026-04-01 17:54:40+02:00,,Saint-Rémy-lès-Chevreuse,30,2026-04-01 15:55:01.643820+02:00
STAR26,STAR,Robinson,,2026-04-01 17:21:21+02:00,2026-04-01 17:19:36+02:00,,,,,,,,,,,,,,,,,,2026-04-01 17:17:24+02:00,2026-04-01 17:14:51+02:00,2026-04-01 17:13:03+02:00,2026-04-01 17:10:55+02:00,2026-04-01 17:08:59+02:00,2026-04-01 17:07:02+02:00,2026-04-01 17:04:14+02:00,2026-04-01 17:02:26+02:00,2026-04-01 17:00:51+02:00,2026-04-01 16:58:29+02:00,2026-04-01 16:56:07+02:00,2026-04-01 16:53:00+02:00,2026-04-01 16:47:20+02:00,2026-04-01 16:44:30+02:00,2026-04-01 16:41:00+02:00,2026-04-01 16:38:10+02:00,2026-04-01 16:36:00+02:00,2026-04-01 16:33:50+02:00,2026-04-01 16:30:10+02:00,2026-04-01 16:27:20+02:00,2026-04-01 16:25:20+02:00,2026-04-01 16:20:10+02:00,2026-04-01 16:17:20+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-01 15:55:01.643820+02:00
STAR18,STAR,Robinson,,2026-04-01 17:09:21+02:00,2026-04-01 17:07:36+02:00,,,,,,,,,,,,,,,,,,2026-04-01 17:05:24+02:00,2026-04-01 17:02:51+02:00,2026-04-01 17:01:03+02:00,2026-04-01 16:58:55+02:00,2026-04-01 16:56:59+02:00,2026-04-01 16:55:02+02:00,2026-04-01 16:52:14+02:00,2026-04-01 16:50:26+02:00,2026-04-01 16:48:51+02:00,2026-04-01 16:46:29+02:00,2026-04-01 16:44:07+02:00,2026-04-01 16:41:00+02:00,2026-04-01 16:35:20+02:00,2026-04-01 16:32:30+02:00,2026-04-01 16:29:00+02:00,2026-04-01 16:26:10+02:00,2026-04-01 16:24:00+02:00,2026-04-01 16:21:50+02:00,2026-04-01 16:18:10+02:00,2026-04-01 16:15:20+02:00,2026-04-01 16:13:20+02:00,2026-04-01 16:08:10+02:00,2026-04-01 16:05:20+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-01 15:55:01.643820+02:00
