mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
ILAN17,ILAN,Mitry - Claye,2026-04-13 16:19:33+02:00,2026-04-13 16:21:54+02:00,2026-04-13 16:23:38+02:00,,,,,,,,,,,,,,,,,,2026-04-13 16:25:36+02:00,2026-04-13 16:28:31+02:00,2026-04-13 16:30:11+02:00,2026-04-13 16:32:19+02:00,2026-04-13 16:34:06+02:00,2026-04-13 16:35:42+02:00,2026-04-13 16:38:22+02:00,2026-04-13 16:40:39+02:00,2026-04-13 16:42:13+02:00,2026-04-13 16:44:19+02:00,2026-04-13 16:46:39+02:00,2026-04-13 16:51:00+02:00,2026-04-13 16:56:10+02:00,2026-04-13 16:58:40+02:00,2026-04-13 17:01:50+02:00,2026-04-13 17:04:30+02:00,2026-04-13 17:06:40+02:00,2026-04-13 17:09:20+02:00,,,,,,2026-04-13 17:12:40+02:00,2026-04-13 17:15:30+02:00,2026-04-13 17:18:40+02:00,,Robinson,24,2026-04-13 16:20:01.718073+02:00
STAR50,STAR,Robinson,,2026-04-13 17:57:21+02:00,2026-04-13 17:55:36+02:00,,,,,,,,,,,,,,,,,,2026-04-13 17:53:24+02:00,2026-04-13 17:50:51+02:00,2026-04-13 17:49:03+02:00,2026-04-13 17:46:55+02:00,2026-04-13 17:44:59+02:00,2026-04-13 17:43:02+02:00,2026-04-13 17:40:14+02:00,2026-04-13 17:38:26+02:00,2026-04-13 17:36:51+02:00,2026-04-13 17:34:29+02:00,2026-04-13 17:32:07+02:00,2026-04-13 17:29:00+02:00,2026-04-13 17:23:20+02:00,2026-04-13 17:20:30+02:00,2026-04-13 17:17:00+02:00,2026-04-13 17:14:10+02:00,2026-04-13 17:12:00+02:00,2026-04-13 17:09:50+02:00,2026-04-13 17:06:10+02:00,2026-04-13 17:03:20+02:00,2026-04-13 17:01:20+02:00,2026-04-13 16:56:00+02:00,2026-04-13 16:48:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-13 16:20:01.718073+02:00
ILAN07,ILAN,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 16:19:36+02:00,2026-04-13 16:21:12+02:00,2026-04-13 16:23:42+02:00,2026-04-13 16:25:59+02:00,2026-04-13 16:27:33+02:00,2026-04-13 16:29:39+02:00,2026-04-13 16:31:49+02:00,2026-04-13 16:36:00+02:00,2026-04-13 16:41:10+02:00,2026-04-13 16:43:40+02:00,2026-04-13 16:46:50+02:00,2026-04-13 16:49:30+02:00,2026-04-13 16:51:40+02:00,2026-04-13 16:54:20+02:00,,,,,,2026-04-13 16:57:40+02:00,2026-04-13 17:00:30+02:00,2026-04-13 17:03:40+02:00,,Gentilly,17,2026-04-13 16:20:01.718073+02:00
ICOR33,ICOR,Mitry - Claye,,,,2026-04-13 16:19:55+02:00,2026-04-13 16:22:56+02:00,2026-04-13 16:26:03+02:00,2026-04-13 16:27:59+02:00,2026-04-13 16:29:51+02:00,2026-04-13 16:32:21+02:00,2026-04-13 16:34:55+02:00,2026-04-13 16:37:02+02:00,2026-04-13 16:39:36+02:00,2026-04-13 16:41:27+02:00,2026-04-13 16:43:39+02:00,,,,2026-04-13 16:48:54+02:00,2026-04-13 16:50:55+02:00,,2026-04-13 16:53:46+02:00,,,,,2026-04-13 16:59:42+02:00,2026-04-13 17:02:22+02:00,2026-04-13 17:04:39+02:00,2026-04-13 17:06:13+02:00,2026-04-13 17:08:19+02:00,2026-04-13 17:10:39+02:00,2026-04-13 17:15:00+02:00,2026-04-13 17:20:10+02:00,2026-04-13 17:22:40+02:00,2026-04-13 17:25:50+02:00,2026-04-13 17:28:30+02:00,2026-04-13 17:30:40+02:00,2026-04-13 17:33:20+02:00,,,,,,2026-04-13 17:36:40+02:00,2026-04-13 17:39:30+02:00,2026-04-13 17:42:40+02:00,,Saint-Rémy-lès-Chevreuse,30,2026-04-13 16:20:01.718073+02:00
EDME09,EDME,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 16:26:52+02:00,2026-04-13 16:28:29+02:00,2026-04-13 16:30:03+02:00,2026-04-13 16:32:19+02:00,2026-04-13 16:34:39+02:00,2026-04-13 16:39:00+02:00,,,,,,2026-04-13 16:56:50+02:00,,,,2026-04-13 17:08:00+02:00,,,,,,Denfert-Rochereau,8,2026-04-13 16:20:01.718073+02:00
LOUP38,LOUP,Orsay-Ville,,,,,,,,,,2026-04-13 17:58:13+02:00,2026-04-13 17:55:52+02:00,2026-04-13 17:52:59+02:00,2026-04-13 17:50:54+02:00,2026-04-13 17:47:42+02:00,,2026-04-13 17:44:23+02:00,2026-04-13 17:42:39+02:00,2026-04-13 17:40:19+02:00,2026-04-13 17:38:24+02:00,,2026-04-13 17:35:29+02:00,2026-04-13 17:32:51+02:00,2026-04-13 17:31:03+02:00,2026-04-13 17:28:55+02:00,2026-04-13 17:26:59+02:00,2026-04-13 17:25:02+02:00,2026-04-13 17:22:14+02:00,2026-04-13 17:20:26+02:00,2026-04-13 17:18:51+02:00,2026-04-13 17:16:29+02:00,2026-04-13 17:14:07+02:00,2026-04-13 17:11:00+02:00,2026-04-13 17:05:20+02:00,2026-04-13 17:02:30+02:00,2026-04-13 16:59:00+02:00,2026-04-13 16:56:10+02:00,2026-04-13 16:54:00+02:00,2026-04-13 16:51:50+02:00,2026-04-13 16:48:10+02:00,2026-04-13 16:45:20+02:00,2026-04-13 16:43:20+02:00,2026-04-13 16:38:00+02:00,2026-04-13 16:30:50+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),32,2026-04-13 16:20:01.718073+02:00
PGAZ60,PGAZ,Saint-Rémy-lès-Chevreuse,,,,,2026-04-13 18:36:57+02:00,2026-04-13 18:33:44+02:00,2026-04-13 18:31:51+02:00,2026-04-13 18:29:59+02:00,2026-04-13 18:27:42+02:00,2026-04-13 18:25:34+02:00,,,2026-04-13 18:21:01+02:00,2026-04-13 18:18:09+02:00,,,,2026-04-13 18:13:09+02:00,2026-04-13 18:11:14+02:00,,2026-04-13 18:08:19+02:00,2026-04-13 18:05:41+02:00,2026-04-13 18:03:53+02:00,2026-04-13 18:01:45+02:00,2026-04-13 17:59:54+02:00,2026-04-13 17:58:02+02:00,2026-04-13 17:55:14+02:00,2026-04-13 17:53:26+02:00,2026-04-13 17:51:51+02:00,2026-04-13 17:49:29+02:00,2026-04-13 17:47:07+02:00,2026-04-13 17:44:00+02:00,2026-04-13 17:38:20+02:00,2026-04-13 17:35:30+02:00,2026-04-13 17:32:00+02:00,2026-04-13 17:29:10+02:00,2026-04-13 17:27:00+02:00,2026-04-13 17:24:50+02:00,,,,,,2026-04-13 17:21:10+02:00,2026-04-13 17:18:00+02:00,2026-04-13 17:14:50+02:00,2026-04-13 17:11:00+02:00,Mitry - Claye,32,2026-04-13 16:20:01.718073+02:00
ECCI47,ECCI,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,2026-04-13 16:57:35+02:00,2026-04-13 16:59:40+02:00,2026-04-13 17:01:38+02:00,2026-04-13 17:03:13+02:00,2026-04-13 17:05:14+02:00,2026-04-13 17:07:10+02:00,2026-04-13 17:09:03+02:00,2026-04-13 17:10:57+02:00,2026-04-13 17:13:36+02:00,2026-04-13 17:15:16+02:00,2026-04-13 17:17:24+02:00,2026-04-13 17:19:11+02:00,2026-04-13 17:20:47+02:00,2026-04-13 17:23:22+02:00,2026-04-13 17:25:39+02:00,2026-04-13 17:27:13+02:00,2026-04-13 17:29:19+02:00,2026-04-13 17:31:39+02:00,2026-04-13 17:36:00+02:00,2026-04-13 17:41:10+02:00,2026-04-13 17:43:40+02:00,2026-04-13 17:46:50+02:00,2026-04-13 17:49:30+02:00,2026-04-13 17:51:40+02:00,2026-04-13 17:54:10+02:00,2026-04-13 17:57:30+02:00,2026-04-13 18:00:00+02:00,2026-04-13 18:02:20+02:00,2026-04-13 18:08:00+02:00,,,,,,Massy - Palaiseau,29,2026-04-13 16:20:01.718073+02:00
ERIO97,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 16:28:13+02:00,,,,2026-04-13 16:39:03+02:00,,,,,,Aulnay-sous-Bois,2,2026-04-13 16:20:01.718073+02:00
PIST94,PIST,Saint-Rémy-lès-Chevreuse,,,,,2026-04-13 16:40:28+02:00,2026-04-13 16:37:15+02:00,2026-04-13 16:35:22+02:00,2026-04-13 16:33:30+02:00,2026-04-13 16:31:13+02:00,2026-04-13 16:28:55+02:00,2026-04-13 16:26:34+02:00,2026-04-13 16:23:41+02:00,2026-04-13 16:21:36+02:00,2026-04-13 16:18:44+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Massy - Palaiseau,10,2026-04-13 16:20:01.718073+02:00
