mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
ERIO67,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 15:24:30+02:00,,,,,,Aéroport CDG 1 (Terminal 3) - RER,1,2026-04-16 15:20:01.884300+02:00
PIST88,PIST,Saint-Rémy-lès-Chevreuse,,,,,2026-04-16 16:26:06+02:00,2026-04-16 16:22:58+02:00,2026-04-16 16:21:00+02:00,2026-04-16 16:19:08+02:00,2026-04-16 16:17:11+02:00,2026-04-16 16:14:48+02:00,2026-04-16 16:12:27+02:00,2026-04-16 16:09:34+02:00,2026-04-16 16:07:29+02:00,2026-04-16 16:05:02+02:00,,,,2026-04-16 15:59:37+02:00,2026-04-16 15:57:42+02:00,,2026-04-16 15:55:02+02:00,,,,,2026-04-16 15:49:32+02:00,2026-04-16 15:46:54+02:00,2026-04-16 15:44:36+02:00,2026-04-16 15:43:01+02:00,2026-04-16 15:41:09+02:00,2026-04-16 15:38:47+02:00,2026-04-16 15:35:00+02:00,2026-04-16 15:29:20+02:00,2026-04-16 15:26:30+02:00,2026-04-16 15:23:00+02:00,2026-04-16 15:20:10+02:00,,,,,,,,,,,,Drancy,24,2026-04-16 15:20:01.884300+02:00
PINA02,PINA,Saint-Rémy-lès-Chevreuse,,,,,2026-04-16 16:56:06+02:00,2026-04-16 16:52:58+02:00,2026-04-16 16:51:00+02:00,2026-04-16 16:49:08+02:00,2026-04-16 16:47:11+02:00,2026-04-16 16:44:48+02:00,2026-04-16 16:42:27+02:00,2026-04-16 16:39:34+02:00,2026-04-16 16:37:29+02:00,2026-04-16 16:35:02+02:00,,,,2026-04-16 16:29:37+02:00,2026-04-16 16:27:42+02:00,,2026-04-16 16:25:02+02:00,,,,,2026-04-16 16:19:32+02:00,2026-04-16 16:16:54+02:00,2026-04-16 16:14:36+02:00,2026-04-16 16:13:01+02:00,2026-04-16 16:11:09+02:00,2026-04-16 16:08:47+02:00,2026-04-16 16:05:00+02:00,2026-04-16 15:59:20+02:00,2026-04-16 15:56:30+02:00,2026-04-16 15:53:00+02:00,2026-04-16 15:50:10+02:00,2026-04-16 15:48:00+02:00,2026-04-16 15:45:50+02:00,2026-04-16 15:42:10+02:00,2026-04-16 15:39:20+02:00,2026-04-16 15:37:20+02:00,2026-04-16 15:32:10+02:00,2026-04-16 15:29:20+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),31,2026-04-16 15:20:01.884300+02:00
SOSO86,SOSO,Robinson,,2026-04-16 15:56:31+02:00,2026-04-16 15:54:51+02:00,,,,,,,,,,,,,,,,,,2026-04-16 15:52:59+02:00,2026-04-16 15:50:21+02:00,2026-04-16 15:48:43+02:00,2026-04-16 15:46:45+02:00,2026-04-16 15:44:59+02:00,2026-04-16 15:43:22+02:00,2026-04-16 15:40:54+02:00,2026-04-16 15:38:36+02:00,2026-04-16 15:37:01+02:00,2026-04-16 15:35:09+02:00,2026-04-16 15:32:47+02:00,2026-04-16 15:29:00+02:00,2026-04-16 15:23:20+02:00,2026-04-16 15:20:30+02:00,,,,,,,,,,,,,,La Courneuve - Aubervilliers,16,2026-04-16 15:20:01.884300+02:00
ILUS71,ILUS,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 15:19:30+02:00,2026-04-16 15:21:40+02:00,2026-04-16 15:24:20+02:00,,,,,,2026-04-16 15:27:40+02:00,2026-04-16 15:30:30+02:00,2026-04-16 15:33:40+02:00,,Drancy,6,2026-04-16 15:20:01.884300+02:00
ERIO85,ERIO,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,2026-04-16 15:20:16+02:00,2026-04-16 15:21:56+02:00,2026-04-16 15:23:59+02:00,2026-04-16 15:25:46+02:00,2026-04-16 15:27:32+02:00,2026-04-16 15:30:22+02:00,2026-04-16 15:32:09+02:00,2026-04-16 15:33:43+02:00,2026-04-16 15:36:09+02:00,2026-04-16 15:38:00+02:00,2026-04-16 15:42:00+02:00,,,,,,2026-04-16 15:56:10+02:00,,,,2026-04-16 16:07:30+02:00,,,,,,Bagneux,13,2026-04-16 15:20:01.884300+02:00
ERSE03,ERSE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,2026-04-16 15:49:35+02:00,2026-04-16 15:51:40+02:00,2026-04-16 15:53:28+02:00,2026-04-16 15:54:53+02:00,2026-04-16 15:57:09+02:00,2026-04-16 15:58:50+02:00,2026-04-16 16:00:28+02:00,2026-04-16 16:02:47+02:00,2026-04-16 16:05:16+02:00,2026-04-16 16:06:56+02:00,2026-04-16 16:08:59+02:00,2026-04-16 16:10:46+02:00,2026-04-16 16:12:32+02:00,2026-04-16 16:15:22+02:00,2026-04-16 16:17:09+02:00,2026-04-16 16:18:43+02:00,2026-04-16 16:21:09+02:00,2026-04-16 16:23:00+02:00,2026-04-16 16:27:00+02:00,,,,,,2026-04-16 16:42:10+02:00,,,,2026-04-16 16:56:00+02:00,,,,,,Massy - Palaiseau,21,2026-04-16 15:20:01.884300+02:00
STAR18,STAR,Robinson,,2026-04-16 17:09:31+02:00,2026-04-16 17:07:46+02:00,,,,,,,,,,,,,,,,,,2026-04-16 17:05:49+02:00,2026-04-16 17:03:01+02:00,2026-04-16 17:01:23+02:00,2026-04-16 16:59:15+02:00,2026-04-16 16:57:19+02:00,2026-04-16 16:55:32+02:00,2026-04-16 16:52:54+02:00,2026-04-16 16:50:36+02:00,2026-04-16 16:49:01+02:00,2026-04-16 16:47:09+02:00,2026-04-16 16:44:47+02:00,2026-04-16 16:41:00+02:00,2026-04-16 16:35:20+02:00,2026-04-16 16:32:30+02:00,2026-04-16 16:29:00+02:00,2026-04-16 16:26:10+02:00,2026-04-16 16:24:00+02:00,2026-04-16 16:21:50+02:00,2026-04-16 16:18:10+02:00,2026-04-16 16:15:20+02:00,2026-04-16 16:13:20+02:00,2026-04-16 16:08:10+02:00,2026-04-16 16:05:20+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-16 15:20:01.884300+02:00
EPAU81,EPAU,Aéroport Charles de Gaulle 2 (Terminal 2),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 15:18:22+02:00,2026-04-16 15:20:09+02:00,2026-04-16 15:21:43+02:00,2026-04-16 15:24:09+02:00,2026-04-16 15:26:00+02:00,2026-04-16 15:30:00+02:00,2026-04-16 15:35:10+02:00,2026-04-16 15:37:40+02:00,2026-04-16 15:40:50+02:00,2026-04-16 15:43:30+02:00,2026-04-16 15:45:40+02:00,2026-04-16 15:48:10+02:00,2026-04-16 15:51:20+02:00,2026-04-16 15:53:50+02:00,2026-04-16 15:56:10+02:00,2026-04-16 16:01:50+02:00,,,,,,Denfert-Rochereau,16,2026-04-16 15:20:01.884300+02:00
STAR26,STAR,Robinson,,2026-04-16 17:21:31+02:00,2026-04-16 17:19:46+02:00,,,,,,,,,,,,,,,,,,2026-04-16 17:17:49+02:00,2026-04-16 17:15:01+02:00,2026-04-16 17:13:23+02:00,2026-04-16 17:11:15+02:00,2026-04-16 17:09:19+02:00,2026-04-16 17:07:32+02:00,2026-04-16 17:04:54+02:00,2026-04-16 17:02:36+02:00,2026-04-16 17:01:01+02:00,2026-04-16 16:59:09+02:00,2026-04-16 16:56:47+02:00,2026-04-16 16:53:00+02:00,2026-04-16 16:47:20+02:00,2026-04-16 16:44:30+02:00,2026-04-16 16:41:00+02:00,2026-04-16 16:38:10+02:00,2026-04-16 16:36:00+02:00,2026-04-16 16:33:50+02:00,2026-04-16 16:30:10+02:00,2026-04-16 16:27:20+02:00,2026-04-16 16:25:20+02:00,2026-04-16 16:20:10+02:00,2026-04-16 16:17:20+02:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),25,2026-04-16 15:20:01.884300+02:00
