mission,type_mission,destination,Robinson,Fontenay-aux-Roses,Sceaux,Saint-Rémy-lès-Chevreuse,Courcelle sur Yvette,Gif-sur-Yvette,La Hacquinière,Bures-sur-Yvette,Orsay Ville,Le Guichet,Lozère,Palaiseau - Villebon,Palaiseau,Massy - Palaiseau,Massy - Verrières,Les Baconnets,Fontaine Michalon,Antony,La Croix de Berny,Parc de Sceaux,Bourg-la-Reine,Bagneux,Arcueil - Cachan,Laplace,Gentilly,Cité Universitaire,Denfert-Rochereau,Port Royal,Luxembourg,Saint-Michel Notre-Dame,Châtelet les Halles,Gare du Nord,La Plaine Stade de France,La Courneuve - Aubervilliers,Le Bourget,Drancy,Le Blanc-Mesnil,Aulnay-sous-Bois,Sevran Beaudottes,Villepinte,Parc des Expositions,Aéroport CDG 1 (Terminal 3) - RER,Aéroport Charles de Gaulle 2 (Terminal 2),Sevran - Livry,Vert Galant,Villeparisis - Mitry-le-Neuf,Mitry - Claye,gare_depart,nb_arrets_desservis,date_observation
KALE92,KALE,Massy-Palaiseau,,,,,,,,,,,,,,,2026-03-28 09:41:23+01:00,2026-03-28 09:39:39+01:00,2026-03-28 09:38:15+01:00,2026-03-28 09:36:10+01:00,2026-03-28 09:34:40+01:00,2026-03-28 09:33:01+01:00,2026-03-28 09:31:04+01:00,2026-03-28 09:28:41+01:00,2026-03-28 09:27:03+01:00,2026-03-28 09:25:05+01:00,2026-03-28 09:23:19+01:00,2026-03-28 09:21:42+01:00,2026-03-28 09:19:04+01:00,2026-03-28 09:17:16+01:00,2026-03-28 09:15:41+01:00,2026-03-28 09:13:29+01:00,2026-03-28 09:11:07+01:00,2026-03-28 09:08:00+01:00,,,,,,2026-03-28 08:51:50+01:00,,,2026-03-28 08:45:10+01:00,2026-03-28 08:39:20+01:00,2026-03-28 08:36:30+01:00,,,,,Aéroport Charles de Gaulle 2 (Terminal 2),22,2026-03-28 08:26:10.271173+01:00
ILUK73,ILUK,Mitry - Claye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-28 08:27:05+01:00,2026-03-28 08:29:35+01:00,2026-03-28 08:32:45+01:00,2026-03-28 08:35:25+01:00,2026-03-28 08:37:35+01:00,2026-03-28 08:40:15+01:00,,,,,,2026-03-28 08:43:35+01:00,2026-03-28 08:46:25+01:00,2026-03-28 08:49:35+01:00,,La Plaine Stade de France,9,2026-03-28 08:26:10.271173+01:00
SORT76,SORT,Robinson,,2026-03-28 08:56:46+01:00,2026-03-28 08:55:06+01:00,,,,,,,,,,,,,,,,,,2026-03-28 08:53:14+01:00,2026-03-28 08:50:41+01:00,2026-03-28 08:49:03+01:00,2026-03-28 08:47:05+01:00,2026-03-28 08:45:19+01:00,2026-03-28 08:43:42+01:00,2026-03-28 08:41:04+01:00,2026-03-28 08:39:16+01:00,2026-03-28 08:37:41+01:00,2026-03-28 08:35:29+01:00,2026-03-28 08:31:51+01:00,2026-03-28 08:29:00+01:00,,,,,,,,,,,,,,,,Gare du Nord,14,2026-03-28 08:26:10.271173+01:00
SORT94,SORT,Robinson,,2026-03-28 09:40:46+01:00,2026-03-28 09:39:06+01:00,,,,,,,,,,,,,,,,,,2026-03-28 09:37:14+01:00,2026-03-28 09:34:41+01:00,2026-03-28 09:33:03+01:00,2026-03-28 09:31:05+01:00,2026-03-28 09:29:19+01:00,2026-03-28 09:27:42+01:00,2026-03-28 09:25:04+01:00,2026-03-28 09:23:16+01:00,2026-03-28 09:21:41+01:00,2026-03-28 09:19:29+01:00,2026-03-28 09:17:07+01:00,2026-03-28 09:14:00+01:00,2026-03-28 09:08:20+01:00,2026-03-28 09:05:30+01:00,2026-03-28 09:02:00+01:00,2026-03-28 08:59:10+01:00,2026-03-28 08:57:00+01:00,2026-03-28 08:54:50+01:00,,,,,,2026-03-28 08:51:10+01:00,2026-03-28 08:48:00+01:00,2026-03-28 08:44:50+01:00,2026-03-28 08:41:00+01:00,Mitry - Claye,24,2026-03-28 08:26:10.271173+01:00
ILUK91,ILUK,Mitry - Claye,2026-03-28 08:36:13+01:00,2026-03-28 08:38:34+01:00,2026-03-28 08:40:13+01:00,,,,,,,,,,,,,,,,,,2026-03-28 08:42:06+01:00,2026-03-28 08:44:36+01:00,2026-03-28 08:46:16+01:00,2026-03-28 08:48:19+01:00,2026-03-28 08:50:06+01:00,2026-03-28 08:51:42+01:00,2026-03-28 08:54:02+01:00,2026-03-28 08:56:09+01:00,2026-03-28 08:57:43+01:00,2026-03-28 08:59:49+01:00,2026-03-28 09:01:49+01:00,2026-03-28 09:06:00+01:00,2026-03-28 09:11:10+01:00,2026-03-28 09:13:40+01:00,2026-03-28 09:16:50+01:00,2026-03-28 09:19:30+01:00,2026-03-28 09:21:40+01:00,2026-03-28 09:24:20+01:00,,,,,,2026-03-28 09:27:40+01:00,2026-03-28 09:30:30+01:00,2026-03-28 09:33:40+01:00,,Robinson,24,2026-03-28 08:26:10.271173+01:00
SORT58,SORT,Robinson,,2026-03-28 08:26:09+01:00,2026-03-28 08:24:29+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sceaux,2,2026-03-28 08:26:10.271173+01:00
PIRE84,PIRE,Saint-Rémy-lès-Chevreuse,,,,,2026-03-28 09:39:36+01:00,2026-03-28 09:36:23+01:00,2026-03-28 09:34:30+01:00,2026-03-28 09:32:38+01:00,2026-03-28 09:30:21+01:00,2026-03-28 09:28:03+01:00,2026-03-28 09:25:42+01:00,2026-03-28 09:22:49+01:00,2026-03-28 09:20:44+01:00,2026-03-28 09:18:02+01:00,,,,2026-03-28 09:13:02+01:00,2026-03-28 09:11:32+01:00,,2026-03-28 09:08:52+01:00,,,,,2026-03-28 09:03:42+01:00,2026-03-28 09:01:04+01:00,2026-03-28 08:59:16+01:00,2026-03-28 08:57:41+01:00,2026-03-28 08:55:29+01:00,2026-03-28 08:53:07+01:00,2026-03-28 08:50:00+01:00,2026-03-28 08:44:30+01:00,2026-03-28 08:41:40+01:00,2026-03-28 08:38:10+01:00,2026-03-28 08:35:30+01:00,2026-03-28 08:33:20+01:00,2026-03-28 08:31:10+01:00,2026-03-28 08:27:40+01:00,,,,,,,,,Sevran Beaudottes,27,2026-03-28 08:26:10.271173+01:00
SOUR02,SOUR,Robinson,,2026-03-28 09:55:46+01:00,2026-03-28 09:54:06+01:00,,,,,,,,,,,,,,,,,,2026-03-28 09:52:14+01:00,2026-03-28 09:49:41+01:00,2026-03-28 09:48:03+01:00,2026-03-28 09:46:05+01:00,2026-03-28 09:44:19+01:00,2026-03-28 09:42:42+01:00,2026-03-28 09:40:04+01:00,2026-03-28 09:38:16+01:00,2026-03-28 09:36:41+01:00,2026-03-28 09:34:29+01:00,2026-03-28 09:32:07+01:00,2026-03-28 09:29:00+01:00,2026-03-28 09:23:20+01:00,2026-03-28 09:20:30+01:00,2026-03-28 09:17:00+01:00,2026-03-28 09:14:10+01:00,2026-03-28 09:12:00+01:00,2026-03-28 09:09:50+01:00,,,,,,2026-03-28 09:06:10+01:00,2026-03-28 09:03:00+01:00,2026-03-28 08:59:50+01:00,2026-03-28 08:56:00+01:00,Mitry - Claye,24,2026-03-28 08:26:10.271173+01:00
EPEE01,EPEE,Aéroport Charles de Gaulle 2 (Terminal 2),,,,2026-03-28 08:37:35+01:00,2026-03-28 08:40:36+01:00,2026-03-28 08:43:48+01:00,2026-03-28 08:45:44+01:00,2026-03-28 08:47:36+01:00,2026-03-28 08:48:37+01:00,2026-03-28 08:51:17+01:00,2026-03-28 08:53:21+01:00,2026-03-28 08:55:52+01:00,2026-03-28 08:57:46+01:00,2026-03-28 09:00:01+01:00,,,,2026-03-28 09:05:07+01:00,2026-03-28 09:07:00+01:00,,2026-03-28 09:09:42+01:00,,,,,2026-03-28 09:14:01+01:00,2026-03-28 09:16:23+01:00,2026-03-28 09:18:31+01:00,2026-03-28 09:20:06+01:00,2026-03-28 09:22:23+01:00,2026-03-28 09:24:18+01:00,2026-03-28 09:30:00+01:00,2026-03-28 09:35:10+01:00,2026-03-28 09:37:40+01:00,2026-03-28 09:40:50+01:00,2026-03-28 09:43:30+01:00,2026-03-28 09:45:40+01:00,2026-03-28 09:48:10+01:00,2026-03-28 09:51:20+01:00,2026-03-28 09:53:50+01:00,2026-03-28 09:56:10+01:00,2026-03-28 10:01:50+01:00,,,,,,Saint-Rémy-lès-Chevreuse,31,2026-03-28 08:26:10.271173+01:00
KALE50,KALE,Massy-Palaiseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-03-28 08:26:10.271173+01:00
